X1,X2,X3,X4,running_X,D,Y
15,-1,0,0,3.0665690237123036,0,5.660933457046752
12,2,1,0,5.934991774956104,1,11.843119555440698
12,2,0,0,4.853004023709695,1,11.266660888097347
12,1,0,1,0.8823587697559643,0,4.385842507888254
11,1,0,1,5.24745882140519,1,12.654096270042258
12,2,1,1,2.4313817642674747,0,4.851730937559992
18,3,1,0,2.3271782107718115,0,4.101178386176264
16,2,0,1,5.917694501499021,1,11.283675885306776
11,2,1,0,6.043008403474143,1,12.289334378894031
11,-1,0,1,0.6132657733896041,0,2.7283638204277483
14,6,1,1,5.816948373239629,1,11.530871104585959
15,6,1,0,2.6139964903312167,0,5.4274965344149875
15,5,1,0,3.505177392938324,0,5.617302936051419
10,-1,0,0,4.517854208942231,1,11.17954894100619
12,3,1,1,4.246539905580833,1,10.66686148421735
10,1,1,1,2.793663258162008,0,5.277283331536615
9,8,1,0,2.570132574979694,0,4.554238758269259
15,5,0,1,2.9226114132724685,0,4.212431347931991
14,3,1,1,2.4039160835239475,0,3.670416300601233
15,2,0,0,1.2910927622853374,0,2.21134664336335
14,3,1,1,3.51480667237987,0,6.496839814476452
15,1,1,0,6.832497842511694,1,12.418907623060159
15,0,0,1,3.383573094540809,0,6.010296980491601
12,5,0,1,3.454793545573142,0,6.648684059096488
15,-4,0,0,2.3090236681453695,0,5.061915957077905
16,-3,0,0,2.0744768918923437,0,4.804360540224264
12,3,1,0,3.117171294995392,0,6.29994974506297
13,2,1,0,4.921686450045147,1,11.198899967136754
16,4,0,1,2.0822970303216457,0,4.068937964035354
13,4,0,1,-0.9180234703130763,0,0.9846050828612354
15,2,0,0,3.427958672499131,0,5.517800960275139
17,3,0,1,4.122466513643719,1,10.104281095259337
12,1,0,1,5.559393232760927,1,11.51139619361745
14,1,0,1,3.3511093025689043,0,6.489302004337813
13,4,1,1,3.8854496591294203,0,6.775784403262003
17,4,1,1,3.223229900576941,0,5.045256502787371
14,7,1,0,2.940855105814526,0,5.600797995278583
12,2,1,1,4.73438465144334,1,11.72935465284808
10,5,1,1,3.9072753299984164,0,7.847699271711451
14,5,1,1,4.907938398300094,1,10.961074395298493
14,1,0,1,4.767178404027108,1,10.96957975696618
8,7,0,1,2.1719422650086893,0,5.604561848270762
14,3,0,0,1.6757381642957596,0,3.292977333349246
13,5,1,0,6.803433492367276,1,11.29277575753096
14,6,1,0,4.8914047199279675,1,10.441511686884198
10,1,1,0,1.1114718478519103,0,3.9247234036587844
12,2,0,0,6.499556245815247,1,12.596231831155675
8,1,1,0,4.782483635161334,1,12.48096105602109
14,2,1,1,0.37183018669638646,0,2.661048625931609
17,1,1,1,7.312348073224264,1,12.225019796240456
18,8,1,1,0.9436014699882329,0,1.9249902160183998
14,2,0,0,3.534975095268911,0,6.513991617475735
16,6,1,1,1.8197309338750638,0,2.9302500089939896
13,1,0,0,5.456558493140598,1,11.835432276786824
12,4,1,1,4.046455099540767,1,10.715023518466253
15,0,1,0,5.262315186745424,1,12.176814120961009
11,5,0,1,-0.2647584190065766,0,0.9430331751352818
11,1,0,1,5.930022551163691,1,12.969794737156908
9,4,0,1,3.09992688800296,0,7.010473086767734
13,2,0,1,6.1209870496723635,1,11.555151799576523
13,0,1,1,3.430095590023437,0,6.657883035963402
20,0,1,1,2.80433160294477,0,4.64855391284581
14,3,1,0,7.33151395019179,1,13.55022323479639
17,3,0,0,1.4965010281614646,0,2.71118747673389
14,6,1,1,3.23188869335861,0,4.9536545898583455
15,4,1,0,2.2354597675434196,0,3.699619686795689
13,2,0,0,4.40684711627461,1,11.42567351696917
12,-2,1,0,6.6173782962063035,1,13.388899509380954
10,3,1,0,4.756507334080867,1,11.029117783371735
15,1,0,0,2.3466414067332524,0,5.058129638099164
13,4,1,1,4.002901610382245,1,10.233509654351806
10,5,1,1,4.242208267058646,1,10.843796142076972
15,7,1,0,3.1037487049737074,0,5.415720566368034
13,6,1,1,5.332648258188674,1,11.499614218243421
19,2,1,0,3.0876346730381004,0,5.513139919278161
14,3,0,1,3.0940631897413433,0,4.842192407325454
16,0,1,1,1.4918115079729115,0,3.9515304968622464
13,2,1,1,1.7351116031180935,0,3.3045647143072654
11,4,0,0,5.3821843209151385,1,11.204674907427776
12,1,1,0,2.3512073655538135,0,4.239263836188273
9,-1,1,1,4.36826007178768,1,11.115273070740049
10,4,1,1,7.114083437670624,1,13.013124125006174
14,3,0,1,3.43367972893889,0,6.13511701686465
14,4,0,0,1.564805429250128,0,2.500024566422264
15,0,0,0,1.129468109091206,0,3.623501374781316
10,0,1,0,0.6488973844134365,0,3.0655347131698414
15,2,1,1,4.20003998858036,1,10.40229299231902
14,8,1,0,6.094248657508521,1,11.163490089429832
8,2,0,0,2.094070481868976,0,5.44035952462401
8,3,0,1,3.0411305249061704,0,6.435472498843113
15,4,1,1,2.7709970534298765,0,4.760902691547103
12,4,0,1,1.2019090034361049,0,3.831931398227522
14,4,1,1,5.716936025500558,1,11.165640754144656
17,10,1,1,2.582173118873156,0,3.6485809233889475
13,1,0,0,5.1465544047158,1,11.37464624841033
12,0,1,1,3.3409520864289792,0,6.280825789084664
15,0,1,0,3.1326656481116975,0,6.389531376220648
15,1,0,0,5.947192900853006,1,11.897659833562905
14,5,1,1,6.2883265669073,1,12.435452897536846
11,2,0,0,5.6119874783099934,1,12.94221417386274
14,2,1,0,4.048198906812627,1,10.25360310387547
14,3,0,1,5.143920533273574,1,11.515742815948968
11,7,0,0,2.917543560706525,0,6.0003905574762335
11,1,1,1,3.3240118017045335,0,7.648301992114464
12,3,0,1,5.279850016740627,1,11.328765232792511
14,0,1,0,1.7222262988989896,0,3.6560700878051273
12,6,1,0,3.2742437586864366,0,6.005844241978507
12,3,1,0,3.3666638376256453,0,7.619666519199968
16,5,0,0,4.688611728313888,1,10.563333401728583
12,6,0,0,4.0516200708064165,1,10.25616549879304
11,3,1,1,6.249271083686503,1,12.588130169650272
15,6,1,1,9.051467117011192,1,13.05468820338457
14,1,0,1,4.51467722004192,1,11.183850317234707
12,7,1,0,5.872285940957036,1,11.833712038654365
10,0,1,0,1.2727313171240686,0,3.132709141181077
14,5,0,1,4.249699492207081,1,9.755623038259015
15,6,0,0,6.047504982065581,1,11.780427740870106
12,2,1,1,5.489484765827644,1,12.526853721107084
11,4,0,0,1.2008885878965034,0,3.6669677799327536
13,0,0,1,4.6345667072885215,1,11.217692422219246
12,3,1,0,2.6095042055334545,0,5.481345668162896
15,4,1,1,6.041825364771293,1,12.103263649990428
14,5,0,1,-0.4076715643430715,0,-0.36048266348081903
17,2,1,1,3.9616159372855835,0,6.734013415658324
11,0,0,1,1.9295112871433369,0,5.2563816453708245
11,6,0,1,1.9324517111816735,0,3.698142889635066
14,2,0,0,1.679760229589316,0,3.908246012878635
16,2,0,0,6.3882646034607315,1,11.667421699196469
13,0,0,0,4.328350694893482,1,11.467826609176942
17,5,1,1,3.671505250306836,0,5.778537908928226
15,4,1,1,0.7363635716116854,0,1.7550277805238528
7,0,0,1,1.3721430859603374,0,5.048023444506555
13,-1,0,0,1.3662439135803175,0,3.027704825969205
19,-2,1,1,4.907157334136983,1,10.662354705079604
17,0,0,0,2.857241160932911,0,4.911371706316281
15,4,1,1,4.761316746213407,1,10.099715112485102
10,4,1,0,6.11465830779723,1,13.412415841674997
17,4,0,1,8.67961321141264,1,13.753817632141734
16,7,0,0,5.9377357798813195,1,10.402431168293475
12,5,0,0,3.4202865834260874,0,6.425238710736366
16,5,0,1,8.827102825657121,1,13.676822203747323
12,3,0,1,4.851855279969184,1,11.67482690065102
13,1,0,0,1.8640164185440584,0,4.481294422239727
12,7,0,0,5.753271957982514,1,11.843125736501616
12,5,1,0,0.6396613201295862,0,2.713449016332382
8,0,1,1,1.5721409356870226,0,5.9113844068137595
14,-3,1,1,5.165012103833802,1,11.433913442811829
15,6,1,1,2.6308833126942615,0,4.722727788369217
17,2,1,0,5.24167480311236,1,10.782610482189208
7,-4,0,1,3.982450107073502,0,9.35267722281088
16,3,1,1,5.915954365072559,1,12.45425985775577
15,1,1,1,3.626220652224321,0,6.467081293616084
14,1,0,0,-0.05624573978651615,0,1.3786525428099567
17,6,1,1,5.764263549038761,1,10.742777193371957
14,4,0,0,2.4221234363460415,0,4.055573618564251
11,4,1,0,1.783412054752775,0,3.9355314791289575
15,3,0,1,3.099338281942676,0,6.10224866223697
13,-5,1,1,4.209270128889768,1,12.018428293968388
13,3,0,0,2.6509690974580398,0,5.310099282343824
13,7,0,1,6.039830243792123,1,11.132028413795702
14,0,0,0,5.766886229714659,1,11.074830049150714
12,0,0,0,6.299513887061999,1,11.7620119809971
16,2,0,1,3.9245580458206044,0,6.075921723147227
17,3,1,1,4.73476696235848,1,9.515292151368753
17,6,1,1,1.8837462752321947,0,3.0052441808071984
15,6,1,1,4.384037043317063,1,10.701419252715448
10,6,0,1,2.8127427520846204,0,5.635178492162224
9,5,1,1,2.8903255535586174,0,5.895860170876154
14,1,1,1,5.647345679390728,1,12.075621076269416
15,2,0,0,8.22093882809154,1,13.265490088958188
9,6,1,1,7.542897729240726,1,13.308100930030754
14,3,1,0,3.5222331501317337,0,5.398400083779182
20,3,1,0,6.943450347356178,1,11.543143284791666
13,0,0,0,2.0391362407346945,0,3.682706633926325
14,4,1,0,2.9719687833568553,0,6.092896777351869
13,1,1,0,2.2581075649580535,0,5.1657874010909195
15,3,1,1,5.92863479314345,1,11.737702773903788
16,3,0,0,5.078213510097841,1,10.956515689236308
11,7,0,1,7.040922470424252,1,12.623347483007564
13,-2,1,1,3.3775691924087825,0,6.408097587443981
17,6,1,1,4.4241626849788505,1,9.09433774787197
15,1,1,0,4.083880646957837,1,9.983916967989801
12,1,0,1,2.7719645858773383,0,5.347973821276429
12,4,1,1,6.179242550878028,1,12.103375589497343
16,8,0,1,-0.6976076170520278,0,-0.6369844216904824
15,8,0,1,4.7845732117761735,1,10.148579772702881
14,5,0,1,2.8041748395336965,0,4.568092030622886
16,3,1,1,1.2960011457425193,0,2.102996192025396
10,4,1,1,5.700494242731289,1,11.852800752275082
11,4,1,1,5.319872562390476,1,12.187482691415314
14,2,0,0,2.717468226124675,0,4.776533856105908
8,3,1,1,5.420899127696152,1,12.669188012890114
11,4,1,0,4.500592796208632,1,10.416450477494783
14,4,1,1,0.7140510218395857,0,2.4320914361555013
17,3,1,1,4.785268201536165,1,10.585698467403331
11,-2,1,1,2.1773291263195698,0,5.651041471917002
13,7,0,0,5.390267079833578,1,11.126974638591523
15,1,1,1,7.8057307705053685,1,13.177524282741503
11,0,0,1,4.131444653803579,1,11.034155849676374
18,0,1,1,7.196177815670978,1,12.5820719114094
16,2,0,1,6.155418407730515,1,11.648373220136927
14,-3,1,0,4.588260044690663,1,11.425225872829467
14,2,1,0,6.099020162092237,1,12.129253497141004
11,5,0,1,5.9576406044721315,1,12.203904193459241
15,7,1,1,5.122999053616914,1,10.5620664118825
13,4,1,1,7.025331502113076,1,13.898554444207882
15,4,0,0,1.0765293018514135,0,2.4404877605202486
13,4,1,1,3.7797223465470364,0,6.287429075268721
16,3,1,1,5.278484747697128,1,10.46313108609835
17,4,1,0,2.5199428168941322,0,4.077394964681026
13,4,1,1,9.01079259082671,1,14.404860619593606
14,4,1,1,7.636101473921222,1,13.13881909493243
8,4,1,0,3.3509684771861394,0,8.074449439976938
16,5,1,1,0.9205729371372953,0,2.230520040909594
11,2,0,0,3.5844785783807676,0,6.896057328686074
13,3,1,1,2.9220463915837205,0,5.800003254502267
11,3,1,1,3.00536734799468,0,6.090893413395787
13,3,1,1,3.900775913212857,0,8.693765130757964
19,2,1,0,0.15638001065680518,0,0.1093186091954006
15,3,1,1,-0.31940701369226066,0,0.3899780854954736
15,3,0,0,0.255218196914738,0,0.5099147374171414
10,1,1,0,0.9771732366312049,0,3.8920222452103865
14,1,1,0,2.31429297692491,0,4.674885426929557
15,0,0,0,4.90453190267458,1,10.780048383841375
16,-2,0,1,7.5557055663107064,1,12.946706959721242
13,-6,1,0,3.730704082693887,0,6.816313414635624
11,7,1,0,1.515360281882204,0,4.1750934322797
10,0,1,1,4.146407283753533,1,12.003370745358673
11,3,0,1,0.32384970398456314,0,2.0727043559369114
12,1,0,1,2.432923970831585,0,5.5641087303652474
17,3,0,1,3.312624401285886,0,5.967244409103419
15,2,1,1,3.0146941001447662,0,5.674820526557367
16,5,1,0,4.965510322739326,1,10.663588624937587
13,5,1,1,7.302708160899838,1,13.73630691231453
16,10,1,1,5.55056010732175,1,9.818163987832419
15,2,1,1,1.8725351904585827,0,3.6184046400245764
10,5,0,0,5.359059955356121,1,11.716558545176788
15,0,0,0,6.457410483200264,1,12.331627260397804
16,4,0,0,6.59608397055443,1,12.163156046583913
15,5,0,0,7.404686181983552,1,13.107021482059157
13,0,1,0,5.0470270204912895,1,11.410811457430684
13,-2,1,1,4.151226909264217,1,11.702956968961598
12,6,0,0,2.461253727893615,0,4.864080211378841
14,4,1,1,4.547874672985294,1,10.947081000698269
16,2,1,1,5.528074643808644,1,11.902934646333913
14,3,1,1,4.134312091510866,1,10.834826479736373
16,2,1,1,5.230131750231014,1,10.768768877531084
11,-2,1,1,3.625596856415228,0,7.429331733945087
13,3,0,0,0.9165871330696325,0,3.333757102322745
10,7,1,1,4.2486935615565615,1,10.779362658146507
11,3,1,0,6.139869745368361,1,12.28677923585159
13,4,0,1,1.1586372009773016,0,2.936312060039724
18,0,0,1,6.1021339158669115,1,12.419685789010899
16,-6,0,0,0.04488807624725899,0,0.874142014600027
17,2,1,1,3.761134551041755,0,7.001146495787209
13,1,0,0,6.044617675069031,1,11.600911823440846
15,-1,0,1,4.901753586072567,1,11.420766554203302
21,-1,1,1,0.2715199984748198,0,0.7220331306331284
17,3,1,1,4.268256170027215,1,9.433595237511216
14,1,1,0,3.06033414989372,0,5.41130530390856
13,8,0,1,5.33944059600066,1,11.585512082508828
11,3,1,0,6.329936142337457,1,12.65053826787021
12,1,1,1,6.773529677828547,1,13.683831668083666
14,5,1,0,5.097948597222807,1,10.885857040507448
15,2,0,0,5.985717332462849,1,11.26485070524676
14,1,0,1,4.0157426277542525,1,10.797526722979212
10,0,0,0,2.442924337432438,0,5.81991406908163
10,8,1,0,2.0503433122439243,0,4.7844659212101535
12,0,1,0,3.237468901892185,0,6.734497088148529
13,4,1,0,3.216872239762181,0,6.319962770192251
18,2,1,1,4.935658478289359,1,10.938177832461442
11,5,0,1,3.0971297589267586,0,6.257099080207706
7,4,1,0,4.936290565576829,1,12.479716179845783
13,2,1,1,3.2038829904340274,0,6.278333310916476
16,-2,1,0,3.0980332093488316,0,6.081379379488238
15,0,1,1,1.7089064721682439,0,3.8405190091746593
13,3,0,1,3.2322368047100447,0,6.334485331265804
14,6,1,0,4.483894467745762,1,10.69138107910242
12,1,0,1,2.2564593316351216,0,4.702688249069078
14,3,1,1,3.2791846712890744,0,5.781115152369266
16,5,1,1,2.0211035985980015,0,3.884671400131494
14,3,0,0,-0.15204896664514944,0,0.8454526443731041
12,2,1,0,3.88223519965402,0,7.775696987849468
15,3,0,1,4.297819897510551,1,10.322170705899126
10,6,1,0,3.892206293746424,0,6.689993723690235
13,8,0,0,6.663300487419534,1,11.779838528217981
12,3,0,0,4.310420517515677,1,10.975559579993227
22,2,0,0,6.468579758350515,1,11.111736214260146
14,2,1,0,5.489556983624614,1,11.42014523514115
13,0,1,0,2.5208026655392883,0,5.246857262601674
11,0,0,1,3.659138201740205,0,7.061405691753889
13,0,0,1,4.670561875569867,1,10.212687742882267
11,2,0,0,3.502528366164031,0,7.426889663734812
11,2,1,0,4.942515951079106,1,12.145529778749887
12,5,0,1,4.370105518145235,1,11.227349990131561
13,2,1,1,5.7112916979414985,1,12.96507931207714
16,3,0,0,3.111542667070713,0,5.1467171188490255
14,2,0,0,5.373978427726975,1,10.964673171118518
14,5,1,0,3.874824172199209,0,6.6748620140461306
11,2,1,0,3.6794715533183595,0,7.050690368885133
12,0,0,0,4.737325576983961,1,12.20259117655893
10,4,0,1,3.236595498271918,0,6.8928357140462095
13,-4,1,1,5.07732959113687,1,11.41660396288549
18,2,1,0,1.7223795246444635,0,3.429799192845942
18,0,0,1,0.9369843655196899,0,1.4933370129716192
14,5,0,1,2.374265768521843,0,4.374918333192916
10,4,1,0,4.877800090474683,1,11.327792185332214
16,-6,0,0,2.430874943883452,0,5.294379005722562
11,0,1,1,4.602267121816995,1,11.42380890109515
12,1,0,1,2.381894768855573,0,5.356225154798808
12,1,1,1,0.39542268572642136,0,2.7747116977713375
13,4,1,1,3.4575888473922207,0,6.652507355623542
16,2,0,1,4.242348563005615,1,11.321406651318728
14,5,1,0,5.880378684401045,1,11.093850864359286
12,6,0,1,2.17000639056195,0,4.669192245563859
13,0,0,1,5.055306953921987,1,10.757509599814542
10,6,1,0,5.63503911177781,1,12.501723530087457
16,0,1,1,0.9633460697575127,0,2.5850770699846577
12,0,1,1,0.2660449007475467,0,1.4458017508973766
15,1,1,1,3.151313606898844,0,5.141191627282257
12,3,1,0,3.9915822503950804,0,7.597704056515195
15,2,1,0,3.1026996784774945,0,6.664087703992932
13,0,0,1,5.199217430323607,1,11.620626724194373
12,5,1,0,0.12502137803161073,0,1.292136839527643
11,0,0,1,6.8060708177537865,1,13.16321040679659
12,4,1,1,5.024543380810264,1,10.753600237331073
11,2,1,0,0.5557118726022017,0,2.879956685858069
13,0,0,1,4.4202861640453195,1,11.283143150647652
19,6,0,1,5.877853614715757,1,10.79159756384068
14,5,1,1,7.603252243915588,1,13.193338969630435
10,-1,1,0,3.6812425889275913,0,7.687610053691354
13,0,0,1,1.8384515370941443,0,5.4235717806434405
16,5,0,1,4.4111406087314595,1,9.951793903617302
8,4,0,1,4.647848345879686,1,11.759924957011258
14,1,1,0,6.153257093125729,1,12.072431945057115
12,4,1,0,5.509379638347806,1,11.732568406355314
12,8,1,0,5.21250698667786,1,10.165897746793384
14,4,0,0,4.381462767677142,1,9.773058297124582
15,0,1,1,4.230417945341988,1,9.70858336599905
13,8,0,1,6.950654524903397,1,11.886619692324862
12,-2,0,1,2.936373616576245,0,5.987754308650711
15,0,0,1,6.951426262422075,1,12.161650603491175
15,-1,0,1,4.715981527918657,1,11.485886921399679
11,6,1,1,1.7095104870070674,0,3.2635450350230406
15,3,0,1,4.262240495419043,1,10.08194435964277
17,5,1,0,4.753524715645896,1,9.833187953552525
14,2,1,1,3.7263040269155128,0,7.623155100323787
7,1,1,1,4.457796947930821,1,13.028883898506296
12,1,1,1,-0.08690271010800643,0,2.4925611815044815
15,2,1,0,9.797627111747552,1,14.294900694803635
16,8,0,1,10.883919259787312,1,14.502417209847055
17,2,1,0,2.7159426912767635,0,4.159505593521764
12,2,1,1,4.580432501580185,1,11.30503098882094
11,-1,1,0,7.565217378847745,1,14.240838010555132
13,2,1,0,4.236691460278722,1,10.769774429039165
12,3,1,1,3.4368524001578162,0,7.0043287207571066
14,1,0,1,3.8284815173197346,0,5.305144418623817
15,0,1,0,3.610423528191809,0,6.395685990014178
12,-1,1,0,8.15905404447663,1,14.689374725668834
10,0,1,1,2.7643738189964475,0,7.29637795285933
14,4,0,0,6.73666111370224,1,13.472803550193886
9,3,0,0,5.643571068123107,1,12.541560818409149
14,5,1,0,5.109511252549947,1,12.273151328562536
15,5,1,1,6.990170510564277,1,12.635564017772836
18,7,1,1,4.326130895177982,1,9.60698316915615
13,-1,1,0,4.628820573083718,1,10.92008540789816
12,6,1,0,2.202000319327457,0,4.195369500377538
13,1,1,1,0.6095558497008144,0,1.6462111420981256
12,2,0,0,4.605966211720025,1,11.441038432964957
16,5,0,1,4.216325164645423,1,9.492704484261004
17,5,0,1,3.1907620318386196,0,5.130068670225499
15,5,0,0,5.420233883512182,1,11.715782158498175
11,6,1,0,4.450508995598805,1,11.118073056064897
17,0,0,0,7.725484755163878,1,13.105804830984576
14,1,1,0,4.167217411166324,1,10.440811462315558
13,3,1,0,4.6060224692723075,1,11.661768367093854
9,1,0,0,5.128590689460927,1,12.452021500241965
17,4,0,1,4.536566169812939,1,10.33356217629971
10,2,1,1,3.3257832492086754,0,7.114609963767987
14,4,1,0,3.295955793652485,0,6.790887224845377
14,6,1,0,1.4699159754619022,0,3.47191889916461
14,4,0,1,2.2896952330764044,0,4.527050202008463
14,9,0,1,4.703439194275678,1,10.116381134472512
11,2,1,1,2.2864950093214946,0,5.7120790568205475
15,-1,1,1,7.823314777482921,1,14.456283756230254
