unit_id,post,D,Y,X1,X2,X3,X4
49,0,0,48.707539340259636,1,5,0,0
50,0,1,48.105773754461715,3,6,0,0
51,0,0,49.22649478731919,1,5,0,1
52,0,0,49.9271707384166,4,4,0,0
53,0,1,49.28331245287208,5,5,1,1
54,0,1,51.04405121058793,4,7,1,0
55,0,1,49.013789451222586,3,6,0,1
56,0,1,49.17475185724663,2,6,1,1
57,0,1,50.44139876713099,2,5,1,0
58,0,1,49.018160066055515,3,6,1,0
59,0,1,48.24543554034556,6,5,1,1
60,0,1,48.813622664651966,7,4,1,0
61,0,0,50.2332845684976,4,5,1,1
62,0,1,49.77155879445375,2,5,0,0
63,0,1,46.615015365924734,6,5,0,0
64,0,0,49.73671598546673,2,5,1,0
65,0,0,48.799465212786046,5,7,0,0
66,0,1,49.964042070954704,6,8,1,0
67,0,0,50.4747173389239,3,5,1,0
68,0,1,49.76682184892063,4,7,0,1
69,0,1,48.60483348694145,4,5,0,0
70,0,1,50.017397803087654,2,6,1,0
71,0,1,48.22311892389992,7,6,1,1
72,0,0,50.629705327419515,1,6,0,0
73,0,1,51.623343492209116,3,6,1,0
74,0,0,48.2661775521159,3,6,0,0
75,0,1,47.78633910081715,5,6,1,1
76,0,0,48.817237277050765,1,5,0,0
77,0,1,47.89431657691043,4,5,0,1
78,0,1,48.58629970311764,4,8,0,1
79,0,0,48.27946359222506,4,4,0,1
80,0,0,48.90401628670183,3,3,0,1
81,0,0,49.21925058227811,1,6,0,0
82,0,0,48.72389830045444,3,5,0,1
83,0,0,48.7827756466982,3,5,1,0
84,0,1,47.48191664654944,3,6,0,1
85,0,0,47.67658504626823,5,4,0,0
86,0,0,48.678436471256845,6,5,0,1
87,0,1,49.11029836739262,1,6,0,1
88,0,0,49.43039058318815,2,6,0,1
89,0,0,47.4771888870645,3,6,1,1
90,0,1,48.7227313568921,3,6,0,0
91,0,1,49.22458574687983,4,4,1,1
92,0,1,49.47014623204479,4,6,0,0
93,0,0,50.57112957603824,3,4,0,1
94,0,1,49.335707630135474,2,6,1,0
95,0,1,48.95827688482937,5,5,0,0
96,0,1,50.906295853602856,5,6,0,0
97,0,1,50.19798873535716,0,5,1,0
98,0,1,49.601159682214984,0,6,0,0
99,0,0,49.662882648449916,5,5,0,1
100,0,0,49.162370341187035,4,4,0,1
101,0,0,49.21387475655394,3,7,0,1
102,0,0,48.80001405140696,4,5,0,0
103,0,0,48.62718075320999,4,5,0,1
104,0,0,50.268387836973744,4,7,0,1
105,0,0,48.66970887308321,4,6,0,1
106,0,1,48.73182987003514,3,6,0,0
107,0,0,50.09391752540357,2,6,0,1
108,0,0,49.34682953164589,3,5,0,0
109,0,1,49.53035019682763,8,5,0,0
110,0,1,48.851940447006385,5,5,0,0
111,0,0,50.217906326042126,2,7,0,1
112,0,0,49.71343912898367,6,5,0,0
113,0,1,49.15171085071352,5,5,0,1
114,0,1,48.732717923316045,4,8,1,1
115,0,0,49.76955264692402,4,4,1,0
116,0,0,48.52895105601441,2,6,0,1
117,0,0,49.701680001534854,5,6,1,0
118,0,0,49.5172381555148,1,5,1,0
119,0,0,50.036333030939005,5,6,0,1
120,0,1,46.952557428292494,5,5,0,1
121,0,0,48.92161031429024,3,4,0,1
122,0,0,49.03102335150403,2,4,0,1
123,0,0,48.94975877407721,5,8,0,0
124,0,0,47.981529771029216,4,6,0,1
125,0,0,49.78824410276379,1,6,0,0
126,0,0,48.43494794361424,7,5,1,1
127,0,1,48.26600615225323,2,5,1,0
128,0,1,49.82311261937023,3,6,1,0
129,0,0,48.77855874898629,5,6,0,1
130,0,1,48.362372993461435,1,7,1,0
131,0,1,51.10732011443506,2,8,1,0
132,0,0,48.51619939834338,3,5,1,0
133,0,1,49.4358916187481,0,5,0,1
134,0,0,51.01272822986567,1,7,0,0
135,0,0,49.39624687500961,4,6,0,0
136,0,0,49.40475074040649,3,5,0,1
137,0,0,48.55029623704566,6,6,1,0
138,0,0,48.72256108785902,1,6,1,0
139,0,1,48.790318927490866,3,5,1,0
140,0,0,49.68196026966173,3,5,0,0
141,0,1,48.8505944801399,3,5,0,0
142,0,0,48.00794206161463,4,5,0,0
143,0,0,50.386067175214166,3,5,0,0
144,0,1,48.183581374437566,3,7,1,1
145,0,0,49.59351360184697,0,5,0,0
146,0,0,48.69950692801634,3,4,1,1
147,0,1,47.83792336443913,3,5,0,1
148,0,0,48.71086633564952,7,5,0,1
149,0,0,50.9767685651183,2,5,0,1
150,0,1,49.86790327910256,3,5,1,0
151,0,1,50.95113210070101,6,7,0,0
152,0,0,49.04243554706725,1,5,1,0
153,0,1,48.222687788592914,3,5,0,1
154,0,1,48.543430536363665,0,6,1,1
155,0,0,49.178114334858634,4,5,0,0
156,0,1,48.877089877410704,3,5,0,0
157,0,1,49.99328134633323,1,5,1,0
158,0,1,48.895656791208424,0,4,1,0
159,0,1,48.18976402058639,4,5,0,0
160,0,1,49.78793398036236,4,6,0,1
161,0,1,49.76509881339117,4,6,0,0
162,0,0,49.1281204361254,2,6,0,1
163,0,0,48.138645227788,1,6,0,0
164,0,1,48.95896271146041,4,5,1,0
165,0,0,50.30619598214719,4,4,1,0
166,0,1,48.35662940580103,3,7,1,0
167,0,0,48.48073721150818,7,6,0,1
168,0,0,49.93778981399129,5,7,0,0
169,0,0,49.24825558106008,4,4,0,0
170,0,1,48.58441756227331,2,5,0,1
171,0,0,49.07388758631459,3,6,0,0
172,0,1,50.719404559462866,2,4,0,1
173,0,1,49.92643789645129,2,5,0,0
174,0,0,49.10686150866003,4,7,1,1
175,0,1,47.21006998246966,3,5,0,0
176,0,1,48.35165315062975,3,6,0,1
177,0,1,48.971334266660115,4,5,1,1
178,0,0,49.20784913587466,4,4,0,1
179,0,1,48.2731873142881,3,5,0,1
180,0,0,50.329427893486255,3,5,1,1
181,0,0,49.494149187849054,7,7,1,1
182,0,0,48.481882487320455,6,4,1,0
183,0,0,49.23753198828575,3,7,1,1
184,0,1,47.9331619436364,6,5,0,0
185,0,1,49.443936439840996,1,6,0,0
186,0,0,50.64947785407295,3,4,1,0
187,0,0,50.316873638873304,3,4,1,0
188,0,1,49.347047491915845,5,3,1,0
189,0,1,49.14169733512511,8,4,0,1
190,0,0,48.13823831959902,3,5,0,1
191,0,0,48.33834592095734,3,5,0,0
192,0,0,47.33267615353423,7,6,0,1
193,0,0,49.921071673724065,2,6,0,0
194,0,0,49.63460421727724,4,5,0,1
195,0,0,49.96052620342942,2,5,0,1
196,0,0,49.38056380022402,2,6,1,1
197,0,0,49.617596901088504,4,4,0,1
198,0,1,47.498465740389406,4,6,0,1
199,0,0,50.19214660945219,3,5,1,0
200,0,1,48.911786238250464,6,4,0,0
201,0,0,49.50996164850392,1,5,1,1
202,0,0,48.848576539560845,4,6,0,1
203,0,1,47.96761059330683,3,6,1,1
204,0,0,50.45479749729022,1,5,0,0
205,0,0,48.28114623498522,3,4,1,0
206,0,0,48.949742148172476,6,4,1,0
207,0,0,50.63223108805167,3,5,1,0
208,0,1,49.61146100245364,1,4,0,0
209,0,0,48.64125173088531,3,7,1,1
210,0,0,47.74347819979189,1,6,0,1
211,0,1,49.656382454089986,0,5,0,1
212,0,1,46.73790314714122,4,5,0,0
213,0,1,50.56172853805333,4,5,1,0
214,0,1,49.899064689533105,1,5,0,0
215,0,0,49.70214478977964,7,7,0,0
216,0,0,50.42097501923395,3,6,1,0
217,0,0,48.73140616674148,3,4,0,0
218,0,1,48.686084145962795,5,6,1,1
219,0,0,48.02475734442161,2,7,0,1
220,0,1,47.71116102974801,5,4,0,0
221,0,1,49.72035948237669,4,5,0,1
222,0,1,50.85024647728213,6,7,0,1
223,0,1,49.32669924989055,7,5,1,0
224,0,0,52.33702248979521,6,7,0,1
225,0,1,48.59438713685605,2,5,1,0
226,0,0,49.60659098480631,4,3,1,1
227,0,0,49.871140740187535,0,6,1,0
228,0,1,49.53622606347267,4,6,0,0
229,0,1,49.426608910848735,4,5,1,0
230,0,1,48.52916582967324,3,4,0,1
231,0,1,48.1779806061493,4,7,0,0
232,0,1,50.40495368017141,4,7,1,1
233,0,1,49.66942463440618,3,4,0,1
234,0,1,50.44228010235934,3,5,0,0
235,0,0,49.176679496283896,4,3,1,0
236,0,1,50.00307767549716,3,6,0,0
237,0,0,49.518952953679616,0,5,0,0
238,0,0,49.130047851035144,3,5,1,1
239,0,0,47.78805761560012,3,5,1,1
240,0,0,47.966821955084335,2,4,0,0
241,0,0,49.69782091168128,4,4,0,0
242,0,1,49.175118635936926,6,7,1,0
243,0,1,49.67720073727568,1,6,0,1
244,0,0,47.733995956297434,2,7,0,1
245,0,0,50.27965705940662,5,6,0,0
246,0,1,49.66452773715252,2,5,0,1
247,0,1,47.63106530294682,5,6,0,0
248,0,1,48.45370577317187,1,5,0,0
249,0,1,48.59517459365351,4,5,1,0
250,0,1,48.7072938049624,2,5,1,0
251,0,1,50.27879749942459,6,6,0,0
252,0,1,47.975095213764014,4,6,0,1
253,0,0,50.50104164689537,4,6,0,1
254,0,1,47.83878459674186,2,6,0,1
255,0,0,49.30196306261234,4,6,1,0
256,0,1,47.52470341635095,4,5,0,0
257,0,1,49.25034841022606,3,4,0,0
258,0,1,48.72562675653483,4,5,1,1
259,0,0,50.31748924708585,6,6,1,1
260,0,1,48.42685894849424,6,5,1,0
261,0,1,47.705286320929844,4,6,0,0
262,0,0,49.9532086639211,4,6,1,1
263,0,1,49.215150525996755,3,4,0,1
264,0,1,49.54074295352125,4,5,1,0
265,0,0,49.635451108426935,4,4,0,0
266,0,1,49.30833785524488,3,5,1,0
267,0,0,49.73352460508809,2,3,1,0
268,0,1,49.22600707460696,2,6,0,0
269,0,0,49.91339155551408,6,5,0,1
270,0,1,49.333231827072225,5,5,0,1
271,0,1,49.30865987506002,3,5,0,0
272,0,1,49.24914682032573,2,5,0,0
273,0,0,49.89109395890882,1,5,0,0
274,0,0,49.88291981137985,4,6,1,0
275,0,0,49.21260956213112,5,7,0,1
276,0,1,51.07181017312603,0,6,1,0
277,0,0,49.017732564277104,2,5,1,0
278,0,0,49.310494757077095,6,5,0,0
279,0,0,48.847552018983976,5,7,0,0
280,0,0,48.48263442034269,3,6,1,0
281,0,0,48.725947395008234,2,6,1,0
282,0,0,50.15143179130378,1,5,1,0
283,0,1,49.21137408146367,4,6,1,0
284,0,1,48.40236454996833,5,5,1,0
285,0,1,47.28207309058415,4,5,0,0
286,0,0,50.30256267539136,6,5,0,1
287,0,1,48.46991196375566,5,5,1,1
288,0,0,51.328076748254155,0,6,0,0
289,0,0,48.663625336227426,3,6,0,1
290,0,1,49.94061678974065,4,6,1,1
291,0,1,49.75041526321887,6,5,0,1
292,0,1,50.14603489260658,5,7,1,1
293,0,0,50.416536159491244,2,4,1,0
294,0,1,50.028984949963004,5,5,1,1
295,0,0,48.01090759961251,4,5,1,0
296,0,0,48.947694267319065,4,5,0,0
297,0,0,47.8010753578721,4,5,1,0
298,0,1,50.97562506789537,5,6,0,1
299,0,0,47.28559536608421,4,5,0,0
300,0,0,48.94327006438501,4,6,0,0
301,0,0,48.78261750980029,5,5,0,0
302,0,1,48.69589180118966,5,5,0,0
303,0,1,50.441486309530255,2,6,0,1
304,0,0,48.61801180882997,6,5,0,0
305,0,0,47.30693912442431,5,7,1,0
306,0,0,49.56821297235313,5,7,0,0
307,0,1,49.443590235538124,2,7,0,0
308,0,1,49.76156850709961,6,4,1,0
309,0,0,49.30521533746055,4,7,0,0
310,0,0,49.31998445689964,4,7,0,1
311,0,0,47.86103246791998,1,5,0,0
312,0,0,48.031166370986725,0,7,0,0
313,0,1,49.43925285005989,1,5,0,0
314,0,1,49.078981104821885,3,6,1,1
315,0,0,48.229442214074105,7,6,1,1
316,0,0,51.17502476163886,3,5,0,0
317,0,1,49.74934381196187,7,6,1,1
318,0,1,48.62598539171197,5,5,0,1
319,0,0,49.190044942811646,3,6,0,0
320,0,0,50.13733149788204,6,6,1,0
321,0,0,50.56422349541099,2,7,1,1
322,0,1,48.060512337301965,5,6,1,1
323,0,1,47.6573257098047,3,5,0,0
324,0,1,50.149307400670246,8,6,0,0
325,0,0,50.62475185023339,2,6,0,0
326,0,1,49.17259173563442,6,7,1,0
327,0,1,50.00187775157217,5,5,1,0
328,0,1,48.13955466474152,4,5,0,1
329,0,0,50.1014875703283,5,5,0,0
330,0,0,48.79753562868475,5,6,0,0
331,0,0,48.921419069250256,5,6,0,0
332,0,0,50.330091797032495,2,5,0,1
333,0,0,47.2478035854745,4,7,1,1
334,0,0,49.277983968811505,2,5,0,1
335,0,1,47.85732469148964,4,7,0,1
336,0,1,48.747897266141145,5,5,0,1
337,0,0,50.3374832335267,3,6,1,1
338,0,0,49.4437812871174,2,5,0,0
339,0,1,50.005787233338175,3,5,1,0
340,0,1,50.94329050790669,3,5,0,1
341,0,1,48.302514367618926,4,5,0,0
342,0,0,49.42875342543744,3,4,1,0
343,0,0,48.61657123238631,3,6,0,0
344,0,0,49.74533111022293,3,5,0,0
345,0,0,49.32306853314632,1,5,1,1
346,0,1,49.817266395528115,0,4,1,1
347,0,0,48.94790515255267,5,7,0,0
348,0,1,49.92508921567085,7,7,0,1
349,0,0,46.57897403215643,4,5,0,0
350,0,1,48.947080236668,4,5,1,1
351,0,0,48.93173949201534,5,5,0,1
352,0,1,48.108212495720466,1,8,1,1
353,0,0,48.26662485975287,5,5,0,0
354,0,0,50.093955066033736,2,6,0,1
355,0,1,48.12941122149807,3,7,0,0
356,0,0,50.228522254124876,4,6,0,0
357,0,0,49.76291100158628,5,4,0,1
358,0,0,48.978384950684635,4,4,0,1
359,0,0,50.63826111627867,4,6,0,0
360,0,0,49.71704352920681,1,5,1,1
361,0,0,49.23723061991424,4,5,1,0
362,0,0,49.22879493075191,1,4,1,0
363,0,0,49.44420360700393,3,6,0,0
364,0,0,48.81205456104922,1,6,1,1
365,0,0,49.88764931330123,4,5,0,0
366,0,0,49.89558511112458,6,7,0,0
367,0,0,48.77049696205442,1,5,1,0
368,0,1,50.64449745500465,1,6,1,0
369,0,0,49.379512611474304,3,5,0,1
370,0,1,47.16177929587939,1,5,1,0
371,0,0,47.66525582850756,3,4,1,0
372,0,1,49.28962758547973,6,5,0,0
373,0,0,50.35583747413492,9,6,0,1
374,0,0,48.22123608739071,5,5,0,0
375,0,0,48.55019853735978,4,5,0,1
376,0,0,49.48884108418789,4,7,0,0
377,0,1,49.59355300700507,4,6,0,0
378,0,1,49.410641079745176,2,5,1,1
379,0,0,49.54546001492643,5,5,0,0
380,0,0,49.92170640767721,6,5,0,0
381,0,1,49.30089025185061,1,5,0,0
382,0,0,49.313791420461946,3,5,1,0
383,0,0,49.26660309696842,4,6,0,0
384,0,0,49.01202582709294,4,6,1,1
385,0,0,49.292108358495355,5,7,1,1
386,0,0,48.27192995749188,9,5,0,1
387,0,0,48.48643732653934,5,6,0,0
388,0,0,50.10318560747238,3,7,1,1
389,0,0,49.02893890589522,2,5,1,0
390,0,1,47.85811518858309,4,5,0,1
391,0,1,50.547094581202316,2,3,1,1
392,0,1,49.57589098881513,1,5,0,1
393,0,1,48.629398681119596,4,6,0,1
394,0,0,50.02626159715027,0,6,1,0
395,0,0,51.648564217148376,5,4,0,0
396,0,0,50.87929374820941,4,5,1,0
397,0,0,48.033986570871136,2,7,0,0
398,0,0,50.01388544951275,3,5,0,1
399,0,1,48.99804327820988,7,4,0,1
400,0,1,48.347608533606866,5,4,1,1
401,0,1,49.93201594134058,0,6,1,0
402,0,0,47.646158114467625,0,6,0,0
403,0,1,51.068812838472795,6,4,1,0
404,0,1,47.50057876974396,4,5,0,1
405,0,0,47.62613735505024,4,6,0,1
406,0,1,48.46257567953742,1,5,0,0
407,0,0,48.731342391063045,5,5,0,0
408,0,0,49.73422769432281,3,6,0,0
409,0,1,50.64055529680491,2,6,0,0
410,0,1,50.593415893785085,5,5,0,0
411,0,1,48.41802989895728,5,7,1,0
412,0,0,49.10396662117199,2,7,0,0
413,0,1,49.13220248610021,0,5,1,0
414,0,1,50.377912878427274,5,5,0,1
415,0,0,50.39989854057243,3,6,0,1
416,0,0,50.08326471335265,3,4,1,0
417,0,0,49.155409463572305,5,4,1,1
418,0,1,49.17743175075365,7,6,0,0
419,0,0,49.99646131450754,5,5,0,0
420,0,1,48.55416781391136,3,5,0,0
421,0,1,49.01686632224925,5,8,1,0
422,0,1,47.68367603236973,3,7,0,0
423,0,1,48.252810882325186,7,6,0,1
424,0,1,46.63753359296262,5,6,1,0
425,0,1,47.854178541387334,4,7,0,0
426,0,1,49.51858639213409,2,6,1,1
427,0,0,48.82183127898862,0,6,1,0
428,0,0,51.77494339250931,0,6,0,0
429,0,0,48.60591330185418,1,6,0,1
430,0,0,49.816610107365904,5,4,0,0
431,0,0,48.87773827536008,4,5,1,1
432,0,1,51.34595196136012,2,5,0,0
433,0,1,49.15437690283054,5,6,0,1
434,0,1,47.531100191929056,4,4,0,1
435,0,0,49.522725426165515,7,5,0,0
436,0,0,48.3530241497651,6,7,0,1
437,0,1,50.38908611920226,3,6,1,0
438,0,1,49.853632692199824,5,5,1,0
439,0,1,48.365216331941966,3,7,0,0
440,0,1,50.088510366628654,5,6,0,1
441,0,1,47.86838067922954,5,6,1,0
442,0,1,48.13214792174708,1,5,0,1
443,0,0,49.58161273467779,3,6,0,0
444,0,1,49.93538807763893,3,5,0,0
445,0,0,48.338003985156746,5,5,0,0
446,0,1,49.830840679937445,6,6,0,0
447,0,1,50.119559446489156,1,5,0,0
448,0,0,49.003630811608986,0,4,1,0
449,0,0,48.59762033684746,5,4,0,0
450,0,1,49.497608598934846,2,6,0,1
451,0,1,49.093403871411915,3,3,0,0
452,0,0,49.25349366054682,4,6,1,0
453,0,0,50.13707448347139,4,8,0,0
454,0,1,50.33172800457236,3,7,0,1
455,0,1,47.992304638993126,7,6,1,1
456,0,1,48.89582238711868,2,6,1,0
457,0,1,47.92237105843286,1,5,0,1
458,0,0,48.229529987954166,4,5,0,1
459,0,0,48.995136730533794,6,6,0,0
460,0,0,49.704762860264275,2,6,0,1
461,0,0,49.45991279479033,5,3,1,1
462,0,0,49.315347449581374,2,5,0,0
463,0,1,50.19543946631489,3,7,1,1
464,0,1,48.816233339330395,5,6,0,0
465,0,1,50.51443971328831,3,6,1,0
466,0,0,49.639948857078444,1,6,1,0
467,0,0,50.40607318093364,5,6,0,0
468,0,1,48.788797696544634,0,5,0,0
469,0,1,49.62790410980269,2,4,0,1
470,0,1,50.76661789429556,1,7,1,0
471,0,1,48.00080314540953,5,6,0,0
472,0,0,48.62579844493048,3,7,0,0
473,0,0,49.77590218021905,5,4,1,1
474,0,0,49.50924256458021,2,4,0,0
475,0,0,49.11132803025491,4,6,1,1
476,0,0,49.33206184345394,3,4,0,0
477,0,0,48.934847950652845,4,6,1,1
478,0,1,47.36049754428968,5,6,0,0
479,0,0,48.97770241938265,5,6,0,0
480,0,1,50.08847650475442,4,4,1,0
481,0,1,47.96423077067965,3,5,1,0
482,0,0,47.25338449159285,4,5,0,1
483,0,0,51.05888049783774,2,5,0,0
484,0,1,49.514955542641,1,5,0,0
485,0,1,50.00043511927767,5,6,0,1
486,0,0,49.4499361022192,1,7,0,0
487,0,0,49.406909338784644,4,7,0,0
488,0,0,49.01868040696088,3,6,0,1
489,0,0,49.73608756092926,4,5,1,0
490,0,1,49.87651254952883,6,4,0,0
491,0,1,49.6533504854089,1,7,0,0
492,0,1,50.418193249695854,4,5,0,0
493,0,0,48.894394826029334,5,6,0,0
494,0,1,49.30530674971435,1,6,1,0
495,0,0,51.26584920440236,3,6,0,1
496,0,0,48.58296496993433,4,5,0,0
497,0,1,49.54649846612101,0,6,0,0
498,0,1,49.559822421866855,3,5,1,0
499,0,0,48.22531252508021,2,5,0,0
500,0,0,48.695305107731706,3,6,0,1
501,0,1,50.13407507665105,4,6,1,1
502,0,0,48.51033754749978,4,5,0,0
503,0,1,49.17499365592093,3,6,0,1
504,0,1,49.199001005980776,3,3,0,1
505,0,1,49.78702907722075,4,8,0,1
506,0,1,48.54590277866384,7,6,0,1
507,0,0,50.26017558749183,1,4,0,1
508,0,1,49.44752568731876,5,6,0,0
509,0,0,49.70423361833636,3,5,0,0
510,0,0,49.40518748015205,2,6,1,0
511,0,1,48.81567722942213,2,6,0,1
512,0,1,47.84252742970916,5,5,0,1
513,0,1,49.39242872442887,1,6,0,1
514,0,0,49.04155828104449,2,5,0,0
515,0,0,49.697758693967906,4,5,1,1
516,0,1,50.9079888341024,4,3,0,0
517,0,0,48.730873511394734,3,4,1,0
518,0,0,48.92102312510029,5,7,0,1
519,0,0,49.00867035178262,3,4,0,1
520,0,0,49.317728374599156,2,5,0,1
521,0,1,49.773394348466944,2,6,1,0
522,0,0,49.40965551545138,3,5,1,0
523,0,1,49.07575651925895,3,4,1,0
524,0,0,50.85667015614756,2,6,1,1
525,0,1,50.13258834224261,7,5,1,0
526,0,0,50.97625222965711,1,3,0,1
527,0,1,51.42837345706891,3,5,0,1
528,0,0,50.06912488916604,3,5,0,1
529,0,1,49.32101850892835,1,6,0,1
530,0,0,49.45718913976343,1,5,0,0
531,0,0,50.89800497686019,3,7,1,1
532,0,0,48.75802185346848,4,5,1,1
533,0,0,48.90803128041218,6,6,0,0
534,0,0,50.52446286130516,5,7,0,1
535,0,1,50.50449092031091,5,7,1,0
536,0,0,48.20888129805932,4,6,1,0
537,0,1,47.876246140721676,5,5,0,0
538,0,1,49.66832497546558,3,4,1,0
539,0,1,49.69591127712293,4,6,1,1
540,0,0,50.066042424199374,2,7,1,0
541,0,0,48.59862767859442,4,5,0,1
542,0,1,51.37904993526143,1,5,0,1
543,0,0,47.64427163725022,5,7,0,0
544,0,0,51.6949269604442,4,4,0,1
545,0,0,48.69990617960462,6,6,0,1
546,0,0,50.34672990429346,6,6,0,1
547,0,0,49.52454073900176,5,4,1,0
548,0,1,50.237068011655104,2,4,0,1
549,0,1,50.994942156089074,3,5,0,0
550,0,0,49.49416959579544,6,5,1,1
551,0,1,48.53311282833351,1,6,1,1
552,0,0,49.10274260813931,2,6,0,0
553,0,0,49.665485259196736,3,5,0,0
554,0,1,49.47021658362047,4,5,1,0
555,0,1,49.583912088426004,4,5,0,0
556,0,0,48.925334145506866,2,6,0,0
557,0,1,47.329431179732126,5,4,1,1
558,0,0,50.942493625201756,1,6,1,0
559,0,0,51.275654472940225,3,5,0,0
560,0,0,51.02260452391391,5,7,1,0
561,0,1,46.84378674487463,3,7,0,0
562,0,1,48.99038083044862,1,6,0,0
563,0,0,48.4333734486497,3,6,0,1
564,0,0,49.73780765698569,2,5,0,0
565,0,1,50.92238711732144,2,5,0,1
566,0,0,49.03854103062549,3,6,0,0
567,0,0,49.917513631416774,3,5,0,0
568,0,1,49.29541914647362,4,5,1,1
569,0,1,48.94861278881451,3,6,1,0
570,0,1,46.382739914573776,5,6,0,0
571,0,0,48.44930620519567,4,6,0,1
572,0,0,49.98452767118544,1,5,0,0
573,0,0,49.25204637027826,4,6,0,0
574,0,1,49.24812950819637,5,6,0,0
575,0,0,48.115066762524314,2,6,0,0
576,0,0,49.11434107153908,5,6,0,0
577,0,0,49.85356871605098,4,6,1,0
578,0,1,48.297423916247915,3,5,0,0
579,0,0,49.28896483506099,5,5,1,1
580,0,0,50.82940301163759,5,5,0,1
581,0,0,50.70276525621203,4,6,0,1
582,0,0,50.507094578079574,3,4,0,1
583,0,1,49.04629646862677,3,5,1,0
584,0,0,48.07866412034274,6,7,0,1
585,0,1,48.64947323077269,4,4,0,1
586,0,1,48.47501098105887,4,5,0,1
587,0,0,51.05681652849539,4,6,1,0
588,0,0,48.331669984045604,4,6,0,0
589,0,1,50.74514814162013,1,5,1,1
590,0,0,49.27631536037959,3,7,0,1
591,0,1,47.434906893233304,6,7,0,0
592,0,0,49.89588732276948,8,6,1,1
593,0,0,50.17433451339196,3,6,1,0
594,0,0,48.48024619461702,1,7,1,0
595,0,0,48.285673049536655,6,6,1,1
596,0,0,49.79042013290742,2,6,0,1
597,0,1,50.09752266192899,1,5,1,1
598,0,0,50.09138664035776,2,6,0,1
599,0,1,49.18313868919011,4,5,0,0
600,0,1,46.4724640092873,6,4,0,0
601,0,0,49.04121893459434,2,7,0,0
602,0,0,48.75780820179266,4,8,0,0
603,0,0,50.7374912970627,3,7,0,1
604,0,0,48.74682901826357,1,6,0,1
605,0,1,49.69360404459667,4,5,0,0
606,0,1,49.42582501063136,4,5,1,0
607,0,0,49.23378719112798,4,5,0,1
608,0,0,49.87687422414486,2,4,0,0
609,0,1,48.43091949071738,3,6,0,0
610,0,1,49.81466601751962,2,6,0,1
611,0,0,49.14435471213873,1,6,1,0
612,0,1,49.26501768584192,3,6,1,1
613,0,1,50.313888443135994,4,5,0,0
614,0,0,48.758045848630985,1,6,0,1
615,0,0,49.650454323428114,5,6,1,0
616,0,1,48.51658183998282,5,6,1,1
617,0,1,48.398107811792926,7,6,1,0
618,0,1,49.0862587221397,4,5,1,0
619,0,0,48.264595605709516,2,5,0,1
620,0,1,48.79120063174036,3,5,0,0
621,0,1,48.20593787566186,6,6,1,0
622,0,0,48.98631563834759,5,7,0,0
623,0,0,48.346403752354036,3,6,0,0
624,0,0,49.143091878472404,3,6,0,1
625,0,0,49.72036288217367,4,7,0,0
626,0,1,49.23460521620624,2,6,0,1
627,0,0,47.86469903957763,5,5,0,1
628,0,1,48.91080263003602,2,5,0,0
629,0,1,49.93071021430226,4,5,1,0
630,0,1,50.96034576234919,3,4,1,0
631,0,1,48.28480634145542,6,6,0,1
632,0,1,50.01384521993418,8,6,1,0
633,0,1,48.320757830977406,2,4,1,0
