individual_id,post_intervention,financial_aid,employment_status,household_income,age,gender,marital_status
88,0,0,45.05093347857862,2,5,1,0
89,0,0,43.31070930786835,3,6,0,0
90,0,1,45.30919199794976,1,6,0,0
91,0,0,44.44594543013246,5,6,0,1
92,0,1,43.260393802523645,3,7,0,0
93,0,1,42.089954718407455,3,6,1,1
94,0,0,43.889813703772056,8,7,0,0
95,0,1,44.71666832418573,0,4,0,1
96,0,0,44.42681441883407,3,7,0,1
97,0,0,44.8209798652446,2,5,1,1
98,0,0,44.99732956408906,1,5,1,0
99,0,0,41.960783449216365,4,5,0,1
100,0,1,44.53427377904997,7,7,1,1
101,0,0,44.530786615045365,4,5,0,0
102,0,1,42.943508400637306,7,6,1,0
103,0,0,43.57078441065051,3,6,1,1
104,0,0,44.02895211361156,2,6,1,1
105,0,0,45.95414263870674,4,4,0,0
106,0,0,45.60037568705779,3,5,1,1
107,0,1,44.71237878498448,3,5,1,0
108,0,0,46.010934297844926,5,5,0,1
109,0,0,43.22666104365927,5,5,1,0
110,0,0,45.09971751068632,5,6,1,0
111,0,0,44.81017000088293,6,3,0,1
112,0,1,43.68759451688692,2,6,1,0
113,0,0,45.91948436755973,3,5,0,0
114,0,1,43.50089770606993,3,6,0,1
115,0,0,45.25694571815439,2,6,1,1
116,0,1,45.35156717753004,2,5,0,0
117,0,0,46.00290012891831,3,6,1,0
118,0,0,46.24389373617609,4,6,1,1
119,0,0,44.97882802158044,7,7,0,0
120,0,0,44.72260479310496,3,5,0,0
121,0,0,44.05459775747185,2,6,0,1
122,0,0,45.53113671295873,1,3,0,0
123,0,0,43.44634708176598,4,5,0,0
124,0,1,42.38800270763944,3,7,0,0
125,0,1,44.246081440954406,4,5,0,0
126,0,1,42.90026755885551,4,5,1,0
127,0,1,41.35783849980759,6,5,0,0
128,0,0,47.63205880855772,2,6,0,1
129,0,1,42.72527212944947,5,6,0,1
130,0,0,44.681871017686674,3,5,0,1
131,0,1,43.545555221731824,1,7,0,1
132,0,0,44.18253312293312,2,5,0,1
133,0,0,43.63484751478391,3,5,1,1
134,0,0,44.30411474667347,4,5,1,0
135,0,0,43.942687354887525,2,4,0,0
136,0,1,43.80060402959354,5,6,1,0
137,0,0,44.219291708366775,1,4,1,1
138,0,0,44.5652451295907,3,5,1,1
139,0,0,42.30346132300186,2,6,0,0
140,0,1,42.55717706027609,7,6,0,1
141,0,0,45.31923725773974,3,5,1,0
142,0,1,43.21717273455427,0,6,1,1
143,0,1,42.64059715947299,3,6,1,0
144,0,1,45.11628728466381,2,4,1,0
145,0,0,45.0250525184728,7,6,1,1
146,0,1,42.65577800756444,4,7,0,1
147,0,1,43.25589143907172,4,7,1,0
148,0,0,44.526800244583455,2,7,0,1
149,0,0,45.04910330550686,3,6,1,1
150,0,0,44.78343480334482,4,4,0,0
151,0,0,45.21895220303026,3,5,1,0
152,0,0,43.97169122023261,0,7,0,0
153,0,1,43.87105654190023,4,6,1,1
154,0,0,45.86530216889835,4,7,0,0
155,0,1,43.92399303908737,0,6,0,1
156,0,0,44.80751437949511,3,6,1,0
157,0,0,45.30801048317662,5,6,1,0
158,0,1,44.41771004476255,6,5,0,0
159,0,1,43.14042155377903,4,6,1,1
160,0,1,44.94375260001712,0,5,0,1
161,0,1,43.44356101836626,5,8,0,1
162,0,0,47.36141266181606,0,5,1,0
163,0,0,43.6008670351371,3,4,0,0
164,0,1,45.70148091698381,3,5,0,1
165,0,0,43.8426576771592,5,6,0,1
166,0,1,41.98210922033243,3,6,1,0
167,0,0,45.26246197284386,4,5,1,0
168,0,0,42.657247734595,3,6,0,1
169,0,0,44.782614659611895,4,5,1,0
170,0,1,44.86953410142701,3,5,1,1
171,0,1,45.01030420771838,4,7,0,0
172,0,0,45.37503535093087,2,3,0,0
173,0,1,43.12443435016684,2,6,0,0
174,0,0,45.80054582166648,2,4,1,0
175,0,0,44.83871562323038,2,5,0,0
176,0,0,45.27495295486612,7,5,0,0
177,0,1,44.173398726453065,5,7,1,1
178,0,0,42.42988278205392,3,5,1,1
179,0,0,47.89949900839692,0,7,0,0
180,0,0,44.863547437075,7,5,0,0
181,0,1,45.09822179463373,3,4,1,0
182,0,1,44.66627499011836,4,3,1,0
183,0,0,44.04533424351892,4,6,0,0
184,0,0,44.22550413791781,4,6,1,1
185,0,0,43.76951501881312,3,5,0,0
186,0,1,45.93212410611776,-1,5,1,0
187,0,0,43.19255157152578,3,7,0,1
188,0,0,45.6961408951332,5,6,1,1
189,0,0,44.69300756994915,3,5,0,1
190,0,1,42.661213763463785,3,5,1,0
191,0,0,46.19820325777374,3,4,1,0
192,0,0,44.108099302076354,6,5,1,0
193,0,0,44.67400224285209,5,5,1,1
194,0,1,44.57795654571933,2,4,1,0
195,0,0,44.28112451477948,4,7,0,1
196,0,1,45.24097106233443,2,5,1,0
197,0,1,42.97635396290069,4,5,1,1
198,0,0,43.57776002287925,4,7,1,1
199,0,1,42.91935787905881,3,8,0,1
200,0,0,45.25329933800056,4,5,1,0
201,0,0,43.77387150695525,3,5,1,1
202,0,1,45.01233397058097,4,5,0,1
203,0,1,44.54047152369634,5,6,1,0
204,0,0,44.254065861112174,2,6,0,0
205,0,0,45.40280268750772,4,5,1,0
206,0,0,42.06340780209352,4,8,1,1
207,0,1,42.85608630723467,5,5,1,1
208,0,0,43.072797991953806,4,7,0,0
209,0,1,45.572202173054734,6,6,0,0
210,0,0,45.45747783032428,1,6,0,1
211,0,1,43.49388499236253,2,6,1,0
212,0,0,46.28978268435196,2,7,1,0
213,0,0,44.897631888179546,6,5,0,1
214,0,0,43.93632277641899,6,6,1,0
215,0,0,43.88004257061732,7,5,0,1
216,0,1,43.48453795381284,5,4,0,1
217,0,0,43.80891536745757,4,6,0,0
218,0,0,43.74289676227367,3,5,1,1
219,0,1,43.581078526970565,7,8,0,0
220,0,1,42.67569733363523,2,6,1,0
221,0,0,44.00023103115402,3,6,1,1
222,0,0,44.2115032065209,2,4,0,0
223,0,0,46.048570224625706,7,6,0,0
224,0,1,43.4942841428649,2,5,0,1
225,0,1,44.67729910768095,5,6,0,0
226,0,1,44.478485647646885,4,6,1,1
227,0,0,44.62591762037567,4,6,1,1
228,0,1,44.19227588507078,3,6,1,1
229,0,1,45.4644604097433,0,6,0,1
230,0,0,45.56463276521017,3,6,1,0
231,0,0,45.6132846956665,1,6,0,1
232,0,0,44.37468268432514,4,4,1,1
233,0,1,43.142316945351865,2,5,0,1
234,0,0,42.94206161979461,4,4,0,1
235,0,0,44.42221148069299,4,5,1,0
236,0,1,44.31918380749905,0,4,1,0
237,0,1,43.3816293576874,4,5,1,1
238,0,1,43.63797074059912,3,5,1,1
239,0,1,42.94873597290459,4,6,0,1
240,0,1,42.80471811042284,5,3,0,0
241,0,1,43.397069270900886,7,7,1,1
242,0,0,44.54556300656882,2,5,0,0
243,0,1,43.59163409344065,4,5,0,0
244,0,0,44.1956282166873,3,5,1,1
245,0,1,44.42722062365752,4,5,1,1
246,0,0,45.727940123161865,4,6,0,1
247,0,1,43.31194237772064,4,6,0,1
248,0,0,46.16020590191312,1,4,0,0
249,0,0,44.23924959636682,4,5,1,0
250,0,0,45.49764204941437,1,4,1,0
251,0,0,44.52222424418838,4,5,0,1
252,0,1,45.02165696920365,7,5,1,0
253,0,0,44.87949350957531,2,5,1,1
254,0,0,44.82488600598599,4,6,0,0
255,0,1,43.36942177486025,4,6,1,0
256,0,0,43.90445210683782,5,4,0,1
257,0,1,45.01834988034947,3,6,0,0
258,0,1,44.75847944368413,2,6,0,0
259,0,0,45.01082066219431,3,5,1,0
260,0,0,43.35984264099627,4,6,0,0
261,0,1,42.42854308347261,5,6,0,1
262,0,0,42.8698525242091,7,6,0,1
263,0,0,44.85775970086231,2,7,1,1
264,0,0,45.630433643838735,6,5,1,0
265,0,1,45.04557627529057,1,7,1,1
266,0,0,44.59055862203034,5,4,0,1
267,0,0,45.35649598882043,4,6,0,0
268,0,1,42.17854463335412,2,5,0,1
269,0,1,44.41006800775988,4,4,0,1
270,0,0,44.655463669534015,5,5,0,1
271,0,0,43.350821687068816,7,6,0,0
272,0,0,44.19889190466317,1,6,1,1
273,0,0,45.64586802311392,0,8,1,0
274,0,0,46.15109096038145,3,5,1,0
275,0,0,46.050476620346,0,5,0,0
276,0,1,44.87516029658489,2,6,0,0
277,0,0,44.93752155932163,3,6,1,0
278,0,1,42.03495861092611,0,4,0,0
279,0,0,45.887622528997134,3,5,1,0
280,0,0,42.76663741175737,4,5,0,1
281,0,0,42.87798823151889,4,7,0,0
282,0,1,43.8773704258164,5,4,0,1
283,0,0,43.71445871448472,4,4,1,1
284,0,0,44.30816326541808,3,5,1,1
285,0,0,44.92411253315294,6,5,1,1
286,0,0,45.08071761351151,6,5,1,1
287,0,0,44.48871994365658,6,5,1,0
288,0,1,44.31735795582945,4,6,0,1
289,0,0,45.09247161889503,4,7,0,1
290,0,0,45.22283640222194,4,4,0,0
291,0,1,42.43017319444442,3,7,0,1
292,0,0,45.07662427048706,1,4,0,1
293,0,0,43.17420489669078,3,5,0,0
294,0,0,44.50520511185954,4,6,1,0
295,0,0,46.08140130339946,5,5,1,0
296,0,0,45.63454160362314,5,4,0,1
297,0,0,46.52928645698895,2,7,1,0
298,0,1,44.8832359526782,2,6,0,0
299,0,0,46.42443089166255,3,7,0,0
300,0,0,44.83147679636751,4,5,0,1
301,0,0,44.70664877843526,4,5,1,1
302,0,0,43.9856266259785,3,5,0,0
303,0,1,44.400506957489135,4,6,1,1
304,0,1,44.52520927705616,4,4,0,1
305,0,0,45.59471568845375,4,6,1,1
306,0,0,44.56570616708441,3,6,0,1
307,0,1,44.75836495838256,3,5,1,1
308,0,0,46.39460018735414,3,7,0,1
309,0,0,44.57232566012787,2,6,1,0
310,0,0,44.38457555680749,4,6,1,0
311,0,0,45.60016136378111,5,5,1,1
312,0,1,45.32772019441238,3,5,1,0
313,0,0,44.88639827255074,3,6,1,0
314,0,0,44.56513616108702,6,5,1,1
315,0,0,46.1791944083186,4,5,1,1
316,0,0,44.17033725701563,0,6,1,1
317,0,0,45.03304950661081,3,5,0,0
318,0,0,45.79470551404745,3,4,0,0
319,0,0,43.72387331430858,7,6,1,0
320,0,0,44.22080759147337,3,6,1,1
321,0,1,44.17552485116431,4,7,1,1
322,0,0,43.77856874968342,3,5,1,0
323,0,0,45.73540783742904,4,6,0,0
324,0,1,44.48479909621619,1,5,1,0
325,0,0,42.84122644319243,6,6,1,1
326,0,0,43.34122056038383,4,3,1,1
327,0,0,44.812723402844576,4,7,0,0
328,0,1,44.21746985151388,8,5,0,1
329,0,0,45.360889679148045,3,6,0,0
330,0,1,43.68781319210341,6,6,0,1
331,0,0,44.53495064638466,3,5,1,1
332,0,0,45.48424537416064,4,5,0,0
333,0,0,45.39648523969806,4,6,1,0
334,0,0,44.96563897094046,4,5,0,0
335,0,1,43.69835793412735,4,5,0,0
336,0,1,44.24796781621584,0,6,0,1
337,0,0,45.13663116518564,3,6,0,1
338,0,0,45.42840661229676,7,6,0,0
339,0,1,44.551259751184574,2,6,1,0
340,0,0,44.86829848201893,3,4,0,1
341,0,0,44.28620887186112,4,6,0,1
342,0,1,43.36324586846302,4,4,0,1
343,0,1,45.094591409825405,2,7,0,0
344,0,0,44.592038344714695,5,5,1,0
345,0,0,43.78049051600769,3,6,0,1
346,0,0,44.99071788081805,5,4,0,1
347,0,1,43.76917196064585,4,5,0,1
348,0,0,45.22359169606366,2,5,0,0
349,0,1,43.80964495007509,4,6,1,0
350,0,1,42.50328629661702,4,4,1,0
351,0,1,44.62232243726493,4,6,0,1
352,0,1,43.02369956258,4,5,0,1
353,0,1,43.98315154147524,4,6,1,0
354,0,1,42.929072993507575,1,5,0,1
355,0,0,45.02794790755802,3,6,0,1
356,0,1,43.22530535945748,5,5,0,0
357,0,1,44.36340277463051,1,6,0,1
358,0,0,44.79540174903241,3,6,0,0
359,0,0,45.68915014779405,3,5,1,1
360,0,0,44.406889924773054,5,6,0,0
361,0,1,43.26695320694449,1,4,0,1
362,0,0,45.55862044257027,5,6,1,1
363,0,0,45.72617524091488,3,6,0,1
364,0,0,45.30287363360726,6,4,1,1
365,0,0,44.607700077811096,2,6,1,0
366,0,0,44.76813512881064,4,6,0,0
367,0,0,45.60545222133881,4,7,0,1
368,0,0,43.04677863319257,1,8,0,1
369,0,1,43.71680325951695,4,6,0,1
370,0,0,44.882446017990986,3,5,1,1
371,0,1,44.427983364131,0,5,1,0
372,0,1,43.09245345161634,6,6,1,1
373,0,0,43.3737153036503,5,7,0,1
374,0,0,45.88599890722117,-1,5,1,0
375,0,0,43.96528629890271,3,4,1,1
376,0,0,44.809117886698246,1,4,1,0
377,0,0,44.345940165177616,3,4,1,0
378,0,0,44.81061420172637,5,5,0,1
379,0,0,43.918436307798686,3,6,1,1
380,0,1,42.60717945339169,5,6,1,1
381,0,1,42.69734997499044,4,5,1,1
382,0,1,44.83114118672143,6,7,0,0
383,0,1,45.50884377658781,5,8,1,0
384,0,0,44.738015963469245,2,6,0,0
385,0,0,45.150200410902336,4,4,1,1
386,0,1,42.804424576388776,4,4,0,1
387,0,0,43.82520829776275,3,4,1,1
388,0,0,45.55928582177228,4,8,1,0
389,0,0,43.25331201363441,6,7,0,0
390,0,0,45.11072794768584,5,5,0,0
391,0,1,45.07667897922556,5,6,1,1
392,0,1,43.24579036257148,5,6,1,0
393,0,0,43.89465648058438,3,5,1,0
394,0,1,43.78538984956555,3,7,0,0
395,0,0,44.47007812006086,3,6,0,1
396,0,1,44.7441618395508,3,5,1,0
397,0,0,45.68238963102409,5,5,1,0
398,0,1,44.13715306800829,1,5,0,0
399,0,0,43.49992035617939,5,6,0,1
400,0,0,43.82481824289789,7,6,1,1
401,0,0,44.3914419894179,4,5,1,0
402,0,1,42.77915451009876,2,6,0,0
403,0,0,43.47162674940053,5,6,0,1
404,0,0,45.22633426885644,3,5,1,0
405,0,1,44.62121409038983,5,4,0,1
406,0,0,44.21742233978845,5,4,0,1
407,0,0,45.47635730435682,3,4,0,1
408,0,1,43.18195243617772,2,6,0,0
409,0,1,43.525361575728304,9,7,1,0
410,0,0,45.264028048638345,4,6,0,1
411,0,1,44.36589553883948,4,5,0,1
412,0,1,43.322362060760426,0,5,1,0
413,0,1,43.66145453992237,5,6,1,0
414,0,1,44.28707992753317,0,6,1,1
415,0,0,46.22832394916676,1,4,1,1
416,0,0,44.71282805880085,3,6,1,0
417,0,0,45.52189760294457,2,7,0,0
418,0,0,44.58316645586321,2,4,0,0
419,0,0,46.18059830668911,1,6,1,1
420,0,1,44.52318109852371,4,7,1,0
421,0,0,45.29196238867996,4,4,0,0
422,0,0,44.539892851727366,5,5,0,0
423,0,0,45.71252474509991,5,6,1,0
424,0,0,45.77884239523896,3,5,0,0
425,0,0,44.98540308732469,3,5,0,1
426,0,0,44.28523218363239,6,6,1,1
427,0,1,44.76676658485595,5,4,0,0
428,0,0,44.45017858299707,3,7,1,1
429,0,0,44.68254508519306,1,6,0,0
430,0,0,44.55735094076147,2,5,1,0
431,0,0,45.01124768666161,5,6,1,0
432,0,1,44.22191502864902,5,9,0,0
433,0,0,43.36502277100788,3,6,0,0
434,0,0,43.507952504660736,1,5,0,0
435,0,1,45.09236008163621,5,5,0,0
436,0,0,43.21865602801687,3,5,0,1
437,0,1,44.3824113672465,4,5,1,0
438,0,0,45.48102677365337,2,6,0,1
439,0,0,44.691884684057264,3,6,0,1
440,0,1,42.30935923165472,3,5,0,1
441,0,0,44.13809619628407,3,4,1,0
442,0,1,44.50075678066956,4,4,1,1
443,0,0,44.70083885970113,2,5,1,1
444,0,0,46.202432162972414,1,5,0,1
445,0,0,44.00303102060557,7,5,0,0
446,0,0,44.44871781768765,1,4,0,1
447,0,1,42.92390360406444,4,6,0,0
448,0,0,44.73677479182153,4,4,0,1
449,0,1,43.76909530758185,2,7,0,0
450,0,1,43.833678373577655,3,6,0,1
451,0,0,42.68136471683911,4,6,0,1
452,0,1,45.97058593226023,4,5,0,0
453,0,0,44.83554582793913,6,4,0,1
454,0,0,43.45419665125844,4,5,1,1
455,0,0,45.708281364123685,6,7,0,0
456,0,0,45.02391226803852,4,5,1,0
457,0,1,41.76026806993714,6,5,0,0
458,0,0,45.751049298099154,1,7,0,0
459,0,1,44.708772858833846,1,7,1,0
460,0,0,44.778574898804,7,6,0,1
461,0,1,43.190931916376925,3,5,0,0
462,0,1,43.99125637786607,3,5,1,1
463,0,0,45.79353893811349,2,6,1,1
464,0,1,42.71741374637746,4,4,0,1
465,0,0,44.365019690752206,6,4,0,0
466,0,0,43.94338431037473,4,6,0,1
467,0,0,45.87004099925305,3,6,0,1
468,0,0,42.32222724732684,4,5,1,1
469,0,0,44.64895117617588,1,6,0,1
470,0,0,44.930277876606,2,7,0,1
471,0,1,44.91258470973826,3,6,1,0
472,0,0,45.04294986108719,5,6,1,1
473,0,1,42.82141261834056,2,6,0,1
474,0,1,44.04213338341223,3,5,1,0
475,0,1,45.18302839426757,4,5,1,1
476,0,0,45.34630353695702,4,6,0,0
477,0,0,43.75142122642828,-1,7,0,1
478,0,0,45.61285524418707,2,5,0,0
479,0,1,44.08330957434614,3,6,0,1
480,0,0,43.39132654128704,6,7,1,1
481,0,1,42.15611091263837,5,5,1,1
482,0,0,45.24793446163032,3,5,0,1
483,0,0,45.0764958135698,7,2,1,1
484,0,1,44.98116120493633,8,5,1,1
485,0,0,41.924434879375774,3,6,0,0
486,0,0,43.76985172481408,6,7,1,0
487,0,0,45.17009143495706,2,6,1,0
488,0,0,44.826900266775,5,6,1,0
489,0,0,45.285155175880405,3,5,1,1
490,0,0,45.11988427952075,7,8,0,0
491,0,0,43.91365590682862,4,7,1,1
492,0,0,42.39220600680687,5,5,1,0
493,0,1,43.04299168016691,4,7,1,1
494,0,0,44.82754653545766,2,6,0,1
495,0,1,43.05106924858879,1,5,0,1
496,0,1,42.67876273396512,3,6,1,1
497,0,1,42.840864483683234,4,8,0,1
498,0,0,45.85633315065358,2,5,1,1
499,0,0,43.60785654961335,4,5,0,0
500,0,0,45.98446324989544,1,6,0,0
501,0,0,45.090215721699934,1,7,1,0
502,0,0,45.40256364454351,3,7,1,0
503,0,0,44.14553402240594,5,5,0,1
504,0,1,43.43001642308839,3,7,1,0
505,0,0,46.00131624748073,4,5,1,0
506,0,0,46.109473998450696,4,5,1,0
507,0,1,45.897748224856485,0,5,1,0
508,0,1,43.0931127065171,4,5,1,1
509,0,0,44.57456989503357,5,3,1,1
510,0,1,44.47049405712051,2,6,1,0
511,0,1,43.455857628423686,4,3,1,0
512,0,1,44.256266518137984,2,5,0,1
513,0,0,44.71010798636715,5,6,0,1
514,0,0,45.63571464863414,3,7,1,0
515,0,0,45.311749923275,5,6,0,0
516,0,0,45.16433469101777,4,6,1,0
517,0,0,43.2883109122208,2,6,0,1
518,0,0,44.735883153290665,4,6,1,0
519,0,0,43.51865042239742,3,5,1,0
520,0,1,42.64537820735554,6,6,0,1
521,0,0,41.687241474312096,8,5,1,0
522,0,1,43.41930477475473,2,6,1,0
523,0,0,43.38176595914955,4,5,0,0
524,0,0,44.88025505526176,1,5,0,0
525,0,0,44.29113747909101,2,6,1,1
526,0,0,45.08591531815044,3,7,0,1
527,0,0,43.92595950601082,5,6,1,1
528,0,0,44.125411820124974,3,6,0,0
529,0,0,45.71190729987469,4,5,1,1
530,0,0,46.29151976071048,3,4,0,0
531,0,0,45.26771786237121,3,5,1,1
532,0,0,44.43321166198354,7,4,0,1
533,0,0,44.83678498977904,2,7,1,0
534,0,0,46.16787433319437,2,5,0,1
535,0,1,44.9332250188697,3,6,0,0
536,0,0,45.17060573168029,0,4,0,1
537,0,0,43.04918633163359,4,7,1,0
538,0,1,42.7948466813575,2,6,0,1
539,0,0,45.25966473482216,6,5,0,0
540,0,1,43.43607245002749,3,7,1,0
541,0,1,43.17232794973705,2,6,0,1
542,0,0,44.816571575147606,5,6,0,0
543,0,0,45.02680664110397,4,6,0,1
544,0,0,44.83157297187472,4,4,1,1
545,0,0,43.73241496440708,2,7,0,1
546,0,1,44.23583482983847,1,5,0,1
547,0,0,45.63941401373877,1,5,1,0
548,0,1,43.6823362877763,4,5,1,0
549,0,0,45.23008445305949,6,5,0,0
550,0,0,43.98100128510568,2,6,0,0
551,0,0,44.30416868188728,2,4,1,1
552,0,0,45.967558569056266,6,5,1,0
553,0,0,46.39925533323993,3,6,1,1
554,0,0,42.455626066328186,6,7,0,1
555,0,0,44.20025391255164,6,6,0,1
556,0,0,44.69055779338009,3,6,1,0
557,0,0,44.24983150520613,1,5,0,1
558,0,0,43.82469712661257,4,5,1,1
559,0,0,43.483554702212274,3,5,0,1
560,0,0,44.201598521604666,1,7,1,1
561,0,0,43.676478467653965,6,8,0,0
562,0,0,44.9944292593776,1,5,0,1
563,0,0,43.86970033979116,5,5,1,1
564,0,0,42.86478799038322,5,4,1,0
565,0,1,43.51460202225567,3,6,0,1
566,0,0,46.40378224081479,2,6,1,1
567,0,0,43.02790600646357,5,6,1,1
568,0,1,42.17514329443757,4,7,1,1
569,0,0,44.75218247979032,2,7,1,1
570,0,0,44.5727518023422,6,5,1,0
571,0,0,44.28315764461904,5,4,1,0
572,0,0,44.13241616637047,4,6,1,0
573,0,0,43.88742187147342,4,4,0,1
574,0,1,44.651459396515165,3,5,0,1
575,0,0,44.44990813761944,1,6,0,0
576,0,1,43.07684392665707,4,6,1,1
577,0,0,44.28054368803878,2,6,1,0
578,0,0,45.59260667134139,1,7,1,0
579,0,1,47.15563695339506,2,4,0,0
580,0,1,46.01158589034043,6,6,0,0
581,0,0,43.73199793172061,4,5,1,0
582,0,0,45.651359707937125,3,5,0,1
583,0,0,43.64122865039126,1,6,0,1
584,0,0,44.29694786816526,5,7,0,1
585,0,0,44.269518818839536,5,6,0,0
586,0,0,43.09293784094029,5,6,0,0
587,0,0,41.36326188609358,5,8,0,1
588,0,1,41.9965811259498,3,6,0,1
589,0,0,44.136374983197165,3,5,0,1
590,0,1,43.89082206113712,3,5,1,1
591,0,0,43.30393148529804,3,9,1,0
592,0,0,45.71817303724805,1,5,0,1
593,0,0,44.67136933251391,2,5,1,1
594,0,1,44.8988306229371,2,5,0,1
595,0,0,42.97880834499464,2,7,1,1
596,0,1,44.30447532767639,6,5,1,0
597,0,0,44.78348512428517,4,6,0,0
598,0,1,44.12318165640975,1,4,0,0
599,0,1,43.98296700802395,5,5,0,0
600,0,0,46.4123283242503,3,5,0,1
601,0,0,43.719048265204265,5,7,0,1
602,0,0,45.78636583161107,5,7,1,1
603,0,0,43.816871798046975,7,4,0,0
604,0,0,44.44643533260263,5,4,0,0
605,0,0,45.01991878814432,5,6,1,1
606,0,1,41.671431671310415,5,5,1,1
607,0,0,42.445251396549736,4,5,1,1
608,0,1,43.84641274821207,2,6,0,0
609,0,0,44.85669335564137,5,6,0,1
610,0,1,45.01279903822656,4,4,0,0
611,0,1,44.022962729960085,3,6,1,1
612,0,0,44.39245671903964,0,5,1,1
613,0,1,43.48762310837136,3,6,0,1
614,0,1,43.24827395979559,3,6,1,1
615,0,0,43.85800806519798,2,6,1,0
616,0,0,43.99023962626131,3,6,1,1
617,0,0,44.37979791183103,5,6,0,1
618,0,0,42.851968129151885,3,4,0,1
619,0,0,44.27178573054622,3,4,1,0
620,0,0,46.13299852507164,1,7,0,1
621,0,0,43.87414497478756,4,5,1,1
622,0,1,44.42039480483746,4,4,0,0
623,0,1,44.0232172008267,4,7,1,0
624,0,1,44.78743287728215,6,4,1,0
625,0,0,44.38792886746722,4,4,1,1
626,0,1,43.06572516110312,3,6,0,1
627,0,0,44.35519433018823,4,7,1,1
628,0,1,44.67237231769555,6,5,0,1
629,0,1,43.38683482590391,3,7,0,1
630,0,1,45.13235350435631,0,6,0,0
631,0,1,43.589822580907565,5,6,0,0
632,0,1,43.8669844151896,6,5,1,0
