age,income,gender,region,credit_score,subsidy_received,home_ownership_rate
11,5,1,1,13.720648140205938,1,21.177920077321843
10,4,1,1,10.779871827368511,0,7.476887909131249
19,1,0,1,9.078780483012313,0,5.992697502082592
14,3,1,1,9.640437356851676,0,6.592497868794153
9,-2,1,0,7.228937967981137,0,1.511977824705422
12,6,0,0,14.74564014503741,1,20.60490907760588
14,2,1,0,13.559412819598473,1,19.889756803044506
15,7,1,1,12.98219588674224,1,19.49646939358075
13,0,1,1,10.83146629514113,0,8.39896613803772
15,-1,1,1,8.945056581254951,0,5.25555830736561
12,0,1,0,12.81940934395979,1,19.139856890195905
12,0,1,0,14.310056698934655,1,21.024333975969792
13,2,1,0,14.057977434859184,1,20.82177379819673
13,1,1,0,13.196128773547022,1,19.868881316417117
13,3,0,0,12.771344137019623,1,18.3913443089447
11,6,1,1,13.37493576711719,1,19.38851002721813
14,2,1,1,11.70729478217928,0,8.993415715664849
16,5,1,1,14.249112932564552,1,19.840578945525277
14,2,1,0,15.318657833549238,1,22.224706842664254
16,1,0,1,13.061893748652684,1,19.648953142043148
13,1,1,0,13.89281094576232,1,20.876737997095
13,6,1,0,12.750828148610982,1,18.85111737757163
11,2,1,1,11.87253836748227,0,9.69154561868847
15,0,1,0,13.45611910062902,1,20.641296953737346
14,1,0,1,14.04954734683144,1,20.57470652544305
10,4,1,0,11.33074567517259,0,7.525284096347972
10,1,0,0,13.363949781438064,1,19.87682384061312
11,1,1,1,10.538965484478412,0,8.214540717304203
12,7,1,0,12.481453241851774,1,18.38508577346153
12,5,1,0,10.877770385807557,0,8.115314390903213
18,0,0,1,12.257775272504803,1,19.777919075589136
14,5,1,1,13.09154705489552,1,19.86547924628456
13,4,1,0,11.148382703042037,0,8.484596776134358
14,4,0,1,9.970962252750043,0,6.6304951383741
11,-1,0,1,14.736379788561178,1,20.470317364316468
14,1,1,1,11.24645287221016,0,8.759911266961517
15,2,1,1,13.161341847294697,1,20.46585476979662
13,9,0,1,13.619349752525768,1,20.61272768340322
12,1,1,1,12.037874371184698,1,19.207783943877487
17,7,1,0,6.187843564348345,0,-0.3115412817472376
14,5,0,1,13.689950276108917,1,21.224046100372234
11,2,0,1,11.535935693890046,0,9.72012652752936
15,-3,0,0,11.280991256074222,0,9.04994395556311
14,3,1,0,10.791188736693082,0,7.523542435563448
14,1,0,1,11.368572271448867,0,8.607481637508364
12,7,1,1,13.174991968191636,1,19.897912607153646
11,2,0,1,12.96831742244906,1,20.867568347802663
16,3,1,0,15.181797070422997,1,20.65400337496348
16,0,1,0,12.95009686890699,1,19.458070921886616
13,5,1,1,10.36809097785924,0,8.08248519930859
12,2,1,0,11.135226018357812,0,8.338186623526624
9,2,0,0,10.688164779991975,0,6.728406386953486
14,7,0,0,10.475245932973316,0,7.050354903743283
13,4,1,0,9.089173010092464,0,5.20853419465252
16,-1,0,1,12.095910276241431,1,18.480127071536756
12,0,0,0,13.81449658574779,1,20.84554530771562
11,2,1,0,12.546709701418152,1,18.93168683424844
14,2,0,1,12.335282681103893,1,19.742119123477785
14,5,1,0,13.43929752243979,1,19.826335242238866
10,0,0,0,10.634333796710624,0,7.169885725933613
13,3,1,0,13.352193295654189,1,19.973262256075277
13,5,0,0,14.184350544070496,1,21.260004507395823
15,-1,1,0,13.332441703828888,1,20.301942191956027
14,-1,1,1,11.2164649025745,0,8.804587258832944
13,1,0,0,14.045756648569457,1,21.02064214947169
16,5,1,0,12.900332111715956,1,19.30072449568967
9,6,1,0,8.238863924089513,0,3.0492641616939347
15,2,0,1,14.335338536510417,1,21.04076376732368
13,1,1,0,14.981556155424926,1,21.503996845690416
14,1,0,1,15.39105796779414,1,22.91737195206205
13,1,1,0,11.642871653511536,0,9.229845347577696
16,3,0,1,11.77425815760783,0,9.336354108688628
18,0,0,0,17.499839530344957,1,23.982542998201684
11,5,1,0,14.568836577393377,1,20.49667574758492
14,4,1,1,14.206320940924568,1,20.112055231324728
14,1,0,0,13.290507152893634,1,20.176538596164093
18,0,1,0,12.670562699211176,1,20.049887378941847
14,4,1,0,8.716206634785934,0,4.161362740963873
14,0,1,0,8.99236145143746,0,6.08285816055071
15,2,0,1,11.76098173166958,0,9.257882462229048
13,8,0,1,12.69850111403898,1,19.681349822563547
12,6,0,1,13.030388910566362,1,19.622549044046117
16,1,0,0,11.399842136723452,0,9.09575177583347
11,0,0,0,13.050595658391291,1,21.083534716268403
13,5,1,0,11.29484730771743,0,8.535002496527445
16,2,1,1,10.316282767720695,0,7.152743734979555
11,3,0,1,13.715776891309698,1,21.03186825050314
11,-1,1,1,12.872764043583071,1,19.54178610338929
13,2,1,0,11.16501934250729,0,8.840291853886239
14,3,0,1,12.45702311052876,1,18.957575337420177
15,6,1,1,11.772746934648428,0,8.633667484761201
17,4,0,0,12.660275327844428,1,19.364263465315364
16,4,1,0,12.055198461613976,1,18.690565517322
17,1,1,1,11.899798294608924,0,8.769673917500112
8,1,1,1,14.27516863028942,1,21.144338075674167
12,-1,0,1,11.577787922637023,0,9.15565396835599
14,0,1,1,13.349154153032275,1,20.324801335082316
15,1,1,1,8.281106803809827,0,4.169959157696108
15,1,1,0,15.58529181207427,1,21.612236973528432
9,7,1,0,13.394420809701131,1,19.79286145407953
12,0,1,1,14.32446236815813,1,20.47589460604979
13,1,1,1,11.6406073098924,0,8.929596363281297
17,0,1,0,10.428444989873167,0,7.517030742803151
13,2,1,0,11.968614190224423,0,9.69519109352656
12,1,0,1,13.097791602481273,1,19.315879873222023
11,6,1,0,15.128613580393989,1,20.710627782810278
14,6,1,0,10.445325653037122,0,7.547334846011567
14,0,1,0,9.543528047009008,0,5.6843857208478585
15,2,1,1,13.363798490736649,1,20.08289084992657
13,0,1,1,12.825136672684565,1,19.918116502273627
10,2,1,1,13.550848562335888,1,19.745370270071536
13,8,1,0,12.453951076276288,1,19.384497183689135
11,0,0,0,10.081800692085151,0,7.834956485914419
10,0,0,1,12.086126890906574,1,18.569188901617423
15,3,1,0,14.46736980728416,1,20.788938312173872
15,3,1,0,11.9669180093259,0,9.782702380863617
13,4,1,0,11.908532726996246,0,9.497471588271845
11,6,1,1,11.089261488910768,0,7.890912850781098
12,3,1,1,13.369924932256222,1,21.424117004894665
16,4,0,1,11.65502837665428,0,8.035977673615239
14,0,0,1,10.586188532258864,0,8.278813207323307
15,-2,1,0,10.94750256552523,0,9.147128936043917
14,0,1,1,11.394222834068142,0,9.463024027661518
11,2,1,1,12.90375840439166,1,20.69302695677251
12,7,1,0,10.43736035715806,0,6.830710286589231
14,3,1,1,12.451922550288632,1,19.546657650735387
15,1,1,1,11.073133944139196,0,8.4647697122549
14,0,1,1,13.496657246556495,1,20.60007085764761
10,1,0,1,8.401294076578251,0,3.520176578123671
12,8,1,1,9.39473532825583,0,5.396503654961715
12,0,1,1,14.202779948138708,1,20.662544447199835
14,0,1,0,11.733049352661135,0,8.827917111782348
15,6,0,0,11.84068046925915,0,9.973676539100882
22,0,0,0,9.685006083464843,0,6.285250447427233
15,4,0,1,10.719270147824185,0,7.466165394358461
10,0,1,1,11.709482454810985,0,9.731684683676091
16,3,0,0,12.786472400997468,1,19.49163261565202
18,-3,1,0,12.229166387502008,1,19.250740268589443
17,-1,0,1,9.175522110905124,0,5.458730091672327
17,0,0,1,13.673135419590436,1,20.52516746618816
9,1,1,0,15.297191860478518,1,22.27426852761694
8,4,1,1,14.570450159669406,1,20.250493718221225
12,4,0,1,10.16645038856023,0,7.378781417903429
13,0,0,0,10.662915354726614,0,8.20677450423219
14,5,1,1,13.860414014549365,1,20.689401941135635
12,1,1,1,13.254807724073029,1,20.130168774592267
13,0,0,0,10.3648655987917,0,7.153672825022241
14,9,1,1,11.254608329213854,0,8.352827074290209
16,3,1,1,12.52561342821292,1,19.504645100288656
17,6,0,0,8.169577275423364,0,3.30744803012072
13,3,0,0,12.699599472478743,1,19.457581677912906
15,7,1,1,12.307680435057147,1,19.79496442413878
9,4,0,1,15.85850245214356,1,22.64462089707151
12,4,1,0,12.984926820890724,1,19.166258137549992
13,11,1,0,12.303180465334703,1,18.076483150957667
13,1,0,1,9.242494298444216,0,6.2345046139877285
14,0,0,0,13.229203933472592,1,20.49057161717901
16,5,0,0,13.027648077428845,1,19.920138881618385
15,4,0,0,11.989876380686848,0,9.2999296489993
13,0,1,0,9.808627156756534,0,6.859632787308733
15,6,1,1,11.301849632046324,0,8.864891594071462
13,3,0,1,8.824272889195491,0,5.132022893997377
15,9,0,1,10.7339129741344,0,6.517824585462795
10,2,1,1,9.847281133540058,0,6.89862650555849
13,4,0,0,14.78525831229988,1,22.46045914638996
18,0,1,0,12.513722282547164,1,19.37740136124087
14,1,0,1,13.37987547521682,1,19.440562520913986
19,7,1,1,11.63774506040686,0,8.77092254093502
16,0,1,1,8.003367029293642,0,3.998200286502848
11,0,0,1,13.917245107870995,1,20.68775529550792
16,-1,1,0,13.16559812008615,1,20.12158758660847
11,1,1,0,11.88974440305766,0,9.862255840794257
15,3,1,1,13.624434339123654,1,20.54006406108141
9,2,1,1,13.033430434733932,1,19.737762835263887
10,4,0,1,11.77625778332628,0,9.461076421555136
13,2,1,0,13.12877892441037,1,20.32531657069024
11,2,1,1,11.80882758319866,0,10.051283653749598
14,2,1,1,11.628298867548695,0,8.50385227326138
13,2,0,1,11.02870142325548,0,8.70485321283252
14,5,1,1,16.813395015359138,1,22.836529417603952
15,1,1,0,10.336375138153082,0,7.81547563316523
13,4,1,0,15.39726026271029,1,21.65878500464235
14,1,0,0,12.2561606370092,1,20.123601734783996
15,1,1,1,13.840660341885949,1,20.075632573664382
19,0,1,1,10.798817465901848,0,7.5506302888954115
12,5,0,1,12.14127718028919,1,19.638543247102973
13,0,1,1,11.454861258517392,0,10.173274120818755
13,4,1,0,11.367681938635489,0,8.613679057692927
11,2,1,1,12.84842864930527,1,19.74815329620741
16,3,1,1,10.664051274957506,0,7.864268025880248
22,-2,0,0,14.073746225367934,1,20.85183908158185
17,6,1,0,11.700686101059404,0,8.897601726412937
15,5,1,1,12.758197364766083,1,19.932866346115414
11,3,1,1,8.709001705267728,0,4.176383172452392
16,6,1,1,11.031116719532186,0,9.109851972725044
13,1,0,0,10.112844293301618,0,6.084714642585808
9,3,0,0,9.534927996758256,0,6.203000002996161
15,2,1,1,13.601511478059056,1,19.611268543464643
12,0,0,1,14.38017372081755,1,21.903736471566774
14,7,0,1,11.417279838565191,0,7.878106822449368
18,3,1,0,14.348330935168883,1,20.36475826753963
11,5,1,0,12.39892896111078,1,19.074270245385627
19,4,1,1,14.0076051165414,1,20.717539738339006
11,7,1,0,13.33609665836367,1,19.624711863958986
12,4,0,1,10.658869212203872,0,6.839621409363229
12,1,1,0,16.37523100474252,1,23.320476640501383
10,4,1,0,13.556944174609784,1,19.680537382334144
13,5,0,0,13.156447742499012,1,18.457284458974875
10,5,0,0,11.369872368985666,0,8.301277909148807
14,8,1,1,10.596130933517047,0,7.620214025700423
16,9,1,1,10.501872572400796,0,6.792027818311247
13,6,0,1,11.236876605298807,0,8.295968082668349
15,7,0,0,13.891580576691675,1,21.174286772413527
15,-2,0,1,13.958015926137396,1,20.395443509928707
11,1,1,0,13.111226258295336,1,21.125923476157357
11,5,0,1,12.24853352906376,1,19.370535658202748
13,3,0,0,13.769279454649224,1,20.347262737847533
10,2,0,0,13.395783029791454,1,20.266474766322663
12,5,1,1,12.856653856447393,1,19.89937532488028
18,2,1,1,12.542690216654492,1,19.470714270852334
9,8,1,1,13.160710286478302,1,20.17792714312972
10,5,0,1,11.656798080875731,0,9.135408109565958
15,2,0,1,11.063030986915878,0,8.237195311774878
17,1,1,0,15.179376474002243,1,20.548426698234184
10,-1,1,1,9.1047317635765,0,6.219539794471991
11,4,1,1,15.11829106609878,1,21.48059041464566
11,0,0,1,11.810833678818184,0,8.881782672349601
13,2,0,1,12.347720638070353,1,19.17130462807306
10,0,0,0,9.518919535210491,0,6.173804717203113
17,4,1,0,15.664506651059728,1,21.790331158290225
12,0,0,0,11.794436579152478,0,9.616921480473216
13,2,0,0,14.922404581152191,1,20.5616896949224
15,3,0,0,10.131131288049946,0,7.189736565683686
15,4,0,1,8.846480422626861,0,4.652010358824731
13,3,1,0,11.570643162771011,0,9.828279037051068
17,0,1,1,12.079079020796556,1,19.0061208811922
13,1,1,0,13.256586728310124,1,19.693278991191125
11,1,1,1,12.56839280639769,1,19.168292070816225
14,4,1,1,13.885078775822718,1,18.41819963606504
14,0,1,1,11.339864565964303,0,8.877526872701099
13,5,1,1,9.99910320556342,0,6.726021768887189
9,0,0,0,12.21731181439818,1,20.44128620361097
11,5,1,1,12.95606809702131,1,19.68060299110294
12,4,1,0,10.160675383930286,0,7.051537170029731
8,2,0,0,9.918475418359415,0,6.524488116295406
11,3,0,1,11.2477797598352,0,8.211968684184804
15,1,0,1,12.286881364498106,1,19.084056425449266
20,2,0,1,11.734024815491004,0,9.104922040290994
12,1,0,0,12.680580897523669,1,19.39461300141224
10,4,1,1,9.130289759446562,0,5.506635499088962
12,3,0,1,9.230437973741912,0,5.235199471171169
21,3,0,1,9.09196849365516,0,5.679611096389994
12,7,0,1,8.534263824982133,0,4.920915821466402
15,1,0,0,13.423243572454949,1,19.96555530953621
15,2,1,1,10.653789130205633,0,7.559421897522127
11,4,1,1,11.02405428754899,0,7.776209137213981
17,4,1,0,9.29939349970521,0,4.927201971331163
15,0,0,1,13.580509811889227,1,20.073559719574085
14,4,1,0,15.284932814751889,1,21.99547213198508
13,3,0,1,12.208661419062649,1,18.578496199947573
10,1,1,1,13.086201126846053,1,19.82449008215
17,0,0,0,14.755734924057716,1,21.471079969793585
15,5,1,0,12.360584683414592,1,19.362996792195748
17,-1,1,1,11.412933524944265,0,9.423953946045138
16,5,1,1,12.14233663448049,1,18.304140563487188
13,2,1,1,14.679400987392556,1,21.370847903082304
13,5,0,0,16.01784491460135,1,22.44919121072696
14,1,0,1,8.869887711477295,0,5.4115622959654095
15,0,0,0,15.205163405520468,1,21.83377753101916
13,8,1,0,14.380039969194454,1,20.702228733201515
12,2,0,0,10.45368572042992,0,7.400722771433197
14,1,0,1,13.348959563380628,1,20.563826665413718
18,2,0,1,12.495555992539584,1,19.7850561922802
17,-6,0,0,10.640478595694937,0,7.489808687754884
11,0,1,1,9.921237831620262,0,6.7911010245356165
11,6,1,1,11.929363496230811,0,8.95810201563911
17,1,0,0,8.77043331668582,0,5.483946752164209
14,2,1,0,13.302136949999817,1,20.13399242072116
15,3,0,0,9.04278812411208,0,5.565139573012114
10,0,1,1,13.719700075072558,1,20.445684246162283
16,4,1,1,11.853465393146813,0,9.17086740524044
12,1,1,1,14.236983895766848,1,20.62651950637223
13,1,0,0,13.478115673489189,1,21.124938619427702
18,-1,0,1,11.465205905849873,0,9.689239017742429
16,-1,0,1,13.343351022994469,1,19.45859797404009
13,5,0,1,14.183072620618326,1,20.734204166467716
16,2,0,0,16.756397252308336,1,22.011709104561746
13,2,1,0,9.897988253213384,0,7.66398744853122
16,3,0,0,11.556779417666544,0,9.341472711429748
14,0,1,0,14.417564976239118,1,21.89847356903259
17,5,0,1,12.235964627538344,1,18.656410963483456
13,-4,0,0,11.836591274434666,0,9.592598709010849
16,2,1,0,13.039802251834942,1,19.511048414872107
14,2,1,1,10.329681763322071,0,8.05343429530063
13,-1,0,1,10.430491188488444,0,8.390553796242987
10,2,0,1,10.692865607882617,0,6.944796118822159
14,0,1,1,9.90452075370978,0,7.278864869256048
11,1,0,1,10.561054279112833,0,7.388631580993988
12,10,1,1,10.79154643596058,0,8.023577222353927
13,2,0,0,13.005782976125452,1,20.542910209709603
10,1,1,0,12.901595610186712,1,20.3929862099609
14,-2,0,0,8.976268804373843,0,4.9607838093677525
14,0,1,0,12.766452270368422,1,20.05047809692809
9,2,0,0,9.536134609590254,0,6.0746785398701
8,3,1,1,10.470058159463058,0,8.085630059531965
12,3,1,1,11.855249042284422,0,8.855751331650398
16,3,1,1,10.25126766238493,0,7.003960341781743
13,8,0,0,10.283607107629026,0,6.298021708501446
18,0,1,0,12.687422866429824,1,19.3392133456177
10,7,1,0,13.970339136257024,1,20.97552703219479
15,6,0,1,11.027679398584649,0,6.602083781907584
16,11,0,0,14.227278543155352,1,20.162366128944218
14,3,0,0,12.791860893709693,1,19.908263030695714
13,1,1,1,14.266479769063784,1,20.28756727089223
15,0,1,0,9.818084081738151,0,6.9686408959095845
12,-4,0,1,11.694710345775054,0,9.78632514392556
11,2,1,1,14.119327301211609,1,21.11931369437223
16,4,0,1,12.676119267167946,1,19.471472828557477
11,3,1,0,13.328922923769015,1,19.88278590372536
15,-3,0,0,11.38884207795293,0,9.0495954290174
11,2,1,1,12.050056860174884,1,18.32394190339689
14,7,1,1,14.7874423154181,1,20.444822565922777
16,2,1,1,11.17483860995474,0,8.519740209987118
10,4,0,0,12.142905235889986,1,19.529468281010583
8,5,0,1,12.220471775285786,1,18.762197543828577
9,1,1,1,13.160228596455912,1,20.074796762155383
15,0,1,0,8.70512553388469,0,5.256551856012768
13,4,1,0,10.071748856656932,0,6.578730996702954
21,0,0,1,10.462384744652852,0,7.212126638864484
11,3,1,1,15.04809257447717,1,22.809341748975392
12,2,0,1,10.78207321715952,0,8.278711503480551
13,5,1,0,9.866251959244588,0,6.737810883097774
13,-2,1,1,11.516136605983862,0,9.199772560689564
14,3,0,0,15.377760490876826,1,22.0976659567004
7,6,1,1,12.502563947601883,1,19.681136249748025
13,-4,1,0,8.858574825353715,0,5.554625412349661
14,2,1,0,12.279059968330376,1,19.062701213474572
18,2,1,1,12.60639440602672,1,18.360877794666827
15,2,1,1,10.631750928917612,0,7.799836604454728
13,4,0,1,10.881029690193078,0,7.746299234478768
11,6,0,1,7.184323114382607,0,2.637293319637421
15,3,1,0,11.948871424878911,0,10.47933604873363
17,5,1,0,8.470016971024931,0,4.723870652543485
17,3,0,1,10.75441305033848,0,8.256791630127767
15,3,0,1,10.40256282981932,0,7.879018333197505
12,2,0,0,11.895423469418136,0,9.6134847966366
16,6,0,1,13.723580876469825,1,19.866874489695626
13,3,0,1,10.266451604057329,0,6.823760590565455
10,4,0,1,14.575462853449933,1,21.57058972460654
14,-1,0,1,12.244741027590724,1,19.454564309226978
13,3,1,1,13.499656058370428,1,20.107734004027503
18,6,1,1,13.837060174778973,1,19.907246254107427
11,2,0,0,14.247548735448705,1,20.807132026479948
13,0,1,0,10.251048911890663,0,7.509173221347078
8,0,0,1,12.302405278570603,1,18.128651882229523
13,6,1,0,10.743107574137536,0,8.248243769909957
14,5,1,1,11.774848834714495,0,9.09583770011877
12,4,0,0,9.086699496713532,0,5.144512604652124
14,5,0,1,12.53017139435808,1,19.364960643242057
10,0,1,1,14.073161451777832,1,21.42850620028243
10,5,1,1,12.574305411748048,1,19.146840253261384
15,0,0,0,8.81616955799935,0,4.525456085443582
11,4,0,1,13.290777653859564,1,19.31185958703983
14,4,0,0,10.136308698746827,0,6.91390871390479
16,0,1,0,12.579076331139484,1,18.880369769617968
14,0,1,1,12.94226270166542,1,20.190075699163653
15,1,0,1,12.73438836166865,1,19.531998643264966
15,1,1,1,9.22386459004912,0,5.437636398966919
12,2,1,1,13.239704293039066,1,19.494111675332217
17,1,0,0,10.193669983342884,0,6.567130934838929
10,6,0,0,9.730347304486449,0,5.551169971494527
16,0,0,1,9.975292615369248,0,6.0828777128397045
12,3,0,0,11.681398189035816,0,9.507937781549806
16,3,0,0,10.927630664422146,0,8.303682462702403
9,2,0,0,11.5698517844018,0,9.376355725602508
11,4,1,1,9.04493249302218,0,4.9972792864119775
11,2,1,0,10.111464227963562,0,6.552742292247248
15,1,0,1,10.30579405300973,0,7.112580766935364
13,1,0,0,13.581023145127354,1,19.929701993008106
14,-1,0,0,12.250776009040326,1,19.35068066588296
14,0,1,1,11.968304048687305,0,9.847949613712847
14,10,0,1,12.047044657761164,1,18.552750345825302
15,3,0,0,12.27970748653444,1,19.210347656810267
17,0,0,1,9.10365408768202,0,5.8859937890515015
16,-2,1,0,9.582772658706808,0,6.5392190893558
12,6,0,1,10.996734524140049,0,8.389668769291987
13,0,0,1,11.68630984906588,0,9.344993511319824
18,5,1,1,13.720259282114313,1,20.0932255914917
14,2,0,1,13.91414134746613,1,21.546095751749856
15,4,1,0,13.527366382640803,1,19.967596406977822
14,9,1,1,12.600961535981684,1,19.35953047599928
15,4,0,1,8.841907627790983,0,4.776498768067914
14,8,0,0,8.935591261872082,0,4.850790491166992
9,1,0,1,16.17153353974866,1,22.16790355801924
16,1,1,0,12.720490033169652,1,19.1171068510458
16,4,1,0,12.83418681979454,1,18.99660672941135
15,0,1,0,12.134310632134634,1,18.80230341312391
12,2,1,0,9.298677464943507,0,5.340946132420247
16,3,1,1,14.257768836121995,1,20.483263066641893
13,1,1,0,14.654547311461371,1,20.600524044555456
14,4,0,1,14.956949419763491,1,21.676392021593088
17,1,0,1,12.501629707277678,1,19.51253981537168
11,2,0,0,12.306870911356734,1,19.474401463390727
12,4,0,1,10.97481443419246,0,7.973450647652788
12,1,1,0,8.515037559264789,0,4.484668360626424
10,1,1,0,13.278880278219596,1,20.40650486431188
12,4,1,0,12.394265500164794,1,19.85209614168975
14,2,1,0,10.91894601215435,0,7.600454671368448
