county_id,year,minimum_wage_policy,poverty_rate,average_income,unemployment_rate,urban_county,education_level
18,9,1,51.481625417318845,1,12,1,0
19,0,0,45.25972520590791,2,8,0,0
19,1,0,46.33336744380164,2,8,0,0
19,2,0,47.583460135951945,2,8,0,0
19,3,0,46.23760839648728,2,8,0,0
19,4,0,46.508659124711166,2,8,0,0
19,5,0,47.90259518915806,2,8,0,0
19,6,0,46.50555776715323,2,8,0,0
19,7,1,50.43941614881044,2,8,0,0
19,8,1,50.69177574763074,2,8,0,0
19,9,1,50.828801911020285,2,8,0,0
20,0,0,47.368061890527926,2,6,1,1
20,1,0,46.334499034700194,2,6,1,1
20,2,0,44.85303390024626,2,6,1,1
20,3,0,47.216076676373135,2,6,1,1
20,4,0,45.13180611239195,2,6,1,1
20,5,0,45.68225985232705,2,6,1,1
20,6,0,47.07583045140569,2,6,1,1
20,7,0,47.04010030908991,2,6,1,1
20,8,0,45.51552384833386,2,6,1,1
20,9,0,49.5939809872816,2,6,1,1
21,0,0,45.066593282978296,2,11,1,0
21,1,0,43.90796245484359,2,11,1,0
21,2,0,44.44423073782337,2,11,1,0
21,3,0,45.13516772357918,2,11,1,0
21,4,0,45.54460183593134,2,11,1,0
21,5,0,45.17374940455505,2,11,1,0
21,6,0,46.54049803768252,2,11,1,0
21,7,0,46.356286839141696,2,11,1,0
21,8,0,45.14812221620711,2,11,1,0
21,9,0,48.18890883465473,2,11,1,0
22,0,0,47.43553462275237,2,9,0,1
22,1,0,46.28006290367388,2,9,0,1
22,2,0,45.54553410288949,2,9,0,1
22,3,0,45.15659855481808,2,9,0,1
22,4,1,47.75063449011008,2,9,0,1
22,5,1,50.038221072916166,2,9,0,1
22,6,1,50.66223482088415,2,9,0,1
22,7,1,50.126518644124886,2,9,0,1
22,8,1,50.88482752761645,2,9,0,1
22,9,1,50.683267534643136,2,9,0,1
23,0,0,44.71901179918636,1,13,1,0
23,1,0,44.48477913897723,1,13,1,0
23,2,0,45.376562256273616,1,13,1,0
23,3,0,44.46493558368528,1,13,1,0
23,4,1,48.37156098189106,1,13,1,0
23,5,1,50.249315478366434,1,13,1,0
23,6,1,51.03389040741576,1,13,1,0
23,7,1,49.38428689490481,1,13,1,0
23,8,1,48.795082179827546,1,13,1,0
23,9,1,50.29737845674097,1,13,1,0
24,0,0,49.78878175861028,3,10,1,0
24,1,0,48.33710041150888,3,10,1,0
24,2,0,48.10635066806796,3,10,1,0
24,3,0,48.35952358304075,3,10,1,0
24,4,0,48.77404635363907,3,10,1,0
24,5,0,49.03629649881028,3,10,1,0
24,6,0,50.302393515567466,3,10,1,0
24,7,0,49.8410946526318,3,10,1,0
24,8,0,49.187673127502826,3,10,1,0
24,9,0,50.22382080796003,3,10,1,0
25,0,0,46.56490444992062,2,13,0,1
25,1,0,46.12579173076756,2,13,0,1
25,2,0,46.91441587972268,2,13,0,1
25,3,0,46.82387755644215,2,13,0,1
25,4,0,47.284588055544376,2,13,0,1
25,5,0,45.50199622665649,2,13,0,1
25,6,0,48.60758232349251,2,13,0,1
25,7,0,46.67605525472665,2,13,0,1
25,8,0,47.67184810033013,2,13,0,1
25,9,0,48.31959600055957,2,13,0,1
26,0,0,45.562200494561765,2,10,0,1
26,1,0,45.32310733703437,2,10,0,1
26,2,0,46.60115860933505,2,10,0,1
26,3,0,44.440675602950456,2,10,0,1
26,4,0,44.95072393292747,2,10,0,1
26,5,0,44.942568527464,2,10,0,1
26,6,0,46.020119972952806,2,10,0,1
26,7,0,47.5284063147909,2,10,0,1
26,8,0,45.47743561536169,2,10,0,1
26,9,0,47.68967718569733,2,10,0,1
27,0,0,44.92625911558149,2,11,1,1
27,1,0,43.21287281798456,2,11,1,1
27,2,0,45.37896150837846,2,11,1,1
27,3,0,44.45117001026344,2,11,1,1
27,4,0,43.937373170390245,2,11,1,1
27,5,0,43.28707913767338,2,11,1,1
27,6,0,45.70373597908142,2,11,1,1
27,7,0,46.14845252188566,2,11,1,1
27,8,0,45.698833116140605,2,11,1,1
27,9,0,44.04620239488487,2,11,1,1
28,0,0,45.35958804195472,2,12,0,0
28,1,0,46.447203103679534,2,12,0,0
28,2,0,46.01998621404784,2,12,0,0
28,3,0,46.320319429737125,2,12,0,0
28,4,1,50.61387226477284,2,12,0,0
28,5,1,52.22922246849661,2,12,0,0
28,6,1,50.28852757847065,2,12,0,0
28,7,1,52.19020862741187,2,12,0,0
28,8,1,50.51625297081499,2,12,0,0
28,9,1,51.59753672447558,2,12,0,0
29,0,0,44.5054514219537,1,15,1,0
29,1,1,49.410096563035616,1,15,1,0
29,2,1,48.86395535979457,1,15,1,0
29,3,1,47.344377284579856,1,15,1,0
29,4,1,48.93921468231765,1,15,1,0
29,5,1,47.38093422736216,1,15,1,0
29,6,1,48.16072597524039,1,15,1,0
29,7,1,50.02853645872119,1,15,1,0
29,8,1,50.19812653681145,1,15,1,0
29,9,1,50.32981658798321,1,15,1,0
30,0,0,46.88478079866125,1,11,1,1
30,1,0,46.05513565925526,1,11,1,1
30,2,0,43.86664750008506,1,11,1,1
30,3,0,46.67083968066649,1,11,1,1
30,4,0,45.057843869421546,1,11,1,1
30,5,0,45.41720052898077,1,11,1,1
30,6,0,48.55095114658298,1,11,1,1
30,7,0,47.2454469655461,1,11,1,1
30,8,0,47.24021279826622,1,11,1,1
30,9,0,48.12462678194328,1,11,1,1
31,0,0,43.42429314147064,1,13,1,0
31,1,0,43.21260226453801,1,13,1,0
31,2,0,42.6669050554384,1,13,1,0
31,3,0,45.29057557891736,1,13,1,0
31,4,0,44.17460031491719,1,13,1,0
31,5,0,44.962660581745816,1,13,1,0
31,6,0,45.97602897195314,1,13,1,0
31,7,0,45.10481900543885,1,13,1,0
31,8,0,43.18026901444457,1,13,1,0
31,9,0,44.96898839938383,1,13,1,0
32,0,0,47.041228617897815,2,14,1,0
32,1,1,51.01009377050572,2,14,1,0
32,2,1,50.445421441714274,2,14,1,0
32,3,1,49.58734205245438,2,14,1,0
32,4,1,50.41790990847293,2,14,1,0
32,5,1,50.60213756287317,2,14,1,0
32,6,1,51.755342911134846,2,14,1,0
32,7,1,51.58188618346536,2,14,1,0
32,8,1,48.76777544598044,2,14,1,0
32,9,1,51.50387325868381,2,14,1,0
33,0,0,46.33594082429708,3,10,0,0
33,1,0,43.349548307072695,3,10,0,0
33,2,0,43.30557619525749,3,10,0,0
33,3,0,45.43479446132705,3,10,0,0
33,4,0,44.602744163542624,3,10,0,0
33,5,0,44.73321806477584,3,10,0,0
33,6,0,48.08042354696045,3,10,0,0
33,7,0,46.35351043148242,3,10,0,0
33,8,0,45.88278016858636,3,10,0,0
33,9,0,47.12700801223557,3,10,0,0
34,0,0,45.46629640732333,2,12,1,0
34,1,0,44.62396350483256,2,12,1,0
34,2,0,45.94371943124546,2,12,1,0
34,3,0,45.69181230451359,2,12,1,0
34,4,0,45.15625537124161,2,12,1,0
34,5,0,46.14949611451412,2,12,1,0
34,6,1,50.53059347003727,2,12,1,0
34,7,1,51.45757814904797,2,12,1,0
34,8,1,48.75225916733561,2,12,1,0
34,9,1,52.08376049910674,2,12,1,0
35,0,0,41.572015757799946,1,16,1,0
35,1,0,45.142367345503686,1,16,1,0
35,2,0,43.67865903681696,1,16,1,0
35,3,0,45.12153106737471,1,16,1,0
35,4,0,44.95143914580573,1,16,1,0
35,5,0,44.62369429021837,1,16,1,0
35,6,0,45.712935493699085,1,16,1,0
35,7,0,46.2896409867585,1,16,1,0
35,8,0,45.83340891161583,1,16,1,0
35,9,0,46.46639576949463,1,16,1,0
36,0,0,48.18998759831645,2,9,0,1
36,1,0,47.10896242765515,2,9,0,1
36,2,0,48.18317362705648,2,9,0,1
36,3,0,49.02492105531684,2,9,0,1
36,4,0,46.44362016334885,2,9,0,1
36,5,0,46.4902988200499,2,9,0,1
36,6,0,48.99760576451027,2,9,0,1
36,7,0,49.46914627993768,2,9,0,1
36,8,1,50.18936237150259,2,9,0,1
36,9,1,51.9666115769768,2,9,0,1
37,0,0,44.114400809079775,2,16,1,1
37,1,0,45.38326252689973,2,16,1,1
37,2,0,45.45460792102131,2,16,1,1
37,3,0,45.81526419439061,2,16,1,1
37,4,0,46.515511540976654,2,16,1,1
37,5,0,43.50781798092351,2,16,1,1
37,6,0,44.28263601777117,2,16,1,1
37,7,0,45.64648477627404,2,16,1,1
37,8,0,42.93215842604175,2,16,1,1
37,9,0,45.87930056584752,2,16,1,1
38,0,0,48.46649989347832,1,13,1,1
38,1,0,48.75436669918003,1,13,1,1
38,2,0,47.24463711038539,1,13,1,1
38,3,0,50.14196819783024,1,13,1,1
38,4,0,46.23473606211943,1,13,1,1
38,5,0,50.00956238365927,1,13,1,1
38,6,0,47.344831520231125,1,13,1,1
38,7,0,49.61685152052284,1,13,1,1
38,8,0,48.14749631012757,1,13,1,1
38,9,0,50.315999607479945,1,13,1,1
39,0,0,47.38551823415072,2,9,1,0
39,1,0,46.83081032134756,2,9,1,0
39,2,0,44.848362812530986,2,9,1,0
39,3,0,47.00261329623032,2,9,1,0
39,4,0,46.53381929878236,2,9,1,0
39,5,1,48.788034562292125,2,9,1,0
39,6,1,51.13710877817472,2,9,1,0
39,7,1,51.9500622116563,2,9,1,0
39,8,1,50.67923267267999,2,9,1,0
39,9,1,52.67633757689978,2,9,1,0
40,0,0,46.43619015044625,1,12,0,1
40,1,1,50.8322214282171,1,12,0,1
40,2,1,49.42160693678112,1,12,0,1
40,3,1,51.73236658728056,1,12,0,1
40,4,1,50.43140404933046,1,12,0,1
40,5,1,50.888738345039634,1,12,0,1
40,6,1,52.92011879751514,1,12,0,1
40,7,1,51.89291171592351,1,12,0,1
40,8,1,50.721797808672,1,12,0,1
40,9,1,52.18674942448079,1,12,0,1
41,0,0,45.38550401460056,3,12,1,0
41,1,0,47.256631464251214,3,12,1,0
41,2,0,44.34306142359418,3,12,1,0
41,3,0,48.37481535655298,3,12,1,0
41,4,0,46.21486715158486,3,12,1,0
41,5,0,46.86113079402578,3,12,1,0
41,6,0,46.32432604235011,3,12,1,0
41,7,0,48.27380410181898,3,12,1,0
41,8,0,47.75546443392744,3,12,1,0
41,9,0,47.292730670446666,3,12,1,0
42,0,0,47.70083578407731,1,11,0,0
42,1,0,46.6339941859479,1,11,0,0
42,2,0,47.83889292299271,1,11,0,0
42,3,0,47.33555041623058,1,11,0,0
42,4,0,47.33430384035029,1,11,0,0
42,5,0,43.818897218170704,1,11,0,0
42,6,0,47.38542930119945,1,11,0,0
42,7,0,46.28551529720184,1,11,0,0
42,8,0,46.95574201565309,1,11,0,0
42,9,0,48.486159195165946,1,11,0,0
43,0,0,43.8213138988823,2,11,0,1
43,1,0,44.63157951316153,2,11,0,1
43,2,0,45.40279811975039,2,11,0,1
43,3,0,45.08334589239423,2,11,0,1
43,4,0,43.51941660948043,2,11,0,1
43,5,0,44.19942849416023,2,11,0,1
43,6,0,47.8050514111429,2,11,0,1
43,7,0,45.522240511480696,2,11,0,1
43,8,1,49.22290566785212,2,11,0,1
43,9,1,51.46401930664221,2,11,0,1
44,0,0,46.30453204361699,2,12,0,1
44,1,0,46.50786617682498,2,12,0,1
44,2,0,47.085678958064975,2,12,0,1
44,3,0,48.80048984639896,2,12,0,1
44,4,0,45.75831893297522,2,12,0,1
44,5,0,44.79629442145691,2,12,0,1
44,6,0,46.70443564388932,2,12,0,1
44,7,0,48.95203247918924,2,12,0,1
44,8,0,46.958854041952506,2,12,0,1
44,9,0,47.54700992801952,2,12,0,1
45,0,0,47.07132364834198,2,9,1,0
45,1,0,46.32072508595618,2,9,1,0
45,2,0,46.39708179717092,2,9,1,0
45,3,0,46.88385204882434,2,9,1,0
45,4,0,45.72448813333321,2,9,1,0
45,5,0,45.34326658988952,2,9,1,0
45,6,0,46.82230655162935,2,9,1,0
45,7,0,47.24836345032829,2,9,1,0
45,8,0,48.0988600023404,2,9,1,0
45,9,0,48.51128688706071,2,9,1,0
46,0,0,47.78008322751008,2,11,1,1
46,1,0,47.956082068653,2,11,1,1
46,2,0,49.67497860237166,2,11,1,1
46,3,0,47.39131300719839,2,11,1,1
46,4,0,45.79722189615504,2,11,1,1
46,5,0,47.30078561623021,2,11,1,1
46,6,0,47.671644388767696,2,11,1,1
46,7,0,48.88018452753243,2,11,1,1
46,8,0,46.54681696790266,2,11,1,1
46,9,0,48.52247728505142,2,11,1,1
47,0,0,45.87398025570321,1,11,0,0
47,1,0,44.57237087952272,1,11,0,0
47,2,0,46.34120882165365,1,11,0,0
47,3,0,46.66580707899345,1,11,0,0
47,4,0,45.86107474778217,1,11,0,0
47,5,0,45.31440077802598,1,11,0,0
47,6,0,45.5309724311716,1,11,0,0
47,7,0,46.6534023980192,1,11,0,0
47,8,0,46.10333697724625,1,11,0,0
47,9,0,47.635677607893605,1,11,0,0
48,0,0,44.1855843163265,1,10,0,0
48,1,0,46.90995521625795,1,10,0,0
48,2,0,44.59693409330223,1,10,0,0
48,3,0,45.65610801583054,1,10,0,0
48,4,0,46.86339346141034,1,10,0,0
48,5,0,45.46698832661435,1,10,0,0
48,6,0,44.32365056740593,1,10,0,0
48,7,0,46.87787107949667,1,10,0,0
48,8,0,45.03873403069941,1,10,0,0
48,9,0,45.54052188088995,1,10,0,0
49,0,0,45.655895641542486,2,8,0,1
49,1,0,45.25078237993525,2,8,0,1
49,2,0,46.544724412941534,2,8,0,1
49,3,0,46.11619220990134,2,8,0,1
49,4,0,45.21128090672397,2,8,0,1
49,5,0,45.04940496625499,2,8,0,1
49,6,0,46.71310230013282,2,8,0,1
49,7,0,48.4496276213084,2,8,0,1
49,8,1,48.686537548039965,2,8,0,1
49,9,1,52.24124473832994,2,8,0,1
50,0,0,46.23436797489635,2,15,1,1
50,1,0,44.26023150569088,2,15,1,1
50,2,0,42.49321583071831,2,15,1,1
50,3,0,44.49478034038683,2,15,1,1
50,4,0,43.53987541241257,2,15,1,1
50,5,0,44.07187584023328,2,15,1,1
50,6,0,45.631249138062735,2,15,1,1
50,7,0,43.11905868605214,2,15,1,1
50,8,0,44.76597759402815,2,15,1,1
50,9,0,44.8546487416935,2,15,1,1
51,0,0,45.92389591635112,1,11,1,1
51,1,0,44.5631331923078,1,11,1,1
51,2,0,45.46264450465505,1,11,1,1
51,3,0,46.53578796381396,1,11,1,1
51,4,0,46.51386426192115,1,11,1,1
51,5,0,44.77087474580294,1,11,1,1
51,6,0,45.840141193777576,1,11,1,1
51,7,0,47.04814859879136,1,11,1,1
51,8,0,47.93783224945613,1,11,1,1
51,9,0,47.129817223882085,1,11,1,1
52,0,0,49.58620908413656,0,13,0,1
52,1,0,49.49613251747845,0,13,0,1
52,2,0,47.77469376636724,0,13,0,1
52,3,0,49.47890617564234,0,13,0,1
52,4,0,48.62311322649765,0,13,0,1
52,5,0,46.22356384477069,0,13,0,1
52,6,0,50.22977860149158,0,13,0,1
52,7,0,49.303098011739934,0,13,0,1
52,8,0,47.002154390281326,0,13,0,1
52,9,0,48.94058329638624,0,13,0,1
53,0,0,45.83253113521001,1,11,1,1
53,1,0,44.4460709145331,1,11,1,1
53,2,0,43.89566717224832,1,11,1,1
53,3,0,44.40242675490386,1,11,1,1
53,4,0,44.95391308334476,1,11,1,1
53,5,0,46.34209114056786,1,11,1,1
53,6,0,46.375809834603295,1,11,1,1
53,7,0,47.75218365854049,1,11,1,1
53,8,0,45.11152300778301,1,11,1,1
53,9,0,45.711418380792686,1,11,1,1
54,0,0,46.71028760557064,2,12,1,0
54,1,0,46.10969909972462,2,12,1,0
54,2,1,50.312888475448325,2,12,1,0
54,3,1,49.80027699461941,2,12,1,0
54,4,1,49.16589502450483,2,12,1,0
54,5,1,49.86514287720247,2,12,1,0
54,6,1,51.36381585626764,2,12,1,0
54,7,1,52.620241868816656,2,12,1,0
54,8,1,50.64278980038536,2,12,1,0
54,9,1,52.17863883160233,2,12,1,0
55,0,0,46.7542897810884,1,8,1,1
55,1,0,45.96018478702707,1,8,1,1
55,2,0,46.8013379763247,1,8,1,1
55,3,0,46.47698991903282,1,8,1,1
55,4,0,45.2998286400254,1,8,1,1
55,5,0,45.22551119039978,1,8,1,1
55,6,0,48.02560595975551,1,8,1,1
55,7,0,48.88957434015061,1,8,1,1
55,8,0,46.07574696692363,1,8,1,1
55,9,0,46.364128383068,1,8,1,1
56,0,0,44.25772315769978,2,15,1,0
56,1,0,47.62841870506702,2,15,1,0
56,2,0,45.65495515472151,2,15,1,0
56,3,0,43.942377732531206,2,15,1,0
56,4,0,46.436846901655606,2,15,1,0
56,5,0,45.94380056260101,2,15,1,0
56,6,0,48.81725779280619,2,15,1,0
56,7,0,47.894081426128544,2,15,1,0
56,8,0,48.40936081440694,2,15,1,0
56,9,1,50.627019668708535,2,15,1,0
57,0,0,46.20014655690272,2,12,0,1
57,1,0,47.99762735093988,2,12,0,1
57,2,0,45.27945488606443,2,12,0,1
57,3,0,46.19067917175254,2,12,0,1
57,4,0,44.84971687458055,2,12,0,1
57,5,0,45.090654281730046,2,12,0,1
57,6,0,47.25033550359388,2,12,0,1
57,7,0,46.612435629282494,2,12,0,1
57,8,0,47.75703284697439,2,12,0,1
57,9,0,47.03333824236684,2,12,0,1
58,0,0,45.47398299412302,1,7,0,0
58,1,0,46.66983117967631,1,7,0,0
58,2,0,45.7997207943305,1,7,0,0
58,3,0,48.33372619445956,1,7,0,0
58,4,0,47.65374169054587,1,7,0,0
58,5,0,45.86289129752768,1,7,0,0
58,6,0,48.223627081878575,1,7,0,0
58,7,0,47.98102240117457,1,7,0,0
58,8,0,46.42699371750651,1,7,0,0
58,9,0,48.679011057680434,1,7,0,0
59,0,0,45.65740407864868,1,11,1,1
59,1,0,46.739015925316245,1,11,1,1
59,2,0,47.07761505828456,1,11,1,1
59,3,0,45.4041163699232,1,11,1,1
59,4,0,46.70138686561874,1,11,1,1
59,5,0,47.36411836994089,1,11,1,1
59,6,0,48.885249836059984,1,11,1,1
59,7,0,47.09285057193364,1,11,1,1
59,8,0,47.30559438273055,1,11,1,1
59,9,0,49.11579114447928,1,11,1,1
60,0,0,45.40181511935364,1,10,1,1
60,1,0,48.12374982707543,1,10,1,1
60,2,0,45.4623336257384,1,10,1,1
60,3,0,47.377496091562776,1,10,1,1
60,4,1,49.32505074550596,1,10,1,1
60,5,1,48.71335438862786,1,10,1,1
60,6,1,51.571038806865,1,10,1,1
60,7,1,51.063014036896725,1,10,1,1
60,8,1,51.62881034650072,1,10,1,1
60,9,1,51.615608458302766,1,10,1,1
61,0,0,48.01801346087789,2,14,1,1
61,1,0,47.87369985683205,2,14,1,1
61,2,0,47.39956221719791,2,14,1,1
61,3,0,47.3309638577738,2,14,1,1
61,4,0,47.68987835862904,2,14,1,1
61,5,0,44.786535367178615,2,14,1,1
61,6,0,47.5509559905632,2,14,1,1
61,7,1,54.07684236915795,2,14,1,1
61,8,1,51.252643289054,2,14,1,1
61,9,1,51.429944996690686,2,14,1,1
62,0,0,44.761519339181376,1,13,1,0
62,1,0,45.01578875236133,1,13,1,0
62,2,0,45.53991636493214,1,13,1,0
62,3,0,45.56471602419884,1,13,1,0
62,4,0,44.44076770909642,1,13,1,0
62,5,0,43.89123601861277,1,13,1,0
62,6,1,51.086507485300544,1,13,1,0
62,7,1,49.06951325301021,1,13,1,0
62,8,1,49.234852250167336,1,13,1,0
62,9,1,49.92114563457968,1,13,1,0
63,0,0,47.24501666917786,0,9,0,1
63,1,0,48.14762825725656,0,9,0,1
63,2,0,45.6704534592194,0,9,0,1
63,3,0,46.52465435624775,0,9,0,1
63,4,0,46.50809063878671,0,9,0,1
63,5,0,47.03473276902177,0,9,0,1
63,6,0,48.61186317120528,0,9,0,1
63,7,0,47.77526032975084,0,9,0,1
63,8,0,46.90551937085011,0,9,0,1
63,9,0,46.36425899052672,0,9,0,1
64,0,0,47.7846235070262,3,14,1,0
64,1,0,47.40628893811888,3,14,1,0
