school_id,academic_year,computer_lab,average_test_scores,class_size,teacher_experience,urban_location,low_income_status
14,7,0,52.59932825653743,1,8,0,1
14,8,0,53.65343487214823,1,8,0,1
14,9,1,62.281836488099394,1,8,0,1
15,0,0,53.59322883466357,1,12,1,0
15,1,0,52.30233366655799,1,12,1,0
15,2,0,52.16249202557984,1,12,1,0
15,3,0,52.24335058879075,1,12,1,0
15,4,0,53.35749384600359,1,12,1,0
15,5,0,53.95208047718122,1,12,1,0
15,6,0,54.10073856518251,1,12,1,0
15,7,0,53.68184903880709,1,12,1,0
15,8,0,53.355768561766936,1,12,1,0
15,9,0,53.47773131693859,1,12,1,0
16,0,0,52.518709127542365,3,13,0,1
16,1,0,52.99154390778645,3,13,0,1
16,2,0,51.7787517687694,3,13,0,1
16,3,0,52.55993837031125,3,13,0,1
16,4,0,53.97745310639915,3,13,0,1
16,5,0,52.28772946578506,3,13,0,1
16,6,0,54.26184213889079,3,13,0,1
16,7,0,56.34802869341857,3,13,0,1
16,8,0,52.52544873326252,3,13,0,1
16,9,0,53.78828813435164,3,13,0,1
17,0,0,48.61548319103586,1,12,0,0
17,1,0,50.856212877632885,1,12,0,0
17,2,0,48.84623848492342,1,12,0,0
17,3,0,49.66447337610931,1,12,0,0
17,4,0,49.43793695351558,1,12,0,0
17,5,0,51.23109591518678,1,12,0,0
17,6,0,49.42557568992349,1,12,0,0
17,7,0,52.99500445130749,1,12,0,0
17,8,1,59.15958101120772,1,12,0,0
17,9,1,60.28125175333523,1,12,0,0
18,0,0,48.71627379861612,2,11,1,0
18,1,0,51.287090603414846,2,11,1,0
18,2,0,49.5210650320853,2,11,1,0
18,3,0,50.647942954852255,2,11,1,0
18,4,1,60.68990131098967,2,11,1,0
18,5,1,61.94493289394367,2,11,1,0
18,6,1,60.27855365241218,2,11,1,0
18,7,1,64.59882181391733,2,11,1,0
18,8,1,61.72453821410473,2,11,1,0
18,9,1,63.237316620984174,2,11,1,0
19,0,0,49.898185900516566,1,10,1,0
19,1,0,50.605347349937645,1,10,1,0
19,2,0,49.49585411510102,1,10,1,0
19,3,0,50.03061416759623,1,10,1,0
19,4,0,51.825945324816026,1,10,1,0
19,5,1,60.19450894772689,1,10,1,0
19,6,1,61.31708342721628,1,10,1,0
19,7,1,62.30306921053516,1,10,1,0
19,8,1,57.61016063830228,1,10,1,0
19,9,1,60.36817721664161,1,10,1,0
20,0,0,50.00205041827868,0,14,1,0
20,1,0,51.70539901442552,0,14,1,0
20,2,0,49.63236616600909,0,14,1,0
20,3,0,50.48886871993385,0,14,1,0
20,4,0,52.50676257101224,0,14,1,0
20,5,0,52.7517722092666,0,14,1,0
20,6,0,53.623487230925846,0,14,1,0
20,7,0,53.07258295888998,0,14,1,0
20,8,0,50.83203828890349,0,14,1,0
20,9,0,52.27990709340494,0,14,1,0
21,0,0,48.556084026147055,1,5,0,1
21,1,0,50.47232832552858,1,5,0,1
21,2,0,47.03316378862692,1,5,0,1
21,3,0,49.322967097396194,1,5,0,1
21,4,0,49.34822762559729,1,5,0,1
21,5,0,48.980533865356925,1,5,0,1
21,6,0,51.00408471898472,1,5,0,1
21,7,1,63.97194996748875,1,5,0,1
21,8,1,59.33681286034266,1,5,0,1
21,9,1,59.81881998228682,1,5,0,1
22,0,0,53.73306418751496,0,7,1,1
22,1,0,52.99585648223756,0,7,1,1
22,2,0,48.36053376562911,0,7,1,1
22,3,0,51.3998783396861,0,7,1,1
22,4,0,52.97729923736191,0,7,1,1
22,5,1,63.42342353440506,0,7,1,1
22,6,1,61.59734664348774,0,7,1,1
22,7,1,63.89811877369094,0,7,1,1
22,8,1,61.39016347378087,0,7,1,1
22,9,1,65.15637687876188,0,7,1,1
23,0,0,53.56591882323013,2,14,0,1
23,1,0,52.11723388048949,2,14,0,1
23,2,0,49.96968133183088,2,14,0,1
23,3,0,52.479370243242776,2,14,0,1
23,4,0,53.02408247506944,2,14,0,1
23,5,0,53.96830608890936,2,14,0,1
23,6,0,54.12213177453136,2,14,0,1
23,7,0,53.01714293004721,2,14,0,1
23,8,0,52.16539934101674,2,14,0,1
23,9,1,61.77040141859066,2,14,0,1
24,0,0,53.42692626775813,1,16,1,1
24,1,0,52.253889085943015,1,16,1,1
24,2,0,53.274185481230255,1,16,1,1
24,3,0,51.27197795572624,1,16,1,1
24,4,0,53.55200556775952,1,16,1,1
24,5,0,54.02418757680572,1,16,1,1
24,6,0,53.494113926881326,1,16,1,1
24,7,0,54.58212465747141,1,16,1,1
24,8,0,54.31869698657826,1,16,1,1
24,9,1,62.63758011223514,1,16,1,1
25,0,0,51.57297500672463,1,10,0,0
25,1,0,50.126538446650684,1,10,0,0
25,2,0,48.78180226544661,1,10,0,0
25,3,0,51.80347188935506,1,10,0,0
25,4,0,52.14863797126006,1,10,0,0
25,5,0,52.405674489919335,1,10,0,0
25,6,0,53.42446738322775,1,10,0,0
25,7,0,51.359197619298136,1,10,0,0
25,8,0,51.76306525110381,1,10,0,0
25,9,0,53.94553443873945,1,10,0,0
26,0,0,51.31693357446591,1,11,0,0
26,1,1,61.77169189775034,1,11,0,0
26,2,1,60.00999512743797,1,11,0,0
26,3,1,60.77647238511316,1,11,0,0
26,4,1,60.68659634509295,1,11,0,0
26,5,1,62.51633106036033,1,11,0,0
26,6,1,62.00016429681732,1,11,0,0
26,7,1,60.80172332067471,1,11,0,0
26,8,1,58.84010698718184,1,11,0,0
26,9,1,61.07639197944464,1,11,0,0
27,0,0,52.609427926550886,1,13,0,0
27,1,0,51.29768101336009,1,13,0,0
27,2,0,52.00566527948412,1,13,0,0
27,3,0,53.461962679623774,1,13,0,0
27,4,0,51.717833866774,1,13,0,0
27,5,0,51.8869871829387,1,13,0,0
27,6,0,53.42410801655781,1,13,0,0
27,7,0,54.00612838546546,1,13,0,0
27,8,1,59.863008281756834,1,13,0,0
27,9,1,62.3719100261204,1,13,0,0
28,0,0,50.06195559661576,3,13,1,1
28,1,0,50.70572627001053,3,13,1,1
28,2,0,48.682484850628285,3,13,1,1
28,3,0,49.76724278872183,3,13,1,1
28,4,0,49.84275278877871,3,13,1,1
28,5,0,51.92323967588332,3,13,1,1
28,6,0,52.510579509415216,3,13,1,1
28,7,0,52.69084417840452,3,13,1,1
28,8,0,49.73044795538975,3,13,1,1
28,9,1,60.63016394979251,3,13,1,1
29,0,0,48.49052799502406,1,11,0,0
29,1,1,58.34944227018866,1,11,0,0
29,2,1,57.53835778784863,1,11,0,0
29,3,1,59.47870677186427,1,11,0,0
29,4,1,59.50279837992356,1,11,0,0
29,5,1,59.521747286321634,1,11,0,0
29,6,1,59.43121076215158,1,11,0,0
29,7,1,59.62941457215512,1,11,0,0
29,8,1,59.018669128958926,1,11,0,0
29,9,1,62.938585618464245,1,11,0,0
30,0,0,51.53790443232845,1,14,1,1
30,1,0,53.46297024394742,1,14,1,1
30,2,0,52.39601804083763,1,14,1,1
30,3,0,50.76239725213418,1,14,1,1
30,4,0,51.8488257669309,1,14,1,1
30,5,0,51.62544911657088,1,14,1,1
30,6,0,53.147948993753175,1,14,1,1
30,7,1,63.46534631180296,1,14,1,1
30,8,1,62.34247932716076,1,14,1,1
30,9,1,64.1144919351154,1,14,1,1
31,0,0,54.17738087914904,1,16,0,0
31,1,0,52.86088811752997,1,16,0,0
31,2,0,53.64977926090812,1,16,0,0
31,3,0,55.46239066268802,1,16,0,0
31,4,0,54.64334486187949,1,16,0,0
31,5,0,54.155913189433605,1,16,0,0
31,6,1,65.40729385038694,1,16,0,0
31,7,1,64.75795025640919,1,16,0,0
31,8,1,63.309616832852505,1,16,0,0
31,9,1,65.73102941433253,1,16,0,0
32,0,0,53.09079825285382,3,11,1,0
32,1,0,54.17409113406765,3,11,1,0
32,2,0,51.61509948732925,3,11,1,0
32,3,0,53.32742091246049,3,11,1,0
32,4,0,54.58428318597235,3,11,1,0
32,5,0,53.80854016938351,3,11,1,0
32,6,0,53.52430845802269,3,11,1,0
32,7,0,54.45344624190375,3,11,1,0
32,8,0,53.07019314077463,3,11,1,0
32,9,0,53.24383239000534,3,11,1,0
33,0,0,50.66691412111257,1,7,1,1
33,1,0,50.77315748803985,1,7,1,1
33,2,0,49.19946635527049,1,7,1,1
33,3,0,50.89767279240373,1,7,1,1
33,4,0,51.36722012272041,1,7,1,1
33,5,0,50.67594786398019,1,7,1,1
33,6,1,62.58192171200085,1,7,1,1
33,7,1,59.29859042781517,1,7,1,1
33,8,1,59.247662328616514,1,7,1,1
33,9,1,58.82210564380966,1,7,1,1
34,0,0,49.06182997770909,1,13,1,1
34,1,1,61.218282847004296,1,13,1,1
34,2,1,57.99193258940097,1,13,1,1
34,3,1,59.352177282240376,1,13,1,1
34,4,1,60.46560854496269,1,13,1,1
34,5,1,60.01206732659224,1,13,1,1
34,6,1,61.06948576317082,1,13,1,1
34,7,1,62.35258260392087,1,13,1,1
34,8,1,61.97157532197853,1,13,1,1
34,9,1,60.57950968277786,1,13,1,1
35,0,0,52.63808530863807,1,12,0,0
35,1,0,53.54806602450257,1,12,0,0
35,2,0,50.334971855915576,1,12,0,0
35,3,0,53.36259106154481,1,12,0,0
35,4,0,52.15710979300916,1,12,0,0
35,5,1,61.992050992056015,1,12,0,0
35,6,1,63.266300714471136,1,12,0,0
35,7,1,63.07241381725913,1,12,0,0
35,8,1,62.56117082825775,1,12,0,0
35,9,1,62.08453912662549,1,12,0,0
36,0,0,52.246421853434434,1,9,0,0
36,1,0,53.44203847952178,1,9,0,0
36,2,0,50.88467703487431,1,9,0,0
36,3,0,53.7475385713873,1,9,0,0
36,4,0,52.0681009466131,1,9,0,0
36,5,0,53.588724086398734,1,9,0,0
36,6,0,52.92626808287962,1,9,0,0
36,7,0,55.17688465843525,1,9,0,0
36,8,0,51.36979835350874,1,9,0,0
36,9,1,61.26491095029523,1,9,0,0
37,0,0,53.10655533745227,1,12,0,1
37,1,0,52.71275006302938,1,12,0,1
37,2,0,51.21725377513329,1,12,0,1
37,3,0,51.83338824518988,1,12,0,1
37,4,0,51.54663852129853,1,12,0,1
37,5,0,52.624883437492585,1,12,0,1
37,6,0,52.75696687829536,1,12,0,1
37,7,0,54.54133147833463,1,12,0,1
37,8,0,51.13809851749945,1,12,0,1
37,9,0,53.670813179806544,1,12,0,1
38,0,0,51.82829623211184,1,8,1,0
38,1,0,52.143222922107775,1,8,1,0
38,2,0,51.19199458125193,1,8,1,0
38,3,0,51.96130868989563,1,8,1,0
38,4,0,53.93590835963795,1,8,1,0
38,5,0,54.906221995642575,1,8,1,0
38,6,0,55.56580509557276,1,8,1,0
38,7,0,54.12959201070767,1,8,1,0
38,8,0,52.836542294347936,1,8,1,0
38,9,0,55.50159763708523,1,8,1,0
39,0,0,50.516043210760365,3,10,1,1
39,1,0,50.23980244823301,3,10,1,1
39,2,0,51.44349590333729,3,10,1,1
39,3,0,51.312112224235285,3,10,1,1
39,4,0,50.53142196960176,3,10,1,1
39,5,0,51.163268320196586,3,10,1,1
39,6,0,50.92686269130093,3,10,1,1
39,7,0,54.8101006263292,3,10,1,1
39,8,0,49.724451717654816,3,10,1,1
39,9,0,53.468692503177934,3,10,1,1
40,0,0,50.93703823800058,2,11,1,0
40,1,0,52.81749582101318,2,11,1,0
40,2,0,50.70353478445303,2,11,1,0
40,3,0,51.99876272004674,2,11,1,0
40,4,0,51.98546017348578,2,11,1,0
40,5,0,50.50591292400834,2,11,1,0
40,6,0,53.73207930029711,2,11,1,0
40,7,0,53.84906034140515,2,11,1,0
40,8,0,50.63634015643412,2,11,1,0
40,9,1,63.95463259866101,2,11,1,0
41,0,0,51.39078634441545,0,12,1,0
41,1,0,53.8204904451212,0,12,1,0
41,2,0,51.94713258721952,0,12,1,0
41,3,0,49.80540090436818,0,12,1,0
41,4,0,51.58199693506953,0,12,1,0
41,5,0,54.43046799399432,0,12,1,0
41,6,0,53.42080769573185,0,12,1,0
41,7,0,51.68602418910632,0,12,1,0
41,8,0,51.60908901231984,0,12,1,0
41,9,0,53.04768893184512,0,12,1,0
42,0,0,50.0763958294695,1,13,0,1
42,1,0,52.40074745940042,1,13,0,1
42,2,0,47.97168237563312,1,13,0,1
42,3,1,60.73815597541144,1,13,0,1
42,4,1,60.15306993961877,1,13,0,1
42,5,1,59.44852496568664,1,13,0,1
42,6,1,58.80640452104132,1,13,0,1
42,7,1,60.693722171898486,1,13,0,1
42,8,1,58.7467569367127,1,13,0,1
42,9,1,61.24732365392624,1,13,0,1
43,0,0,51.89535183057258,0,10,1,0
43,1,0,51.26329074465265,0,10,1,0
43,2,0,50.43572970801991,0,10,1,0
43,3,0,52.37356196184559,0,10,1,0
43,4,0,53.33898079216656,0,10,1,0
43,5,0,49.88836295867906,0,10,1,0
43,6,0,54.27543290007872,0,10,1,0
43,7,0,53.0625102552317,0,10,1,0
43,8,1,61.48157348297273,0,10,1,0
43,9,1,61.76427089999,0,10,1,0
44,0,0,52.65035927667234,2,12,1,1
44,1,0,51.40308586466844,2,12,1,1
44,2,0,50.368949667445776,2,12,1,1
44,3,0,51.24892848913224,2,12,1,1
44,4,0,50.71851011136411,2,12,1,1
44,5,0,52.67917148351384,2,12,1,1
44,6,0,52.832084373004406,2,12,1,1
44,7,0,54.736687971191074,2,12,1,1
44,8,0,50.65111859110357,2,12,1,1
44,9,1,62.22474502796496,2,12,1,1
45,0,0,51.55763021557236,0,10,1,1
45,1,0,53.18328826698309,0,10,1,1
45,2,0,50.61230184645422,0,10,1,1
45,3,0,51.2530200465139,0,10,1,1
45,4,0,52.63144746650775,0,10,1,1
45,5,0,52.11926464971205,0,10,1,1
45,6,0,55.12772557000076,0,10,1,1
45,7,0,53.50696916482143,0,10,1,1
45,8,0,51.60547582679783,0,10,1,1
45,9,0,53.0295608385807,0,10,1,1
46,0,0,51.846918473934615,2,12,0,0
46,1,0,52.71119189469975,2,12,0,0
46,2,0,49.87164907957104,2,12,0,0
46,3,0,50.5976381481752,2,12,0,0
46,4,0,53.60161636927914,2,12,0,0
46,5,0,51.57498840497002,2,12,0,0
46,6,0,53.01625758327161,2,12,0,0
46,7,0,51.62840604877206,2,12,0,0
46,8,0,51.55966441179924,2,12,0,0
46,9,0,53.67641304260808,2,12,0,0
47,0,0,48.9563941824278,0,16,1,1
47,1,1,61.186667303530015,0,16,1,1
47,2,1,58.4280092677768,0,16,1,1
47,3,1,60.03272485862615,0,16,1,1
47,4,1,61.74200606463866,0,16,1,1
47,5,1,58.988066238704846,0,16,1,1
47,6,1,59.72622336230937,0,16,1,1
47,7,1,60.96771345895519,0,16,1,1
47,8,1,60.62637056646513,0,16,1,1
47,9,1,60.88521197597839,0,16,1,1
48,0,0,49.44949288595064,2,9,0,1
48,1,0,52.61299708008978,2,9,0,1
48,2,0,47.94945249098231,2,9,0,1
48,3,0,51.70127955630349,2,9,0,1
48,4,0,49.904647639942034,2,9,0,1
48,5,0,51.08149299809445,2,9,0,1
48,6,0,53.36532164716852,2,9,0,1
48,7,0,54.67438260920455,2,9,0,1
48,8,0,49.29366420303225,2,9,0,1
48,9,0,52.00953701290134,2,9,0,1
49,0,0,51.2078090616476,1,12,1,0
49,1,0,53.56262533316548,1,12,1,0
49,2,0,50.0123429097252,1,12,1,0
49,3,0,52.1855232804316,1,12,1,0
49,4,0,52.782956857031714,1,12,1,0
49,5,0,52.51152407893641,1,12,1,0
49,6,0,50.12298081936834,1,12,1,0
49,7,0,52.59618922724355,1,12,1,0
49,8,0,50.720732991351404,1,12,1,0
49,9,0,52.59403812053974,1,12,1,0
50,0,0,52.20603392362271,2,10,1,1
50,1,0,51.84785612471657,2,10,1,1
50,2,0,49.86856259984579,2,10,1,1
50,3,0,51.343568759222656,2,10,1,1
50,4,0,52.11682979992647,2,10,1,1
50,5,0,50.92016418711116,2,10,1,1
50,6,0,51.031938259953805,2,10,1,1
50,7,0,52.70367917727874,2,10,1,1
50,8,0,50.85406042935691,2,10,1,1
50,9,0,51.85073782246904,2,10,1,1
51,0,0,50.6567296972779,1,10,0,0
51,1,0,50.619830356184266,1,10,0,0
51,2,0,49.93132915205942,1,10,0,0
51,3,0,51.68269976495327,1,10,0,0
51,4,0,51.61880794285586,1,10,0,0
51,5,0,52.56542150775369,1,10,0,0
51,6,0,52.38202473298969,1,10,0,0
51,7,0,51.44378038430315,1,10,0,0
51,8,0,51.15159327716172,1,10,0,0
51,9,0,51.90255863836957,1,10,0,0
52,0,0,50.44939100155121,3,12,0,0
52,1,1,61.65956851389807,3,12,0,0
52,2,1,58.86734269554705,3,12,0,0
52,3,1,59.89072236160601,3,12,0,0
52,4,1,59.37238414123743,3,12,0,0
52,5,1,62.3800927215912,3,12,0,0
52,6,1,63.95441964917242,3,12,0,0
52,7,1,62.080447252420434,3,12,0,0
52,8,1,60.0658038235832,3,12,0,0
52,9,1,60.91091384487718,3,12,0,0
53,0,0,51.06759729686147,1,12,1,1
53,1,0,52.50610409681261,1,12,1,1
53,2,0,49.276034176328,1,12,1,1
53,3,0,50.880038412416496,1,12,1,1
53,4,0,51.10415896943308,1,12,1,1
53,5,0,53.332997726788015,1,12,1,1
53,6,0,52.70474222020159,1,12,1,1
53,7,0,54.17019750259858,1,12,1,1
53,8,0,52.3260371145185,1,12,1,1
53,9,0,52.798642453973,1,12,1,1
54,0,0,51.77044198817142,1,16,0,0
54,1,0,52.7511467534799,1,16,0,0
54,2,0,49.407364711235616,1,16,0,0
54,3,0,53.23262715586424,1,16,0,0
54,4,0,51.55285691978668,1,16,0,0
54,5,1,61.52859870314477,1,16,0,0
54,6,1,62.309181864459546,1,16,0,0
54,7,1,62.98538209438681,1,16,0,0
54,8,1,61.26629649755937,1,16,0,0
54,9,1,60.560123280059365,1,16,0,0
55,0,0,50.44791330240702,2,13,1,1
55,1,0,51.60238905454535,2,13,1,1
55,2,0,50.275632784169694,2,13,1,1
55,3,0,52.18128278109919,2,13,1,1
55,4,1,61.55294268321879,2,13,1,1
55,5,1,61.33053652629517,2,13,1,1
55,6,1,61.010068512694296,2,13,1,1
55,7,1,62.08825706458145,2,13,1,1
55,8,1,59.71615504925932,2,13,1,1
55,9,1,61.15385396113928,2,13,1,1
56,0,0,53.13254125224965,1,11,0,0
56,1,0,52.66218747450554,1,11,0,0
56,2,0,51.24784374600839,1,11,0,0
56,3,1,62.15056847333222,1,11,0,0
56,4,1,62.33748362642598,1,11,0,0
56,5,1,65.341553487161,1,11,0,0
56,6,1,62.56238640968495,1,11,0,0
56,7,1,63.04898650222646,1,11,0,0
56,8,1,61.422867037469096,1,11,0,0
56,9,1,62.87743707957599,1,11,0,0
57,0,0,52.98572153416946,2,10,1,1
57,1,0,52.38904725516737,2,10,1,1
57,2,0,51.83363209061293,2,10,1,1
57,3,0,53.57771268570694,2,10,1,1
57,4,0,52.61176918823581,2,10,1,1
57,5,0,53.64801301352488,2,10,1,1
57,6,1,63.80714740212654,2,10,1,1
57,7,1,62.25777884322428,2,10,1,1
57,8,1,60.73165380082693,2,10,1,1
57,9,1,64.67454276252519,2,10,1,1
58,0,0,51.82010307309944,2,12,0,1
58,1,0,52.01728174850985,2,12,0,1
58,2,0,50.658548167752265,2,12,0,1
58,3,0,50.65815359086765,2,12,0,1
58,4,0,51.24270117250116,2,12,0,1
58,5,0,52.726558902162175,2,12,0,1
58,6,0,53.26346016809749,2,12,0,1
58,7,0,51.630848817082985,2,12,0,1
58,8,0,49.82654173900107,2,12,0,1
58,9,0,51.08506270805282,2,12,0,1
59,0,0,49.49549216792776,2,14,0,1
59,1,0,49.8525533165169,2,14,0,1
59,2,0,49.82903512067237,2,14,0,1
59,3,0,50.81635275018555,2,14,0,1
59,4,0,50.88765598484515,2,14,0,1
59,5,1,60.13178943075888,2,14,0,1
59,6,1,60.37174013188695,2,14,0,1
59,7,1,59.40794657757944,2,14,0,1
59,8,1,59.805649031516175,2,14,0,1
59,9,1,61.99484976882495,2,14,0,1
60,0,0,50.62991109473984,2,9,0,1
60,1,0,52.33518578915533,2,9,0,1
60,2,0,50.06245548840789,2,9,0,1
60,3,0,49.586510355556086,2,9,0,1
60,4,0,52.85336181486184,2,9,0,1
60,5,0,51.9548889994728,2,9,0,1
60,6,0,53.71312293825059,2,9,0,1
60,7,1,64.40300860561496,2,9,0,1
60,8,1,60.416638668990544,2,9,0,1
60,9,1,62.58727077513723,2,9,0,1
61,0,0,51.81251292241723,1,12,0,0
61,1,0,54.11812550434482,1,12,0,0
61,2,0,49.49063314477154,1,12,0,0
61,3,0,50.92050109543781,1,12,0,0
61,4,0,52.36988261057411,1,12,0,0
61,5,0,53.85908652540632,1,12,0,0
61,6,0,54.37385376214819,1,12,0,0
61,7,1,62.60633481877128,1,12,0,0
61,8,1,61.30696543634448,1,12,0,0
61,9,1,61.02681659548567,1,12,0,0
62,0,0,51.03377454182433,1,14,1,0
62,1,1,62.75706171882336,1,14,1,0
62,2,1,60.89230364267959,1,14,1,0
62,3,1,60.47683556253252,1,14,1,0
62,4,1,59.988525993599296,1,14,1,0
62,5,1,62.50892469394121,1,14,1,0
62,6,1,62.54527968584588,1,14,1,0
62,7,1,62.45122084802781,1,14,1,0
62,8,1,61.84148636264504,1,14,1,0
62,9,1,61.72143462492874,1,14,1,0
63,0,0,50.1006956286332,1,14,0,1
63,1,0,51.53358723983956,1,14,0,1
63,2,0,50.547073129287554,1,14,0,1
63,3,0,52.41999923887983,1,14,0,1
63,4,0,50.13641600252744,1,14,0,1
63,5,0,52.9525603921633,1,14,0,1
63,6,0,53.11601889606851,1,14,0,1
63,7,0,53.1254283951938,1,14,0,1
63,8,0,49.798281196823794,1,14,0,1
63,9,0,53.88333749675648,1,14,0,1
64,0,0,52.45755258950349,1,9,1,0
64,1,0,53.70167143721746,1,9,1,0
