age,education_years,monthly_income,health_score,has_children,is_employed,is_married,has_health_insurance,life_satisfaction_score
40,31,5,20,1,1,1,1,101.93722327508016
2,23,5,13,0,1,1,1,66.9658924825937
17,24,8,9,0,1,1,1,82.87534454269839
28,18,5,9,0,1,1,1,86.35278587393739
29,21,2,13,1,1,1,0,85.7575584380179
31,22,6,15,1,1,0,0,90.17562031593708
10,21,7,8,1,0,1,1,76.04020054432767
25,26,1,14,0,0,0,0,86.03572598431968
47,22,3,18,1,0,0,0,102.9860354151616
32,19,6,11,1,0,0,0,90.53524404696336
17,25,2,12,1,0,1,1,78.29641917275566
28,18,6,14,1,0,1,1,86.96357904841729
30,21,9,17,1,1,0,1,93.30408131915809
21,24,7,18,1,0,0,1,85.67983653223587
24,25,7,16,1,1,1,1,87.3347144920294
13,33,4,12,1,1,1,1,83.64966939224968
14,15,4,20,1,1,1,0,71.6936219653785
29,27,6,2,0,1,0,0,94.25958497476088
13,23,3,10,1,1,0,0,76.69013432279708
16,23,5,22,1,1,1,1,77.56746377870383
-2,21,4,18,0,1,0,0,61.24743124121857
21,25,9,10,1,0,0,0,89.20223736754954
27,27,7,20,1,0,1,1,90.20382267999987
28,24,5,19,0,1,0,0,88.99751927147626
14,23,3,22,0,0,1,1,72.88878523311863
15,23,6,16,0,1,0,0,79.40329222507883
17,25,6,15,1,1,0,1,83.00394164062936
20,28,6,21,1,1,1,1,84.7192583576515
11,17,5,10,1,1,1,0,68.65556690201204
26,17,3,18,1,0,1,1,81.80166942326582
24,20,1,7,1,1,1,1,82.70035121004726
52,24,4,16,1,1,0,1,111.11162296050544
19,28,8,16,0,0,1,1,86.37800288934575
40,25,2,15,0,0,0,1,99.97790235896652
48,26,1,24,0,1,1,1,104.5029684956537
23,32,8,6,1,0,0,1,94.75029593765171
37,24,3,13,0,0,0,0,98.61408693533916
29,20,4,10,0,1,0,1,88.70272009298333
41,29,8,16,1,0,1,1,104.72686477678246
28,22,6,17,0,1,0,0,88.63460954342402
32,27,6,8,1,0,1,1,96.95516757529263
39,19,4,21,1,1,0,0,94.9498180268011
26,24,7,14,1,1,0,1,90.6561255058371
21,20,0,15,1,1,0,0,78.90914233029423
29,22,5,12,1,0,1,1,90.66085947777128
32,27,7,10,0,0,1,1,96.95719219676178
25,22,3,10,1,0,0,0,86.33964387024571
28,26,2,23,1,0,1,1,87.50300457450304
21,17,6,25,1,0,1,0,76.81828201295494
28,26,6,14,1,1,1,0,90.29305942822252
19,28,3,12,1,1,0,0,84.54695429469392
23,19,6,13,1,1,1,0,82.0337311793175
27,26,4,16,1,1,0,0,89.1994795816909
26,22,9,15,1,0,0,0,90.95006970253868
6,26,8,20,1,0,1,1,74.25552818795283
37,24,4,18,0,1,1,1,95.807554841599
19,24,2,14,1,0,1,1,80.39142420927698
31,22,1,14,0,0,1,0,85.94984899106701
23,12,9,12,0,0,0,0,81.76074240743552
18,17,9,19,0,0,0,0,80.97187289039337
21,21,10,6,0,1,0,0,86.61453600454755
32,21,3,18,1,0,1,1,89.70454613066569
17,21,7,14,1,1,1,0,78.70249949442734
35,19,1,22,1,1,1,1,89.68423363421856
26,28,12,14,0,0,1,1,96.20904746172914
20,31,6,15,1,1,0,0,87.4456255338133
40,22,7,9,1,1,0,0,102.25348164791887
16,21,8,6,0,1,1,0,78.70797910864995
18,28,7,15,0,0,1,1,84.64361275980862
18,28,3,22,0,1,1,1,79.694029544275
-3,27,7,13,1,1,0,0,67.25396065970745
32,29,6,7,1,1,0,1,100.38951411308535
28,30,3,20,1,1,0,0,91.96306308165995
24,28,8,17,1,1,1,1,91.25331470634715
15,18,8,22,1,0,0,0,77.2901437844815
28,25,5,18,1,1,0,0,89.54765656428661
8,26,8,18,1,1,1,0,75.87012428155438
26,20,6,15,1,1,1,1,86.11820258367756
27,23,8,10,0,0,1,0,88.51008254076078
1,26,8,22,1,0,0,0,69.66416427045398
32,28,8,22,0,1,1,0,96.69472345760568
29,24,6,14,0,1,1,1,91.2782732837481
25,26,7,4,1,0,1,1,91.89158965835816
20,19,6,12,0,1,1,0,80.46425227554923
12,17,4,24,1,1,1,1,68.76036246012369
19,29,6,17,1,1,1,0,83.48918308279967
21,26,6,14,0,0,1,1,86.10766093131394
34,27,6,15,0,0,1,1,96.20759304645048
20,20,2,8,1,1,1,1,81.03065626318543
34,23,6,15,1,0,1,1,93.11405491187752
27,22,10,13,1,1,0,1,93.12470151644187
31,27,8,8,1,0,0,0,94.86868757688455
33,29,6,13,1,1,1,1,97.729141291958
30,28,3,9,1,1,1,0,92.83204884773438
22,26,6,9,0,1,1,0,85.81893271090321
8,22,4,23,1,1,1,0,67.61733809383978
27,21,5,7,1,0,1,1,88.32046950629991
39,28,3,20,0,0,1,1,97.62380680257289
39,30,6,18,1,1,0,0,102.0238979254493
44,28,8,15,0,1,0,0,109.02366621941962
21,20,8,14,0,1,0,0,84.53597169687544
37,22,7,14,1,0,0,0,99.13854231727386
3,21,9,14,1,1,1,1,71.19418695943482
31,19,1,14,1,1,0,0,85.92824873904956
32,26,7,23,1,1,1,1,93.18325269747692
3,27,8,15,1,1,0,0,71.00926021757243
28,19,9,15,1,1,1,1,89.11582703265269
35,26,8,20,1,1,0,0,97.11898948172582
29,29,6,10,0,0,1,1,94.65084011848668
14,21,9,17,1,0,1,0,75.82973070342929
25,23,5,13,1,0,1,1,85.54041871052854
30,23,5,22,1,1,0,0,91.549751760176
21,25,5,10,1,1,1,0,83.03852352681791
19,22,5,19,0,1,0,0,79.15208361034539
13,23,4,9,1,0,1,1,75.70436283006462
27,22,3,11,0,0,0,0,85.23633722287227
31,23,4,17,1,1,1,0,89.60570110244392
0,21,8,18,1,0,1,1,66.27015206912057
27,19,9,11,0,1,1,0,88.66433140917468
26,27,4,12,1,1,1,1,89.19453461015762
37,19,6,22,0,1,0,0,94.88455074878124
13,27,6,15,0,0,0,1,80.03441824157261
22,26,5,21,0,1,1,1,84.91724075023168
21,22,4,18,1,1,1,1,81.7633059093916
11,23,5,17,0,0,0,0,75.0662683841795
32,24,9,12,1,1,1,1,96.65359709585678
23,21,2,8,1,1,0,1,84.76633148577307
16,27,8,18,0,0,0,0,82.06100863597831
22,23,7,19,1,0,1,1,83.35980106779013
29,25,7,15,0,1,1,1,92.14163617295702
20,25,2,20,1,0,0,1,79.68771270356388
12,19,6,22,1,0,1,1,68.97790988271697
30,26,8,13,1,1,0,0,95.64301580291728
42,22,2,22,1,1,0,1,99.79531900492834
29,18,6,13,0,1,1,1,89.05516426639552
28,22,10,12,1,0,1,0,91.19632498172402
24,14,5,7,0,0,0,1,82.66747194822248
25,33,9,25,0,0,1,1,93.11434252279632
27,28,6,16,1,0,1,1,92.849108377886
20,28,7,26,1,1,1,0,83.28160068334057
26,21,4,9,1,0,0,1,87.3385300448915
21,20,8,16,1,1,1,0,81.59430156953084
29,21,6,15,0,0,1,1,88.6253602314476
27,23,4,15,1,1,1,0,88.46286861322073
22,26,4,18,1,1,1,1,84.55308108641448
36,28,1,10,1,0,1,1,96.34906087917518
12,16,6,21,0,0,1,0,70.07260329430045
19,27,7,8,1,1,1,1,87.17783814900126
10,22,-1,17,0,1,1,1,67.8453944970098
27,31,10,19,1,1,1,0,95.26557228649656
12,22,2,17,0,1,1,1,72.29067820031868
30,26,3,17,1,1,0,1,91.53750420982033
33,29,3,19,0,1,0,0,96.26484851512988
17,21,7,19,0,1,1,0,76.18254504969502
14,27,3,8,1,1,1,0,78.51012802298345
49,26,5,19,1,1,0,1,109.01154894696208
18,29,4,10,0,1,1,1,85.44270784094577
27,24,3,15,1,1,1,0,86.80362380392359
30,26,4,21,1,0,0,1,92.15071393491176
21,26,8,20,1,1,1,0,84.70503472991899
30,21,8,22,1,1,1,0,89.1847526756891
12,25,9,19,1,1,1,1,79.36440613450294
52,18,7,13,1,1,1,0,108.03326184472073
38,19,2,22,0,1,1,1,94.73444258244058
36,26,5,18,1,1,1,0,95.00968786879844
38,17,5,10,1,1,0,0,95.2426852788076
30,21,5,18,0,0,1,1,88.598041833806
3,20,10,20,1,1,0,0,68.12321581762721
33,24,3,15,1,1,0,0,90.20447992860107
23,25,5,19,0,0,0,1,86.27037706649368
39,15,6,17,1,1,1,1,93.87238390414387
27,18,5,8,1,1,1,0,84.850785768449
11,26,7,22,1,1,0,0,76.69096399542038
16,19,10,15,1,0,1,0,77.05215181810314
23,28,0,18,1,1,1,0,83.61610442589388
16,26,4,19,1,0,0,0,80.84993255762558
23,25,3,12,1,1,0,0,85.52788706207252
34,24,5,16,1,1,1,0,95.25394519003966
19,18,8,17,1,0,1,1,78.52483355577532
22,21,7,17,1,0,0,1,84.81014097983766
26,29,4,17,1,1,1,0,88.23487410744572
11,25,3,8,0,0,1,1,75.61521290555525
24,17,3,13,1,1,1,0,78.92068488913591
33,26,5,19,0,1,0,0,92.91317661611056
17,18,3,14,1,0,1,0,73.40698204000029
24,34,7,23,0,1,1,1,92.0636690764022
13,28,9,19,1,0,0,0,82.27497564891915
17,25,4,10,1,1,0,0,81.10327945419284
34,25,9,18,1,1,0,0,98.16284569455192
30,26,8,15,1,1,1,0,93.81373682840815
23,29,6,16,0,1,0,1,91.386106205675
15,28,6,15,0,1,0,0,82.45966665410697
29,26,8,15,1,0,1,1,93.58497006482312
34,28,4,9,0,1,1,1,99.89677105258367
20,15,5,17,0,1,1,0,74.80605724201787
31,15,7,16,0,1,1,1,88.00484753312035
10,17,7,14,0,1,1,0,70.25126085472563
25,29,5,11,0,0,1,1,89.89560828476934
18,27,4,14,0,0,1,1,83.16869018754622
26,23,4,18,1,1,1,1,86.58333322952578
32,17,4,17,1,0,0,0,86.90064972444162
15,16,6,19,1,1,1,0,71.6467961823403
29,28,4,17,0,1,1,1,91.83934775914068
32,21,5,17,0,1,0,1,92.14831413346904
26,18,3,14,0,1,0,0,84.71839541841982
36,24,6,15,1,0,1,1,96.65702521347886
12,30,2,22,1,0,1,0,74.76486650280476
14,28,3,16,1,1,0,1,79.29895135697804
44,26,2,16,1,1,0,1,104.25571848679934
20,17,5,13,1,1,0,0,80.0333614133953
22,30,5,21,1,0,0,1,89.26747745466525
31,27,7,25,0,0,1,0,91.54833475262602
34,25,7,20,1,0,0,1,97.65656175636232
29,22,7,13,1,0,1,1,92.31194843773424
45,26,1,12,1,0,1,1,105.5684598569584
19,27,4,23,1,1,1,1,82.07548706056853
7,24,6,15,0,1,0,0,73.42080616019042
29,27,7,20,1,1,0,0,92.07355262844932
22,19,6,14,1,1,1,1,82.32449995006728
31,21,3,17,0,1,1,0,88.59069975910691
7,30,1,9,1,1,1,1,73.35089282922578
19,17,3,21,1,0,1,1,75.74916219510048
24,22,6,19,0,1,1,1,85.15193990749572
24,25,3,15,1,1,1,0,84.99113258511184
32,15,7,25,1,0,1,0,85.91615617152739
23,25,3,11,1,0,1,0,83.99719875286792
23,16,3,12,0,1,1,0,77.738329342291
27,30,5,22,0,1,1,0,89.71399551434487
16,23,9,17,1,1,1,0,80.31287559611212
20,26,8,15,1,1,0,0,84.20532369754761
12,30,11,9,1,1,0,0,85.15011932598232
32,26,10,12,1,1,1,0,97.36063183495098
29,26,6,15,1,1,1,1,91.637076830581
28,33,8,18,1,1,1,1,96.72921184224684
20,23,6,10,1,1,0,0,83.21387762170585
13,23,3,14,1,1,0,0,75.32976147818988
44,26,4,15,1,0,1,1,103.81842122993264
23,24,6,13,0,1,1,1,87.65263049042332
19,23,9,18,0,0,1,1,83.23206759117447
6,24,3,13,1,1,1,1,69.24467748778002
35,23,4,16,0,1,0,0,95.28399985162072
15,25,6,23,1,1,0,0,77.07270648231496
15,29,8,18,1,1,1,0,80.82142977804206
40,19,7,18,0,0,1,1,99.50972545570993
47,25,3,13,1,0,1,1,106.96131582048989
22,26,10,16,1,1,1,0,87.24246211541939
23,31,7,23,1,0,0,1,91.52506492519797
38,25,9,11,0,0,1,1,103.37875541347424
21,16,4,9,0,0,0,0,80.29780067381786
31,21,7,13,1,0,1,0,89.84186532926448
13,20,7,14,1,1,1,0,75.25087191000378
40,23,7,16,1,0,0,0,98.16135238309526
40,25,8,19,0,1,0,1,103.67907879320256
44,20,4,25,1,1,1,1,98.6314247415178
34,23,7,12,1,0,0,1,97.0392094532418
17,24,5,8,1,1,1,0,80.26844606520487
24,26,12,16,1,0,1,1,91.95246033563645
48,22,6,15,1,0,1,1,107.46344664197602
30,20,2,8,0,1,0,0,88.02146682908077
21,25,6,19,1,0,0,0,84.0345448002554
12,22,5,11,1,0,1,0,73.66683194204228
28,19,4,10,1,1,0,0,86.97469195435109
43,25,2,21,0,1,0,0,100.92379881141927
30,19,8,22,0,1,0,0,89.81690502968442
32,21,5,18,1,1,1,1,91.33771723320076
40,19,3,17,1,1,0,0,95.69682807179596
10,24,6,10,1,0,0,0,75.7621694953639
41,24,6,13,1,0,1,1,100.99602603688888
25,26,5,20,0,1,0,1,87.76546791675172
26,21,5,20,1,1,0,0,84.50376944357711
41,21,10,6,1,1,1,0,103.95633749399362
16,33,5,16,1,1,1,1,85.08763581745754
32,26,6,10,0,1,1,1,98.0979577103178
41,31,3,11,1,0,0,1,104.86772130029848
11,27,8,20,0,1,1,0,76.66392276135957
25,27,1,14,0,1,1,1,85.8896039207586
47,27,2,19,0,0,0,0,105.72906126390646
31,26,7,17,1,1,1,1,93.80124843907244
26,19,5,19,0,1,1,1,83.15571579109684
31,23,4,25,1,0,0,0,90.58009126280642
33,24,7,17,1,0,1,1,96.25597026877702
40,26,4,19,1,0,1,1,99.60077899785291
17,22,5,10,1,0,1,1,79.13541632621151
37,23,7,22,1,1,0,0,97.3163373993904
10,24,8,14,1,1,1,0,74.97098458742757
13,19,2,19,0,1,1,1,69.63073276168691
27,16,6,15,1,0,1,0,81.91274744191256
37,22,4,10,1,0,1,1,95.13002309628538
24,25,6,13,0,1,1,0,87.15616878063747
17,24,2,22,0,0,0,0,76.63210226408167
28,25,6,20,1,1,1,0,88.5124324919401
30,23,10,12,1,0,1,0,93.6293780774767
24,23,5,17,0,0,1,0,84.14330137608142
5,23,5,17,1,0,0,1,70.10369451413766
20,30,8,13,1,0,1,1,89.28834298725721
19,29,7,20,1,1,1,0,85.09519232105696
19,19,7,23,1,0,1,1,77.20623021622141
13,23,8,19,1,0,0,0,78.97382448312614
35,21,5,23,0,1,0,0,92.32884702073636
18,28,4,15,0,0,1,1,83.86525265684584
40,24,4,12,1,0,0,1,101.67550530463272
15,17,8,13,1,1,1,0,75.72524731927676
17,17,8,14,0,1,1,0,77.57589697761584
19,29,5,8,1,0,0,1,87.74019482938718
33,25,6,18,1,0,1,1,93.41993752104976
18,27,8,13,0,0,1,1,85.15454799751265
35,21,6,20,1,0,1,0,91.72988017896454
9,18,6,19,1,0,1,0,68.90507113474214
18,25,11,17,0,1,1,0,83.14129527987622
12,25,6,17,1,1,0,0,75.5704327284263
7,23,6,8,1,1,1,0,71.41623454941826
23,18,5,18,0,1,1,0,81.26661844031075
29,16,5,18,1,1,1,0,85.38704967658295
16,20,6,4,1,1,0,0,81.41576007299237
23,21,5,9,0,1,1,1,83.071851888343
11,23,9,18,0,0,0,0,76.7394343267399
16,24,7,12,1,0,0,0,81.08129332616234
18,25,7,21,1,0,1,1,81.83710505112687
21,22,7,13,1,0,0,1,86.24548750624896
26,24,3,16,1,1,1,0,84.36288744990459
10,23,6,14,1,1,1,0,75.161978662108
29,22,9,14,0,1,1,1,92.031316559391
40,25,3,29,1,0,1,1,95.94247580153758
26,31,4,19,1,1,1,1,89.98600668307478
13,16,7,19,0,1,1,0,70.9618142196529
39,28,6,18,1,1,1,0,99.03805510682773
38,23,6,8,1,0,0,0,100.518677981777
31,27,4,9,1,0,0,0,94.26968480564696
22,21,4,6,1,0,1,1,84.07981546627856
33,27,3,13,1,1,1,1,92.662300176478
20,27,5,15,0,1,0,0,85.92557548258968
25,18,8,19,1,0,1,0,84.78211387341351
29,26,10,17,1,1,0,0,93.62780274830442
25,17,5,16,0,1,0,0,82.9428008279811
27,31,10,12,1,0,1,1,96.40702176737884
16,21,6,15,0,1,0,0,80.2953746838925
29,22,4,20,1,1,0,0,88.44062410403652
33,19,6,13,1,1,1,0,90.74024140523238
22,26,5,17,1,1,0,0,86.57855527849378
15,27,3,13,1,1,0,1,80.42352213035305
15,29,9,20,0,1,1,1,81.49438584410859
20,26,5,15,0,1,1,1,83.31958860732816
20,25,6,17,1,0,1,1,85.34487166997658
4,16,7,21,1,0,0,0,64.02636368425138
28,22,1,11,0,1,0,1,88.97236325257468
20,18,2,19,1,1,1,1,77.58793053588657
22,26,9,21,1,1,0,0,86.11692513735832
36,25,6,5,1,0,1,1,99.55796931604952
19,25,7,11,1,0,0,1,86.14016696875224
33,22,6,16,0,1,1,0,93.18241021796528
21,22,5,11,1,1,0,0,83.342006789769
18,15,5,15,1,1,1,1,75.45145036882835
13,22,1,15,1,1,0,0,73.7963731318039
28,18,8,10,0,0,1,1,86.64222211642759
39,20,5,20,1,0,1,0,92.09848220139074
21,23,6,24,1,0,1,1,80.7557003996176
26,25,6,10,1,1,0,0,91.1351381544369
17,22,8,15,0,0,1,1,80.58956526142393
18,24,8,8,1,1,1,0,81.67025591405188
22,15,4,18,1,1,1,0,75.62751869888562
25,25,12,14,1,1,1,0,92.33947804124716
17,20,4,15,1,1,0,0,75.94380772482153
31,22,3,23,1,0,1,1,87.8888320358656
12,25,5,14,1,1,0,0,76.94386617669045
35,24,4,22,1,0,1,0,93.5920873274654
22,26,7,13,0,1,1,0,85.31828460965396
47,27,5,16,0,1,0,0,107.19863055469348
26,28,2,17,1,1,1,1,87.1299006500722
34,27,3,9,0,0,0,0,96.34188220992336
33,17,4,17,0,0,1,0,86.42299264878504
34,24,8,11,0,1,1,0,96.40356431636546
33,27,3,19,1,1,0,1,95.16358021512572
20,19,4,13,1,1,0,0,79.99120308845313
21,22,8,18,1,1,1,1,83.55018245922224
23,14,3,15,0,0,1,1,77.39732719532114
32,20,9,19,0,1,0,1,93.51306181735688
33,27,9,18,1,1,1,1,98.9633924117956
13,24,5,20,1,1,1,1,74.94022633396301
26,28,4,12,1,1,0,1,91.6330812055847
39,29,9,17,1,1,1,1,105.09849859582016
25,23,6,20,1,0,1,0,84.66878929947836
20,26,4,13,1,1,0,0,83.67868696082098
32,25,8,23,1,1,1,0,93.64334908751832
30,23,5,19,1,1,1,0,88.64773810594282
31,28,5,12,1,0,0,0,95.41772049217076
40,18,6,18,1,1,0,0,96.44020806198516
44,29,6,13,0,1,1,1,108.74350717942924
22,21,6,14,1,0,1,0,81.58225538998704
30,19,6,16,0,1,1,1,90.08898184780456
36,22,8,21,1,0,1,1,97.1767290290706
12,24,7,20,1,1,0,1,77.41619546741681
37,27,8,22,1,0,1,1,100.75019212811227
10,20,4,20,0,1,1,0,68.9063363929717
29,28,3,6,1,1,1,0,91.898416414163
25,30,4,14,1,1,1,0,88.43373401159919
25,23,4,10,0,1,1,1,87.18966267418364
21,18,4,14,1,1,1,0,79.066854436516
20,28,7,6,0,1,0,1,89.86968115214702
21,23,6,12,1,0,1,1,85.15668584857079
36,22,6,18,1,0,1,1,96.84746770708809
16,25,5,10,0,0,0,0,79.95199653592212
42,13,4,17,1,1,0,0,94.45331110426122
30,23,3,14,1,1,1,0,88.69299578380597
20,22,4,11,1,1,1,1,82.52223458047611
20,23,3,24,1,1,1,0,78.3886288372025
33,24,8,19,1,1,1,0,95.2019819851098
18,30,4,19,1,0,0,1,85.13819075227312
27,18,7,12,1,0,0,0,88.16207695201425
-3,28,2,13,1,1,1,0,61.5019937905839
18,21,4,11,1,0,1,0,77.38678063344736
35,22,5,24,0,1,1,1,91.9670864391516
17,29,2,16,1,1,1,0,79.15736178473401
15,27,5,9,1,1,1,0,80.87803939483507
23,28,4,13,0,1,0,0,85.70952782360087
23,21,8,15,1,1,0,1,87.92230642298597
6,19,4,19,1,1,0,0,66.15419171895738
8,22,5,18,1,1,1,1,72.26962049792722
32,26,3,16,1,0,1,1,92.9277514386884
18,30,8,7,1,1,1,0,87.07480210691801
11,25,5,17,1,1,0,1,75.64394791189886
20,22,5,13,0,1,1,0,81.40934049132076
27,17,5,17,1,1,1,0,82.83715397088818
49,27,4,15,0,1,0,1,109.86123900284832
22,24,8,18,1,1,0,0,85.86246564765696
28,31,6,16,0,1,1,1,95.52845650768634
25,27,6,11,1,0,1,1,91.59215418769006
14,26,6,11,1,1,0,1,82.33262438952146
-5,28,4,23,0,0,0,0,62.53974734680319
20,18,8,19,1,1,1,0,79.55944922165286
28,25,6,21,0,1,1,0,90.28042414952851
40,27,7,14,0,0,1,1,103.78320579805408
22,20,9,19,1,0,1,0,82.73312608099417
13,18,7,13,1,0,1,0,73.90504292749398
32,21,7,18,1,0,0,0,92.3836874344134
18,25,8,19,0,0,0,0,83.13260796404839
25,23,6,21,0,1,1,1,84.74769901434976
13,19,5,22,1,1,1,0,70.93576054702983
43,18,7,4,1,0,0,1,103.9606477012282
38,23,9,17,1,0,1,1,101.70398448203336
14,27,7,11,1,1,0,0,81.22592019754067
21,19,6,11,0,0,0,0,84.65448590195365
17,17,7,18,1,1,1,1,76.80834875740906
4,18,9,15,0,0,1,1,67.74422985076549
20,24,9,11,1,1,1,1,86.05213311143133
39,30,5,23,1,1,0,1,104.48582337422224
42,25,6,11,1,0,1,0,103.53497168811973
19,23,3,19,1,0,1,1,79.17033295320151
25,23,3,13,0,0,0,0,84.91282456119947
25,24,5,13,1,1,1,1,89.27933904388017
21,22,2,22,0,0,1,1,79.1616012006582
31,20,9,7,0,0,1,0,92.45613318134268
20,16,5,15,1,1,1,0,75.29801463995643
34,18,6,16,1,1,1,0,91.36448994565065
46,18,4,10,0,1,1,1,101.36009236340767
21,21,5,22,1,0,1,1,78.99872454054771
19,27,5,24,1,1,1,0,83.00449942961798
32,21,8,11,1,1,1,0,92.22659521239642
23,20,6,10,1,1,1,0,83.76144861563895
34,27,8,16,0,1,0,0,98.7724192084359
17,18,6,17,0,1,0,0,75.5324368446865
1,23,6,12,1,1,1,0,64.8439180041643
34,28,8,16,0,1,1,1,98.16281521319164
23,23,11,13,1,1,1,0,87.49097780139336
26,30,6,11,1,1,1,1,92.71884530309728
17,33,0,17,0,1,1,0,80.49654603938656
20,18,5,14,0,1,0,0,78.87219679532966
34,24,8,15,1,0,1,0,96.21826566296645
27,26,4,13,1,1,1,1,90.2234871761118
32,21,3,12,0,1,1,1,91.77296915865902
20,26,8,9,0,1,0,1,89.7617194879412
18,20,7,22,1,0,1,1,79.55957059739879
39,24,4,20,0,1,1,1,98.0626290023854
24,23,4,24,0,1,0,0,82.92666477689822
32,27,3,17,0,1,0,1,94.69398078800948
11,27,5,20,1,1,1,1,76.94324792739168
16,18,6,13,0,1,1,1,75.24793558433397
46,26,8,10,0,1,1,1,110.25111948833202
34,24,7,22,1,0,1,1,95.6743960390554
