"","race","year","female","agecat4","edcat5","pop","emp","mn_wg","mn_lnwg","wt_wg","numobs_wg","sd_wg"
"54",3,1973,0,4,3,1373.03,1373.03002929688,20.1031093597412,3.00087451934814,1373.03,1,NA
"55",1,1973,0,4,4,600772.82,505687.371459961,30.7629852294922,3.28598785400391,268946.17,176,17.60205078125
"56",2,1973,0,4,4,25535.99,15207.7900390625,20.8911819458008,2.7381284236908,8424.67,5,15.4463415145874
"57",3,1973,0,4,4,10761.14,9388.10998535156,12.6657695770264,2.53890299797058,3848.96,1,0
"58",1,1973,0,4,5,329598.05,288058.200439453,31.6749000549316,3.24792265892029,109441.87,71,22.5136413574219
"59",2,1973,0,4,5,13243.48,10787.8699951172,35.6617126464844,3.51672506332397,4517.42,3,13.5203771591187
"60",1,1973,1,1,1,5776722.38,1957042.33862305,7.77924299240112,1.98992228507996,1494378.75,1010,4.00337362289429
"61",2,1973,1,1,1,1152324.76,219258.099731445,7.87208271026611,2.01982164382935,169735.22,106,2.52315831184387
"62",3,1973,1,1,1,85977.24,24519.4001464844,9.29705238342285,2.1930615901947,22677.27,14,2.621994972229
"63",1,1973,1,1,2,4466309.14,2718759.52966309,10.2949094772339,2.27798342704773,2259913.95,1437,3.65705347061157
"64",2,1973,1,1,2,566460.55,289962.399902344,10.4346628189087,2.28797650337219,219220.85,133,3.90970540046692
"65",3,1973,1,1,2,60510.1,29639.2901611328,10.1757497787476,2.26615715026855,27527.91,17,3.15021371841431
"66",1,1973,1,1,3,3528710.39000001,1849159.39941406,10.8743124008179,2.28602313995361,1565980.12,1000,8.22346782684326
"67",2,1973,1,1,3,436434.59,177327.880004883,10.5267152786255,2.29193830490112,142757.22,87,3.82228446006775
"68",3,1973,1,1,3,71399.77,18971.7900390625,11.0831060409546,2.34996747970581,17556,15,4.1475133895874
"69",1,1973,1,1,4,804600.41,636604.139770508,15.519136428833,2.63352608680725,546161.13,341,11.1341667175293
"70",2,1973,1,1,4,51769.16,38492.3903808594,19.4347648620605,2.71002435684204,31817.12,20,25.4051342010498
"71",3,1973,1,1,4,12527.97,8349.7099609375,9.71580982208252,2.22322797775269,4468.64,3,4.08585977554321
"72",1,1973,1,1,5,34732.9,29918.1900634766,14.8972225189209,2.62948989868164,28075.77,18,5.77411651611328
"73",2,1973,1,1,5,4891.49,3141.51000976562,19.7404308319092,2.98234033584595,3141.51,2,0.716023325920105
"74",1,1973,1,2,1,3910481.04000001,1476824.48181152,10.1131467819214,2.24025750160217,1199545.88,793,4.63254928588867
"75",2,1973,1,2,1,896429.310000001,401952.520507812,9.55694007873535,2.19797587394714,314888.21,198,3.55342984199524
"76",3,1973,1,2,1,68999.62,18517.1599121094,9.29895305633545,2.2162504196167,13328.94,9,1.62205827236176
"77",1,1973,1,2,2,8082098.52999999,3668487.89697266,12.3138284683228,2.41847515106201,2951535.82,1957,7.50704050064087
"78",2,1973,1,2,2,874259.59,527355.259887695,11.5148820877075,2.37766218185425,429420.2,263,4.46579694747925
"79",3,1973,1,2,2,154655.9,67412.1798706055,12.4125461578369,2.43875527381897,61678.78,31,4.81219863891602
"80",1,1973,1,2,3,2830967.20000001,1358058.14318848,15.0793437957764,2.60692238807678,1091971.6,720,11.461030960083
"81",2,1973,1,2,3,299943.82,202721.340087891,14.4162578582764,2.59718322753906,154332.03,95,5.77620649337769
"82",3,1973,1,2,3,48961.67,25227.5401611328,14.8046684265137,2.67569160461426,12823.48,10,2.82301497459412
"83",1,1973,1,2,4,2112191.45,1211484.17248535,17.9595317840576,2.79725933074951,998571.6,651,9.83264827728271
"84",2,1973,1,2,4,151281.27,133013.600341797,21.2088241577148,2.91097640991211,106051.98,66,16.0164604187012
"85",3,1973,1,2,4,58919.94,37062.2401733398,19.1613941192627,2.81581926345825,33022.06,23,11.0485982894897
"86",1,1973,1,2,5,373687.54,271276.120239258,23.0967693328857,2.98599576950073,209712.51,139,15.847846031189
"87",2,1973,1,2,5,31151.84,27568.3099365234,33.0726928710938,3.36667418479919,20292.12,12,20.0076503753662
"88",3,1973,1,2,5,21518.76,21518.7599487305,21.2299213409424,3.00909471511841,16765.42,10,6.49833631515503
"89",1,1973,1,3,1,5257532.36000001,2208818.30773926,10.3129510879517,2.26781821250916,1650750.64,1114,4.1282901763916
"90",2,1973,1,3,1,1105280.67,503456.819580078,8.8568115234375,2.10955500602722,363734.33,234,3.60910773277283
"91",3,1973,1,3,1,106402.8,59695.5496826172,8.68099021911621,2.09101414680481,42566.06,19,3.81803274154663
"92",1,1973,1,3,2,7334196.54,3955615.06945801,12.5998649597168,2.45024418830872,2957716.49999999,1992,6.06422233581543
"93",2,1973,1,3,2,486125.16,308926.409362793,11.0443181991577,2.32726168632507,230101.85,147,4.55545520782471
"94",3,1973,1,3,2,85450.67,41708.3204345703,12.4689521789551,2.47725701332092,31753.58,18,3.84097719192505
"95",1,1973,1,3,3,1919185.45,965867.87902832,14.5981149673462,2.5623824596405,685461.5,463,10.2101345062256
"96",2,1973,1,3,3,139617.98,100453.069946289,13.4503316879272,2.48072791099548,75291.6,49,6.67999982833862
"97",3,1973,1,3,3,27535.28,10681.0198974609,19.6613388061523,2.86649513244629,5955.41,4,11.9327583312988
"98",1,1973,1,3,4,1180815.31,690304.079345703,18.8068466186523,2.84201312065125,516055.4,346,8.77660751342773
"99",2,1973,1,3,4,66925.74,50547.4298095703,19.4339179992676,2.86403012275696,42937.76,28,8.80941867828369
"100",3,1973,1,3,4,15450.33,11983.5699462891,20.9449138641357,2.93838143348694,10238.66,6,9.64218330383301
"101",1,1973,1,3,5,302843.95,248578.269775391,25.4724006652832,3.11422228813171,168827.43,114,17.238639831543
"102",2,1973,1,3,5,24492.56,20000.8298339844,27.5932998657227,3.27454400062561,14142.72,9,8.27788162231445
"103",3,1973,1,3,5,9780.41,8627.50012207031,105.098640441895,4.30189085006714,3105.16,2,89.2865447998047
"104",1,1973,1,4,1,4372264.88,1411070.37036133,9.98914909362793,2.22682785987854,1041794.23,685,4.31579542160034
"105",2,1973,1,4,1,686082.71,225368.529907227,9.07397270202637,2.06130504608154,164985.81,109,8.1381950378418
"106",3,1973,1,4,1,46453.34,14497.1298828125,9.09617900848389,2.13401627540588,11199.43,5,3.61135935783386
"107",1,1973,1,4,2,3170753.38,1398476.63757324,13.0304832458496,2.45845603942871,964211.3,635,7.84603691101074
"108",2,1973,1,4,2,108849.39,53309.7001953125,11.1791934967041,2.27604150772095,31921.77,21,6.53040266036987
"109",3,1973,1,4,2,22007.3,10624.7797851562,13.4320335388184,2.55624842643738,10624.78,6,3.99416947364807
"110",1,1973,1,4,3,943622.39,416844.619384766,14.1577682495117,2.54446387290955,277048.25,185,7.74948740005493
"111",2,1973,1,4,3,42147.24,20916.3701171875,13.3826971054077,2.52758693695068,10954.46,6,5.5417103767395
"112",3,1973,1,4,3,5880.2,5880.19995117188,11.6166067123413,2.41311860084534,5880.2,2,4.27955341339111
"113",1,1973,1,4,4,552516.59,270669.380859375,18.604850769043,2.81106424331665,200071.12,128,10.341329574585
"114",2,1973,1,4,4,38291.41,33245.1401367188,20.4343681335449,2.88319396972656,26040.38,17,13.9496412277222
"115",3,1973,1,4,4,1423.93,1423.93005371094,NA,NA,NA,NA,NA
"116",1,1973,1,4,5,142662.88,103227.01953125,20.5392379760742,2.90046334266663,73430.02,49,9.19915294647217
"117",2,1973,1,4,5,5911.2,4543.22009277344,25.3315391540527,3.23205018043518,1329.4,1,NA
"118",3,1973,1,4,5,1466.37,0,NA,NA,NA,NA,NA
"119",1,1974,0,1,1,5957911.02000001,3148924.67616272,9.97644519805908,2.20550298690796,2440144.14,1561,7.00010919570923
"120",2,1974,0,1,1,1152202.39,382915.338623047,9.58560657501221,2.19150805473328,279035.75,153,3.81621718406677
"121",3,1974,0,1,1,84650.32,34033.7606201172,9.29118824005127,2.15136647224426,27378.84,12,4.74874687194824
"122",1,1974,0,1,2,3356622.13,2961336.58964539,13.312313079834,2.52721405029297,2257364.53999999,1388,5.16345405578613
"123",2,1974,0,1,2,428452.34,350027.821044922,11.9363975524902,2.42213344573975,246844.39,125,4.43442630767822
"124",3,1974,0,1,2,41129.62,33858.4600830078,12.1297044754028,2.41533327102661,27743.04,11,5.69704103469849
"125",1,1974,0,1,3,3969584.06,2576738.63232422,12.9164323806763,2.47057890892029,1954520.65,1198,7.16008615493774
"126",2,1974,0,1,3,316377.2,180003.689697266,12.2720508575439,2.43995261192322,110833.13,56,4.2958517074585
"127",3,1974,0,1,3,100439.13,50175.5098876953,11.6767444610596,2.37092518806458,34228.46,17,4.63083362579346
"128",1,1974,0,1,4,793231.89,599869.430786133,15.4229526519775,2.65113234519958,440719.56,266,7.48000812530518
"129",2,1974,0,1,4,45568.76,37241.6499023438,13.5220174789429,2.53626418113708,26634.61,13,4.62254905700684
"130",3,1974,0,1,4,10402.92,5446.7099609375,18.3535346984863,2.90982222557068,1449.42,1,NA
"131",1,1974,0,1,5,47371.25,33657.3701171875,16.6311645507812,2.73468971252441,28658.15,18,6.75432634353638
"132",2,1974,0,1,5,1765.01,1765.01000976562,21.1065635681152,3.04958415031433,1765.01,1,NA
"133",1,1974,0,2,1,3360392.28999999,2970862.24451828,16.4255313873291,2.69918036460876,2172180.88,1352,9.48200416564941
"134",2,1974,0,2,1,657299.040000002,544921.109985352,13.5629739761353,2.53828620910645,397810.84,226,5.35637903213501
"135",3,1974,0,2,1,22374.56,20545.5899658203,13.298921585083,2.52420592308044,16324.65,10,4.93018960952759
"136",1,1974,0,2,2,5784564.92999998,5554429.9671421,18.4159049987793,2.84511137008667,4114005.78999997,2589,7.4948582649231
"137",2,1974,0,2,2,719096.180000001,648619.839263916,15.7840547561646,2.68718719482422,488514.480000001,271,7.75469636917114
"138",3,1974,0,2,2,65691.04,59260.9501953125,17.7321834564209,2.80782604217529,48704.17,29,6.45658206939697
"139",1,1974,0,2,3,3731816.27999999,3498721.66508484,19.6873455047607,2.89088225364685,2580106.25999999,1580,10.6154623031616
"140",2,1974,0,2,3,326746.03,274617.348876953,16.1711139678955,2.73242473602295,205559.7,113,5.22462797164917
"141",3,1974,0,2,3,67748.51,50842.8801269531,17.109245300293,2.76088857650757,39944.98,24,6.42103576660156
"142",1,1974,0,2,4,2843148.18999999,2709637.23413086,23.7811222076416,3.03319382667542,1951996.52,1218,15.6696119308472
"143",2,1974,0,2,4,106090.74,98673.1002197266,21.9446468353271,3.02983951568604,69491.61,40,7.81371021270752
"144",3,1974,0,2,4,83239.62,72533.8896484375,27.3947048187256,3.0795681476593,51021.25,28,28.0494804382324
"145",1,1974,0,2,5,1311589.56,1271322.78060913,26.6524772644043,3.13161182403564,898487.88,550,17.4626045227051
"146",2,1974,0,2,5,33386.1,30080.7999267578,23.7000961303711,3.07105755805969,19698.82,11,9.98196506500244
"147",3,1974,0,2,5,74353.07,74353.0697174072,24.3276615142822,3.09580564498901,48392.49,28,10.4657640457153
"148",1,1974,0,3,1,5059862.51999999,4402033.41046143,17.4506549835205,2.77496075630188,2737657.81,1733,8.47002792358398
"149",2,1974,0,3,1,970672.68,761564.168876648,13.9943914413452,2.54227519035339,495985.55,276,8.53840351104736
"150",3,1974,0,3,1,61083.8,52271.2602539062,15.0192985534668,2.58711171150208,39691.44,23,7.58839130401611
"151",1,1974,0,3,2,4919711.24,4604399.63943481,20.9340591430664,2.95235681533813,2846169.49,1799,11.0370597839355
"152",2,1974,0,3,2,330564.94,275901.869750977,15.3400793075562,2.67430400848389,168688.31,94,5.17303419113159
"153",3,1974,0,3,2,72697.79,68328.1898803711,19.9517555236816,2.92670369148254,46086.39,25,7.72129440307617
"154",1,1974,0,3,3,2170009.14,2061216.84783936,23.5556583404541,3.0487015247345,1259724.88,797,12.5730867385864
"155",2,1974,0,3,3,158427.22,136478.75012207,17.7185916900635,2.8071448802948,85885.22,46,6.47008657455444
"156",3,1974,0,3,3,14351.89,13101.3099975586,18.1195201873779,2.82856345176697,9296.57,6,6.82069301605225
"157",1,1974,0,3,4,1824477.52,1767680.15917969,32.9368896484375,3.35850191116333,992969.77,637,20.9054164886475
"158",2,1974,0,3,4,62827.01,58122.1702880859,20.9967937469482,2.9690477848053,32656.01,18,7.52701473236084
"159",3,1974,0,3,4,32219.68,24586.0499267578,24.323112487793,3.10413312911987,16450.47,11,9.26942729949951
"160",1,1974,0,3,5,1000885.17,983712.870727539,32.4732131958008,3.31712245941162,521783.61,328,20.3110218048096
"161",2,1974,0,3,5,33815.02,33815.0202636719,35.0298385620117,3.50199484825134,21217.93,12,13.5001220703125
"162",3,1974,0,3,5,35081.4,35081.3999633789,32.9237899780273,3.28240466117859,28497.47,16,29.171968460083
"163",1,1974,0,4,1,3938110.02,2747645.21054077,16.2105960845947,2.67899990081787,1579745.09,1003,8.57468891143799
"164",2,1974,0,4,1,604149.59,375693.319580078,12.444333076477,2.44454860687256,252774.31,149,4.95459222793579
"165",3,1974,0,4,1,50300.1,37741.7200927734,15.7878541946411,2.68848204612732,25437.14,12,6.72334146499634
"166",1,1974,0,4,2,2382553.94,1930600.65185547,20.1024227142334,2.88643074035645,1095054.97,688,11.9975652694702
"167",2,1974,0,4,2,90979.51,74422.4898681641,15.0525016784668,2.65381574630737,39411.75,24,4.93508625030518
"168",3,1974,0,4,2,16013.82,11335.0100097656,18.974401473999,2.94273710250854,3734.55,2,0.710844218730927
"169",1,1974,0,4,3,947196.66,772811.87890625,22.6515102386475,2.99899864196777,394224.31,249,12.2782306671143
"170",2,1974,0,4,3,32133.85,16653.3499755859,17.8767166137695,2.86147165298462,8644.87,5,4.06874704360962
"171",3,1974,0,4,3,5373.43,3906.68005371094,18.2939186096191,2.8938775062561,3906.68,2,3.92743897438049
"172",1,1974,0,4,4,613923.85,502345.128540039,31.5191898345947,3.27950024604797,210188.22,135,21.4761199951172
"173",2,1974,0,4,4,18409.88,16859.2698974609,15.7264709472656,2.66037631034851,12316.43,7,6.67646026611328
"174",3,1974,0,4,4,12138.1,12138.0997314453,23.7024383544922,3.06993269920349,5877.31,4,12.857946395874
"175",1,1974,0,4,5,325658.58,286600.139648438,35.5338935852051,3.35643410682678,122456.25,78,25.5932865142822
"176",2,1974,0,4,5,11186.42,9386.51000976562,25.7089157104492,3.20561218261719,5419.44,3,9.26262378692627
"177",3,1974,0,4,5,1330.2,1330.19995117188,NA,NA,NA,NA,NA
"178",1,1974,1,1,1,5796659.46000002,2055700.39007568,7.77824831008911,1.98173332214355,1582666.19,1052,5.57767772674561
"179",2,1974,1,1,1,1105829.55,193336.169799805,8.16774654388428,2.01653504371643,155752.79,94,5.29539728164673
"180",3,1974,1,1,1,113693.4,33245.1401367188,7.77090883255005,2.02297139167786,26323.8,14,1.95738875865936
"181",1,1974,1,1,2,4526853.27,2704333.06729126,10.0670175552368,2.24768376350403,2204952.33,1378,4.02292537689209
"182",2,1974,1,1,2,639711.13,324270.539337158,9.87889385223389,2.24125552177429,249509,145,3.61491823196411
"183",3,1974,1,1,2,40050.07,13971.9300537109,10.1599979400635,2.26944708824158,10371.88,6,3.75191164016724
"184",1,1974,1,1,3,3644167.33999999,1990460.78942871,10.2654657363892,2.26280975341797,1593881.52,990,4.42459344863892
"185",2,1974,1,1,3,438339.16,190758.000183105,11.5600461959839,2.27374672889709,148974.84,85,16.3503341674805
"186",3,1974,1,1,3,87134.58,40563.9400634766,10.4499502182007,2.26003193855286,34096.12,18,5.59035968780518
"187",1,1974,1,1,4,779616.1,607836.539306641,13.3804378509521,2.50685381889343,471860.61,290,6.13321113586426
"188",2,1974,1,1,4,65049.73,45338.8997802734,15.8698081970215,2.65772008895874,25987.37,15,8.73230361938477
"189",3,1974,1,1,4,31505.69,26960.3303222656,14.3442163467407,2.61620593070984,19677.53,9,4.54795837402344
"190",1,1974,1,1,5,28328.56,23953.7999267578,15.6988277435303,2.69293165206909,17588.99,11,5.50263071060181
"191",2,1974,1,1,5,1934.87,0,NA,NA,NA,NA,NA
"192",1,1974,1,2,1,3710748.51999998,1449701.97113037,9.82103824615479,2.21766066551208,1137839.87,719,4.11427783966064
"193",2,1974,1,2,1,864097.570000001,393348.631465912,9.74704456329346,2.21346426010132,307911.27,184,4.03915548324585
"194",3,1974,1,2,1,80282.05,19844.9302978516,9.05843830108643,2.14090132713318,15443.61,8,4.25621271133423
"195",1,1974,1,2,2,8260159.17999996,3864341.78391266,11.6224994659424,2.37714076042175,3003142.23999999,1905,5.71951723098755
"196",2,1974,1,2,2,924782.33,546794.093017578,11.466893196106,2.37000942230225,434170.61,257,4.52388143539429
"197",3,1974,1,2,2,128656.03,74463.4599609375,11.176947593689,2.29034781455994,50977.89,27,8.44281959533691
"198",1,1974,1,2,3,3088877.20999999,1513026.82269287,14.0115957260132,2.55685544013977,1166833.89,745,6.38445472717285
"199",2,1974,1,2,3,364974.8,252749.840942383,14.1910085678101,2.57476496696472,201212.36,117,7.09540939331055
"200",3,1974,1,2,3,87632.01,35465.6295166016,14.1221742630005,2.61661219596863,31529.89,17,3.55686902999878
"201",1,1974,1,2,4,2405197.41,1453939.31195068,17.5674839019775,2.76501607894897,1154801.09,735,10.1520290374756
"202",2,1974,1,2,4,165592.4,150357.311157227,20.0596389770508,2.90238118171692,125119.4,75,10.4569606781006
"203",3,1974,1,2,4,67286.14,38789.3698730469,18.192850112915,2.83244037628174,30025.19,18,6.90802049636841
"204",1,1974,1,2,5,427728.81,317683.780517578,22.4676837921143,2.97954344749451,250063.94,161,14.6812429428101
"205",2,1974,1,2,5,27776.07,23010.2397460938,28.495475769043,3.285564661026,16095,10,11.2566146850586
"206",3,1974,1,2,5,23301.06,11370.8698730469,25.2024078369141,3.1813952922821,7944.52,5,8.50683498382568
"207",1,1974,1,3,1,5068799.52999999,2213903.29632568,10.1263647079468,2.25340485572815,1642906.73,1065,4.15697050094604
"208",2,1974,1,3,1,1137262.98,554978.161279678,9.64644908905029,2.1363217830658,428658.07,265,10.4680595397949
"209",3,1974,1,3,1,100155.42,33032.4401855469,8.48748970031738,2.07244682312012,28772.42,14,3.03597259521484
"210",1,1974,1,3,2,7206402.42,3838893.08795166,12.222918510437,2.42099499702454,2780800.88,1788,5.7550745010376
"211",2,1974,1,3,2,489481.36,305689.389770508,10.9244871139526,2.32837224006653,213457.51,130,4.20950555801392
"212",3,1974,1,3,2,97152.84,59627.9105224609,12.7314548492432,2.4678258895874,43813.25,25,5.09360980987549
"213",1,1974,1,3,3,2041648.68,1072995.94818115,13.8645858764648,2.54603862762451,737084.45,474,6.50859975814819
"214",2,1974,1,3,3,141542.27,96583.26953125,12.8194303512573,2.48625445365906,65114.74,42,4.46999835968018
"215",3,1974,1,3,3,30779.43,14374.4301757812,27.8955001831055,3.11999487876892,8751.85,6,19.2547378540039
"216",1,1974,1,3,4,1255399.94,770669.420288086,18.2336368560791,2.79527854919434,559145.4,360,9.21065330505371
"217",2,1974,1,3,4,74989.89,63119.8304443359,19.9878673553467,2.90703630447388,44385.34,28,8.92797374725342
"218",3,1974,1,3,4,21017.23,13351.1500244141,17.669153213501,2.77930212020874,9924.71,6,8.22276020050049
"219",1,1974,1,3,5,333561.79,252759.379150391,22.7756938934326,3.01945185661316,164630.76,106,11.8163423538208
"220",2,1974,1,3,5,13339.21,10897.5499267578,19.3175029754639,2.88974905014038,5808.81,4,7.36212396621704
"221",3,1974,1,3,5,4797.61,3042.43005371094,18.3535346984863,2.90982222557068,1134.14,1,NA
"222",1,1974,1,4,1,4109875.10000001,1277290.48022461,9.75717544555664,2.20701694488525,879993.42,582,4.14555835723877
"223",2,1974,1,4,1,706169.92,247228.469787598,8.23913192749023,2.0204336643219,192752.19,117,4.31919145584106
"224",3,1974,1,4,1,47249.99,5909.2099609375,NA,NA,NA,NA,NA
"225",1,1974,1,4,2,3373972.99,1408094.39160156,11.8269872665405,2.39215493202209,932258.5,609,4.82560873031616
"226",2,1974,1,4,2,126284.77,66510.0698242188,10.8271789550781,2.28996062278748,54937.51,33,5.24019527435303
"227",3,1974,1,4,2,18497.86,9950.62963867188,12.5916309356689,2.47783493995667,5666.45,4,4.51385307312012
"228",1,1974,1,4,3,987134.21,420131.700317383,13.8352327346802,2.54507398605347,257992.79,170,5.82417488098145
"229",2,1974,1,4,3,43624.42,20571.5601806641,12.7351016998291,2.52274107933044,7260.84,5,3.12144660949707
"230",3,1974,1,4,3,5333.29,5333.2900390625,13.0720090866089,2.33702540397644,3684.2,2,11.5073137283325
"231",1,1974,1,4,4,535978.73,265856.859985352,17.4866065979004,2.73980212211609,168933.06,108,9.42502880096436
"232",2,1974,1,4,4,25682.64,17756.2200927734,16.2729530334473,2.71032047271729,13801.21,8,6.87561321258545
"233",3,1974,1,4,4,5483.52,4378.32995605469,32.1186828613281,3.46943783760071,3338.26,1,NA
"234",1,1974,1,4,5,179389.32,125131.000732422,21.8412971496582,2.99853038787842,78377.67,48,8.90918827056885
"235",2,1974,1,4,5,5259.46,2507.13000488281,22.9419174194336,3.13296580314636,1143.56,1,NA
"236",3,1974,1,4,5,1752.16,0,NA,NA,NA,NA,NA
"237",1,1975,0,1,1,5980906.23000001,2864735.23880768,9.58506774902344,2.17326402664185,2156038.76,1357,5.78616714477539
"238",2,1975,0,1,1,1111322.79,292433.619689941,9.04906749725342,2.13326644897461,222601.2,129,4.0187611579895
"239",3,1975,0,1,1,110636.49,47747.1398925781,7.53743696212769,1.98480451107025,29829.98,17,2.26974296569824
"240",1,1975,0,1,2,3550644.5,2834335.2805481,13.0917196273804,2.49525332450867,2209842.63,1326,6.64033317565918
