address,village,takeup_survey,age,agpop,ricearea_2010,disaster_prob,male,default,intensive,risk_averse,literacy,pre_takeup_rate
caijia6,caijia,0,72.0,5.0,4.5,50.0,1.0,1,1,1.0,1.0,0.33333334
caijia6,caijia,0,40.0,4.0,3.0,20.0,1.0,1,1,0.0,1.0,0.33333334
caijia6,caijia,1,52.0,4.0,10.0,50.0,1.0,1,0,0.0,1.0,0.33333334
daqiaoxujia,daqiao,1,46.0,6.0,18.0,20.0,1.0,1,0,0.80000001,1.0,0.83333331
daqiaoxujia,daqiao,0,78.0,1.0,2.0,20.0,1.0,1,1,0.0,0.0,0.83333331
daqiaoxujia,daqiao,1,54.0,4.0,14.0,10.0,1.0,1,1,0.0,1.0,0.83333331
daqiaoxujia,daqiao,1,64.0,9.0,13.0,50.0,0.0,1,0,0.0,0.0,0.83333331
daqiaoxujia,daqiao,0,25.0,5.0,2.5,36.0,0.0,1,1,0.0,1.0,0.83333331
daqiaozhoujia,daqiao,0,73.0,2.0,4.0,40.0,1.0,1,1,0.0,0.0,0.85714287
daqiaozhoujia,daqiao,1,62.0,2.0,5.0,20.0,0.0,1,0,0.0,0.0,0.85714287
daqiaozhoujia,daqiao,1,70.0,2.0,10.0,50.0,0.0,1,0,0.0,0.0,0.85714287
daxinanan,daxi,0,57.0,10.0,5.0,50.0,0.0,0,1,0.0,0.0,0.42857143
daxinanan,daxi,0,46.0,8.0,20.0,0.0,0.0,0,1,0.0,0.0,0.42857143
daxituku,daxi,0,33.0,4.0,5.0,30.0,1.0,1,0,0.0,1.0,0.35294119
daxituku,daxi,1,75.0,5.0,5.0,50.0,1.0,1,1,0.0,1.0,0.35294119
daxituku,daxi,0,48.0,4.0,20.0,20.0,1.0,1,1,0.0,1.0,0.35294119
daxituku,daxi,0,60.0,13.0,5.800000190734863,20.0,1.0,1,0,0.0,1.0,0.35294119
daxituku,daxi,0,64.0,5.0,5.0,40.0,1.0,1,1,0.0,1.0,0.35294119
daxituku,daxi,1,84.0,6.0,1.0,40.0,1.0,1,1,0.60000002,1.0,0.35294119
daxituku,daxi,0,43.0,4.0,2.0,30.0,1.0,1,0,0.0,1.0,0.35294119
daxituku,daxi,0,58.0,1.0,0.800000011920929,60.0,1.0,1,1,0.0,0.0,0.35294119
daxituku,daxi,0,48.0,5.0,7.800000190734863,20.0,1.0,1,0,0.0,1.0,0.35294119
daxituku,daxi,1,45.0,4.0,17.0,80.0,1.0,1,0,0.39999998,1.0,0.35294119
daxituku,daxi,0,41.0,5.0,14.0,20.0,1.0,1,1,0.0,1.0,0.35294119
daxituku,daxi,1,54.0,4.0,4.0,20.0,0.0,1,0,0.39999998,0.0,0.35294119
daxituku,daxi,1,82.0,3.0,2.0,40.0,1.0,1,0,0.0,0.0,0.35294119
daxiwujiajiaohengtou,daxi,0,68.0,7.0,1.0,40.0,1.0,0,1,0.0,0.0,0.25
daxiwujiajiaohengtou,daxi,0,45.0,5.0,2.5,20.0,1.0,0,1,0.60000002,1.0,0.25
daxiwujiajiaohengtou,daxi,1,71.0,2.0,3.200000047683716,20.0,1.0,0,0,0.0,0.0,0.25
daxiwujiajiaohengtou,daxi,1,44.0,6.0,20.0,20.0,0.0,0,0,0.0,1.0,0.25
daxiwujiajiaohengtou,daxi,0,53.0,4.0,8.0,50.0,1.0,0,0,0.0,1.0,0.25
daxiwujiajiaohengtou,daxi,1,78.0,2.0,4.0,40.0,1.0,0,0,0.60000002,1.0,0.25
daxiwujiajiaohengtou,daxi,0,53.0,3.0,6.599999904632568,30.0,1.0,0,1,0.0,1.0,0.25
daxiwujiajiaohengtou,daxi,1,47.0,4.0,18.0,20.0,0.0,0,0,0.80000001,1.0,0.25
daxiwujiajiaohengtou,daxi,1,70.0,6.0,1.600000023841858,5.0,1.0,0,0,0.0,1.0,0.25
daxiwujiajiaohengtou,daxi,0,38.0,6.0,17.0,50.0,1.0,0,1,0.0,1.0,0.25
daxiwujiajiaohengtou,daxi,1,75.0,2.0,4.0,20.0,1.0,0,1,0.80000001,0.0,0.25
daxiwujiajiaohengtou,daxi,1,59.0,8.0,10.0,50.0,0.0,0,1,0.0,0.0,0.25
daxixiajialong,daxi,0,35.0,4.0,2.599999904632568,20.0,0.0,1,0,0.0,0.0,0.71428573
daxixiajialong,daxi,0,58.0,5.0,3.0,40.0,1.0,1,0,0.0,0.0,0.71428573
daxixiajialong,daxi,1,47.0,2.0,18.0,10.0,1.0,1,1,0.0,0.0,0.71428573
daxixiajialong,daxi,1,60.0,2.0,7.0,50.0,1.0,1,1,0.0,1.0,0.71428573
daxixiajialong,daxi,1,61.0,8.0,10.0,50.0,1.0,1,1,0.0,0.0,0.71428573
daxiyuantoulong,daxi,0,40.0,4.0,4.0,20.0,1.0,0,1,0.0,0.0,0.18181819
daxiyuantoulong,daxi,1,56.0,6.0,10.0,25.0,1.0,0,1,0.0,1.0,0.18181819
daxiyuantoulong,daxi,1,,,,40.0,1.0,0,1,0.60000002,,0.18181819
daxiyuantoulong,daxi,0,52.0,6.0,3.0,33.0,0.0,0,0,0.0,1.0,0.18181819
daxiyuantoulong,daxi,0,21.0,4.0,2.0,20.0,1.0,0,0,0.0,1.0,0.18181819
daxiyuantoulong,daxi,1,65.0,6.0,12.0,40.0,1.0,0,0,0.60000002,1.0,0.18181819
daxizhangjia,daxi,0,38.0,5.0,14.0,20.0,1.0,1,1,0.0,0.0,0.375
daxizhangjia,daxi,0,56.0,4.0,12.0,40.0,1.0,1,0,0.0,1.0,0.375
daxizhangjia,daxi,0,34.0,5.0,16.0,50.0,0.0,1,1,0.0,0.0,0.375
daxizhangjia,daxi,1,61.0,6.0,0.8999999761581421,30.0,1.0,1,1,0.0,1.0,0.375
daxizhangjia,daxi,1,48.0,5.0,6.0,50.0,0.0,1,0,0.0,0.0,0.375
daxizhangjia,daxi,1,54.0,7.0,9.0,50.0,1.0,1,0,0.0,1.0,0.375
dayudengxiongmin1,dayu,0,48.0,5.0,25.0,20.0,1.0,0,0,0.39999998,1.0,0.43478259
dayudengxiongmin1,dayu,0,68.0,2.0,3.0,50.0,1.0,0,0,0.0,1.0,0.43478259
dayudengxiongmin1,dayu,1,45.0,6.0,15.0,20.0,1.0,0,1,0.0,1.0,0.43478259
dayudengxiongmin1,dayu,1,40.0,5.0,120.0,20.0,1.0,0,1,0.19999999,1.0,0.43478259
dayudengxiongmin1,dayu,0,37.0,4.0,14.0,50.0,1.0,0,1,0.0,1.0,0.43478259
dayudengxiongmin1,dayu,1,37.0,4.0,120.0,20.0,1.0,0,0,0.0,1.0,0.43478259
dayudengxiongmin1,dayu,1,43.0,5.0,15.0,30.0,1.0,0,0,0.0,1.0,0.43478259
dayudengxiongmin1,dayu,0,48.0,3.0,27.0,50.0,1.0,0,1,0.0,1.0,0.43478259
dayudengxiongmin1,dayu,1,38.0,4.0,103.0,40.0,1.0,0,0,0.19999999,1.0,0.43478259
dayudengxiongmin1,dayu,1,59.0,6.0,7.0,20.0,1.0,0,1,0.0,1.0,0.43478259
dayudengxiongmin1,dayu,0,44.0,4.0,14.0,50.0,1.0,0,0,0.0,1.0,0.43478259
dayudengxiongmin1,dayu,0,41.0,4.0,19.0,20.0,1.0,0,1,0.19999999,1.0,0.43478259
dayudengxiongmin1,dayu,0,51.0,8.0,8.0,20.0,1.0,0,0,1.0,1.0,0.43478259
dayudengxiongmin1,dayu,0,46.0,2.0,10.0,50.0,0.0,0,1,0.0,1.0,0.43478259
dayudengxiongmin1,dayu,1,58.0,2.0,12.0,50.0,1.0,0,1,0.19999999,1.0,0.43478259
dayudengxiongmin1,dayu,0,43.0,5.0,13.0,30.0,1.0,0,0,0.60000002,1.0,0.43478259
dayudengxiongmin1,dayu,1,52.0,2.0,20.0,50.0,1.0,0,0,1.0,1.0,0.43478259
dayudengxiongmin2,dayu,0,39.0,5.0,20.0,0.0,1.0,0,0,0.60000002,1.0,0.2
dayudengxiongmin2,dayu,0,41.0,5.0,14.5,0.0,1.0,0,0,0.60000002,1.0,0.2
dayudengxiongmin2,dayu,0,42.0,5.0,20.0,2.0,1.0,0,0,0.60000002,1.0,0.2
dayudengxiongmin2,dayu,1,45.0,8.0,25.0,30.0,1.0,0,1,0.39999998,1.0,0.2
dayudengxiongmin2,dayu,1,73.0,6.0,7.0,50.0,1.0,0,0,0.0,1.0,0.2
dayudengxiongmin2,dayu,0,74.0,2.0,12.0,40.0,1.0,0,1,0.0,0.0,0.2
dayudengxiongmin2,dayu,0,36.0,7.0,30.0,20.0,1.0,0,0,0.0,1.0,0.2
dayuminjia,dayu,0,39.0,5.0,20.0,30.0,1.0,1,0,0.0,1.0,0.14285715
dayuminjia,dayu,0,26.0,4.0,30.0,10.0,1.0,1,0,0.39999998,1.0,0.14285715
dayuminjia,dayu,0,44.0,5.0,20.0,30.0,1.0,1,0,0.0,1.0,0.14285715
dayuminjia,dayu,0,44.0,4.0,12.0,30.0,1.0,1,0,0.0,1.0,0.14285715
dayuminjia,dayu,1,52.0,5.0,18.0,50.0,1.0,1,1,0.0,1.0,0.14285715
dayuminjia,dayu,1,40.0,5.0,16.0,30.0,1.0,1,1,0.0,1.0,0.14285715
dayuminjia,dayu,0,59.0,5.0,20.0,30.0,0.0,1,0,0.0,0.0,0.14285715
dayuminjia,dayu,1,51.0,6.0,28.0,20.0,1.0,1,1,0.0,1.0,0.14285715
dayuminjia,dayu,1,49.0,4.0,22.0,20.0,1.0,1,0,0.0,1.0,0.14285715
dayuminjia,dayu,1,58.0,6.0,13.0,40.0,1.0,1,1,0.0,1.0,0.14285715
dayuminjia,dayu,1,56.0,6.0,12.0,40.0,1.0,1,0,0.0,1.0,0.14285715
dayuminjia,dayu,1,38.0,5.0,20.0,50.0,1.0,1,1,0.39999998,1.0,0.14285715
dayuminjia,dayu,0,38.0,4.0,12.0,20.0,1.0,1,0,0.0,1.0,0.14285715
dayuwangjia,dayu,1,48.0,2.0,13.0,30.0,1.0,0,0,0.0,1.0,0.71428573
dayuwangjia,dayu,0,54.0,6.0,22.0,40.0,1.0,0,0,0.60000002,1.0,0.71428573
dayuwangjia,dayu,1,48.0,6.0,20.0,50.0,1.0,0,1,0.0,1.0,0.71428573
dayuwangjia,dayu,1,51.0,4.0,60.0,40.0,1.0,0,1,0.0,1.0,0.71428573
dayuwangjia,dayu,1,53.0,2.0,13.0,30.0,1.0,0,0,0.0,1.0,0.71428573
dayuwangjia,dayu,1,38.0,7.0,17.0,20.0,1.0,0,1,0.0,1.0,0.71428573
dayuwangjia,dayu,1,42.0,4.0,5.0,40.0,1.0,0,1,0.0,0.0,0.71428573
dayuwangjia,dayu,1,59.0,5.0,5.0,20.0,1.0,0,0,0.60000002,0.0,0.71428573
dayuwangjia,dayu,1,47.0,2.0,23.0,20.0,1.0,0,1,0.0,1.0,0.71428573
dayuxiajia,dayu,0,57.0,5.0,10.0,20.0,1.0,1,1,0.0,1.0,0.45454547
dayuxiajia,dayu,0,57.0,6.0,11.0,40.0,0.0,1,0,0.0,0.0,0.45454547
dayuxiajia,dayu,0,36.0,4.0,9.0,50.0,0.0,1,0,0.0,1.0,0.45454547
dayuxiajia,dayu,0,38.0,4.0,18.0,20.0,0.0,1,1,0.60000002,0.0,0.45454547
dayuxiajia,dayu,0,63.0,2.0,4.0,20.0,0.0,1,0,0.0,0.0,0.45454547
dayuxiajia,dayu,0,51.0,5.0,8.0,0.0,1.0,1,0,0.0,1.0,0.45454547
dayuxiajia,dayu,0,41.0,5.0,17.0,30.0,0.0,1,0,0.0,1.0,0.45454547
dayuxiajia,dayu,1,46.0,4.0,12.0,20.0,1.0,1,1,0.19999999,1.0,0.45454547
dayuxiajia,dayu,1,,,13.0,50.0,,1,1,0.80000001,,0.45454547
dayuxiajia,dayu,0,36.0,5.0,30.0,40.0,0.0,1,1,0.0,1.0,0.45454547
dayuxiajia,dayu,0,62.0,6.0,10.0,50.0,1.0,1,1,0.0,1.0,0.45454547
dayuxiajia,dayu,1,18.0,5.0,20.0,20.0,1.0,1,0,0.80000001,1.0,0.45454547
dazhoulaoji1,dazhou,0,53.0,6.0,14.0,50.0,1.0,0,0,0.19999999,1.0,0.15789473
dazhoulaoji1,dazhou,0,29.0,4.0,3.0,40.0,0.0,0,1,0.0,1.0,0.15789473
dazhoulaoji1,dazhou,0,57.0,2.0,3.0,0.0,1.0,0,0,0.0,1.0,0.15789473
dazhoulaoji1,dazhou,0,70.0,2.0,16.0,0.0,1.0,0,0,0.0,0.0,0.15789473
dazhoulaoji1,dazhou,0,53.0,4.0,4.0,30.0,0.0,0,1,0.0,0.0,0.15789473
dazhoulaoji1,dazhou,0,26.0,6.0,1.0,50.0,1.0,0,0,0.0,1.0,0.15789473
dazhoulaoji1,dazhou,0,53.0,4.0,4.0,5.0,1.0,0,0,0.0,1.0,0.15789473
dazhoulaoji1,dazhou,0,,,1.0,50.0,1.0,0,1,0.0,,0.15789473
dazhoulaoji1,dazhou,0,53.0,7.0,20.0,20.0,1.0,0,1,0.0,1.0,0.15789473
dazhoulaoji1,dazhou,0,38.0,4.0,6.0,30.0,1.0,0,0,0.0,1.0,0.15789473
dazhoulaoji1,dazhou,0,42.0,4.0,6.0,20.0,1.0,0,1,0.19999999,1.0,0.15789473
dazhoulaoji1,dazhou,0,45.0,6.0,17.0,10.0,1.0,0,1,0.0,1.0,0.15789473
dazhoulaoji1,dazhou,0,64.0,2.0,4.0,40.0,1.0,0,0,0.0,1.0,0.15789473
dazhoulaoji2,dazhou,0,33.0,3.0,10.0,50.0,1.0,1,0,0.0,1.0,0.44444445
dazhoulaoji2,dazhou,0,50.0,4.0,20.0,20.0,1.0,1,0,0.0,1.0,0.44444445
dazhoulaoji2,dazhou,0,40.0,5.0,12.0,5.0,0.0,1,0,1.0,0.0,0.44444445
dazhoulaoji2,dazhou,0,61.0,3.0,13.0,50.0,1.0,1,1,0.0,1.0,0.44444445
dazhoulaoji2,dazhou,1,30.0,4.0,20.0,40.0,1.0,1,0,0.60000002,1.0,0.44444445
dazhoulaoji2,dazhou,0,40.0,4.0,30.0,20.0,0.0,1,1,0.39999998,0.0,0.44444445
dazhoulaoji2,dazhou,0,59.0,5.0,8.0,10.0,1.0,1,0,0.0,1.0,0.44444445
dazhoulaoji2,dazhou,0,64.0,6.0,4.0,10.0,1.0,1,1,0.0,1.0,0.44444445
dazhoulaoji2,dazhou,0,68.0,7.0,8.0,30.0,1.0,1,1,0.0,0.0,0.44444445
dazhoulaoji2,dazhou,0,38.0,4.0,8.0,20.0,0.0,1,0,0.60000002,1.0,0.44444445
dazhoulaoji2,dazhou,0,33.0,5.0,27.0,14.0,1.0,1,1,0.0,1.0,0.44444445
dazhoulaoji2,dazhou,0,52.0,5.0,43.0,100.0,1.0,1,1,0.0,1.0,0.44444445
dazhoulaoji2,dazhou,1,42.0,6.0,18.0,20.0,0.0,1,0,0.19999999,1.0,0.44444445
dazhoushangbianxue,dazhou,0,36.0,4.0,20.0,30.0,1.0,1,1,0.0,1.0,0.47058824
dazhoushangbianxue,dazhou,1,56.0,6.0,10.0,50.0,1.0,1,1,0.0,1.0,0.47058824
dazhoushangbianxue,dazhou,0,56.0,2.0,2.0,50.0,1.0,1,0,0.0,1.0,0.47058824
dazhoushangbianxue,dazhou,0,56.0,10.0,8.0,40.0,1.0,1,0,0.0,0.0,0.47058824
dazhoushangbianxue,dazhou,0,40.0,5.0,30.0,50.0,1.0,1,0,0.0,1.0,0.47058824
dazhoushangbianxue,dazhou,1,63.0,6.0,10.0,20.0,1.0,1,1,0.39999998,1.0,0.47058824
dazhoushangbianxue,dazhou,0,58.0,5.0,8.0,20.0,0.0,1,1,0.19999999,0.0,0.47058824
dazhoushangbianxue,dazhou,1,65.0,2.0,2.5,20.0,0.0,1,0,0.80000001,0.0,0.47058824
dazhoushangbianxue,dazhou,1,58.0,5.0,10.0,50.0,1.0,1,1,0.0,0.0,0.47058824
dazhoushangbianxue,dazhou,1,42.0,7.0,5.0,30.0,1.0,1,0,0.0,1.0,0.47058824
dazhoushangbianxue,dazhou,0,59.0,6.0,7.0,30.0,1.0,1,0,0.0,1.0,0.47058824
dazhoushangbianxue,dazhou,1,42.0,4.0,10.0,50.0,1.0,1,1,0.39999998,1.0,0.47058824
dazhoushangbianxue,dazhou,1,46.0,3.0,6.0,20.0,1.0,1,1,0.19999999,1.0,0.47058824
dazhouwenming,dazhou,1,28.0,5.0,60.0,10.0,0.0,0,0,0.19999999,1.0,0.55555558
dazhouwenming,dazhou,0,54.0,3.0,2.0,10.0,1.0,0,1,0.0,1.0,0.55555558
dazhouwenming,dazhou,0,58.0,6.0,13.0,20.0,1.0,0,0,1.0,0.0,0.55555558
dazhouwenming,dazhou,1,61.0,7.0,5.0,40.0,1.0,0,0,1.0,1.0,0.55555558
dazhouwenming,dazhou,0,34.0,4.0,44.0,20.0,1.0,0,0,0.0,1.0,0.55555558
dazhouwenming,dazhou,1,27.0,5.0,7.0,40.0,1.0,0,1,0.80000001,1.0,0.55555558
donganlaojiluojia,dongan,0,60.0,6.0,11.0,50.0,1.0,0,1,1.0,1.0,0.21052632
donganlaojiluojia,dongan,0,19.0,5.0,20.0,30.0,1.0,0,1,0.0,1.0,0.21052632
donganlaojiluojia,dongan,1,45.0,5.0,60.0,0.0,1.0,0,0,1.0,1.0,0.21052632
donganlaojiluojia,dongan,1,41.0,6.0,105.0,30.0,1.0,0,0,0.0,1.0,0.21052632
donganlaojiluojia,dongan,0,43.0,4.0,10.0,20.0,1.0,0,0,0.60000002,1.0,0.21052632
donganlaojiluojia,dongan,1,37.0,4.0,100.0,50.0,0.0,0,1,0.0,0.0,0.21052632
donganlaojiluojia,dongan,1,51.0,4.0,100.0,30.0,1.0,0,1,0.0,1.0,0.21052632
donganlaojiluojia,dongan,0,70.0,2.0,5.0,50.0,1.0,0,0,0.0,0.0,0.21052632
donganlaojiluojia,dongan,1,38.0,3.0,,30.0,1.0,0,1,1.0,1.0,0.21052632
donganlaojiluojia,dongan,1,41.0,4.0,65.0,50.0,1.0,0,0,0.19999999,1.0,0.21052632
donganlaojiluojia,dongan,0,42.0,4.0,18.0,20.0,1.0,0,0,1.0,1.0,0.21052632
donganlaojiluojia,dongan,0,43.0,5.0,40.0,20.0,1.0,0,1,1.0,1.0,0.21052632
donganxinji,dongan,1,35.0,5.0,65.0,0.0,1.0,0,0,0.39999998,1.0,0.60000002
donganxinji,dongan,1,70.0,2.0,3.0,80.0,1.0,0,1,0.0,0.0,0.60000002
donganxinji,dongan,1,66.0,2.0,7.0,70.0,1.0,0,1,0.0,1.0,0.60000002
donganxinji,dongan,0,47.0,4.0,50.0,30.0,1.0,0,0,0.0,1.0,0.60000002
donganxinji,dongan,0,48.0,7.0,2.200000047683716,20.0,0.0,0,0,0.0,0.0,0.60000002
donganxinji,dongan,0,64.0,2.0,1.700000047683716,0.0,0.0,0,1,1.0,1.0,0.60000002
donganxinji,dongan,0,48.0,4.0,20.0,0.0,1.0,0,0,0.0,1.0,0.60000002
donganxinji,dongan,0,41.0,4.0,4.0,0.0,1.0,0,0,0.0,1.0,0.60000002
donganxinji,dongan,1,37.0,4.0,10.0,50.0,1.0,0,1,1.0,1.0,0.60000002
dukou2,dukou,0,65.0,6.0,1.6,40.0,1.0,0,0,0.0,1.0,0.30000001
dukou2,dukou,0,46.0,5.0,32.0,20.0,1.0,0,1,0.19999999,1.0,0.30000001
dukou2,dukou,0,70.0,3.0,0.7,50.0,1.0,0,0,0.0,1.0,0.30000001
dukou2,dukou,0,35.0,4.0,6.0,30.0,1.0,0,1,0.0,0.0,0.30000001
dukou2,dukou,0,62.0,3.0,3.0,20.0,1.0,0,0,0.80000001,1.0,0.30000001
dukou2,dukou,0,69.0,5.0,6.0,30.0,1.0,0,0,0.0,1.0,0.30000001
dukou31,dukou,1,66.0,8.0,7.0,20.0,1.0,1,0,0.0,0.0,0.78947371
dukou31,dukou,1,39.0,4.0,4.0,40.0,1.0,1,0,0.0,1.0,0.78947371
dukou31,dukou,1,48.0,6.0,5.0,85.0,1.0,1,1,0.0,1.0,0.78947371
dukou31,dukou,1,37.0,4.0,15.0,50.0,1.0,1,1,0.0,1.0,0.78947371
dukou31,dukou,1,45.0,4.0,5.0,50.0,1.0,1,1,0.0,1.0,0.78947371
dukou31,dukou,1,65.0,5.0,7.0,50.0,1.0,1,0,0.0,0.0,0.78947371
dukou31,dukou,1,40.0,4.0,4.0,20.0,1.0,1,1,0.0,1.0,0.78947371
dukou31,dukou,0,52.0,4.0,3.8,40.0,1.0,1,1,0.0,1.0,0.78947371
dukou31,dukou,1,40.0,5.0,16.0,20.0,1.0,1,1,0.0,1.0,0.78947371
dukou32,dukou,0,53.0,2.0,5.0,30.0,1.0,1,0,0.0,1.0,0.2
dukou32,dukou,0,47.0,6.0,16.0,20.0,1.0,1,1,0.0,1.0,0.2
dukou32,dukou,1,54.0,8.0,8.0,50.0,1.0,1,1,1.0,1.0,0.2
dukou32,dukou,1,37.0,4.0,25.0,20.0,1.0,1,0,0.0,1.0,0.2
dukou32,dukou,0,43.0,4.0,9.0,20.0,1.0,1,0,0.39999998,1.0,0.2
dukou32,dukou,0,56.0,9.0,23.0,30.0,1.0,1,1,0.80000001,0.0,0.2
dukou32,dukou,1,50.0,5.0,9.0,20.0,1.0,1,0,0.0,1.0,0.2
dukou32,dukou,0,64.0,10.0,5.3,0.0,1.0,1,0,0.0,0.0,0.2
dukou32,dukou,0,74.0,6.0,1.5,40.0,1.0,1,0,0.0,0.0,0.2
dukou32,dukou,0,40.0,4.0,28.0,30.0,1.0,1,0,0.0,1.0,0.2
dukou32,dukou,0,52.0,6.0,21.8,40.0,1.0,1,1,0.0,1.0,0.2
dukou32,dukou,0,65.0,10.0,8.0,20.0,1.0,1,0,0.0,0.0,0.2
dukou41,dukou,0,25.0,4.0,3.0,50.0,1.0,1,0,0.39999998,1.0,0.81818181
dukou41,dukou,1,54.0,2.0,1.5,20.0,1.0,1,1,0.39999998,1.0,0.81818181
dukou41,dukou,0,50.0,6.0,30.0,0.0,1.0,1,1,0.19999999,1.0,0.81818181
dukou41,dukou,0,45.0,4.0,6.0,50.0,1.0,1,1,0.60000002,1.0,0.81818181
dukou41,dukou,1,59.0,6.0,10.0,50.0,1.0,1,0,0.0,1.0,0.81818181
dukou41,dukou,0,63.0,7.0,8.0,0.0,1.0,1,1,0.19999999,0.0,0.81818181
