state,year,cigsale,age15to24,retprice,imposed_tax
8,1978,122.8000031,0.161895305,51.5,0
8,1979,117.5,0.15986715257167802,55.40000153,0
8,1980,115.1999969,0.157838985,56.40000153,0
8,1981,114.0999985,0.156383425,59.20000076,0
8,1982,111.5,0.15492784976959198,67.59999847412111,0
8,1983,111.3000031,0.153472289,76.5,0
8,1984,103.5999985,0.152016714,88.5,0
8,1985,100.6999969,0.150561154,97.59999847,0
8,1986,96.69999695,0.14910559356212602,99.90000153,0
8,1987,95,0.147650018,107.0999985,0
8,1988,84.5,0.14619445800781194,121.9000015,0
8,1989,78.40000153,0.14473888278007502,133.6000061,0
8,1990,90.09999847,0.14328332245349898,141.3000031,0
8,1991,85.40000153,,144.3999939,0
8,1992,85.09999847,,167.1999969,0
8,1993,86.69999695,,171.1999969,0
8,1994,93,,150.5,0
8,1995,78.19999695,,163.5,0
8,1996,73.59999847,,176.5,0
8,1997,75,,184.3999939,0
8,1998,78.90000153,,187.1000061,0
8,1999,75.09999847,,210.6999969,0
8,2000,66.90000152587889,,275.8999939,0
9,1970,124.8000031,0.166966692,41.40000153,0
9,1971,125.5999985,0.168997601,41.40000153,0
9,1972,126.5999985,0.17102851,41.90000153,0
9,1973,124.4000015,0.173059404,41,0
9,1974,131.8999939,0.175090313,41.90000153,0
9,1975,131.8000031,0.177121222,45.20000076,0
9,1976,134.3999939,0.179152131,48.40000153,0
9,1977,134,0.18118304,49.40000153,0
9,1978,136.6999969,0.183213934,54.59999847,0
9,1979,135.3000031,0.18524484336376199,56.79999924,0
9,1980,135.1999969,0.18727575242519398,60,0
9,1981,133,0.18302710354328197,63.09999847,0
9,1982,130.6999969,0.17877847,69.59999847412111,0
9,1983,127.9000015,0.17452982068061804,80.80000305,0
9,1984,124,0.170281187,89.59999847,0
9,1985,121.5999985,0.166032538,96.69999695,0
9,1986,118.1999969,0.16178388893604298,108.4000015,0
9,1987,109.5,0.157535255,116.1999969,0
9,1988,107.5999985,0.153286606,124.0999985,0
9,1989,104.5999985,0.149037972,132.6999969,0
9,1990,94.09999847,0.144789323,147.3000031,0
9,1991,96.09999847,,154,0
9,1992,94.80000305,,179.8000031,0
9,1993,94.59999847,,187.5,0
9,1994,85.69999695,,182.1000061,0
9,1995,84.30000305,,185.1999969,0
9,1996,81.80000305,,188.6999969,0
9,1997,79.59999847,,198.6999969,0
9,1998,80.30000305,,202.3000031,0
9,1999,72.19999695,,240.5,0
9,2000,70,,312.70001220703097,0
10,1970,134.6000061,0.176515877,30.600000381469695,0
10,1971,139.3000031,0.17797175,32.20000076,0
10,1972,149.1999969,0.17942763864994002,32.5,0
10,1973,156,0.18088352680206304,32.90000153,0
10,1974,159.6000061,0.1823394,34.5,0
10,1975,162.3999939,0.183795273,36.70000076,0
10,1976,166.6000061,0.185251161,38.70000076,0
10,1977,173,0.18670705,40.59999847,0
10,1978,150.8999939,0.18816292285919198,50,0
10,1979,148.8999939,0.189618796,52.5,0
10,1980,146.8999939,0.191074684,53.70000076,0
10,1981,148.5,0.187078431,58.29999924,0
10,1982,147.6999969,0.18308216333389304,65.09999847412111,0
10,1983,143,0.17908591032028198,75.69999695,0
10,1984,137.8000031,0.175089657,85.19999695,0
10,1985,135.3000031,0.171093404,88.80000305,0
10,1986,137.6000061,0.167097136,93.59999847,0
10,1987,134,0.163100883,100.0999985,0
10,1988,134,0.15910463035106698,109.3000031,0
10,1989,132.5,0.15510836243629506,119,0
10,1990,128.3000031,0.151112109,130.8000031,0
10,1991,127.1999969,,135.8000031,0
10,1992,128.1999969,,153.5,0
10,1993,126.8000031,,157.5,0
10,1994,128.1999969,,146.6000061,0
10,1995,135.3999939,,146.3000031,0
10,1996,135.1000061,,147.8000031,0
10,1997,135.3000031,,156.3000031,0
10,1998,135.8999939,,166.8000031,0
10,1999,133.3000031,,190,0
10,2000,125.5,,260.20001220703097,0
11,1970,108.5,0.168849558,37.70000076,0
11,1971,108.4000015,0.170838997,38.5,0
11,1972,109.4000015,0.172828451,41.90000153,0
11,1973,110.5999985,0.17481789,41.90000153,0
11,1974,116.0999985,0.17680732905864702,43.20000076,0
11,1975,120.5,0.17879676818847698,45.40000153,0
11,1976,124.4000015,0.1807862222194669,47.79999924,0
11,1977,125.5,0.182775661,49.40000153,0
11,1978,127.0999985,0.1847651,54.59999847,0
11,1979,124.1999969,0.186754555,56.40000153,0
11,1980,124.5999985,0.188743994,58.79999924,0
11,1981,132.8999939,0.184035227,61.40000153,0
11,1982,116.1999969,0.17932645976543402,72.80000305,0
11,1983,115.5999985,0.17461770772934002,84,0
11,1984,111.1999969,0.169908941,93.30000305,0
11,1985,109.4000015,0.16520017385482802,99.5,0
11,1986,104.0999985,0.160491407,104.8000031,0
11,1987,101.0999985,0.15578263998031602,117.0999985,0
11,1988,100.1999969,0.15107388794422102,124.1999969,0
11,1989,94.40000153,0.146365121,145.1000061,0
11,1990,95.40000153,0.14165635406970994,149.6000061,0
11,1991,97.09999847,,155.3999939,0
11,1992,95.19999695,,178.5,0
11,1993,92.5,,189.6999969,0
11,1994,93.40000153,,171.3999939,0
11,1995,93,,179,0
11,1996,94,,183.8000031,0
11,1997,93.90000153,,189.3000031,0
11,1998,94,,193.8000031,0
11,1999,91.69999695,,213,0
11,2000,88.90000153,,286.29998779296903,0
12,1970,114,0.180524677,34.20000076,0
12,1971,102.8000031,0.18155004084110304,38.90000153,0
12,1972,111,0.182575405,38.79999924,0
12,1973,115.1999969,0.18360078334808305,39.29999924,0
12,1974,118.5999985,0.18462614715099301,40.20000076,0
12,1975,123.4000015,0.185651511,42.70000076,0
12,1976,127.6999969,0.18667687475681305,46.59999847,0
12,1977,127.9000015,0.187702239,48.09999847,0
12,1978,127.0999985,0.18872761726379397,52.59999847,0
12,1979,126.4000015,0.189752981,54.79999924,0
12,1980,127.0999985,0.19077834486961398,58.29999924,0
12,1981,132,0.185729414,59.79999924,0
12,1982,130.8999939,0.180680498,65.09999847412111,0
12,1983,127.5999985,0.175631583,77,0
12,1984,121.6999969,0.170582652,91,0
12,1985,115.6999969,0.165533721,97.5,0
12,1986,109.4000015,0.160484806,103,0
12,1987,105.1999969,0.15543589,114.5,0
12,1988,103.1999969,0.150386959,123.9000015,0
12,1989,96.5,0.145338029,136.5,0
12,1990,94.30000305,0.140289113,145.8000031,0
12,1991,91.80000305,,152.6999969,0
12,1992,90,,174.1999969,0
12,1993,89.90000153,,174.1999969,0
12,1994,89.09999847,,159.6000061,0
12,1995,90.09999847,,165.6999969,0
12,1996,88.69999695,,167.6999969,0
12,1997,89.19999695,,171.3000031,0
12,1998,87.59999847,,184.3000031,0
12,1999,83.30000305,,207,0
12,2000,79.80000305,,271.20001220703097,0
13,1970,155.8000031,0.18131014704704296,28.29999924,0
13,1971,163.5,0.182299584,30.100000381469695,0
13,1972,179.3999939,0.18328903615474693,30.600000381469695,0
13,1973,201.8999939,0.184278488,30.600000381469695,0
13,1974,212.3999939,0.18526792526245106,31.5,0
13,1975,223,0.18625736236572304,33.29999924,0
13,1976,230.8999939,0.187246814,36,0
13,1977,229.3999939,0.188236266,36.90000153,0
13,1978,224.6999969,0.18922570347785891,41.40000153,0
13,1979,214.8999939,0.190215141,43.40000153,0
13,1980,215.3000031,0.191204593,46.29999924,0
13,1981,209.6999969,0.18725346,49.40000153,0
13,1982,210.6000061,0.183302343,56.29999924,0
13,1983,201.1000061,0.179351211,66.40000152587889,0
13,1984,183.1999969,0.17540007829666102,75.40000153,0
13,1985,182.3999939,0.17144894599914598,79.30000305,0
13,1986,179.8000031,0.16749782860279094,85.40000153,0
13,1987,171.1999969,0.163546696,90.5,0
13,1988,173.1999969,0.159595564,94.40000153,0
13,1989,171.6000061,0.155644447,103.8000031,0
13,1990,182.5,0.15169331431388902,115.5999985,0
13,1991,170.3999939,,120.5,0
13,1992,167.6000061,,135.8000031,0
13,1993,167.6000061,,145.3999939,0
13,1994,170.1000061,,132.8000031,0
13,1995,175.3000031,,134.8000031,0
13,1996,179,,139.8000031,0
13,1997,186.8000031,,145.6000061,0
13,1998,171.3000031,,155.6999969,0
13,1999,165.3000031,,179.1999969,0
13,2000,156.1999969,,243.3999939,0
14,1970,115.9000015,0.18518517911434199,34.29999924,0
14,1971,119.8000031,0.186780781,39.29999924,0
14,1972,125.3000031,0.18837638199329398,40,0
14,1973,126.6999969,0.18997199833393105,39.90000153,0
14,1974,129.8999939,0.19156759977340693,41.59999847,0
14,1975,133.6000061,0.193163201,44.29999924,0
14,1976,139.6000061,0.19475880265235893,48.09999847,0
14,1977,140,0.196354404,48.90000153,0
14,1978,142.6999969,0.19795002043247198,54.20000076,0
14,1979,140.1000061,0.199545622,57.09999847,0
14,1980,143.8000031,0.201141223,60,0
14,1981,144,0.19634315371513397,62.59999847,0
14,1982,143.8999939,0.191545069,70.30000305,0
14,1983,133.6999969,0.18674699962139105,80.69999695,0
14,1984,128.8999939,0.18194891512393999,90.69999695,0
14,1985,125,0.177150846,103,0
14,1986,121.1999969,0.172352776,105.0999985,0
14,1987,116.5,0.16755469143390694,117.8000031,0
14,1988,110.9000015,0.162756622,120.4000015,0
14,1989,103.5999985,0.157958537,130.6999969,0
14,1990,101.5,0.15316046774387398,143.3999939,0
14,1991,107.1999969,,149.6000061,0
14,1992,108.5,,178.1000061,0
14,1993,106.1999969,,180.5,0
14,1994,105.3000031,,157.3999939,0
14,1995,105.6999969,,155.8000031,0
14,1996,106.8000031,,165.3000031,0
14,1997,105.3000031,,166.8999939,0
14,1998,103.1999969,,185.8999939,0
14,1999,101,,208,0
14,2000,104.3000031,,281.20001220703097,0
15,1970,128.5,0.16901408135891002,38,0
15,1971,133.1999969,0.17033489,38.79999924,0
15,1972,136.5,0.171655715,41.5,0
15,1973,138,0.17297652363777202,41,0
15,1974,142.1000061,0.17429733276367199,41.79999924,0
15,1975,140.6999969,0.175618142,46.70000076,0
15,1976,144.8999939,0.17693896591663394,49.90000153,0
15,1977,145.6000061,0.17825977504253399,50.90000153,0
15,1978,143.8999939,0.179580584,55,0
15,1979,138.5,0.18090140819549602,54.5,0
15,1980,141.1999969,0.182222217,59,0
15,1981,138.8999939,0.17809657752513894,62.90000153,0
15,1982,139.5,0.17397093772888195,69.69999695,0
15,1983,135.3999939,0.169845313,80.80000305,0
15,1984,135.5,0.165719673,93.69999695,0
15,1985,127.9000015,0.161594033,98.09999847,0
15,1986,119,0.157468393,112.6999969,0
15,1987,125,0.153342754,121.1999969,0
15,1988,125,0.14921712875366194,129,0
15,1989,122.4000015,0.145091489,144.3999939,0
15,1990,117.5,0.14096584916114802,160.1000061,0
15,1991,116.0999985,,165.8000031,0
15,1992,114.5,,187.6999969,0
15,1993,108.5,,192.6000061,0
15,1994,101.5999985,,178.3000031,0
15,1995,102.3000031,,184.8999939,0
15,1996,100,,186.8999939,0
15,1997,101.0999985,,190.1999969,0
15,1998,94.5,,219.6000061,0
15,1999,85.5,,267.79998779296903,0
15,2000,82.90000153,,330.5,0
16,1970,104.3000031,0.17472411692142498,39.09999847,0
16,1971,116.4000015,0.17673158645629894,40.09999847,0
16,1972,96.80000305,0.178739056,45.20000076,0
16,1973,106.8000031,0.180746526,45.59999847,0
16,1974,110.5999985,0.18275399506092105,47,0
16,1975,111.5,0.184761465,49.40000153,0
16,1976,116.6999969,0.18676894903182997,52.09999847,0
16,1977,117.1999969,0.188776419,53.09999847,0
16,1978,118.9000015,0.190783888,57.90000153,0
16,1979,118.3000031,0.19279135763645197,60.90000153,0
16,1980,117.6999969,0.19479882717132602,63,0
16,1981,120.8000031,0.189215153,65.80000305,0
16,1982,119.4000015,0.183631495,71.69999695,0
16,1983,113.1999969,0.178047821,87.30000305,0
16,1984,110.8000031,0.172464162,99.19999695,0
16,1985,113,0.166880488,101.5,0
16,1986,104.3000031,0.16129681468009902,116.3000031,0
16,1987,108.8000031,0.155713156,120.0999985,0
16,1988,94.09999847,0.15012948215007801,141.6999969,0
16,1989,92.30000305,0.144545823,152.5,0
16,1990,90.69999695,0.13896215,162.3000031,0
16,1991,86.19999695,,173.8999939,0
16,1992,83.80000305,,197.6999969,0
16,1993,81.59999847,,215.6000061,0
16,1994,83.40000153,,196.1000061,0
16,1995,84.09999847,,202.1999969,0
16,1996,81.69999695,,208.6000061,0
16,1997,84.09999847,,216.8000031,0
16,1998,83.19999695,,220.1999969,0
16,1999,80.69999695,,227.3999939,0
16,2000,76,,303.6000061,0
17,1970,93.40000153,0.18313035368919398,36.20000076,0
17,1971,105.4000015,0.18437305092811604,37.5,0
17,1972,112.0999985,0.185615748,37.40000153,0
17,1973,115,0.186858445,37.29999924,0
17,1974,117.0999985,0.18810114264488198,41.40000153,0
17,1975,116.8000031,0.18934384,43,0
17,1976,120.9000015,0.190586522,46.40000153,0
17,1977,122.0999985,0.191829219,48.79999924,0
17,1978,124.9000015,0.193071917,53.59999847,0
17,1979,123.9000015,0.19431461393833202,56.5,0
17,1980,127,0.19555731117725397,59.70000076,0
17,1981,125.3000031,0.192040771,63,0
17,1982,125.8000031,0.188524231,69.19999695,0
17,1983,122.3000031,0.185007691,78.59999847,0
17,1984,116.4000015,0.18149115145206496,89,0
17,1985,115.3000031,0.177974612,96.40000153,0
17,1986,113.1999969,0.174458086,106,0
17,1987,110,0.17094154655933402,115.8000031,0
17,1988,109,0.16742500662803605,122.5999985,0
17,1989,108.3000031,0.163908467,125.8000031,0
17,1990,101.8000031,0.16039192676544198,139.8999939,0
17,1991,105.5999985,,142.6999969,0
17,1992,103.9000015,,160.8000031,0
17,1993,105.4000015,,177.8000031,0
17,1994,106,,156.8999939,0
17,1995,107.5,,153.8999939,0
17,1996,106.9000015,,161.1999969,0
17,1997,106.3000031,,168.6000061,0
17,1998,107,,175.8000031,0
17,1999,103.9000015,,199.5,0
17,2000,97.19999695,,272,0
18,1970,121.3000031,0.167592987,36,0
18,1971,127.5999985,0.16925956308841694,36.79999924,0
18,1972,130,0.17092612385749806,37.70000076,0
18,1973,132.1000061,0.1725927,37.70000076,0
18,1974,135.3999939,0.174259275,38,0
18,1975,135.6000061,0.17592585086822501,43.5,0
18,1976,139.5,0.17759241163730602,44.70000076,0
18,1977,140.8000031,0.17925898730754894,45.90000153,0
18,1978,141.8000031,0.18092556297779105,49.90000153,0
18,1979,140.1999969,0.18259212374687198,52.20000076,0
18,1980,142.1000061,0.184258699,57.29999924,0
18,1981,140.5,0.179832503,59.90000153,0
18,1982,139.6999969,0.175406292,64.69999695,0
18,1983,134.1000061,0.17098009586334198,74.80000305,0
18,1984,130,0.16655388474464405,84.80000305,0
18,1985,129.1999969,0.162127689,93.69999695,0
18,1986,128.8000031,0.157701492,101.9000015,0
18,1987,128.6999969,0.153275281,108.5,0
18,1988,127.4000015,0.148849085,114.5999985,0
18,1989,122.8000031,0.144422874,118.9000015,0
18,1990,119.0999985,0.13999667763710005,129.1000061,0
18,1991,119.9000015,,132.5,0
18,1992,122.3000031,,153.1000061,0
18,1993,121.5999985,,157.6000061,0
18,1994,119.4000015,,146.8000031,0
18,1995,124,,150.3000031,0
18,1996,124.0999985,,159.8000031,0
18,1997,120.5999985,,163.3999939,0
18,1998,120.0999985,,173.8000031,0
18,1999,118,,197,0
18,2000,113.8000031,,258.79998779296903,0
19,1970,111.1999969,0.1757925,34,0
19,1971,115.5999985,0.17714589834213298,34.70000076,0
19,1972,122.1999969,0.178499311,40.09999847,0
19,1973,119.9000015,0.17985272407531694,40.90000153,0
19,1974,121.9000015,0.181206122,41.79999924,0
19,1975,123.6999969,0.18255952,43.70000076,0
19,1976,124.9000015,0.183912933,45.29999924,0
19,1977,127,0.18526634573936496,47.59999847,0
19,1978,127.1999969,0.1866197437047961,51.90000153,0
19,1979,120.3000031,0.1879731416702269,53.70000076,0
19,1980,122,0.189326555,56.70000076,0
19,1981,121.0999985,0.183338717,60.40000153,0
19,1982,122.4000015,0.17735087871551505,65.69999695,0
19,1983,113.6999969,0.171363041,77.19999695,0
19,1984,110.0999985,0.165375203,91.30000305,0
19,1985,103.5999985,0.15938738,95.5,0
19,1986,97.80000305,0.153399542,102,0
19,1987,91.69999695,0.147411704,106.1999969,0
19,1988,87.09999847,0.141423866,115.3000031,0
19,1989,86.19999695,0.135436028,123,0
19,1990,84.69999695,0.12944819033145902,140.3999939,0
19,1991,82.90000153,,143.6000061,0
19,1992,86.59999847,,163.5,0
19,1993,86,,179.3999939,0
19,1994,88.19999695,,151.3000031,0
19,1995,90.5,,155.3999939,0
19,1996,87.30000305,,156.8000031,0
19,1997,88.90000153,,164.8999939,0
19,1998,89.09999847,,175.3999939,0
19,1999,82.59999847,,196.1999969,0
19,2000,75.5,,260.70001220703097,0
20,1970,108.0999985,0.17373737692832902,33.90000153,0
20,1971,108.5999985,0.17521713674068498,34.70000076,0
20,1972,104.9000015,0.176696911,41.09999847,0
20,1973,106.5999985,0.17817667126655606,41.20000076,0
20,1974,110.5,0.179656446,42,0
20,1975,114.0999985,0.18113620579242692,44.59999847,0
20,1976,118.0999985,0.182615966,46.79999924,0
20,1977,117.6999969,0.18409574,48.09999847,0
20,1978,117.4000015,0.18557550013065305,53.59999847,0
20,1979,116.0999985,0.1870552748441701,55.40000153,0
20,1980,116.3000031,0.188535035,59.5,0
20,1981,117,0.183547944,60.90000153,0
20,1982,117.0999985,0.178560853,69.69999695,0
20,1983,110.8000031,0.173573762,83.69999695,0
20,1984,107.6999969,0.168586671,94.80000305,0
