paper_name,data_description,natural_language_query,answer,method,data_files
Synthetic Dataset,"This dataset was collected from an online learning platform which conducted a randomized trial to study the impact of encouragement on student engagement and academic performance. The information about the students' age, grade level, internet availability at home, involvement in a study group, and parental involvement in academic activities were collected. The students were randomly assigned encouragement in the form of motivational messages. However, not all students who were assigned actually received the encouragement, due to factors such as internet connectivity. The data on whether the student received the encouragement or not and their final exam scores were also recorded.

'age' is the age of the student.
'grade_level' represents the grade level of the student.
'has_internet' is a binary variable indicating if the student has internet access at home.
'has_study_group' is a binary variable indicating whether the student is part of a study group or not.
'parental_involvement' is a binary variable indicating whether the parents are actively involved in the student's academic activities.
'assigned_encouragement' indicates whether the student was randomly assigned to receive encouragement or not.
'received_encouragement' indicates whether the student actually received the encouragement or not.
'exam_score' is the final exam score of the student.","""Did receiving motivational messages from the online learning platform have an impact on the students' academic performance?""",2.5198801332968626,iv_encouragement,iv_encouragement_data_0.csv
Synthetic Dataset,"The dataset was collected by a major city hospital over a period of several months. The hospital randomly assigned some of its patients to receive personal consultations from experienced psychologists, while others were not assigned this treatment. Various patient characteristics, such as their age, number of prior consultations with psychologists, gender, and whether they have a chronic illness were recorded. The mental health of all patients was measured before and after the study. The variable 'age' refers to the age of the patient. 'Prior_consultations' represents the number of times a patient had previously consulted with a psychologist. 'Gender' is a binary variable where 1 represents male and 0 represents female. 'Chronic_illness' is also a binary variable indicating whether the patient has a chronic illness (1 for yes, 0 for no). 'Mental_health_score' is a measure of the patient's mental health, with higher scores indicating better mental health.",Did the patients who received regular personal consultations from psychologists show an improvement in their mental health?,9.203920975593215,iv_encouragement,iv_encouragement_data_1.csv
Synthetic Dataset,"This dataset was collected from a health and wellness study conducted by a fitness center. Participants were randomly selected from the center's membership list. Information about the participants' age, the average number of hours they exercise per week, their smoking status, and their gender was collected. Additionally, each participant was also randomly invited to participate in a new fitness program. It was up to the participant to decide whether or not they wanted to participate in the program. The center was interested in understanding the influence of various factors on the effectiveness of the fitness program, especially in terms of weight loss. The dataset includes the following variables: Age of the participant, Average number of hours the participant exercises weekly, Smoking status of the participant (1 represents a smoker and 0 represents a non-smoker), Gender of the participant (1 represents male and 0 represents female), Invitation to participate in the fitness program (represented by a score from 5 to 16, with higher scores indicating a more persuasive invitation), Whether the participant decided to participate in the fitness program (1 represents participation and 0 represents non-participation), Amount of weight loss (in kilograms) experienced by the participant over the course of the study.","""Did the individuals who chose to participate in the new fitness program experience more weight loss?""",6.137908312283837,iv_encouragement,iv_encouragement_data_3.csv
Synthetic Dataset,"The dataset was collected from a multinational corporation that wanted to study the impact of a specific training program on employee productivity. The corporation randomly offered a new training program to some of its employees and collected data on various factors, such as age, work experience, job satisfaction level, gender, and position type. The productivity of employees was measured before and after the training program using a standardized scoring system. The age of an employee is represented in years. The years of experience denote the total professional experience of an employee. Job satisfaction is measured on a scale of 0 to 1, with 1 being the most satisfied. Gender is denoted by 0 for male and 1 for female. Position type is denoted by 0 for non-managerial and 1 for managerial positions. The training offer variable represents whether or not the training program was offered to the employee, and the training taken variable represents whether or not the employee decided to undertake the training. The productivity score is a standardized measure of an employee's productivity.","""Did the employees who decided to undertake the offered training program show an improvement in their productivity?""",5.8430901748019135,iv_encouragement,iv_encouragement_data_2.csv
Synthetic Dataset,"This dataset was collected by an agricultural research institute and includes information from various farms across the country. The information includes the farmer's years of education, size of the farm, annual rainfall at the farm, and a score representing the quality of the soil. Binary variables indicating the use of irrigation systems and pesticides are also included. In addition, the dataset contains the average annual rainfall in the region where the farm is located, the use of a specific type of fertilizer, and the yield of a specific crop.

'education_years' refers to the number of years of formal education received by the farmer.
'farm_size' refers to the area of the farm in acres.
'annual_rainfall' refers to the average annual rainfall received at the farm in millimeters.
'soil_quality' is a score out of 20 that represents the quality of the soil on the farm.
'use_of_irrigation' is a binary variable indicating whether the farm uses an irrigation system (1) or not (0).
'use_of_pesticides' is a binary variable indicating whether the farm uses pesticides (1) or not (0).
'regional_rainfall' is the average annual rainfall in the region where the farm is located in millimeters.
'fertilizer_use' is the quantity of a specific type of fertilizer used in the farm in kilograms.
'crop_yield' is the yield of a specific crop from the farm in tons per acre.","""Does the use of a specific type of fertilizer increase the yield of a specific crop?""",1.6755042719092241,iv,iv_data_0.csv
Synthetic Dataset,"This dataset was gathered as part of a study to understand the factors that influence housing costs for individuals. The data was collected from a random sample of individuals across diverse demographics, and includes their age, income, weekly working hours, years of work experience, gender, marital status, monthly housing costs, loan amount, and credit score. Age is recorded in years, income is in USD, hours worked weekly is the number of hours an individual works in a week, work experience is the number of years an individual has been in the workforce, gender is binary (1 for male, 0 for female), married status is binary (1 for married, 0 for unmarried), monthly housing cost is in USD, loan amount is in USD, and credit score is a three-digit number.","""Does taking a larger loan amount impact the monthly housing cost of an individual?""",3.906515411974026,iv,iv_data_1.csv
Synthetic Dataset,"The dataset was collected from a large healthcare provider across multiple cities in the country. The data includes a wide range of demographic, socioeconomic, and health-related information from a diverse population. The aim of the data collection was to understand the various factors that influence hospital visits. 'Age' represents the age of the individual. 'Income' denotes the annual income of the individual. 'Health Score' is a score given by the healthcare provider based on the individual's current health status, with higher scores indicating better health. 'Smoker Status' is a binary value indicating whether the individual is a smoker or not. 'Exercise Frequency' is a binary value indicating whether the individual exercises regularly or not. 'City Population' represents the population of the city where the individual lives. 'Insurance Plan' denotes the type of insurance plan the individual is enrolled in. 'Hospital Visits' represents the number of times the individual visited the hospital in the past year.",Does enrolling in a comprehensive insurance plan reduce the number of hospital visits?,4.814678840535846,iv,iv_data_3.csv
Synthetic Dataset,"The dataset includes the following variables. 'education_years' represents the number of years of formal education the respondent has completed. 'experience_years' is the total years of work experience the respondent has. 'company_size' describes the size of the company where the respondent is currently employed. 'role_seniority' is a measure of the seniority level of the respondent within their current role. Binary variables 'has_mentor', 'has_career_plan', and 'in_job_training' indicate whether the respondent has a mentor, a career development plan, and whether they are currently in any job training program, respectively. 'job_satisfaction' is a score representing the respondent's overall satisfaction with their current job. 'training_days' reports the number of days off the respondent's company provides for training and development. 'company_policy_compliance' indicates whether the company complies with the new policy mandating a minimum number of training days for companies of a certain size.","""How does providing a certain number of paid leave days for employee training and development impact their overall job satisfaction?""",1.3693586953611558,iv,iv_data_2.csv
Synthetic Dataset,"This dataset is collected from a comprehensive health survey conducted across the country. The survey was initiated to understand the overall health status of the population and identify factors that contribute to health. The data is collected from a random sampling of individuals, capturing their age, income, gender, living environment (urban/rural), family history of any major disease, and the hours they spend on physical activity weekly. The survey also notes the proximity of their residences to public parks. A health index is calculated for each individual, which reflects their overall health status.

- 'age' column captures the age of the individual.
- 'average_income' reflects the average monthly income of the individual.
- 'gender' is a binary variable where '1' denotes male and '0' denotes female.
- 'rural_setting' is a binary variable indicating whether the individual lives in a rural area ('1') or not ('0').
- 'family_history_of_disease' column denotes whether the individual has a family history of any major disease ('1') or not ('0').
- 'proximity_to_park' indicates the distance from the individual's residence to the nearest public park.
- 'physical_activity_hours' measures the average hours the individual spends on physical activity in a week.
- 'health_index' represents the overall health status of the individual.",Does engaging in more hours of physical activity weekly improve the overall health status of an individual?,4.2160975166439805,iv,iv_data_4.csv
Synthetic Dataset,"The dataset is a collection of survey responses from residents of a metropolitan area. The survey was conducted by a team of social scientists interested in understanding the factors that influence life satisfaction among urban dwellers. The data was collected through online questionnaires and face-to-face interviews. Factors such as age, income, distance from the city center, car ownership, presence of children, and marital status were collected as part of the survey. The respondents were also asked whether they own a house and to rate their life satisfaction on a scale of 1 to 100.","""Does owning a house in the city increase the life satisfaction of residents?""",6.272087883742298,observational,observational_data_8.csv
Synthetic Dataset,"The dataset represents a study conducted to explore the lifestyle factors influencing happiness among adults. Demographic and lifestyle data were collected through a nationwide survey, with participants representing a diverse range of backgrounds. The subjects' ages were recorded, along with their total annual income. Information regarding lifestyle choices such as smoking, alcohol consumption, and pet ownership was also collected. Additionally, the respondents were asked about their vehicle ownership. Finally, each participant was asked to rate their overall happiness on a scale from 0 to 50, with 50 representing the highest level of happiness. 

- 'age': The age of the respondent.
- 'total_income': The total annual income of the respondent in thousands of dollars.
- 'smoker': A binary variable indicating whether the respondent is a smoker (1) or not (0).
- 'drinks_alcohol': A binary variable indicating whether the respondent regularly consumes alcohol (1) or not (0).
- 'has_pet': A binary variable indicating whether the respondent has any pets (1) or not (0).
- 'owns_vehicle': A binary variable indicating whether the respondent owns a vehicle (1) or not (0).
- 'happiness_score': The respondent's self-reported happiness score, on a scale from 0 to 50.","""Does owning a vehicle influence the overall happiness among adults?""",8.366674159926987,observational,observational_data_9.csv
Synthetic Dataset,"The dataset was compiled from a nationwide survey conducted across the United States. The survey aimed to understand the various factors affecting the living standards of individuals. The data was collected through structured interviews and questionnaires. The age of the respondent is recorded in years. The number of working hours per week of the respondent is also noted. The annual income of the individual is measured in thousands of dollars. Gender is noted with '1' indicating male and '0' indicating female. The education level of the respondent is represented as '1' for having a college degree and '0' for not having a degree. The data also includes information on whether the respondent owns a home or not, with '1' indicating home ownership and '0' indicating otherwise. The living standard score is a composite measure that takes into account different aspects of the respondent's living conditions, including their housing, health, and financial stability.","""Does home ownership improve living standards in the United States?""",6.457189039988279,observational,observational_data_2.csv
Synthetic Dataset,"This dataset was collected from a health study conducted on a diverse group of adults aged between 12 and 49. The study was carried out with the aim of understanding the different factors that influence the stress levels amongst these individuals. Participants were asked to provide their age, income level, as well as whether they smoke and if they follow a vegetarian diet. They were also asked if they practice meditation. Their stress level was measured using a validated stress assessment tool. The age variable corresponds to the age of the participant. The income variable represents the annual income of the participants in thousands of dollars. The smokes variable is a binary variable indicating whether the participant is a smoker (1) or not (0). The vegetarian variable is a binary variable indicating if the participant follows a vegetarian diet (1) or not (0). The meditation practice variable indicates if the participant practices meditation (1) or not (0). The stress level is a continuous variable representing the stress score of the participant.","""Does practicing meditation reduce stress levels for adults?""",1.9545841535925945,observational,observational_data_3.csv
Synthetic Dataset,"The dataset was compiled from a broad health survey carried out across various states in the USA. The survey was aimed at understanding the influence of lifestyle factors on an individual's health. The respondents' ages varied between 11 to 51 years, and their annual incomes ranged from a low of $1,000 to a high of $31,000. The years of education ranged from 2 to 20 years, reflecting the diverse educational background of the respondents. Monthly expenses were also recorded to understand the spending habits of the individuals. Additionally, data on lifestyle habits such as smoking, alcohol consumption, and regular exercise were collected through self-reporting. An individual's health insurance status was noted and each respondent was given a health score based on their overall health condition.

Age: The age of the respondents in years.
Annual Income: The annual income of the respondents in US dollars.
Years of Education: The number of years each respondent spent in formal education.
Monthly Expenses: The average monthly expenses of the respondents in US dollars.
Smoker Status: Whether the respondent is a smoker or not. '1' indicates a smoker, and '0' indicates a non-smoker.
Alcohol Consumption: Whether the respondent consumes alcohol or not. '1' indicates a consumer, and '0' indicates a non-consumer.
Exercise Routine: Whether the respondent exercises regularly or not. '1' indicates a regular exerciser, and '0' indicates a non-regular exerciser.
Health Insurance: Whether the respondent has health insurance or not. '1' indicates insured, and '0' indicates uninsured.
Health Score: A score given to each respondent based on their overall health condition.","""Does having health insurance lead to a better health score among different demographics?""",1.303792393808875,observational,observational_data_1.csv
Synthetic Dataset,"This dataset was collected from a large population-based health screening in a metropolitan city. The data was gathered during routine health exams where subjects voluntarily provided information about their health and lifestyle. The study aimed to understand the factors contributing to heart disease risk. The data includes the age of the subjects, body mass index (BMI), blood pressure, and cholesterol levels. Additional information about the lifestyle habits of the subjects, such as smoking and alcohol consumption, is also included. Finally, information about whether the subject exercised regularly is also part of the data.","""Does regular exercise decrease the risk of heart disease among adults of different age groups?""",3.5744843949446405,observational,observational_data_0.csv
Synthetic Dataset,"This dataset was collected from a nationwide health survey carried out in a populous country. The data was collected through a combination of face-to-face interviews, online surveys, and healthcare records from various hospitals and clinics. The study was motivated by an increasing interest in understanding the health status of the population and the contributing factors. The age column represents the respondents' age in years. The income column is the yearly income of the respondents in thousands. Smoker status is a binary variable indicating whether the respondent is a current smoker or not. Family history is a binary variable indicating whether the respondent has any family history of chronic diseases. Vaccination status indicates whether the respondent has been vaccinated against common diseases. Lastly, the health score is a composite score indicating the overall health status of the respondents, with higher scores indicating better health.","""Does getting vaccinated against common diseases improve the overall health status?""",6.870936932176191,observational,observational_data_4.csv
Synthetic Dataset,"The dataset was gathered through a nation-wide survey aimed at understanding the effects of lifestyle choices and personal habits on overall well-being. The survey was conducted annually for three years, and the participants voluntarily provided information pertaining to their lifestyle, habits, income, and personal satisfaction. The age column indicates the age of the participant. The income column represents the annual income of the participant in thousands of dollars. The education level column indicates the years of education completed by the participant. The hours worked per week column shows the average number of hours worked by the participant in a week. The smoker_status column represents whether the participant is a smoker (1) or not (0). The alcohol consumption column indicates whether the participant regularly consumes alcohol (1) or not (0). The physical activity column shows whether the participant engages in regular physical activity (1) or not (0). The dietary_adherence column indicates the adherence of the participant to a balanced diet (1) or not (0). The life satisfaction column represents the self-reported life satisfaction score of the participant on a scale of 1 to 100, with 100 being the most satisfied.","""Does adhering to a balanced diet have a notable impact on the overall life satisfaction among adults?""",5.884287934440813,observational,observational_data_5.csv
Synthetic Dataset,"The dataset was collected from a survey of young adults aged between 13 and 55 years in a large city. The survey aimed at understanding the impact of access to public libraries on their educational attainment and cognitive development. The age of the respondents was recorded in years. The distance from each respondent's residential address to the nearest public library was measured in kilometers. The number of books read by each respondent in the past year was also recorded. Binary variables were used to capture whether the respondent has a library card, participates in reading programs, and has internet at home.","""Does living closer to a public library lead to higher educational attainment among young adults?""",7.227879569599541,observational,observational_data_7.csv
Synthetic Dataset,"This dataset was collected as part of a health and lifestyle study conducted in the United States. The study was observational in nature and involved a wide range of individuals who volunteered to participate. The participants were interviewed and their information was recorded. The study aimed to understand the correlation between different lifestyle factors and health outcomes, taking into account various potential confounders. Demographic data such as age and income was collected, along with information about the participants' lifestyle such as their smoking habits and exercise routine. Additionally, the use of vitamin supplements was noted. A health score was generated for each participant, based on a comprehensive physical examination and medical history review. 

'age' represents the age of the participant. 'income_thousands' refers to the individual's annual income in thousands of dollars. 'years_of_education' indicates the number of years the participant spent in formal education. 'smoker_status' is a binary variable indicating whether the participant is a smoker (1) or not (0). 'exercise_routine' is a binary variable indicating whether the participant regularly exercises (1) or not (0). 'vitamin_supplement' indicates whether the participant takes vitamin supplements regularly (1) or not (0). 'health_score' is an overall health score generated for each participant based on a comprehensive physical examination and medical history review.","""Does taking vitamin supplements regularly lead to a higher health score?""",1.932955176164378,observational,observational_data_6.csv
Synthetic Dataset,"This dataset was collected from a randomized control trial conducted by a health research institute. The study aimed to assess the effects of a new sleep therapy program on improving the sleep quality of individuals suffering from insomnia. The participants were randomly assorted into two groups: one that underwent the new sleep therapy program and a control group that did not undergo any intervention. The study population was diverse, including individuals of various ages and different levels of physical activity. Lifestyle choices, such as smoking and alcohol intake, were also recorded. The sleep quality of the participants was monitored over several weeks and rated on a scale.

'age' column represents the age of the participants in years.

'physical_activity_hours' column records the average number of hours the participant engages in physical activity per week.

'smoker_status' column indicates whether the participant is a smoker (1) or not (0).

'alcohol_intake' column denotes whether the participant consumes alcohol (1) or not (0).

'therapy_involved' column signifies whether the participant underwent the new sleep therapy program (1) or not (0).

'sleep_quality_score' column contains the sleep quality score of the participants rated on a scale, with higher scores indicating better sleep quality.","""Does undergoing the new sleep therapy program improve the sleep quality of individuals suffering from insomnia?""",8.786058619102619,rct,rct_data_8.csv
Synthetic Dataset,"The dataset was collected as part of a study investigating the impact of financial advice on savings. Participants were randomly selected from various demographic backgrounds and were randomly assigned to either receive financial advice from a professional or not. Data was collected on their age, income, whether they have children, whether they own a pet, and whether they live in a city. The participants' savings at the end of the study period were also recorded. 

'age' is the participant's age in years.
'income' is the participant's annual income in thousands of dollars.
'has_children' indicates whether the participant has children (1 for yes, 0 for no).
'has_pet' indicates whether the participant owns a pet (1 for yes, 0 for no).
'lives_in_city' indicates whether the participant lives in a city (1 for yes, 0 for no).
'received_financial_advice' indicates whether the participant received financial advice from a professional during the study (1 for yes, 0 for no).
'savings' is the amount of money the participant had saved by the end of the study period, in thousands of dollars.","""Did receiving professional financial advice lead to increased savings?""",8.629701286,rct,rct_data_9.csv
Synthetic Dataset,"The dataset was collected during a health study conducted among adults of various age groups and income levels. The aim of the study was to understand the impact of various lifestyle factors on overall health, measured by cholesterol levels. Participants were randomly selected and their age, income, smoking status, alcohol usage, and participation in an exercise program were recorded. Age is recorded in years and income is represented in thousands of dollars. Smoking status is a binary variable, indicating whether the participant is a smoker (1) or not (0). Alcohol usage is also a binary variable, indicating whether the participant uses alcohol (1) or not (0). Participation in the exercise program is indicated with a 1, while non-participation is indicated with a 0. Cholesterol levels are represented in mg/dL.","""Can participating in regular exercise help lower cholesterol levels among adults?""",6.072467523,rct,rct_data_2.csv
Synthetic Dataset,"The dataset was collected from various high schools that agreed to participate in a study to assess the impact of a new teaching method on students' academic performance. The schools represent a diverse range of students in terms of age, gender, and socioeconomic status. The researchers randomly assigned students to either the new teaching method or the traditional teaching method and monitored their academic progress throughout the semester. The 'age' column represents the age of the students. The 'pre_test_score' column indicates the students' score on a standardized test before the start of the experiment. The 'hours_studied' column records the average hours each student studied per week. The 'gender' column indicates whether the student is male (1) or female (0). The 'low_income_status' column indicates whether the student comes from a low-income family (1) or not (0). The 'prior_tutoring' column denotes whether the student received tutoring before the experiment (1) or not (0). The 'end_semester_score' column is the students' score at the end of the semester.","""Does implementing the new teaching method result in improved academic performance for high school students?""",2.5779798542488677,rct,rct_data_3.csv
Synthetic Dataset,"This dataset is a result of a trial conducted to study the impact of a new diet plan on a group of subjects. The trial was conducted over a year, with subjects being randomly assigned to a control group or a treatment group. The subjects in the treatment group were put on the new diet plan, while the control group continues with their usual diet. All subjects were adults aged between 18 and 60 years, and data was collected on their lifestyle factors, including their age, Body Mass Index(BMI), hours spent exercising per week, daily calorie intake, hours of sleep per night, and whether they smoked or consumed alcohol. Additionally, data was also collected about each subject's family history of obesity. After a year, the weight loss experienced by each subject was recorded.

 Age: The age of the participant.
 BMI: The Body Mass Index of the participant.
 Exercise Hours: The average number of hours the participant exercises in a week.
 Calorie Intake: The average daily calorie intake of the participant.
 Sleep Hours: The average number of hours the participant sleeps each night.
 Smoker Status: Indicates whether the participant is a smoker (1) or not (0).
 Alcohol Consumption: Indicates whether the participant consumes alcohol (1) or not (0).
 Family History: Indicates whether there is a family history of obesity (1) or not (0).
 New Diet Plan: Indicates whether the participant was assigned to the new diet plan (1) or not (0).
 Weight Loss: The amount of weight lost by the participant after one year.","""Does following the new diet plan lead to more weight loss among adults?""",5.584149973506322,rct,rct_data_1.csv
