X1,X2,X3,X4,X5,D,Y
4,3,0,0,0,2,60.23164437024749
3,6,1,0,0,1,61.47509020381789
3,5,0,0,0,0,55.55148091760766
4,7,0,1,1,3,62.56826603609814
3,6,1,0,0,3,62.955161476340166
4,5,0,0,1,2,60.60766655572068
5,9,0,0,1,2,63.5757829047835
3,8,0,1,1,2,62.05364692250133
5,4,0,0,1,3,60.1106809462574
4,4,0,0,1,0,54.82607750662117
4,6,0,1,1,1,62.198023671729494
3,3,1,1,0,3,64.23154786158365
3,5,1,0,0,2,60.576944984542415
4,4,0,0,1,0,54.05644974580981
4,4,0,0,1,3,62.743650610004174
4,6,0,0,1,2,61.28163979216542
3,5,1,0,0,0,54.42438182752264
3,6,0,0,0,0,54.31046729554082
4,6,1,1,0,1,61.28419744001079
4,5,1,1,0,0,56.164376042789875
3,7,0,0,1,1,60.70832690085233
4,4,0,0,1,3,61.60435147232992
4,7,0,1,1,1,62.70350929847323
4,4,0,0,0,3,61.375093329342164
4,5,0,0,0,2,58.444542522234755
2,5,0,0,0,3,64.27883284280128
3,7,1,0,0,2,63.16869554334562
3,8,1,1,1,3,63.9634314645586
3,5,1,0,1,0,56.84663189012368
4,8,0,0,1,0,55.726599693276164
4,6,0,0,1,1,60.9035977804705
3,5,0,0,1,0,55.69080346725456
4,3,0,1,1,2,60.98677111758874
4,3,1,1,1,3,63.25219065660168
2,8,0,1,1,0,56.354059836499104
3,4,0,1,1,3,60.7381956172999
4,7,0,0,0,0,55.41707259692374
4,4,1,0,0,2,60.458332138246746
4,7,1,0,0,1,60.49149014649613
3,7,1,0,1,0,55.404390518197474
2,6,0,1,0,1,60.484975556994456
4,4,0,0,0,0,55.36934821962259
3,5,1,1,0,3,62.17230487718862
2,6,0,0,1,2,59.311973620063945
3,6,1,1,0,0,56.407499527755206
4,4,0,1,0,3,61.91066608884828
2,6,0,1,1,2,61.39097604111869
5,8,1,1,0,1,61.76452763374212
3,6,1,0,0,2,60.969793480979845
4,6,0,1,0,1,61.594272658671954
2,5,0,0,0,0,54.31241742086283
3,6,0,0,1,2,60.60078624132596
3,5,0,0,1,0,55.33358308494195
2,6,0,0,0,1,59.31090480484386
4,5,0,1,1,2,61.16611797724177
4,5,0,1,0,1,60.76238544811752
3,6,0,0,1,3,62.8480720529414
5,5,0,1,0,1,63.39519447341366
3,5,0,1,1,0,55.07418556717034
3,5,0,0,1,3,62.5043087718579
4,6,0,0,0,1,60.20668358361338
4,8,1,1,0,3,65.00749385833586
4,6,1,1,0,0,56.51639407289686
3,7,0,0,1,0,56.57207341233568
3,5,0,0,0,0,54.965844031560025
4,6,0,0,0,0,55.06651902729749
4,7,0,1,0,3,65.18025392541936
4,5,0,0,1,0,57.248322372056954
4,5,1,0,0,0,56.17356979662396
2,6,0,1,1,2,61.831672696568276
3,4,0,1,0,1,61.16673204783161
4,9,0,0,0,3,62.90745913804111
4,3,0,0,1,0,55.59918639957885
4,7,0,0,0,2,61.08617720225302
3,5,0,0,1,3,62.92888566215706
3,7,0,0,0,2,62.02072905842282
4,7,0,0,0,3,64.04622554956867
4,7,0,1,0,3,62.310996654466656
3,3,1,1,0,0,53.85421978026859
3,6,0,1,0,2,59.707175688500584
4,5,0,0,0,3,59.24985103349369
4,6,0,0,0,2,59.220254835510126
3,10,1,0,1,2,63.27663706712609
4,6,0,1,0,3,64.06052314645358
4,7,1,0,0,3,65.47015199037568
4,6,0,0,1,0,55.368131745606
4,5,0,1,0,1,61.00322715275128
4,6,0,0,0,1,62.74832976697249
3,4,0,0,0,3,61.30357967972048
4,6,0,1,0,0,57.99125742975303
2,7,1,1,0,2,61.27661630908948
3,5,0,1,0,1,59.19367252805353
4,5,1,0,0,2,61.10679971813069
3,6,0,0,1,0,56.81112334802889
4,5,0,1,0,1,59.927230653159484
4,5,1,1,0,3,63.86270509033775
3,3,1,1,0,1,60.026601362277304
4,6,0,0,0,2,63.27141962627542
5,6,0,0,1,1,62.06031469263243
3,8,1,0,0,2,60.44722632422439
3,5,1,1,0,3,61.24794085691051
3,7,1,1,1,3,63.50068573583122
4,7,0,0,1,3,64.18640744266396
3,6,1,0,0,3,62.14837874377522
3,4,1,1,0,1,59.67284778872654
3,6,0,1,0,3,65.02063202729306
3,6,0,0,1,2,60.96535100346147
2,5,0,0,0,3,61.10352898030784
3,5,0,0,0,2,61.45399740122932
3,5,0,1,0,3,61.67259407906376
5,5,1,0,0,3,63.0670098318527
3,6,1,1,0,3,62.792403404394776
4,6,0,0,1,3,63.72082402950938
3,9,1,1,1,0,57.746684955085655
3,6,0,1,1,0,55.29459931985198
3,5,0,1,1,2,61.39730519802049
4,7,1,0,1,2,61.53850549391295
4,3,0,0,0,2,60.47441185783346
4,4,0,1,0,3,62.31018231594966
4,4,0,1,0,3,61.5378684054872
3,4,0,0,0,0,54.075342267744944
3,3,0,0,1,2,59.72866110260354
5,5,0,0,0,1,60.045889508601554
3,6,0,0,0,2,60.590975690756586
3,3,0,1,1,1,60.878397947743835
3,6,0,1,0,2,59.86356013368613
4,7,1,1,0,2,62.96006118684628
2,7,0,0,1,2,61.707827416660976
3,4,0,1,0,2,61.75566936303691
3,5,1,0,0,1,59.29171661579594
4,7,1,1,0,2,61.26593570037893
3,7,1,1,1,3,65.56342460205688
3,7,0,1,1,1,62.46566608500643
3,4,1,0,0,2,59.192793574863806
3,6,0,1,0,1,61.57394359270161
4,5,1,1,0,2,60.99822214844585
4,7,0,0,1,0,55.326050886761095
3,4,1,1,0,2,61.60195130641216
4,5,0,1,0,1,60.302774298674336
3,5,0,0,1,2,60.24980770639825
4,5,1,1,1,1,61.23737290675174
3,5,0,1,1,1,60.56431386659967
4,4,0,1,0,3,62.35331178004316
4,6,0,1,0,0,57.479198885721296
4,5,1,0,0,2,61.8174156386737
4,4,0,0,0,2,61.88467403616682
3,4,0,0,1,3,61.42831811942801
3,5,0,0,0,1,60.323542148470494
5,4,0,1,1,0,57.33357820504369
2,3,0,0,0,0,54.21398293210079
5,7,1,1,1,1,63.74397152480176
4,5,1,1,1,3,64.0043440193531
5,5,0,1,1,0,56.69044444608352
4,6,0,0,1,3,61.57885452547241
2,6,1,0,1,1,60.170683332947846
4,6,1,0,0,0,55.4792018770909
3,3,1,0,0,2,57.45733539278008
5,5,0,0,0,1,60.00360209916595
4,4,1,1,0,2,61.93642729635295
5,4,0,0,0,2,60.83444577183026
4,5,0,1,1,2,64.78289711398577
3,7,0,0,0,0,56.37508606072837
3,5,0,0,0,1,58.6257129764276
3,6,0,0,0,1,59.3866920916731
3,7,1,0,0,1,59.96502469603236
4,4,0,1,0,1,59.811290625136934
3,7,0,1,0,1,61.77271165510955
4,6,1,0,0,1,60.26482880396704
4,6,1,0,1,1,61.242347488456794
3,6,0,0,0,0,56.095572266404005
3,3,0,0,0,0,54.40448632018131
4,7,1,1,0,0,55.670088391162466
4,6,1,0,1,3,62.778774837603756
5,8,0,1,1,0,58.570248833963134
3,6,0,0,1,3,61.178543240043865
4,3,0,1,0,2,60.9736148735017
4,5,0,1,1,3,64.35891574490799
3,6,0,1,0,3,62.75956983518816
4,6,1,0,1,1,61.800007974130104
3,5,0,1,1,2,60.45247804185076
3,5,0,1,0,2,60.79267385019176
3,7,0,0,0,1,59.27066747053668
3,5,0,0,0,3,61.29019907649264
4,6,1,1,1,0,57.42379886375436
4,7,0,0,0,3,62.8213051778684
3,6,0,0,0,2,61.4744006092116
3,3,0,0,1,1,60.42080530410166
3,5,1,1,0,2,60.742395521066
3,4,0,0,1,0,54.59111544988829
4,4,1,0,0,2,60.3954402487678
5,3,0,1,0,2,62.77987001761584
4,5,0,0,0,1,60.42586880735532
4,7,1,0,1,1,60.446508813061264
4,8,0,0,1,2,64.12063098095082
4,6,1,1,1,0,56.13797941420288
3,7,0,1,1,2,61.71492851922757
4,2,1,0,1,0,55.965518514636166
2,4,1,0,0,0,54.69309604717164
3,4,0,0,0,3,61.280027713259805
3,6,0,0,0,1,59.50194441643118
4,5,1,0,0,2,62.50888036088573
3,5,1,0,1,2,60.7860630356522
3,7,0,1,1,2,62.42163661430687
3,7,1,0,1,2,60.390208341781786
3,3,1,0,1,1,59.664754050755725
3,7,1,0,0,2,62.716660877217954
3,4,1,1,0,3,62.29498605799915
5,6,0,0,1,0,55.49379602090553
3,4,1,1,0,3,63.808500231803414
4,5,1,0,1,1,61.21403227052981
3,6,1,1,0,0,57.81574414993164
5,4,1,1,0,1,61.890548561447034
3,5,1,0,0,0,53.205007040567104
4,5,1,1,0,2,61.739137593675004
4,5,0,1,0,3,62.0183052596736
3,2,0,1,0,1,58.49389912944473
4,7,0,1,0,0,57.13410899891532
3,9,1,0,1,1,62.24530159940871
3,5,1,0,0,2,60.25592741579221
3,3,1,1,0,2,62.488224887257786
5,7,1,0,0,0,56.833637893002766
4,5,0,0,0,1,59.32896128602255
2,5,0,0,1,0,54.802028788905226
5,5,1,1,1,0,56.71805494339196
3,9,1,1,1,3,63.93651951301596
5,5,0,0,1,3,63.00089098442417
4,6,0,1,0,3,63.696521208049646
4,7,0,0,0,3,63.0943051424628
3,4,0,1,1,3,62.29279770438667
4,7,0,0,0,3,63.19653149542453
3,6,0,0,1,2,59.738087076393974
3,5,0,0,1,1,60.07134963676324
4,6,1,1,1,0,57.23720345846509
5,7,0,1,0,0,57.57436119751215
5,5,1,1,0,0,55.85831758252833
4,5,0,0,0,0,55.58454817393065
3,3,0,1,0,3,60.583841363809626
3,4,0,0,1,2,59.060905127077675
5,4,0,1,1,2,61.01526820097912
4,5,0,1,0,1,61.091510801411765
4,6,1,1,0,3,63.24307120690332
3,5,0,0,1,1,58.98750069465913
4,4,0,0,1,3,62.024055975968125
2,7,1,0,0,1,60.494272675353606
3,5,1,0,1,1,59.83435167382467
3,5,0,1,0,0,53.72880751311826
4,7,0,0,0,1,59.81102310989954
3,1,0,0,0,2,59.13053624470829
3,5,1,0,0,0,54.09451545204986
3,5,1,0,0,2,63.12922564449064
3,7,1,0,0,0,57.34518824645208
3,7,0,0,1,3,63.60684083578229
3,8,0,1,0,0,56.835793633180174
4,4,0,1,0,2,61.42121346724219
3,7,1,0,1,2,62.810694969566846
4,7,1,1,0,2,61.26124178251596
2,5,0,0,0,0,53.75534081177326
4,6,1,1,0,2,61.76507539748464
4,7,0,1,0,3,61.877436574871815
4,4,0,1,1,1,61.07642228057902
3,7,0,1,0,1,61.219271966559724
4,5,0,0,1,3,64.746791308861
3,6,1,0,0,3,59.237282226197635
5,6,0,0,0,3,64.54547762504286
4,6,0,0,1,2,62.36268772864325
4,6,1,1,1,0,58.45331459847139
4,5,0,1,0,2,61.86260825243182
4,3,1,0,0,2,61.08691046325624
3,6,1,1,0,2,61.66420986197622
2,3,0,0,0,3,60.98202954938261
3,6,1,0,0,2,58.97695441366693
4,3,0,1,0,2,60.27417744757279
3,5,0,0,0,2,59.815015096193925
4,3,0,0,0,3,60.08828297087155
4,7,0,1,1,3,64.5624449489807
4,6,0,0,0,1,60.452417001314785
3,5,1,0,1,2,60.03418836054025
3,7,1,1,0,1,61.73108002324683
3,4,0,0,0,1,58.66594666837701
3,4,0,1,1,3,63.15632936719101
4,6,1,0,1,2,61.25735049488491
4,10,0,0,1,0,57.375486414366804
3,6,0,1,0,0,54.591926822045494
4,4,0,0,1,0,56.511184377462726
4,3,0,0,1,3,63.57933732722603
5,6,0,0,0,1,60.814683007354
4,9,0,1,1,0,56.380180717952214
3,3,0,0,1,0,55.82437322540814
4,6,0,0,1,2,62.210571177059464
3,6,1,0,1,2,61.98339281204644
4,7,1,0,0,2,62.69559463415166
3,7,0,1,0,1,60.19195528301522
4,6,1,1,0,1,59.886977250306856
4,5,0,0,0,3,61.954703319184944
3,7,0,1,1,2,60.83289342745425
4,7,1,1,1,0,58.456309394791
3,5,1,1,1,2,61.001743307489214
3,3,0,1,0,2,58.79219041386431
4,4,1,0,0,0,54.79475445112325
4,4,1,0,1,0,53.55511422428505
3,5,0,0,1,3,63.2604937272514
4,5,0,0,1,1,61.311242931557885
4,7,0,0,0,2,61.8031069295574
3,5,1,1,0,1,60.5587094198114
3,6,1,0,1,1,61.309433719588625
3,4,0,1,0,1,58.47148443737662
4,4,1,1,1,0,55.7727218052326
4,3,1,0,1,1,60.33284686842764
4,5,0,0,1,1,60.46057784513422
3,8,1,1,0,1,62.029639397306596
4,3,0,0,0,0,54.419754157776545
4,4,0,0,0,3,62.59731542967775
4,7,0,0,1,0,55.632366133546114
4,6,1,1,0,0,57.99290456222846
3,3,1,0,1,0,56.016918933877946
5,7,0,1,0,2,62.35074188267535
3,7,0,0,0,2,60.22413390173797
4,7,1,1,1,0,55.52186877518245
4,4,0,1,1,1,60.50403927453621
3,3,0,1,0,3,62.55195204933409
3,6,0,0,0,0,54.629094660241684
4,5,1,0,0,3,63.65955888661451
3,6,1,0,0,1,61.075020146482395
2,5,1,0,1,2,60.30060957367586
3,5,0,0,0,2,60.43562639391496
5,8,0,1,1,0,57.190940102556254
3,3,0,0,1,0,55.90610698656192
3,3,0,0,1,1,60.177837170632806
3,7,1,1,1,2,65.8958295196989
4,3,0,1,0,1,59.395680219236795
4,6,0,0,1,3,63.923446947922386
4,6,0,0,1,2,61.98991145397454
3,6,1,0,1,2,59.98695500688103
4,4,0,1,0,3,63.11820811978036
4,5,0,1,0,3,63.67664497830296
3,5,1,1,1,1,59.02098718082986
2,7,1,0,1,0,53.71448749833115
3,7,1,0,1,3,64.01571960273115
3,6,0,0,0,2,60.59257519662807
5,7,0,0,1,2,60.840357618499745
2,7,1,0,0,2,61.05350062716503
4,4,0,1,1,0,54.077317790471305
4,6,0,0,1,2,62.076094704276294
4,6,0,1,1,1,63.07542238430252
4,6,0,1,0,1,62.1627238301864
4,6,0,0,1,0,54.92423075786904
3,6,1,0,0,1,63.657462027657665
3,5,0,0,1,3,63.02882400883193
2,4,0,0,0,3,63.29316309415893
3,5,0,1,1,0,55.707119618975916
3,7,0,0,0,0,57.007055766324804
4,4,0,0,0,0,55.81563519365
3,5,0,1,0,1,62.1954823351538
4,7,0,0,0,1,59.63561761143116
3,5,1,0,1,2,61.303575308728384
2,5,1,1,0,0,54.74540378387343
3,7,1,0,1,3,64.66048524965704
3,7,1,0,0,1,62.227906318069934
5,5,0,0,0,3,63.421440156638326
3,5,0,0,1,0,55.40417966551738
3,5,1,0,1,1,60.10046250872581
5,5,0,1,1,1,61.86812216723874
3,6,0,0,0,2,60.343214262413774
3,6,0,0,0,1,60.70536796673957
4,6,0,0,1,1,61.691132569855355
4,6,0,0,0,3,61.84764571215831
2,3,0,1,1,1,58.014266821938534
3,5,0,1,1,3,63.0145101506886
3,4,0,0,1,2,60.06196442281057
4,7,0,1,0,0,54.369217170412455
4,5,1,0,1,2,60.26961819079678
3,4,1,1,0,3,60.68562228736293
3,3,1,0,0,2,60.40411603917036
3,4,1,1,0,3,61.34436358939735
4,7,0,1,1,3,63.26790747925912
3,4,0,0,1,0,57.08540569869731
3,8,0,0,1,0,55.47769841995944
4,7,1,0,1,2,62.759531177596074
4,6,0,0,0,3,63.14772582339495
4,4,0,0,0,0,55.02353290730629
4,4,0,0,0,1,58.369053012768155
5,4,1,0,0,3,62.108614504108154
4,6,1,0,1,0,56.45251867793955
3,6,0,0,0,2,62.389527926804355
3,4,0,0,1,1,59.73164761034458
4,5,1,1,0,0,55.485787997780534
3,7,0,0,1,1,62.2441313410106
3,6,1,0,0,0,54.20691891369787
2,5,0,0,0,0,53.33352682934362
3,5,0,0,1,2,58.4704091861889
3,4,0,1,0,0,54.10739810302889
3,2,0,1,1,2,59.72853753810089
4,7,0,0,0,0,54.573131552498154
4,7,0,0,1,0,58.65961773249317
3,8,0,0,1,1,61.93021443886484
3,7,1,0,0,2,61.75357420385382
5,6,0,0,0,3,63.741280380857106
4,6,1,1,0,2,62.09435628077025
3,7,1,0,0,1,61.072482855688385
3,7,1,0,0,0,56.533959717514385
3,7,0,0,0,2,61.90026597709971
3,7,0,1,1,2,61.64614992902914
4,3,1,0,0,1,60.16736262157995
4,7,1,0,1,3,62.573311497581614
3,5,0,0,1,3,63.137545942777294
2,7,1,0,1,1,61.68960944463086
3,5,0,1,0,1,59.36279695164682
3,7,0,0,0,1,59.05635250392919
4,5,0,0,0,1,59.84881208036187
4,6,0,1,1,3,64.03399910556509
4,5,1,0,0,3,61.34904430914468
4,6,1,0,1,1,62.55262136516163
3,6,0,0,0,1,60.490958268751754
5,4,1,1,1,1,61.67879535238209
5,4,0,0,0,2,59.922493764442684
4,6,0,1,0,2,61.77596053125281
4,8,0,0,0,0,54.888696039207865
5,7,0,0,1,0,58.28221521663652
4,8,1,1,1,0,58.706619378616004
2,7,0,1,1,2,61.74281642261079
2,6,0,0,1,1,58.41346546528003
4,6,0,0,1,3,62.88706023137323
4,6,0,0,1,2,63.07864724731116
4,5,1,0,0,1,59.439180727539686
2,7,0,0,0,1,58.74336996183377
4,7,0,0,0,2,62.45700735675008
4,3,0,1,0,0,53.661342992224874
4,5,0,0,1,1,57.20554965805914
4,3,1,0,0,0,55.173230400966425
3,7,1,0,0,1,62.099741283731575
3,3,0,1,1,0,56.60126688083029
4,4,1,0,0,1,61.01556595982527
3,6,0,1,0,2,62.35304938210027
3,6,0,1,0,3,63.91161147239034
4,6,1,0,0,1,59.628127037880645
3,4,1,0,0,2,58.52563830497693
3,6,0,0,1,3,62.82446355415781
4,6,0,1,1,2,64.08461634720416
5,6,1,0,1,1,60.40933687911493
3,3,0,0,1,3,60.892876910440336
3,5,0,0,0,2,61.866366825974396
3,6,0,1,0,1,60.75662805221314
4,7,1,0,0,3,64.2546929545093
3,7,1,0,0,2,61.43018405241678
3,9,1,0,0,3,63.168168317761875
3,6,0,0,1,1,60.72338343114716
4,5,0,0,0,0,54.03139443241369
4,7,0,1,1,3,65.68641467826862
4,7,1,1,0,0,58.685317933004406
4,6,1,1,0,3,65.543794681024
4,6,0,0,0,1,59.595941426245815
3,6,1,0,0,0,55.518738018170495
4,4,1,0,1,2,61.825751478369455
4,3,0,0,0,3,61.860834786129914
3,4,0,0,0,0,55.597631098136894
4,6,1,1,0,3,64.68675620765416
4,7,1,1,0,2,61.15899285128605
4,5,1,0,1,1,59.69139425078734
3,9,1,1,0,0,56.99072061432972
4,6,1,0,0,2,59.8413028298894
3,6,1,0,1,2,62.92375886804912
5,5,0,0,0,1,60.167150349475335
3,7,0,0,1,1,60.043218694179394
4,3,0,1,1,0,54.23306771450875
3,6,0,1,0,2,62.64367449965426
4,6,1,0,1,0,55.908112014007045
3,6,0,0,1,1,58.97988539901568
3,6,0,0,1,0,55.21467484638416
3,6,0,0,0,0,56.03105937744058
4,7,1,0,0,3,64.4332330143219
3,6,1,0,0,0,54.42807893525752
4,5,1,0,1,3,64.47282953199841
2,6,1,0,1,1,61.16141369452658
3,7,0,0,1,1,60.42650922725076
3,6,0,1,0,2,58.7104797806527
3,8,1,1,0,2,62.822260622318105
4,4,0,0,0,1,59.56357989909972
3,6,0,0,1,3,62.143396126552
3,6,0,0,1,1,60.73824217572955
3,7,0,1,0,0,57.46914216853695
4,5,0,1,0,0,54.955992293306764
4,6,1,0,1,1,63.693408755247454
3,5,0,0,0,3,61.2921047237139
4,6,0,1,1,2,62.57626544627584
3,3,0,0,0,0,53.09407245532841
2,7,1,1,0,2,62.94913660885813
3,4,1,0,0,1,57.40253202025304
4,4,1,1,0,2,61.158872469509554
4,5,1,0,0,1,61.93910554592862
3,4,0,1,0,0,56.36217531933353
4,4,0,0,0,2,60.08448553908819
4,4,0,0,1,1,61.19621770916203
4,5,1,1,0,1,62.02398249938945
4,6,0,0,1,1,61.52464217138507
4,4,0,0,0,2,59.86917446298875
4,4,1,1,1,2,61.39152926315443
3,6,0,1,0,2,60.70564575860959
3,5,0,1,0,1,61.53196883830453
3,4,0,0,0,3,61.260608724833965
3,4,0,1,1,0,56.59732377327707
4,8,1,1,1,0,57.9418111127999
3,6,0,0,1,1,60.54508255171016
3,9,0,1,1,2,63.629443313957246
3,7,0,1,0,3,64.36055780722722
5,5,0,1,1,3,64.04102861836832
3,6,1,0,1,0,55.467771636493524
3,7,1,0,0,2,59.90457178014639
3,8,0,0,0,0,55.4079780883377
3,5,0,0,1,3,61.58512161770838
3,4,1,0,1,2,59.406624211470906
2,6,1,1,0,2,61.60846857389498
4,8,0,0,1,1,61.21671471807181
3,5,0,0,1,1,60.766219044797786
4,5,0,0,0,0,55.6949071216924
4,6,1,0,0,2,62.17944212019634
3,5,1,1,1,0,55.39532459026868
4,8,0,1,1,0,58.617895573034325
3,6,0,0,1,2,61.0645775795822
3,5,0,0,0,0,52.91743491450829
4,8,1,0,1,1,60.99874945863185
4,7,1,1,0,0,57.362505157459935
4,6,1,0,0,1,61.2101668812938
4,5,0,0,0,3,62.138565147848965
3,2,0,0,0,2,60.30920535022007
