store_id,measurement_year,online_platform_usage,annual_sales,store_size,employee_count,average_customer_count,location_city,offers_home_delivery,has_loyalty_program
10,9,0,50.612200054199405,2,11,17,0,0,1
11,0,0,48.80423586040509,3,6,24,0,1,1
11,1,0,48.31485322878834,3,6,24,0,1,1
11,2,0,47.89678672782554,3,6,24,0,1,1
11,3,0,47.18360696178552,3,6,24,0,1,1
11,4,0,50.109483267472136,3,6,24,0,1,1
11,5,0,48.779389325986685,3,6,24,0,1,1
11,6,0,50.975998296888456,3,6,24,0,1,1
11,7,0,50.81602646847155,3,6,24,0,1,1
11,8,0,46.0322670057981,3,6,24,0,1,1
11,9,0,48.31607318120581,3,6,24,0,1,1
12,0,0,53.26012072167457,4,8,22,0,0,0
12,1,0,53.49321893300501,4,8,22,0,0,0
12,2,0,49.49193679975376,4,8,22,0,0,0
12,3,0,51.06647103822263,4,8,22,0,0,0
12,4,0,51.40571594365215,4,8,22,0,0,0
12,5,0,52.071935080021184,4,8,22,0,0,0
12,6,0,52.523895030486194,4,8,22,0,0,0
12,7,0,52.55572535358825,4,8,22,0,0,0
12,8,0,52.32949617590994,4,8,22,0,0,0
12,9,0,53.228596256653496,4,8,22,0,0,0
13,0,0,50.303340416311656,6,11,27,0,1,0
13,1,0,49.86494397252404,6,11,27,0,1,0
13,2,0,48.76518334986003,6,11,27,0,1,0
13,3,0,48.54915288962555,6,11,27,0,1,0
13,4,0,51.536144126612655,6,11,27,0,1,0
13,5,0,51.4251472908357,6,11,27,0,1,0
13,6,0,47.88795342652071,6,11,27,0,1,0
13,7,0,50.513940688909344,6,11,27,0,1,0
13,8,0,47.40263203865,6,11,27,0,1,0
13,9,0,50.43060864302567,6,11,27,0,1,0
14,0,0,50.77225869432728,3,6,22,1,0,0
14,1,0,51.49750509884125,3,6,22,1,0,0
14,2,0,51.837294667078815,3,6,22,1,0,0
14,3,0,52.38125036467234,3,6,22,1,0,0
14,4,0,51.971531485438646,3,6,22,1,0,0
14,5,0,50.984159671324846,3,6,22,1,0,0
14,6,0,51.69830651936806,3,6,22,1,0,0
14,7,0,52.76279355347153,3,6,22,1,0,0
14,8,0,51.33064132488681,3,6,22,1,0,0
14,9,0,52.247038974313554,3,6,22,1,0,0
15,0,0,50.666773833089465,1,5,19,0,0,1
15,1,0,50.43588475079858,1,5,19,0,0,1
15,2,0,51.04830637404872,1,5,19,0,0,1
15,3,0,50.58492842702904,1,5,19,0,0,1
15,4,0,52.333554149318765,1,5,19,0,0,1
15,5,0,52.63842207400993,1,5,19,0,0,1
15,6,0,51.87841025359309,1,5,19,0,0,1
15,7,0,53.47853738855149,1,5,19,0,0,1
15,8,0,51.156092645254,1,5,19,0,0,1
15,9,0,52.18543750807313,1,5,19,0,0,1
16,0,0,51.27436994010807,1,10,24,1,0,0
16,1,0,51.16607935774253,1,10,24,1,0,0
16,2,0,50.91752908137738,1,10,24,1,0,0
16,3,0,51.58454250279354,1,10,24,1,0,0
16,4,0,51.36121329448692,1,10,24,1,0,0
16,5,0,50.46571983656693,1,10,24,1,0,0
16,6,0,50.35298148944454,1,10,24,1,0,0
16,7,0,52.5280652753074,1,10,24,1,0,0
16,8,0,50.74012933768049,1,10,24,1,0,0
16,9,0,51.20324200095563,1,10,24,1,0,0
17,0,0,50.55811303605462,4,11,31,0,1,0
17,1,0,52.91553491242301,4,11,31,0,1,0
17,2,0,50.8600478802278,4,11,31,0,1,0
17,3,0,50.88346709277113,4,11,31,0,1,0
17,4,1,53.92545755322035,4,11,31,0,1,0
17,5,1,54.455983905655,4,11,31,0,1,0
17,6,1,53.83718030326476,4,11,31,0,1,0
17,7,1,54.97506760398407,4,11,31,0,1,0
17,8,1,51.10254185363945,4,11,31,0,1,0
17,9,1,54.52238974741364,4,11,31,0,1,0
18,0,0,50.63752439800498,5,8,27,1,1,0
18,1,0,51.22725976394128,5,8,27,1,1,0
18,2,0,50.359479107284855,5,8,27,1,1,0
18,3,0,51.50846304306157,5,8,27,1,1,0
18,4,0,49.96256155105141,5,8,27,1,1,0
18,5,0,48.28887417390205,5,8,27,1,1,0
18,6,0,49.39543379912538,5,8,27,1,1,0
18,7,0,50.773381494702015,5,8,27,1,1,0
18,8,0,49.12827946342178,5,8,27,1,1,0
18,9,0,50.16001300142924,5,8,27,1,1,0
19,0,0,52.13516279728794,4,10,27,1,1,0
19,1,0,49.65664861253577,4,10,27,1,1,0
19,2,0,48.14115969539986,4,10,27,1,1,0
19,3,1,51.94680044601528,4,10,27,1,1,0
19,4,1,52.79305013924474,4,10,27,1,1,0
19,5,1,53.44324961638312,4,10,27,1,1,0
19,6,1,54.25559264311395,4,10,27,1,1,0
19,7,1,53.43190667754037,4,10,27,1,1,0
19,8,1,52.50499115919786,4,10,27,1,1,0
19,9,1,55.39880709150382,4,10,27,1,1,0
20,0,0,51.42253940148001,4,2,20,0,0,1
20,1,1,54.34900572369971,4,2,20,0,0,1
20,2,1,54.33200160062361,4,2,20,0,0,1
20,3,1,53.78795255707828,4,2,20,0,0,1
20,4,1,53.56300225184057,4,2,20,0,0,1
20,5,1,54.4026791684343,4,2,20,0,0,1
20,6,1,54.06002420650752,4,2,20,0,0,1
20,7,1,55.322899437395066,4,2,20,0,0,1
20,8,1,52.872102215253776,4,2,20,0,0,1
20,9,1,54.26474657919884,4,2,20,0,0,1
21,0,0,48.7871557516148,5,8,26,1,1,0
21,1,0,50.45678685052511,5,8,26,1,1,0
21,2,0,47.83289615832379,5,8,26,1,1,0
21,3,0,49.83773824456387,5,8,26,1,1,0
21,4,0,49.15821348556927,5,8,26,1,1,0
21,5,0,48.22460635481587,5,8,26,1,1,0
21,6,0,49.81265061736551,5,8,26,1,1,0
21,7,0,49.84603696509645,5,8,26,1,1,0
21,8,0,47.72046480761243,5,8,26,1,1,0
21,9,0,47.87952612547584,5,8,26,1,1,0
22,0,0,52.36126781200871,1,3,21,0,0,1
22,1,0,50.69342994067546,1,3,21,0,0,1
22,2,0,49.48645033899344,1,3,21,0,0,1
22,3,0,49.93520373496448,1,3,21,0,0,1
22,4,0,50.55472211267962,1,3,21,0,0,1
22,5,0,48.52317067901857,1,3,21,0,0,1
22,6,0,51.23575419897609,1,3,21,0,0,1
22,7,0,51.93225946533971,1,3,21,0,0,1
22,8,0,47.92254496872755,1,3,21,0,0,1
22,9,0,49.58606533468925,1,3,21,0,0,1
23,0,0,51.67569700187213,5,7,19,1,1,0
23,1,0,51.97734445212497,5,7,19,1,1,0
23,2,0,50.12150721269918,5,7,19,1,1,0
23,3,0,49.85773065998842,5,7,19,1,1,0
23,4,0,52.47174882812755,5,7,19,1,1,0
23,5,0,52.16611266672832,5,7,19,1,1,0
23,6,0,52.194001625991774,5,7,19,1,1,0
23,7,0,52.6873080203143,5,7,19,1,1,0
23,8,0,47.50505470180934,5,7,19,1,1,0
23,9,0,53.88822209943096,5,7,19,1,1,0
24,0,0,50.75030376629172,2,4,25,1,1,0
24,1,0,51.364845019534606,2,4,25,1,1,0
24,2,0,50.034864154951805,2,4,25,1,1,0
24,3,0,52.553583918327504,2,4,25,1,1,0
24,4,0,52.78107365513544,2,4,25,1,1,0
24,5,0,51.54410150055713,2,4,25,1,1,0
24,6,0,52.11136341951704,2,4,25,1,1,0
24,7,1,55.50582917468865,2,4,25,1,1,0
24,8,1,53.08231355199332,2,4,25,1,1,0
24,9,1,54.83666624497732,2,4,25,1,1,0
25,0,0,48.99780916903485,5,4,21,0,1,1
25,1,0,50.28683686092954,5,4,21,0,1,1
25,2,0,50.63616913851653,5,4,21,0,1,1
25,3,0,49.49294997365348,5,4,21,0,1,1
25,4,0,50.01226866586121,5,4,21,0,1,1
25,5,0,50.33379026567835,5,4,21,0,1,1
25,6,1,51.514425004848114,5,4,21,0,1,1
25,7,1,55.32424857255098,5,4,21,0,1,1
25,8,1,50.9022675561852,5,4,21,0,1,1
25,9,1,52.63912111513978,5,4,21,0,1,1
26,0,0,53.03527044730785,5,8,23,1,1,0
26,1,0,51.230926898797726,5,8,23,1,1,0
26,2,0,51.24580110476574,5,8,23,1,1,0
26,3,1,53.14059513666274,5,8,23,1,1,0
26,4,1,54.11774489356765,5,8,23,1,1,0
26,5,1,54.07737179803039,5,8,23,1,1,0
26,6,1,56.32936186842864,5,8,23,1,1,0
26,7,1,55.63423676120508,5,8,23,1,1,0
26,8,1,52.076026696155424,5,8,23,1,1,0
26,9,1,54.26294882894716,5,8,23,1,1,0
27,0,0,51.325728837358966,3,11,23,0,0,0
27,1,0,51.29685760758428,3,11,23,0,0,0
27,2,0,49.18155769342189,3,11,23,0,0,0
27,3,0,50.35425330259224,3,11,23,0,0,0
27,4,0,55.30410766173893,3,11,23,0,0,0
27,5,0,53.33437157485421,3,11,23,0,0,0
27,6,0,54.4913477040361,3,11,23,0,0,0
27,7,1,55.30637191879584,3,11,23,0,0,0
27,8,1,53.59867412714057,3,11,23,0,0,0
27,9,1,55.39262038720796,3,11,23,0,0,0
28,0,0,51.47202318658813,5,7,30,0,1,0
28,1,0,51.88388214472593,5,7,30,0,1,0
28,2,0,48.88468192175319,5,7,30,0,1,0
28,3,1,52.75235122880407,5,7,30,0,1,0
28,4,1,54.335419274401794,5,7,30,0,1,0
28,5,1,54.32133528092022,5,7,30,0,1,0
28,6,1,53.71590617987294,5,7,30,0,1,0
28,7,1,54.75132171830259,5,7,30,0,1,0
28,8,1,51.55983278971609,5,7,30,0,1,0
28,9,1,53.96746609994919,5,7,30,0,1,0
29,0,0,52.98631925426412,3,7,26,1,1,0
29,1,0,50.54975509956634,3,7,26,1,1,0
29,2,0,50.022406074590776,3,7,26,1,1,0
29,3,0,51.70187564284203,3,7,26,1,1,0
29,4,0,53.4257767314818,3,7,26,1,1,0
29,5,0,51.66115509368976,3,7,26,1,1,0
29,6,0,50.985406660423735,3,7,26,1,1,0
29,7,0,51.23432886845932,3,7,26,1,1,0
29,8,0,49.12282832591296,3,7,26,1,1,0
29,9,0,52.867658724148185,3,7,26,1,1,0
30,0,0,51.04644034380346,6,7,22,0,0,0
30,1,0,51.51717889367946,6,7,22,0,0,0
30,2,0,50.93414017273484,6,7,22,0,0,0
30,3,0,51.43842539649518,6,7,22,0,0,0
30,4,0,50.72012359143318,6,7,22,0,0,0
30,5,0,50.21279676400673,6,7,22,0,0,0
30,6,0,49.53400823759837,6,7,22,0,0,0
30,7,0,51.10578190708256,6,7,22,0,0,0
30,8,0,48.95034977889221,6,7,22,0,0,0
30,9,0,52.72683283851505,6,7,22,0,0,0
31,0,0,51.87272057924382,6,12,29,1,0,1
31,1,0,51.09931158318505,6,12,29,1,0,1
31,2,0,48.99209908477182,6,12,29,1,0,1
31,3,0,49.135305034068985,6,12,29,1,0,1
31,4,0,50.38497625753751,6,12,29,1,0,1
31,5,0,50.60179967479973,6,12,29,1,0,1
31,6,0,50.17528058863301,6,12,29,1,0,1
31,7,0,51.40211822638321,6,12,29,1,0,1
31,8,0,50.84831992127528,6,12,29,1,0,1
31,9,0,49.74824283644464,6,12,29,1,0,1
32,0,0,52.984715085390974,3,8,26,0,1,0
32,1,1,56.35587853427727,3,8,26,0,1,0
32,2,1,54.45952521884575,3,8,26,0,1,0
32,3,1,55.3025750082367,3,8,26,0,1,0
32,4,1,56.33290909520285,3,8,26,0,1,0
32,5,1,56.6693169826863,3,8,26,0,1,0
32,6,1,55.061385752001335,3,8,26,0,1,0
32,7,1,56.85876942026044,3,8,26,0,1,0
32,8,1,52.69012069343238,3,8,26,0,1,0
32,9,1,55.36992570570996,3,8,26,0,1,0
33,0,0,50.62558848371409,5,6,24,1,1,1
33,1,0,51.8295245213493,5,6,24,1,1,1
33,2,0,50.00557470112507,5,6,24,1,1,1
33,3,0,50.38660035451799,5,6,24,1,1,1
33,4,0,53.864028049490045,5,6,24,1,1,1
33,5,0,50.39634190653673,5,6,24,1,1,1
33,6,0,51.88080410260308,5,6,24,1,1,1
33,7,0,53.44412008242243,5,6,24,1,1,1
33,8,0,49.15490925253418,5,6,24,1,1,1
33,9,0,52.43840140352823,5,6,24,1,1,1
34,0,0,50.71351627637213,4,8,21,0,1,0
34,1,0,48.80941690225058,4,8,21,0,1,0
34,2,0,49.37114399589245,4,8,21,0,1,0
34,3,0,49.21329372563174,4,8,21,0,1,0
34,4,0,49.36123792761507,4,8,21,0,1,0
34,5,0,51.08406304808905,4,8,21,0,1,0
34,6,0,51.47488482716786,4,8,21,0,1,0
34,7,0,51.66486100608676,4,8,21,0,1,0
34,8,1,52.61492606579076,4,8,21,0,1,0
34,9,1,53.73870581137549,4,8,21,0,1,0
35,0,0,52.31581557841182,2,5,26,0,0,1
35,1,0,52.32952337787882,2,5,26,0,0,1
35,2,0,50.13721000586926,2,5,26,0,0,1
35,3,0,50.40694012376285,2,5,26,0,0,1
35,4,0,52.02004237551983,2,5,26,0,0,1
35,5,0,52.55511215766301,2,5,26,0,0,1
35,6,0,53.26252247496887,2,5,26,0,0,1
35,7,0,51.77831691826252,2,5,26,0,0,1
35,8,0,49.69446508518261,2,5,26,0,0,1
35,9,0,51.46706720497522,2,5,26,0,0,1
36,0,0,48.02419843855407,4,8,32,1,1,1
36,1,0,50.48379900947221,4,8,32,1,1,1
36,2,0,48.29498941662509,4,8,32,1,1,1
36,3,0,47.059650387451015,4,8,32,1,1,1
36,4,0,51.1918076566813,4,8,32,1,1,1
36,5,0,48.08329442082372,4,8,32,1,1,1
36,6,0,50.01181575641297,4,8,32,1,1,1
36,7,0,51.74932338317038,4,8,32,1,1,1
36,8,0,46.89173947154195,4,8,32,1,1,1
36,9,0,48.63494247601759,4,8,32,1,1,1
37,0,0,51.72737749446272,4,10,29,0,1,1
37,1,0,51.65676448907924,4,10,29,0,1,1
37,2,1,53.30608064870647,4,10,29,0,1,1
37,3,1,53.40681046971772,4,10,29,0,1,1
37,4,1,53.0155124468992,4,10,29,0,1,1
37,5,1,53.57173378717777,4,10,29,0,1,1
37,6,1,52.81787808416114,4,10,29,0,1,1
37,7,1,55.867842887265134,4,10,29,0,1,1
37,8,1,50.61768811690102,4,10,29,0,1,1
37,9,1,53.729808732827976,4,10,29,0,1,1
38,0,0,49.878940344378265,5,13,24,1,0,1
38,1,0,51.72551275820498,5,13,24,1,0,1
38,2,0,51.70708032082797,5,13,24,1,0,1
38,3,0,50.58317338544944,5,13,24,1,0,1
38,4,0,51.12845296698446,5,13,24,1,0,1
38,5,0,51.041529412656885,5,13,24,1,0,1
38,6,0,51.46905371684427,5,13,24,1,0,1
38,7,0,53.111493629328336,5,13,24,1,0,1
38,8,0,47.395769401118926,5,13,24,1,0,1
38,9,0,51.22730937297392,5,13,24,1,0,1
39,0,0,49.968666488225125,5,7,28,1,0,1
39,1,0,46.89046976795284,5,7,28,1,0,1
39,2,0,45.75471842680466,5,7,28,1,0,1
39,3,0,46.525480096043296,5,7,28,1,0,1
39,4,0,48.75880289287579,5,7,28,1,0,1
39,5,0,50.598138407975696,5,7,28,1,0,1
39,6,0,49.9171125266151,5,7,28,1,0,1
39,7,0,50.51697282943847,5,7,28,1,0,1
39,8,0,45.36508418823757,5,7,28,1,0,1
39,9,0,48.45747592054633,5,7,28,1,0,1
40,0,0,50.01199488745783,6,6,27,1,0,1
40,1,0,49.57289616345329,6,6,27,1,0,1
40,2,0,50.04986827593687,6,6,27,1,0,1
40,3,0,50.327633248151855,6,6,27,1,0,1
40,4,0,50.086794934982606,6,6,27,1,0,1
40,5,0,51.89169446229125,6,6,27,1,0,1
40,6,0,48.62889432997655,6,6,27,1,0,1
40,7,0,51.496619884860586,6,6,27,1,0,1
40,8,0,48.46522346829811,6,6,27,1,0,1
40,9,0,50.13756142041117,6,6,27,1,0,1
41,0,0,51.08125411982296,1,11,28,1,1,1
41,1,0,49.59026756928522,1,11,28,1,1,1
41,2,0,50.25754021104518,1,11,28,1,1,1
41,3,0,50.12334920036479,1,11,28,1,1,1
41,4,0,51.13479823533776,1,11,28,1,1,1
41,5,0,52.09613033289253,1,11,28,1,1,1
41,6,0,49.304582139787264,1,11,28,1,1,1
41,7,1,53.99464883986107,1,11,28,1,1,1
41,8,1,51.13159078857961,1,11,28,1,1,1
41,9,1,53.55031123658283,1,11,28,1,1,1
42,0,0,50.98232027822015,3,7,21,1,1,1
42,1,1,52.99736385506563,3,7,21,1,1,1
42,2,1,50.86466649077166,3,7,21,1,1,1
42,3,1,52.23313091766817,3,7,21,1,1,1
42,4,1,55.15740775066265,3,7,21,1,1,1
42,5,1,52.978440230394256,3,7,21,1,1,1
42,6,1,52.38088584807655,3,7,21,1,1,1
42,7,1,53.24571710720551,3,7,21,1,1,1
42,8,1,51.57376624329097,3,7,21,1,1,1
42,9,1,52.53203993394862,3,7,21,1,1,1
43,0,0,50.50830795766337,3,9,24,0,1,0
43,1,0,50.03098772514132,3,9,24,0,1,0
43,2,0,48.24798815743012,3,9,24,0,1,0
43,3,0,50.47235637708872,3,9,24,0,1,0
43,4,0,50.672021402840606,3,9,24,0,1,0
43,5,0,49.97813257506347,3,9,24,0,1,0
43,6,0,50.67416940980871,3,9,24,0,1,0
43,7,1,54.84122568668048,3,9,24,0,1,0
43,8,1,52.346975097381325,3,9,24,0,1,0
43,9,1,53.02032246584024,3,9,24,0,1,0
44,0,0,50.63915136424083,5,13,25,0,0,0
44,1,0,49.90716730992944,5,13,25,0,0,0
44,2,0,49.263990358141776,5,13,25,0,0,0
44,3,0,48.74821145256866,5,13,25,0,0,0
44,4,0,51.02272528103859,5,13,25,0,0,0
44,5,0,52.87116048843804,5,13,25,0,0,0
44,6,0,52.11983252936105,5,13,25,0,0,0
44,7,0,50.75894536941267,5,13,25,0,0,0
44,8,0,49.78814164706788,5,13,25,0,0,0
44,9,0,49.558420435506086,5,13,25,0,0,0
45,0,0,48.98721381598506,3,11,24,1,0,0
45,1,0,49.33583749732013,3,11,24,1,0,0
45,2,0,47.72648952495707,3,11,24,1,0,0
45,3,0,46.559367871847904,3,11,24,1,0,0
45,4,0,49.39347513299297,3,11,24,1,0,0
45,5,0,50.19542725630377,3,11,24,1,0,0
45,6,0,48.3630830271855,3,11,24,1,0,0
45,7,0,48.90142594083239,3,11,24,1,0,0
45,8,0,47.61386153552806,3,11,24,1,0,0
45,9,0,48.68159511922655,3,11,24,1,0,0
46,0,0,53.882050461858825,0,6,24,1,0,1
46,1,0,51.26648902685196,0,6,24,1,0,1
46,2,0,50.222379797180906,0,6,24,1,0,1
46,3,0,51.16309557496303,0,6,24,1,0,1
46,4,0,51.24919850189563,0,6,24,1,0,1
46,5,0,51.76765331576559,0,6,24,1,0,1
46,6,0,51.582195492143406,0,6,24,1,0,1
46,7,0,54.02006909651957,0,6,24,1,0,1
46,8,0,49.29547949378122,0,6,24,1,0,1
46,9,0,52.54379406286699,0,6,24,1,0,1
47,0,0,51.50494581761416,4,7,25,0,1,1
47,1,0,53.304745404731584,4,7,25,0,1,1
47,2,0,50.50539419640206,4,7,25,0,1,1
47,3,0,49.49913460550329,4,7,25,0,1,1
47,4,0,51.36779393505624,4,7,25,0,1,1
47,5,0,50.85799337475493,4,7,25,0,1,1
47,6,1,55.05892659599861,4,7,25,0,1,1
47,7,1,54.857633017223336,4,7,25,0,1,1
47,8,1,54.33103167268679,4,7,25,0,1,1
47,9,1,55.69322831071954,4,7,25,0,1,1
48,0,0,51.00865217768182,2,11,18,0,0,0
48,1,0,50.856579264240935,2,11,18,0,0,0
48,2,0,49.86849180048371,2,11,18,0,0,0
48,3,0,50.22351341463846,2,11,18,0,0,0
48,4,1,54.26532746891069,2,11,18,0,0,0
48,5,1,55.19559510693949,2,11,18,0,0,0
48,6,1,55.63391002396541,2,11,18,0,0,0
48,7,1,55.342979768820776,2,11,18,0,0,0
48,8,1,51.49531017649357,2,11,18,0,0,0
48,9,1,52.9881193736155,2,11,18,0,0,0
49,0,0,51.60500186175653,3,8,21,0,1,1
49,1,0,51.82183184643602,3,8,21,0,1,1
49,2,0,50.228151680916845,3,8,21,0,1,1
49,3,0,51.87219295515561,3,8,21,0,1,1
49,4,0,50.23000745203632,3,8,21,0,1,1
49,5,0,53.22626959926917,3,8,21,0,1,1
49,6,0,50.59437655860293,3,8,21,0,1,1
49,7,0,51.42647235421821,3,8,21,0,1,1
49,8,0,48.38424000335319,3,8,21,0,1,1
49,9,0,52.55217702537671,3,8,21,0,1,1
50,0,0,47.85888011825086,1,8,31,1,1,1
50,1,0,48.2790893833821,1,8,31,1,1,1
50,2,0,46.81723520470947,1,8,31,1,1,1
50,3,0,47.16899697947592,1,8,31,1,1,1
50,4,0,50.78851345293171,1,8,31,1,1,1
50,5,0,49.24926741232129,1,8,31,1,1,1
50,6,0,49.858765240731486,1,8,31,1,1,1
50,7,0,49.38989630613739,1,8,31,1,1,1
50,8,0,47.55326288062073,1,8,31,1,1,1
50,9,0,48.22683455237802,1,8,31,1,1,1
51,0,0,52.03900946711186,5,7,26,1,1,0
51,1,0,51.58448024558405,5,7,26,1,1,0
51,2,0,49.85202748947174,5,7,26,1,1,0
51,3,0,48.091472956436526,5,7,26,1,1,0
51,4,0,50.39740496999693,5,7,26,1,1,0
51,5,0,49.63197008390864,5,7,26,1,1,0
51,6,0,50.833163531727536,5,7,26,1,1,0
51,7,0,52.40656642439257,5,7,26,1,1,0
51,8,0,47.1573502696306,5,7,26,1,1,0
51,9,0,52.31272179587164,5,7,26,1,1,0
52,0,0,50.18435580308651,2,11,26,0,1,0
52,1,0,51.96505548068664,2,11,26,0,1,0
52,2,0,50.52953801647369,2,11,26,0,1,0
52,3,0,49.46265815813385,2,11,26,0,1,0
52,4,0,52.520928702621575,2,11,26,0,1,0
52,5,0,50.91455935506147,2,11,26,0,1,0
52,6,0,49.241917484272506,2,11,26,0,1,0
52,7,0,50.21760019580084,2,11,26,0,1,0
52,8,0,46.69761730428822,2,11,26,0,1,0
52,9,1,53.36112169084244,2,11,26,0,1,0
53,0,0,52.349385576574,5,7,17,1,1,1
53,1,0,52.46554131143342,5,7,17,1,1,1
53,2,0,51.47093316570855,5,7,17,1,1,1
53,3,0,51.24257360395081,5,7,17,1,1,1
53,4,0,51.872504009561375,5,7,17,1,1,1
53,5,0,53.05996894597462,5,7,17,1,1,1
53,6,0,48.92525839413533,5,7,17,1,1,1
53,7,0,50.54215487559357,5,7,17,1,1,1
53,8,0,47.78610857885803,5,7,17,1,1,1
53,9,0,51.98462420156656,5,7,17,1,1,1
54,0,0,51.74505155154476,5,7,20,0,1,1
54,1,0,52.37558910918818,5,7,20,0,1,1
54,2,0,50.87214342280416,5,7,20,0,1,1
