region_id,year,policy_effect,average_distance_driven,average_income,average_age,average_gasoline_price,policy_in_effect,percentage_EV_ownership,average_distance_driven_before_policy
11,1,0,61.09707078673992,4,12,25,0,0,1
11,2,0,62.96722295227213,4,12,25,0,0,1
11,3,0,62.93353887992546,4,12,25,0,0,1
11,4,0,61.37297350336398,4,12,25,0,0,1
11,5,0,60.65744211489779,4,12,25,0,0,1
11,6,0,60.76430061889175,4,12,25,0,0,1
11,7,0,61.74233189188234,4,12,25,0,0,1
11,8,0,61.21739514150882,4,12,25,0,0,1
11,9,0,60.86490009399955,4,12,25,0,0,1
12,0,0,62.68778436227496,4,9,25,1,0,1
12,1,0,62.428602470885146,4,9,25,1,0,1
12,2,0,63.45561346872838,4,9,25,1,0,1
12,3,1,72.66316061955858,4,9,25,1,0,1
12,4,1,72.27590631233727,4,9,25,1,0,1
12,5,1,69.75848100930207,4,9,25,1,0,1
12,6,1,69.79131686375408,4,9,25,1,0,1
12,7,1,72.45095548718669,4,9,25,1,0,1
12,8,1,69.87238461711257,4,9,25,1,0,1
12,9,1,70.6951227747534,4,9,25,1,0,1
13,0,0,58.32550387506131,3,7,23,1,0,1
13,1,0,60.85332821633644,3,7,23,1,0,1
13,2,0,61.96324256456047,3,7,23,1,0,1
13,3,0,62.186149070361225,3,7,23,1,0,1
13,4,0,60.73852932775601,3,7,23,1,0,1
13,5,0,60.292826329065726,3,7,23,1,0,1
13,6,0,57.79178823934863,3,7,23,1,0,1
13,7,0,62.28769536366255,3,7,23,1,0,1
13,8,0,60.33886010743349,3,7,23,1,0,1
13,9,0,63.68262445036068,3,7,23,1,0,1
14,0,0,59.94105550423192,1,12,17,0,0,1
14,1,0,57.71626557543175,1,12,17,0,0,1
14,2,0,60.61032742852583,1,12,17,0,0,1
14,3,0,62.94321559047743,1,12,17,0,0,1
14,4,0,63.251106492759845,1,12,17,0,0,1
14,5,0,57.96619945405649,1,12,17,0,0,1
14,6,0,59.59171535084692,1,12,17,0,0,1
14,7,0,63.28462940334633,1,12,17,0,0,1
14,8,0,59.35835033650347,1,12,17,0,0,1
14,9,0,59.390756837057886,1,12,17,0,0,1
15,0,0,64.98515775679164,5,10,30,0,0,0
15,1,1,70.32346956914458,5,10,30,0,0,0
15,2,1,74.34782758739318,5,10,30,0,0,0
15,3,1,75.07845329476343,5,10,30,0,0,0
15,4,1,71.67040782259822,5,10,30,0,0,0
15,5,1,71.63711627425333,5,10,30,0,0,0
15,6,1,71.32843622639218,5,10,30,0,0,0
15,7,1,72.11259052904472,5,10,30,0,0,0
15,8,1,70.83791261978303,5,10,30,0,0,0
15,9,1,72.69869867283089,5,10,30,0,0,0
16,0,0,62.41426248458209,4,12,26,1,0,0
16,1,0,62.14073944036474,4,12,26,1,0,0
16,2,0,62.835625052290055,4,12,26,1,0,0
16,3,0,63.5080515088795,4,12,26,1,0,0
16,4,1,70.76263658565048,4,12,26,1,0,0
16,5,1,70.62954299466513,4,12,26,1,0,0
16,6,1,67.78944035978918,4,12,26,1,0,0
16,7,1,71.80226294628667,4,12,26,1,0,0
16,8,1,70.00088906779057,4,12,26,1,0,0
16,9,1,71.07676434795324,4,12,26,1,0,0
17,0,0,63.90819963410698,4,7,25,0,1,1
17,1,0,62.0848269525342,4,7,25,0,1,1
17,2,0,64.13350963411713,4,7,25,0,1,1
17,3,0,65.7444550530511,4,7,25,0,1,1
17,4,0,64.95166955455537,4,7,25,0,1,1
17,5,0,64.4930154082364,4,7,25,0,1,1
17,6,0,63.09195662324166,4,7,25,0,1,1
17,7,0,65.14237716870595,4,7,25,0,1,1
17,8,0,63.42195100471727,4,7,25,0,1,1
17,9,0,65.272343570734,4,7,25,0,1,1
18,0,0,62.74925886921436,4,10,27,1,1,0
18,1,0,61.6148545870754,4,10,27,1,1,0
18,2,0,63.19679462551663,4,10,27,1,1,0
18,3,1,71.1319357264312,4,10,27,1,1,0
18,4,1,71.56809455636213,4,10,27,1,1,0
18,5,1,70.80333157745933,4,10,27,1,1,0
18,6,1,70.0228354715146,4,10,27,1,1,0
18,7,1,71.77500098921531,4,10,27,1,1,0
18,8,1,71.96633127481263,4,10,27,1,1,0
18,9,1,71.46943800743921,4,10,27,1,1,0
19,0,0,64.95231087364267,6,9,31,1,1,1
19,1,0,62.22595725155498,6,9,31,1,1,1
19,2,0,64.07356770200839,6,9,31,1,1,1
19,3,0,64.91180183997533,6,9,31,1,1,1
19,4,0,65.74569952453695,6,9,31,1,1,1
19,5,0,64.85754938635743,6,9,31,1,1,1
19,6,0,63.314878447309056,6,9,31,1,1,1
19,7,0,65.24359941593325,6,9,31,1,1,1
19,8,0,65.15249205128136,6,9,31,1,1,1
19,9,0,63.9083627747431,6,9,31,1,1,1
20,0,0,67.56758913040669,0,8,31,0,0,1
20,1,0,65.86404502957869,0,8,31,0,0,1
20,2,0,67.63980336282539,0,8,31,0,0,1
20,3,1,76.34846648000101,0,8,31,0,0,1
20,4,1,75.35572953460037,0,8,31,0,0,1
20,5,1,75.26098391125862,0,8,31,0,0,1
20,6,1,73.35486875695182,0,8,31,0,0,1
20,7,1,75.32451615178336,0,8,31,0,0,1
20,8,1,74.21720625072511,0,8,31,0,0,1
20,9,1,75.48203429965442,0,8,31,0,0,1
21,0,0,63.92794340802086,4,8,32,1,0,0
21,1,0,61.90144598028692,4,8,32,1,0,0
21,2,0,63.61963181526774,4,8,32,1,0,0
21,3,0,66.73277568064698,4,8,32,1,0,0
21,4,0,64.13160354329072,4,8,32,1,0,0
21,5,0,62.0727483276137,4,8,32,1,0,0
21,6,0,61.3551671035878,4,8,32,1,0,0
21,7,0,62.96987073948775,4,8,32,1,0,0
21,8,1,73.00912510465666,4,8,32,1,0,0
21,9,1,72.3580388384871,4,8,32,1,0,0
22,0,0,63.00946556959486,3,6,26,1,1,1
22,1,0,60.07341500015553,3,6,26,1,1,1
22,2,0,64.90696487413376,3,6,26,1,1,1
22,3,0,64.0898704003269,3,6,26,1,1,1
22,4,0,65.07123279275147,3,6,26,1,1,1
22,5,0,61.2927362135562,3,6,26,1,1,1
22,6,0,61.8901731171028,3,6,26,1,1,1
22,7,0,64.78033192310525,3,6,26,1,1,1
22,8,0,64.25577733774503,3,6,26,1,1,1
22,9,0,61.60805115819369,3,6,26,1,1,1
23,0,0,61.11702605323648,5,3,23,1,0,0
23,1,0,59.83705743018019,5,3,23,1,0,0
23,2,0,62.184673897340645,5,3,23,1,0,0
23,3,0,64.29907119673464,5,3,23,1,0,0
23,4,0,62.88968678346036,5,3,23,1,0,0
23,5,0,60.8771026564866,5,3,23,1,0,0
23,6,0,61.19579603749999,5,3,23,1,0,0
23,7,1,71.27565482789768,5,3,23,1,0,0
23,8,1,69.98924212635035,5,3,23,1,0,0
23,9,1,69.42603918593338,5,3,23,1,0,0
24,0,0,62.03840537101743,3,8,29,0,1,1
24,1,0,63.39909997722323,3,8,29,0,1,1
24,2,0,61.96447785518266,3,8,29,0,1,1
24,3,0,63.35026501869778,3,8,29,0,1,1
24,4,0,63.51355802137511,3,8,29,0,1,1
24,5,0,62.60922310126663,3,8,29,0,1,1
24,6,0,60.923730641205225,3,8,29,0,1,1
24,7,0,63.80305209862809,3,8,29,0,1,1
24,8,0,60.64924632777981,3,8,29,0,1,1
24,9,0,64.8877415680057,3,8,29,0,1,1
25,0,0,59.53165329632301,4,9,24,1,0,0
25,1,0,60.09796304733048,4,9,24,1,0,0
25,2,0,62.530236014657234,4,9,24,1,0,0
25,3,0,63.59930173706879,4,9,24,1,0,0
25,4,0,63.52243162595038,4,9,24,1,0,0
25,5,0,59.593825720344,4,9,24,1,0,0
25,6,0,60.0212956659128,4,9,24,1,0,0
25,7,0,63.18223280273666,4,9,24,1,0,0
25,8,0,61.71064774971303,4,9,24,1,0,0
25,9,0,61.766283819445285,4,9,24,1,0,0
26,0,0,64.07488518998397,2,10,30,0,1,0
26,1,0,62.86284808119806,2,10,30,0,1,0
26,2,0,64.71239648219253,2,10,30,0,1,0
26,3,0,66.92252061335823,2,10,30,0,1,0
26,4,0,64.33763071137895,2,10,30,0,1,0
26,5,0,62.9281129874083,2,10,30,0,1,0
26,6,0,61.76647575328778,2,10,30,0,1,0
26,7,0,66.2682845643722,2,10,30,0,1,0
26,8,0,65.21649455711959,2,10,30,0,1,0
26,9,0,65.406274052893,2,10,30,0,1,0
27,0,0,62.12032909118252,1,7,24,1,0,1
27,1,0,60.30764850747765,1,7,24,1,0,1
27,2,0,62.979480774097055,1,7,24,1,0,1
27,3,0,61.41226823246051,1,7,24,1,0,1
27,4,0,61.95459952911026,1,7,24,1,0,1
27,5,1,68.29860461627688,1,7,24,1,0,1
27,6,1,65.84454920408469,1,7,24,1,0,1
27,7,1,70.85094912112467,1,7,24,1,0,1
27,8,1,69.38591134382877,1,7,24,1,0,1
27,9,1,70.03511137737142,1,7,24,1,0,1
28,0,0,64.11655128747016,4,8,33,1,1,1
28,1,0,64.95026980435746,4,8,33,1,1,1
28,2,0,64.70466222185479,4,8,33,1,1,1
28,3,0,67.32743526126912,4,8,33,1,1,1
28,4,0,67.32179451697102,4,8,33,1,1,1
28,5,0,64.89121623961805,4,8,33,1,1,1
28,6,0,62.35618496219826,4,8,33,1,1,1
28,7,0,66.71427837945146,4,8,33,1,1,1
28,8,0,64.56192198856746,4,8,33,1,1,1
28,9,0,65.29531309277843,4,8,33,1,1,1
29,0,0,62.98064939100482,3,10,22,1,1,1
29,1,0,62.69438998020787,3,10,22,1,1,1
29,2,0,64.88852250847378,3,10,22,1,1,1
29,3,0,62.54495968638042,3,10,22,1,1,1
29,4,1,72.31717937191176,3,10,22,1,1,1
29,5,1,69.91243426355955,3,10,22,1,1,1
29,6,1,69.3153014363819,3,10,22,1,1,1
29,7,1,73.57597716339843,3,10,22,1,1,1
29,8,1,71.06504073978503,3,10,22,1,1,1
29,9,1,72.66836911923308,3,10,22,1,1,1
30,0,0,64.02809742523148,3,9,27,1,1,1
30,1,0,62.69698409790741,3,9,27,1,1,1
30,2,0,64.7727198999671,3,9,27,1,1,1
30,3,0,64.47437925440082,3,9,27,1,1,1
30,4,0,66.24998901407206,3,9,27,1,1,1
30,5,0,63.57977435709248,3,9,27,1,1,1
30,6,0,62.41232573748471,3,9,27,1,1,1
30,7,0,63.34199063254866,3,9,27,1,1,1
30,8,0,62.05433760904506,3,9,27,1,1,1
30,9,0,65.05145188276038,3,9,27,1,1,1
31,0,0,63.744467471093714,5,10,27,1,1,0
31,1,0,62.16202897594115,5,10,27,1,1,0
31,2,0,64.87893164027015,5,10,27,1,1,0
31,3,0,64.60751560402524,5,10,27,1,1,0
31,4,0,65.41865331604737,5,10,27,1,1,0
31,5,1,70.89680854877425,5,10,27,1,1,0
31,6,1,69.00726635405549,5,10,27,1,1,0
31,7,1,73.7791466782793,5,10,27,1,1,0
31,8,1,71.74731967586646,5,10,27,1,1,0
31,9,1,71.93119845204515,5,10,27,1,1,0
32,0,0,65.06053775412697,2,6,24,0,0,0
32,1,0,62.36640180897919,2,6,24,0,0,0
32,2,0,64.29290989379294,2,6,24,0,0,0
32,3,0,65.70704052416795,2,6,24,0,0,0
32,4,0,65.6073969941758,2,6,24,0,0,0
32,5,0,65.3395043052564,2,6,24,0,0,0
32,6,0,63.37587182706177,2,6,24,0,0,0
32,7,1,71.42668322297769,2,6,24,0,0,0
32,8,1,71.88273761077528,2,6,24,0,0,0
32,9,1,72.1920352713439,2,6,24,0,0,0
33,0,0,61.36587849237202,4,7,26,1,1,1
33,1,0,60.2427132455113,4,7,26,1,1,1
33,2,0,60.84187390902169,4,7,26,1,1,1
33,3,0,64.40341792706916,4,7,26,1,1,1
33,4,0,62.68306641879143,4,7,26,1,1,1
33,5,0,61.54371770659922,4,7,26,1,1,1
33,6,0,60.45381286362524,4,7,26,1,1,1
33,7,0,63.56302263699928,4,7,26,1,1,1
33,8,1,70.00991493822319,4,7,26,1,1,1
33,9,1,70.4664411638389,4,7,26,1,1,1
34,0,0,60.46750503181277,5,14,20,0,0,1
34,1,0,57.58946334114756,5,14,20,0,0,1
34,2,0,59.91898087741097,5,14,20,0,0,1
34,3,1,71.30547303640662,5,14,20,0,0,1
34,4,1,68.58480345162278,5,14,20,0,0,1
34,5,1,68.33568027907369,5,14,20,0,0,1
34,6,1,66.78470352728455,5,14,20,0,0,1
34,7,1,70.72105715945573,5,14,20,0,0,1
34,8,1,68.09498057657292,5,14,20,0,0,1
34,9,1,70.07906783775684,5,14,20,0,0,1
35,0,0,62.17307497522605,5,9,22,0,1,0
35,1,0,60.76418439704997,5,9,22,0,1,0
35,2,0,62.21449309064263,5,9,22,0,1,0
35,3,0,64.24388593355818,5,9,22,0,1,0
35,4,0,64.00107001314812,5,9,22,0,1,0
35,5,1,67.6688398621139,5,9,22,0,1,0
35,6,1,70.88983326772755,5,9,22,0,1,0
35,7,1,72.47574773092711,5,9,22,0,1,0
35,8,1,68.27921308766199,5,9,22,0,1,0
35,9,1,68.75507539049731,5,9,22,0,1,0
36,0,0,61.335176580230055,1,10,28,0,1,1
36,1,0,60.2470494410142,1,10,28,0,1,1
36,2,0,61.430638884150966,1,10,28,0,1,1
36,3,0,65.67951324468577,1,10,28,0,1,1
36,4,0,61.51420818906806,1,10,28,0,1,1
36,5,0,61.25626256529935,1,10,28,0,1,1
36,6,0,61.50071209302657,1,10,28,0,1,1
36,7,0,62.13343103854584,1,10,28,0,1,1
36,8,0,59.77334424492764,1,10,28,0,1,1
36,9,0,61.19996675240572,1,10,28,0,1,1
37,0,0,60.67589058045591,3,7,23,0,0,0
37,1,0,59.213649745457154,3,7,23,0,0,0
37,2,1,71.69583921227793,3,7,23,0,0,0
37,3,1,74.01108328461373,3,7,23,0,0,0
37,4,1,71.32360705881801,3,7,23,0,0,0
37,5,1,68.68480600970803,3,7,23,0,0,0
37,6,1,67.8560938847859,3,7,23,0,0,0
37,7,1,72.74767970683297,3,7,23,0,0,0
37,8,1,69.55125846744856,3,7,23,0,0,0
37,9,1,70.43210177363608,3,7,23,0,0,0
38,0,0,61.40520394972255,2,11,27,0,1,0
38,1,0,61.168914850190674,2,11,27,0,1,0
38,2,0,63.0577920979148,2,11,27,0,1,0
38,3,0,64.34938358595564,2,11,27,0,1,0
38,4,0,62.82748127727877,2,11,27,0,1,0
38,5,0,61.75917053170015,2,11,27,0,1,0
38,6,0,61.72510883050394,2,11,27,0,1,0
38,7,0,64.48878375477061,2,11,27,0,1,0
38,8,0,62.69837381811097,2,11,27,0,1,0
38,9,0,63.0042680115824,2,11,27,0,1,0
39,0,0,62.23601194794567,3,7,23,1,0,0
39,1,0,61.42200850122258,3,7,23,1,0,0
39,2,0,62.95505290963433,3,7,23,1,0,0
39,3,0,64.86569306758956,3,7,23,1,0,0
39,4,0,61.27599462912578,3,7,23,1,0,0
39,5,0,60.60722195581177,3,7,23,1,0,0
39,6,1,67.86385973308023,3,7,23,1,0,0
39,7,1,71.93693744277961,3,7,23,1,0,0
39,8,1,69.14127991956157,3,7,23,1,0,0
39,9,1,71.3010340973928,3,7,23,1,0,0
40,0,0,64.93841697087036,1,10,33,0,0,1
40,1,0,61.88860541844366,1,10,33,0,0,1
40,2,0,63.86919020349221,1,10,33,0,0,1
40,3,0,67.81670132530826,1,10,33,0,0,1
40,4,0,65.2966121897591,1,10,33,0,0,1
40,5,0,63.34924940707475,1,10,33,0,0,1
40,6,0,61.97711984100836,1,10,33,0,0,1
40,7,0,63.78330170119552,1,10,33,0,0,1
40,8,0,65.38414002827516,1,10,33,0,0,1
40,9,0,62.29853887828709,1,10,33,0,0,1
41,0,0,63.44296558303113,3,7,21,1,1,0
41,1,0,62.19938960140643,3,7,21,1,1,0
41,2,0,63.95410625152107,3,7,21,1,1,0
41,3,0,64.91588649032589,3,7,21,1,1,0
41,4,0,62.307749314172696,3,7,21,1,1,0
41,5,0,63.6328160841718,3,7,21,1,1,0
41,6,0,61.486290103363096,3,7,21,1,1,0
41,7,0,63.348850707618986,3,7,21,1,1,0
41,8,0,62.07112699772266,3,7,21,1,1,0
41,9,0,62.89186477434161,3,7,21,1,1,0
42,0,0,64.99200545000609,2,5,26,0,1,0
42,1,0,62.10439125170085,2,5,26,0,1,0
42,2,0,64.49183675031826,2,5,26,0,1,0
42,3,0,65.2949255101885,2,5,26,0,1,0
42,4,0,65.80210096036079,2,5,26,0,1,0
42,5,0,61.22477577022287,2,5,26,0,1,0
42,6,0,60.84573894995418,2,5,26,0,1,0
42,7,0,64.22956766006877,2,5,26,0,1,0
42,8,1,71.40044394704448,2,5,26,0,1,0
42,9,1,74.04897217896344,2,5,26,0,1,0
43,0,0,61.920107249757976,5,6,21,1,0,0
43,1,0,60.10706818110479,5,6,21,1,0,0
43,2,0,61.43896544218978,5,6,21,1,0,0
43,3,0,63.165445281812296,5,6,21,1,0,0
43,4,0,62.14855331498733,5,6,21,1,0,0
43,5,0,62.17488979282757,5,6,21,1,0,0
43,6,0,59.62447450843779,5,6,21,1,0,0
43,7,0,61.73811926764049,5,6,21,1,0,0
43,8,0,59.83619548484768,5,6,21,1,0,0
43,9,0,60.53563268015893,5,6,21,1,0,0
44,0,0,60.23536442146675,3,9,23,0,1,1
44,1,0,59.58727490251084,3,9,23,0,1,1
44,2,0,62.04238305227104,3,9,23,0,1,1
44,3,0,60.94278287602896,3,9,23,0,1,1
44,4,0,61.95330940568779,3,9,23,0,1,1
44,5,0,58.32904304156504,3,9,23,0,1,1
44,6,0,57.421113088323246,3,9,23,0,1,1
44,7,0,59.75501193098564,3,9,23,0,1,1
44,8,0,59.47962794120642,3,9,23,0,1,1
44,9,0,59.67269723118919,3,9,23,0,1,1
45,0,0,63.76650930681068,4,4,31,1,0,1
45,1,0,62.46105927661922,4,4,31,1,0,1
45,2,0,63.599904353796624,4,4,31,1,0,1
45,3,0,64.63955463462504,4,4,31,1,0,1
45,4,0,64.42165300688667,4,4,31,1,0,1
45,5,1,72.09021426503453,4,4,31,1,0,1
45,6,1,69.59385181938524,4,4,31,1,0,1
45,7,1,72.4447575792842,4,4,31,1,0,1
45,8,1,71.19781172134529,4,4,31,1,0,1
45,9,1,73.30329657830256,4,4,31,1,0,1
46,0,0,58.166446040000544,5,9,15,0,1,1
46,1,0,58.63348288486623,5,9,15,0,1,1
46,2,0,58.47887594312591,5,9,15,0,1,1
46,3,0,61.40321797774148,5,9,15,0,1,1
46,4,0,59.87172906804979,5,9,15,0,1,1
46,5,0,57.09603468452537,5,9,15,0,1,1
46,6,1,67.38799473091053,5,9,15,0,1,1
46,7,1,69.12301357687566,5,9,15,0,1,1
46,8,1,67.66723684341332,5,9,15,0,1,1
46,9,1,67.53064874401377,5,9,15,0,1,1
47,0,0,63.45313301270146,5,9,29,1,1,1
47,1,0,60.19012099568199,5,9,29,1,1,1
47,2,0,63.90027220245133,5,9,29,1,1,1
47,3,0,64.27536226208318,5,9,29,1,1,1
47,4,0,59.80710720479907,5,9,29,1,1,1
47,5,0,61.36058500923335,5,9,29,1,1,1
47,6,1,67.69283158318038,5,9,29,1,1,1
47,7,1,69.8250622046325,5,9,29,1,1,1
47,8,1,68.19907580667521,5,9,29,1,1,1
47,9,1,71.1061216807033,5,9,29,1,1,1
48,0,0,61.85270693579802,2,11,17,1,1,1
48,1,0,60.20378292627816,2,11,17,1,1,1
48,2,0,59.43856415228173,2,11,17,1,1,1
48,3,0,62.86541417441895,2,11,17,1,1,1
48,4,0,61.84274432188713,2,11,17,1,1,1
48,5,0,60.86576468180909,2,11,17,1,1,1
48,6,0,60.36507985003838,2,11,17,1,1,1
48,7,0,63.86706922568669,2,11,17,1,1,1
48,8,0,61.63959733064843,2,11,17,1,1,1
48,9,0,63.64580095833039,2,11,17,1,1,1
49,0,0,62.177435264394894,4,7,24,0,1,1
49,1,0,61.98535693528551,4,7,24,0,1,1
49,2,0,63.17203558040272,4,7,24,0,1,1
49,3,0,63.54390385376863,4,7,24,0,1,1
49,4,0,63.65508132892092,4,7,24,0,1,1
49,5,1,71.66222971055473,4,7,24,0,1,1
49,6,1,68.01418729720638,4,7,24,0,1,1
49,7,1,72.14581730007357,4,7,24,0,1,1
49,8,1,70.48705406177889,4,7,24,0,1,1
49,9,1,70.90862197637551,4,7,24,0,1,1
50,0,0,65.44238276194393,4,5,24,1,1,1
50,1,1,70.34823979792455,4,5,24,1,1,1
50,2,1,72.00959787024847,4,5,24,1,1,1
50,3,1,73.25617681076442,4,5,24,1,1,1
50,4,1,72.99696073840154,4,5,24,1,1,1
50,5,1,70.99724345147858,4,5,24,1,1,1
50,6,1,68.43027833958939,4,5,24,1,1,1
50,7,1,73.48852869384565,4,5,24,1,1,1
50,8,1,71.06259856509647,4,5,24,1,1,1
50,9,1,72.52064111824026,4,5,24,1,1,1
51,0,0,64.3107787068803,4,9,33,0,0,0
51,1,0,65.25257389822423,4,9,33,0,0,0
51,2,0,64.75298551012125,4,9,33,0,0,0
51,3,0,67.72057988685575,4,9,33,0,0,0
51,4,0,65.3924573992571,4,9,33,0,0,0
51,5,0,63.96869982803943,4,9,33,0,0,0
51,6,0,64.04059897248322,4,9,33,0,0,0
51,7,0,66.61321180360277,4,9,33,0,0,0
51,8,0,65.65822608281174,4,9,33,0,0,0
51,9,0,64.91407550456184,4,9,33,0,0,0
52,0,0,64.91634520731496,0,11,31,1,1,0
52,1,0,64.6390435668921,0,11,31,1,1,0
52,2,0,64.46344324933483,0,11,31,1,1,0
52,3,0,67.78242378228187,0,11,31,1,1,0
52,4,0,64.18778959183408,0,11,31,1,1,0
52,5,0,64.20052712349847,0,11,31,1,1,0
52,6,0,62.5282526611502,0,11,31,1,1,0
52,7,0,64.28297003146106,0,11,31,1,1,0
52,8,0,64.06243887776948,0,11,31,1,1,0
52,9,0,65.29951702481897,0,11,31,1,1,0
53,0,0,63.29442182680971,1,15,27,0,1,0
53,1,0,62.19782139561311,1,15,27,0,1,0
53,2,1,72.4149867976836,1,15,27,0,1,0
53,3,1,73.57833400326955,1,15,27,0,1,0
53,4,1,73.46337019075511,1,15,27,0,1,0
53,5,1,71.2690666157645,1,15,27,0,1,0
53,6,1,69.28122992203164,1,15,27,0,1,0
53,7,1,71.10468040699611,1,15,27,0,1,0
53,8,1,70.35578168333481,1,15,27,0,1,0
53,9,1,71.26801791791111,1,15,27,0,1,0
54,0,0,61.67319153908832,6,8,19,1,0,0
54,1,0,57.34392707123588,6,8,19,1,0,0
54,2,0,60.57670862076777,6,8,19,1,0,0
