factory_id,post_reform,reform_adopted,production_output,labor_hours,raw_materials,automation_use,energy_efficiency,worker_satisfaction
290,0,0,47.76076098180258,4,5,1,1,0
291,0,0,46.52232992333144,7,7,1,1,1
292,0,0,48.52995368969368,4,5,1,0,1
293,0,0,48.10367838521907,7,6,0,1,1
294,0,1,48.120303040285584,3,6,0,0,1
295,0,0,48.1305869939523,2,6,0,0,1
296,0,0,47.98254030309506,4,4,0,1,1
297,0,0,46.75363315425363,3,5,1,0,1
298,0,1,46.87766546976984,3,5,1,1,0
299,0,1,48.79792134809938,5,5,1,1,0
300,0,1,48.01699395521101,5,5,1,1,1
301,0,0,48.254387673618815,5,6,1,1,0
302,0,0,48.59562463319372,6,3,0,0,1
303,0,1,49.54722265301277,2,6,0,0,0
304,0,0,48.68409742637994,3,5,0,0,0
305,0,1,47.90474874032101,3,6,1,0,0
306,0,1,47.11757823534075,2,6,1,0,0
307,0,0,47.481378954617,2,5,1,1,1
308,0,1,48.25385494987879,3,6,0,1,1
309,0,1,48.32864991243381,4,6,1,1,1
310,0,1,47.0413367594909,7,7,0,1,1
311,0,1,46.27685744264242,3,5,1,1,0
312,0,0,48.392644905761344,2,6,1,0,0
313,0,0,47.69256811077484,1,3,0,1,0
314,0,1,48.43288836180149,4,5,1,1,0
315,0,0,47.12330908598083,3,7,1,1,1
316,0,1,47.24190190443898,4,5,1,1,0
317,0,0,48.07329905207063,4,5,0,1,1
318,0,0,48.46751734351079,6,5,1,0,1
319,0,0,47.12118217293263,2,6,1,1,0
320,0,0,48.08668021670689,5,6,1,1,1
321,0,0,47.405671442927726,3,5,1,0,0
322,0,1,47.71050458495481,1,7,1,0,0
323,0,0,49.248384602798936,2,5,1,0,0
324,0,0,46.11223656877782,3,5,1,0,1
325,0,1,46.51360048180404,4,5,0,0,0
326,0,1,46.43301884665277,2,4,1,1,1
327,0,0,47.81471122092663,5,6,0,1,0
328,0,1,46.35373833922791,1,4,0,1,1
329,0,1,48.76880951867846,3,5,1,1,1
330,0,1,47.36203646246515,2,6,1,1,0
331,0,1,48.65838966009537,7,6,1,0,0
332,0,0,48.08899835505986,3,5,1,1,1
333,0,0,47.521179311876416,0,6,1,1,0
334,0,0,49.04459599321697,3,6,1,1,0
335,0,0,47.11835953060404,2,4,0,1,0
336,0,0,50.23553734545561,7,6,0,1,1
0,1,1,49.65921821847084,1,4,1,0,1
1,1,0,47.4316301917095,2,6,0,1,0
2,1,0,47.52233733395639,1,4,1,0,1
3,1,0,47.412583748172096,2,5,0,1,1
4,1,0,45.98574921369204,3,6,1,1,1
5,1,0,48.31284040596131,3,7,1,1,0
6,1,1,49.18825048138117,3,5,1,0,1
7,1,0,47.72214266071608,2,6,1,1,0
8,1,0,47.28871895879541,4,5,1,0,0
9,1,0,47.956831772215054,4,6,1,0,0
10,1,0,47.32353020627168,4,6,0,1,1
11,1,0,48.31102126298436,0,5,1,1,1
12,1,0,45.47191797387825,1,5,1,1,1
13,1,1,47.55375397073367,2,5,1,1,0
14,1,1,50.27765637409029,5,8,0,0,1
15,1,0,46.77753913435805,4,4,0,0,1
16,1,0,46.02005512966653,3,5,1,0,1
17,1,0,47.72554036406657,6,8,1,0,1
18,1,1,47.65476257726287,2,7,1,0,1
19,1,1,48.02174115465899,8,3,1,1,0
20,1,0,46.6886754402634,5,6,1,1,1
21,1,1,48.37847900213684,4,5,0,0,1
22,1,0,47.25529016365037,6,6,1,0,1
23,1,0,47.34602042118184,5,6,1,0,0
24,1,0,45.214651750766926,2,5,1,1,1
25,1,0,47.35742181479146,4,5,1,1,0
26,1,1,49.13895913255916,3,4,1,1,0
27,1,1,49.21584706123184,5,6,1,1,1
28,1,1,50.502551712800106,4,5,1,0,0
29,1,0,46.36697147069869,2,4,0,0,1
30,1,0,46.9745062675084,5,5,1,1,1
31,1,1,48.874423030370345,3,6,0,1,1
32,1,0,47.703577204461,4,6,1,0,1
33,1,0,48.75305168313947,5,6,0,0,1
34,1,0,47.79614278879967,6,6,1,1,1
35,1,0,47.34660553297424,4,4,1,1,1
36,1,0,48.54086003891715,4,4,0,1,0
37,1,0,47.6945187278378,4,6,1,1,1
38,1,0,46.32541281306831,5,6,1,0,1
39,1,0,49.89002333550337,1,5,1,1,1
40,1,0,48.45250620953384,6,6,0,0,1
41,1,0,46.27534041867476,4,5,0,1,0
42,1,1,47.78290283376887,6,6,1,1,0
43,1,0,47.95021248398263,5,5,1,1,1
44,1,0,48.46690333604521,1,6,0,0,0
45,1,0,47.01044492214059,2,4,1,1,1
46,1,0,46.16259183847376,2,6,0,0,1
47,1,1,48.06429386299073,5,4,1,0,0
48,1,1,49.482591793388,2,5,1,0,0
49,1,0,46.70752895503133,3,6,1,1,0
50,1,1,47.8636164734201,3,5,0,0,1
51,1,0,46.24636837002966,4,4,1,1,0
52,1,1,48.55056201834244,4,5,1,0,1
53,1,0,47.18676952099258,4,5,1,0,1
54,1,0,49.10523902740664,6,5,0,1,0
55,1,0,45.49096886764108,1,4,0,1,1
56,1,0,47.23143076676009,7,6,0,1,0
57,1,1,49.85424788553267,4,7,1,1,1
58,1,0,49.97525423489519,4,6,1,0,1
59,1,0,45.380660587228064,4,5,0,1,1
60,1,1,48.805154624860094,2,6,1,1,0
61,1,0,47.12171535783028,4,6,1,1,0
62,1,0,47.82434868230212,3,5,0,0,0
63,1,0,46.08474879532672,1,6,0,0,0
64,1,0,47.86701308133016,4,5,1,1,1
65,1,1,47.32471706371171,3,5,0,1,0
66,1,0,46.091995897758345,4,5,1,1,1
67,1,0,47.82601272487232,2,5,1,1,1
68,1,0,46.00380694361788,1,5,1,1,0
69,1,0,46.070276224640295,5,5,1,0,1
70,1,1,48.89884406391108,4,6,1,1,0
71,1,1,46.46250691245122,4,9,1,0,1
72,1,1,49.35612746873544,3,7,1,0,1
73,1,0,47.740889828718046,5,5,1,0,1
74,1,0,48.51840580605447,3,7,1,1,0
75,1,0,46.74285745083712,4,5,0,0,1
76,1,0,48.00380061166601,4,6,1,0,0
77,1,0,45.78943877860311,3,6,1,0,1
78,1,0,47.62595855117646,3,5,1,1,0
79,1,0,46.57070371860172,4,5,0,0,0
80,1,0,48.88869464933296,7,7,1,1,1
81,1,0,48.616054279687226,5,4,1,0,0
82,1,0,46.71289932815425,4,6,1,1,1
83,1,1,49.28194458481551,3,5,1,0,1
84,1,1,49.55452348343524,2,5,0,1,1
85,1,0,45.92877718317519,2,6,0,1,0
86,1,1,48.14946153353208,3,8,0,1,1
87,1,0,46.359878516933,2,6,1,1,0
88,1,1,49.30336688533808,3,6,1,0,1
89,1,0,47.97544943049866,3,6,1,1,0
90,1,1,49.03727319575826,1,5,0,1,0
91,1,0,48.9644458780092,2,5,1,0,0
92,1,0,46.71172037826378,3,4,1,1,0
93,1,1,48.89505747195061,4,5,0,1,1
94,1,0,47.265190392876434,4,4,0,0,0
95,1,1,49.82713659016178,5,3,1,1,1
96,1,0,47.62742696343336,5,5,0,1,1
97,1,0,47.60575407478541,4,6,1,1,1
98,1,1,49.60618176593221,8,6,0,1,0
99,1,1,48.371161550177135,4,5,1,0,1
100,1,0,45.715462317257206,3,5,1,1,1
101,1,0,45.4682751123524,4,5,1,1,1
102,1,1,47.68413876250017,4,4,1,1,1
103,1,1,48.2406968109674,1,6,0,1,1
104,1,1,48.520042260044605,3,6,1,0,1
105,1,0,48.348655386990494,4,4,1,1,1
106,1,0,47.7002485096917,4,7,1,0,1
107,1,0,47.37933464448786,6,5,0,0,1
108,1,0,49.13172169227664,6,5,1,1,1
109,1,1,49.44379616040663,5,5,1,1,1
110,1,0,49.58887423523127,1,7,0,1,0
111,1,0,48.01818325356763,6,7,1,0,0
112,1,0,47.86894678307959,4,6,0,0,0
113,1,1,49.23224018508048,3,5,1,0,0
114,1,0,47.65184975777495,5,5,1,1,1
115,1,0,48.01695184950038,5,4,0,0,1
116,1,1,48.55095897116365,6,6,1,0,0
117,1,1,50.33386552247758,5,5,1,0,1
118,1,0,49.524940318736334,3,6,0,1,1
119,1,0,48.13649682854869,4,7,0,1,1
120,1,0,48.20739020881972,5,6,1,0,1
121,1,1,49.29864707714369,2,6,1,1,1
122,1,0,49.55137472416927,3,5,0,1,0
123,1,0,47.82936486396294,4,6,1,1,0
124,1,1,49.181565585209135,2,5,0,1,1
125,1,0,45.515801458627294,0,7,0,0,0
126,1,0,45.64831485604905,1,6,1,1,1
127,1,0,45.96104815536238,4,5,0,1,0
128,1,0,46.20973701802732,4,5,1,0,0
129,1,0,48.35870081599764,4,4,1,1,0
130,1,0,48.89461019425539,3,7,1,1,0
131,1,1,48.73885637145653,2,6,1,1,0
132,1,0,46.24205990287432,1,6,1,1,0
133,1,1,49.88058581245961,4,4,1,0,1
134,1,1,48.30038795292282,6,6,0,1,1
135,1,0,46.94369062677432,7,4,1,1,1
136,1,0,45.895644222070544,2,5,1,1,0
137,1,0,48.86509502359648,4,7,1,1,0
138,1,1,50.59650713114109,6,7,0,1,0
139,1,0,48.24193273168774,1,7,1,0,0
140,1,0,48.08072842886541,3,6,1,1,1
141,1,0,48.39947846050183,2,4,0,1,1
142,1,0,47.708488348173695,0,6,1,1,1
143,1,0,47.11828055792025,5,5,0,1,1
144,1,0,47.59779020533279,4,6,1,0,0
145,1,0,49.606185248508446,5,6,1,1,0
146,1,0,48.200571765830055,3,6,0,1,0
147,1,0,47.34407974388824,3,5,0,1,1
148,1,0,47.83595868057929,5,5,0,1,1
149,1,1,46.98015825376018,4,7,1,1,0
150,1,0,46.40971843806039,4,5,0,1,0
151,1,1,50.38521580000285,5,7,1,1,1
152,1,0,47.18165106818775,5,5,1,0,1
153,1,0,47.31720259256948,4,5,1,0,0
154,1,1,47.27960997595658,2,5,1,1,1
155,1,1,49.38442931378577,4,6,0,0,0
156,1,0,46.01117535160335,5,6,0,1,1
157,1,0,47.14228394509831,0,7,0,1,1
158,1,0,47.50275807509306,7,5,0,0,1
159,1,1,47.55603539356385,2,5,1,0,1
160,1,0,47.58937212837361,2,5,0,1,1
161,1,1,50.24718926651462,3,6,0,0,1
162,1,0,46.09301166742004,2,4,1,0,0
163,1,0,47.15736369560428,4,5,1,0,1
164,1,1,49.725668489372936,3,6,1,0,0
165,1,1,47.36708764465382,5,6,1,1,0
166,1,0,49.20130893714401,8,7,1,1,0
167,1,1,48.525594047844095,1,6,1,0,0
168,1,0,48.01757751766921,1,4,1,0,1
169,1,0,49.10333751921076,5,5,1,1,0
170,1,0,47.63566399502241,4,7,1,0,0
171,1,0,47.411079641749886,3,5,1,1,0
172,1,0,47.986115493057966,3,6,0,0,1
173,1,1,49.27956103640528,4,6,0,1,0
174,1,0,46.85832263634248,3,3,1,1,0
175,1,1,48.34116932976509,5,6,0,1,1
176,1,1,50.14654711982545,5,6,1,0,1
177,1,1,50.36136382944353,3,5,0,0,0
178,1,1,50.30043878145173,2,8,0,1,1
179,1,0,46.58307497759395,4,6,0,1,1
180,1,1,48.10224807754842,7,5,1,1,0
181,1,1,49.91032661257322,4,6,1,1,0
182,1,0,48.03569386526359,6,6,0,0,0
183,1,1,47.78671132661066,4,5,1,1,0
184,1,1,50.723352711034,4,5,1,0,0
185,1,0,47.189231905511086,3,4,1,1,1
186,1,0,47.57478426419191,5,4,0,1,1
187,1,1,47.89516284762011,4,6,0,1,1
188,1,0,49.35805317521466,1,6,1,1,1
189,1,1,48.404014214965336,2,7,1,0,0
190,1,1,48.471454911172025,3,4,0,0,1
191,1,1,46.85747215363399,6,5,0,0,1
192,1,0,46.35754618201023,3,5,0,0,0
193,1,0,48.00748428686534,2,6,0,0,1
194,1,1,48.69107077728636,3,6,1,1,1
195,1,0,48.98179555497608,4,6,1,0,1
196,1,1,47.74022701853424,5,6,1,1,1
197,1,1,48.72843852841505,1,6,0,1,1
198,1,0,47.460359720917765,7,6,1,1,1
199,1,0,47.3583045512351,1,7,0,0,1
200,1,0,46.82668796888136,2,4,0,1,0
201,1,1,47.40698697720661,4,5,0,0,0
202,1,1,49.04774912776565,6,5,0,1,1
203,1,1,48.54127471056633,1,6,0,1,1
204,1,1,47.665743101517215,3,7,0,0,0
205,1,1,47.91052978211562,4,5,0,1,1
206,1,0,45.97449509426335,3,6,1,1,0
207,1,1,48.71380347931876,4,7,1,1,1
208,1,1,50.295678106151904,0,6,0,0,0
209,1,0,47.30930290410529,4,4,1,0,0
210,1,0,46.60375601047951,4,4,0,0,1
211,1,1,49.84964877102748,4,5,1,0,1
212,1,0,46.97623363368384,2,7,1,1,0
213,1,0,47.16618454102184,4,5,1,1,1
214,1,0,48.15623493182767,4,5,0,1,0
215,1,0,47.55929912233442,4,5,1,1,0
216,1,1,47.7700629446118,2,6,1,1,1
217,1,0,48.61552945545874,3,6,0,1,1
218,1,0,47.7536053171,5,6,0,1,0
219,1,1,46.54664438925689,3,5,1,1,1
220,1,0,45.82713444969385,1,5,0,1,1
221,1,0,49.13368691474607,4,5,1,1,0
222,1,0,45.75853087156992,4,5,1,0,1
223,1,0,48.07744544234436,4,6,1,1,0
224,1,1,47.40531677554176,5,6,1,0,1
225,1,0,48.24006440068575,3,7,1,1,1
226,1,1,50.00425427714548,1,4,0,0,0
227,1,0,45.086680700824246,3,6,1,1,0
228,1,0,48.4469236783717,3,7,1,0,0
229,1,1,47.31311479741859,3,5,1,1,1
230,1,0,46.37307640540602,4,6,0,1,0
231,1,0,47.15654473179051,4,4,0,1,1
232,1,0,47.380191517088136,6,6,0,1,0
233,1,0,47.25804292519447,2,4,1,1,0
234,1,1,48.79380895169098,1,7,1,1,1
235,1,0,47.1139257897764,4,6,0,0,1
236,1,1,47.92969130592644,6,5,1,1,1
237,1,0,47.20242958378832,0,5,0,1,0
238,1,1,48.98553160383268,3,7,1,1,1
239,1,1,48.535058897351625,2,5,1,0,1
240,1,1,48.09329481525072,2,5,1,1,0
241,1,1,50.03393517711187,3,6,0,0,0
