store_id,year,ecommerce_adopted,annual_sales,store_size,employee_count,inventory_value,mall_location,weekend_sales,holiday_sales
6,4,0,44.8551062293454,3,8,21,0,0,1
6,5,0,42.77443178777592,3,8,21,0,0,1
6,6,1,55.27123601582055,3,8,21,0,0,1
6,7,1,50.83257985919933,3,8,21,0,0,1
6,8,1,51.24952714013667,3,8,21,0,0,1
6,9,1,53.04151849439971,3,8,21,0,0,1
7,0,0,45.690503131398046,7,10,26,0,1,1
7,1,0,45.74640920761976,7,10,26,0,1,1
7,2,0,44.87460610126253,7,10,26,0,1,1
7,3,0,42.07713073622033,7,10,26,0,1,1
7,4,0,44.72630508257697,7,10,26,0,1,1
7,5,0,42.690871842197616,7,10,26,0,1,1
7,6,1,52.04109243193547,7,10,26,0,1,1
7,7,1,48.25799963904678,7,10,26,0,1,1
7,8,1,50.44274115247775,7,10,26,0,1,1
7,9,1,50.99438730075837,7,10,26,0,1,1
8,0,0,44.50675523373303,2,5,21,1,1,0
8,1,0,47.57055788209506,2,5,21,1,1,0
8,2,0,44.76520919211684,2,5,21,1,1,0
8,3,0,45.089078959641874,2,5,21,1,1,0
8,4,0,44.063456096272375,2,5,21,1,1,0
8,5,0,42.91656930275396,2,5,21,1,1,0
8,6,0,46.74450128991234,2,5,21,1,1,0
8,7,0,43.437836487812085,2,5,21,1,1,0
8,8,1,51.36961469821316,2,5,21,1,1,0
8,9,1,51.7587216091785,2,5,21,1,1,0
9,0,0,46.29753826448418,1,7,25,0,0,0
9,1,0,46.434276492011,1,7,25,0,0,0
9,2,0,45.1234863357341,1,7,25,0,0,0
9,3,0,44.180077109346094,1,7,25,0,0,0
9,4,0,45.49515043610148,1,7,25,0,0,0
9,5,0,44.11092360533247,1,7,25,0,0,0
9,6,0,46.26773460990253,1,7,25,0,0,0
9,7,0,44.357785469734026,1,7,25,0,0,0
9,8,0,45.53748118449662,1,7,25,0,0,0
9,9,0,45.276352871792106,1,7,25,0,0,0
10,0,0,45.280290212587765,4,7,25,0,0,1
10,1,0,43.43955406076656,4,7,25,0,0,1
10,2,0,43.79430637328488,4,7,25,0,0,1
10,3,1,49.17709086028936,4,7,25,0,0,1
10,4,1,49.55427971373352,4,7,25,0,0,1
10,5,1,49.37033907117131,4,7,25,0,0,1
10,6,1,50.72001850668509,4,7,25,0,0,1
10,7,1,47.0517917280279,4,7,25,0,0,1
10,8,1,49.18593350085941,4,7,25,0,0,1
10,9,1,50.3415497749485,4,7,25,0,0,1
11,0,0,48.28475175230457,5,4,18,1,0,0
11,1,0,47.50472241390819,5,4,18,1,0,0
11,2,1,52.11137053642428,5,4,18,1,0,0
11,3,1,51.43020323963815,5,4,18,1,0,0
11,4,1,51.57532214013028,5,4,18,1,0,0
11,5,1,51.00337312513544,5,4,18,1,0,0
11,6,1,53.38909940146494,5,4,18,1,0,0
11,7,1,50.93553928933345,5,4,18,1,0,0
11,8,1,51.306969689938775,5,4,18,1,0,0
11,9,1,52.07873960093173,5,4,18,1,0,0
12,0,0,44.65807570384852,2,2,20,1,0,1
12,1,0,44.61189223353084,2,2,20,1,0,1
12,2,0,44.83079152654009,2,2,20,1,0,1
12,3,0,44.5171988502136,2,2,20,1,0,1
12,4,1,50.811884029370106,2,2,20,1,0,1
12,5,1,49.66916629667001,2,2,20,1,0,1
12,6,1,51.15517868900234,2,2,20,1,0,1
12,7,1,48.65308460077868,2,2,20,1,0,1
12,8,1,49.97211116754666,2,2,20,1,0,1
12,9,1,52.39328907884264,2,2,20,1,0,1
13,0,0,44.87098093350743,2,10,17,0,1,1
13,1,0,44.35155005621072,2,10,17,0,1,1
13,2,0,45.59275000869464,2,10,17,0,1,1
13,3,1,52.44559843803974,2,10,17,0,1,1
13,4,1,53.00549842978764,2,10,17,0,1,1
13,5,1,49.837897833508094,2,10,17,0,1,1
13,6,1,53.22884210103156,2,10,17,0,1,1
13,7,1,48.93401461053524,2,10,17,0,1,1
13,8,1,49.96361099822704,2,10,17,0,1,1
13,9,1,50.27154872259005,2,10,17,0,1,1
14,0,0,47.894044723004605,2,10,25,1,1,0
14,1,0,47.2406057297012,2,10,25,1,1,0
14,2,0,46.51090527700397,2,10,25,1,1,0
14,3,0,45.248904451566936,2,10,25,1,1,0
14,4,0,45.89460737777864,2,10,25,1,1,0
14,5,0,44.96062056632574,2,10,25,1,1,0
14,6,0,49.00132661247635,2,10,25,1,1,0
14,7,0,45.149817767344864,2,10,25,1,1,0
14,8,0,47.112491238245575,2,10,25,1,1,0
14,9,0,45.4483823894992,2,10,25,1,1,0
15,0,0,46.88698436373167,1,8,24,1,1,0
15,1,0,47.25932631632144,1,8,24,1,1,0
15,2,0,46.13852600725711,1,8,24,1,1,0
15,3,0,44.76835602802036,1,8,24,1,1,0
15,4,0,45.37747061797784,1,8,24,1,1,0
15,5,0,45.70159760517729,1,8,24,1,1,0
15,6,0,46.05119437860229,1,8,24,1,1,0
15,7,0,43.05775240896676,1,8,24,1,1,0
15,8,0,44.42936315388853,1,8,24,1,1,0
15,9,0,47.014859506668245,1,8,24,1,1,0
16,0,0,44.57164206806156,0,10,29,1,1,1
16,1,0,45.95864567686305,0,10,29,1,1,1
16,2,0,42.80833759393959,0,10,29,1,1,1
16,3,0,44.41115613969333,0,10,29,1,1,1
16,4,0,43.435330971592265,0,10,29,1,1,1
16,5,0,41.83197353945665,0,10,29,1,1,1
16,6,0,46.0822630211493,0,10,29,1,1,1
16,7,0,43.16234652517949,0,10,29,1,1,1
16,8,0,44.6794039197411,0,10,29,1,1,1
16,9,0,45.8208944172728,0,10,29,1,1,1
17,0,0,41.96081678872879,7,11,27,1,0,0
17,1,0,41.65018063587296,7,11,27,1,0,0
17,2,0,43.98327349824808,7,11,27,1,0,0
17,3,0,41.37016399269107,7,11,27,1,0,0
17,4,0,42.918142745995375,7,11,27,1,0,0
17,5,0,42.1549737987753,7,11,27,1,0,0
17,6,0,46.7725697456852,7,11,27,1,0,0
17,7,0,41.06396467768529,7,11,27,1,0,0
17,8,0,43.86278941165922,7,11,27,1,0,0
17,9,0,41.48420245819875,7,11,27,1,0,0
18,0,0,45.10926888843156,2,6,27,0,1,1
18,1,0,44.96852321653241,2,6,27,0,1,1
18,2,0,44.18788290413914,2,6,27,0,1,1
18,3,0,43.4414598176954,2,6,27,0,1,1
18,4,0,44.33033711301024,2,6,27,0,1,1
18,5,0,42.265055182244495,2,6,27,0,1,1
18,6,0,45.53296790616343,2,6,27,0,1,1
18,7,0,42.88773509393845,2,6,27,0,1,1
18,8,0,42.97550781235241,2,6,27,0,1,1
18,9,0,44.049002555159376,2,6,27,0,1,1
19,0,0,46.22153540299216,5,9,24,1,1,0
19,1,1,53.54286733689965,5,9,24,1,1,0
19,2,1,51.96188568950049,5,9,24,1,1,0
19,3,1,49.4847646463311,5,9,24,1,1,0
19,4,1,51.35807607563781,5,9,24,1,1,0
19,5,1,48.314610090900096,5,9,24,1,1,0
19,6,1,54.01254188361218,5,9,24,1,1,0
19,7,1,48.89244973814953,5,9,24,1,1,0
19,8,1,49.15079140737375,5,9,24,1,1,0
19,9,1,51.540461713492846,5,9,24,1,1,0
20,0,0,45.51134330814316,7,6,23,0,1,1
20,1,0,45.45909630263353,7,6,23,0,1,1
20,2,0,41.87702315185695,7,6,23,0,1,1
20,3,0,43.22044727579311,7,6,23,0,1,1
20,4,0,45.54151245563474,7,6,23,0,1,1
20,5,1,49.2726285662316,7,6,23,0,1,1
20,6,1,51.87755663948354,7,6,23,0,1,1
20,7,1,50.93199826697216,7,6,23,0,1,1
20,8,1,50.797492042140966,7,6,23,0,1,1
20,9,1,50.1684131938089,7,6,23,0,1,1
21,0,0,45.47889997618648,9,8,23,1,1,1
21,1,1,50.71939920959831,9,8,23,1,1,1
21,2,1,53.104385288932,9,8,23,1,1,1
21,3,1,50.80556687910276,9,8,23,1,1,1
21,4,1,50.90970166367426,9,8,23,1,1,1
21,5,1,50.98513543588223,9,8,23,1,1,1
21,6,1,52.03863054188615,9,8,23,1,1,1
21,7,1,48.97231056021301,9,8,23,1,1,1
21,8,1,49.6968199875863,9,8,23,1,1,1
21,9,1,52.59524858552543,9,8,23,1,1,1
22,0,0,42.29007812929984,3,12,29,0,1,1
22,1,0,46.116825854886144,3,12,29,0,1,1
22,2,0,43.34287729782367,3,12,29,0,1,1
22,3,1,49.28073354928509,3,12,29,0,1,1
22,4,1,48.2629096023365,3,12,29,0,1,1
22,5,1,47.7958751927058,3,12,29,0,1,1
22,6,1,51.77180874427548,3,12,29,0,1,1
22,7,1,47.492323850099964,3,12,29,0,1,1
22,8,1,49.90924002574434,3,12,29,0,1,1
22,9,1,51.269237580806696,3,12,29,0,1,1
23,0,0,44.48294622766492,5,6,22,0,0,1
23,1,0,42.768612160920966,5,6,22,0,0,1
23,2,0,44.06089194091978,5,6,22,0,0,1
23,3,0,43.30693650998342,5,6,22,0,0,1
23,4,0,42.88467374822429,5,6,22,0,0,1
23,5,0,44.90637883394763,5,6,22,0,0,1
23,6,0,46.73013977903654,5,6,22,0,0,1
23,7,0,43.16935108502062,5,6,22,0,0,1
23,8,0,43.46953670433629,5,6,22,0,0,1
23,9,1,51.291112755666965,5,6,22,0,0,1
24,0,0,45.84215734457754,2,7,32,0,0,1
24,1,0,44.299981510582604,2,7,32,0,0,1
24,2,0,43.2005084983513,2,7,32,0,0,1
24,3,0,43.31309042446024,2,7,32,0,0,1
24,4,0,42.62781886469546,2,7,32,0,0,1
24,5,0,43.94148790161626,2,7,32,0,0,1
24,6,0,44.90596415051711,2,7,32,0,0,1
24,7,0,41.561251075712015,2,7,32,0,0,1
24,8,0,42.97803648623962,2,7,32,0,0,1
24,9,0,42.59946184752631,2,7,32,0,0,1
25,0,0,44.6890919264044,4,11,21,1,1,0
25,1,0,46.0264595213884,4,11,21,1,1,0
25,2,0,46.18064534558172,4,11,21,1,1,0
25,3,0,43.23928716639213,4,11,21,1,1,0
25,4,0,44.52913038217357,4,11,21,1,1,0
25,5,0,44.9671911501024,4,11,21,1,1,0
25,6,0,48.48298123600368,4,11,21,1,1,0
25,7,0,46.7169641211513,4,11,21,1,1,0
25,8,0,45.5677956620633,4,11,21,1,1,0
25,9,0,46.479058530407926,4,11,21,1,1,0
26,0,0,46.738221609372566,5,11,19,0,1,0
26,1,0,45.559116296214896,5,11,19,0,1,0
26,2,0,45.54797641325865,5,11,19,0,1,0
26,3,0,43.769745571668665,5,11,19,0,1,0
26,4,0,44.796614493444295,5,11,19,0,1,0
26,5,0,44.0432183644996,5,11,19,0,1,0
26,6,0,49.30260780873997,5,11,19,0,1,0
26,7,0,43.37775271117245,5,11,19,0,1,0
26,8,0,46.543838892019735,5,11,19,0,1,0
26,9,0,45.61849312511016,5,11,19,0,1,0
27,0,0,47.887978344638256,1,7,28,0,0,1
27,1,0,45.826647671328246,1,7,28,0,0,1
27,2,0,45.78274178246856,1,7,28,0,0,1
27,3,0,44.83298031472874,1,7,28,0,0,1
27,4,0,44.562730006035686,1,7,28,0,0,1
27,5,1,50.21949246840116,1,7,28,0,0,1
27,6,1,53.50202612297169,1,7,28,0,0,1
27,7,1,49.38774107064582,1,7,28,0,0,1
27,8,1,52.79691055397206,1,7,28,0,0,1
27,9,1,52.9216098920537,1,7,28,0,0,1
28,0,0,43.57774882192331,4,9,29,1,0,0
28,1,0,44.01247995947874,4,9,29,1,0,0
28,2,0,45.280592039037785,4,9,29,1,0,0
28,3,1,50.51218415195529,4,9,29,1,0,0
28,4,1,47.71419630021792,4,9,29,1,0,0
28,5,1,46.47422778509827,4,9,29,1,0,0
28,6,1,51.43014399819447,4,9,29,1,0,0
28,7,1,47.20821574680537,4,9,29,1,0,0
28,8,1,46.90692730415444,4,9,29,1,0,0
28,9,1,48.74064714814715,4,9,29,1,0,0
29,0,0,42.50030734184169,2,6,39,0,0,1
29,1,0,43.19693751149277,2,6,39,0,0,1
29,2,0,40.96141017620663,2,6,39,0,0,1
29,3,0,42.99549597144145,2,6,39,0,0,1
29,4,0,41.10061300075249,2,6,39,0,0,1
29,5,0,41.47677396462836,2,6,39,0,0,1
29,6,0,42.22456491918842,2,6,39,0,0,1
29,7,0,38.92857591936563,2,6,39,0,0,1
29,8,0,41.96656776949132,2,6,39,0,0,1
29,9,0,41.71687751002512,2,6,39,0,0,1
30,0,0,43.45964599732959,5,10,24,1,1,1
30,1,0,44.90361748336738,5,10,24,1,1,1
30,2,0,44.04724080870805,5,10,24,1,1,1
30,3,0,44.35418420269561,5,10,24,1,1,1
30,4,0,42.72562729848034,5,10,24,1,1,1
30,5,0,42.46405629121426,5,10,24,1,1,1
30,6,1,51.65984431096063,5,10,24,1,1,1
30,7,1,48.27100652531525,5,10,24,1,1,1
30,8,1,51.55111273828973,5,10,24,1,1,1
30,9,1,48.58940434597547,5,10,24,1,1,1
31,0,0,46.12523198180119,5,8,25,0,1,1
31,1,0,45.63462400008507,5,8,25,0,1,1
31,2,0,44.63655306906706,5,8,25,0,1,1
31,3,0,44.8392877701888,5,8,25,0,1,1
31,4,0,44.36970404770132,5,8,25,0,1,1
31,5,0,44.28287232209899,5,8,25,0,1,1
31,6,1,52.05892556859845,5,8,25,0,1,1
31,7,1,48.677044085066846,5,8,25,0,1,1
31,8,1,50.13097966618102,5,8,25,0,1,1
31,9,1,51.5968919149418,5,8,25,0,1,1
32,0,0,44.08963886691235,5,12,24,1,1,1
32,1,0,45.93753812531659,5,12,24,1,1,1
32,2,0,43.578104670928056,5,12,24,1,1,1
32,3,0,42.26858381347779,5,12,24,1,1,1
32,4,0,43.3436631843166,5,12,24,1,1,1
32,5,0,43.05161356786264,5,12,24,1,1,1
32,6,0,46.0930490223838,5,12,24,1,1,1
32,7,0,42.41498478126463,5,12,24,1,1,1
32,8,0,44.53786640996562,5,12,24,1,1,1
32,9,0,44.34996458600087,5,12,24,1,1,1
33,0,0,44.37394716696011,3,9,25,0,1,1
33,1,0,44.85443101285143,3,9,25,0,1,1
33,2,0,45.70539227648754,3,9,25,0,1,1
33,3,0,42.45325247202589,3,9,25,0,1,1
33,4,0,43.95451285910489,3,9,25,0,1,1
33,5,0,41.72053017921714,3,9,25,0,1,1
33,6,0,49.67873930919749,3,9,25,0,1,1
33,7,0,43.60309777334388,3,9,25,0,1,1
33,8,0,43.70594840829588,3,9,25,0,1,1
33,9,0,45.91716817960844,3,9,25,0,1,1
34,0,0,44.53018254441176,5,12,25,0,0,1
34,1,0,45.69406680002818,5,12,25,0,0,1
34,2,0,45.26384915219099,5,12,25,0,0,1
34,3,0,45.09211004283129,5,12,25,0,0,1
34,4,0,43.21000891931282,5,12,25,0,0,1
34,5,0,42.64226426100292,5,12,25,0,0,1
34,6,0,46.23446976841053,5,12,25,0,0,1
34,7,0,43.14564368205816,5,12,25,0,0,1
34,8,0,44.013778014061046,5,12,25,0,0,1
34,9,0,44.93732654217676,5,12,25,0,0,1
35,0,0,45.332159320248,5,5,22,1,1,1
35,1,0,46.19066876458317,5,5,22,1,1,1
35,2,0,48.036995619559846,5,5,22,1,1,1
35,3,0,44.94902107368646,5,5,22,1,1,1
35,4,0,46.32643526999874,5,5,22,1,1,1
35,5,1,52.2182691937494,5,5,22,1,1,1
35,6,1,54.09429539938495,5,5,22,1,1,1
35,7,1,49.85660277950214,5,5,22,1,1,1
35,8,1,50.892487625538486,5,5,22,1,1,1
35,9,1,52.45246824233856,5,5,22,1,1,1
36,0,0,44.83718745675161,5,8,24,1,0,1
36,1,0,45.60645706765646,5,8,24,1,0,1
36,2,0,46.87421559210374,5,8,24,1,0,1
36,3,0,44.42529085893054,5,8,24,1,0,1
36,4,0,46.379337123762085,5,8,24,1,0,1
36,5,0,44.8644114983021,5,8,24,1,0,1
36,6,0,48.96729039668668,5,8,24,1,0,1
36,7,1,50.87171578401994,5,8,24,1,0,1
36,8,1,53.031370381859816,5,8,24,1,0,1
36,9,1,51.391241725758434,5,8,24,1,0,1
37,0,0,49.30549573658277,2,8,22,1,1,1
37,1,0,48.35057967555688,2,8,22,1,1,1
37,2,0,48.73039714401265,2,8,22,1,1,1
37,3,0,47.273317132444106,2,8,22,1,1,1
37,4,0,47.93491787616176,2,8,22,1,1,1
37,5,0,45.9509768095902,2,8,22,1,1,1
37,6,0,48.33801689388178,2,8,22,1,1,1
37,7,0,48.05268945336578,2,8,22,1,1,1
37,8,0,46.93437703989726,2,8,22,1,1,1
37,9,0,49.66823539039843,2,8,22,1,1,1
38,0,0,42.84487512288469,3,10,30,1,0,0
38,1,0,43.772582498084816,3,10,30,1,0,0
38,2,0,42.95886178994567,3,10,30,1,0,0
38,3,1,48.83119257787788,3,10,30,1,0,0
38,4,1,50.49197488420283,3,10,30,1,0,0
38,5,1,48.896987862464286,3,10,30,1,0,0
38,6,1,53.15316521060538,3,10,30,1,0,0
38,7,1,46.94271057408093,3,10,30,1,0,0
38,8,1,50.04023436457905,3,10,30,1,0,0
38,9,1,48.46529338478821,3,10,30,1,0,0
39,0,0,40.98753076603354,6,4,30,1,0,1
39,1,0,41.3285942653667,6,4,30,1,0,1
39,2,0,43.52443052129348,6,4,30,1,0,1
39,3,0,41.182010971345655,6,4,30,1,0,1
39,4,0,43.060583399954645,6,4,30,1,0,1
39,5,0,38.96121003390556,6,4,30,1,0,1
39,6,0,43.6048983638223,6,4,30,1,0,1
39,7,0,40.98949220674972,6,4,30,1,0,1
39,8,0,41.54492014238419,6,4,30,1,0,1
39,9,0,42.78918656458756,6,4,30,1,0,1
40,0,0,45.28516833100824,3,10,24,0,1,0
40,1,0,46.597945320303936,3,10,24,0,1,0
40,2,0,47.35335028447823,3,10,24,0,1,0
40,3,0,45.94332249312427,3,10,24,0,1,0
40,4,0,45.86613768758455,3,10,24,0,1,0
40,5,0,44.18817531635036,3,10,24,0,1,0
40,6,0,49.7460641883744,3,10,24,0,1,0
40,7,0,45.40569175518765,3,10,24,0,1,0
40,8,0,47.388246733624975,3,10,24,0,1,0
40,9,0,47.55961593075837,3,10,24,0,1,0
41,0,0,44.02988982785734,5,8,27,0,0,0
41,1,0,44.612227620527605,5,8,27,0,0,0
41,2,0,43.93919483866961,5,8,27,0,0,0
41,3,0,42.98881411576985,5,8,27,0,0,0
41,4,0,44.41487315051522,5,8,27,0,0,0
41,5,0,42.432353396708784,5,8,27,0,0,0
41,6,0,46.944274896007,5,8,27,0,0,0
41,7,0,41.07377105716824,5,8,27,0,0,0
41,8,0,44.24696099506627,5,8,27,0,0,0
41,9,0,45.89198884593439,5,8,27,0,0,0
42,0,0,44.91981260851087,6,7,26,1,1,1
42,1,0,44.29269669803255,6,7,26,1,1,1
42,2,0,45.71803375694349,6,7,26,1,1,1
42,3,0,43.33150330293317,6,7,26,1,1,1
42,4,0,45.16781962917461,6,7,26,1,1,1
42,5,0,42.531195551077296,6,7,26,1,1,1
42,6,0,46.5635965837832,6,7,26,1,1,1
42,7,0,43.01385381094206,6,7,26,1,1,1
42,8,0,43.781852874621016,6,7,26,1,1,1
42,9,0,46.17903821182254,6,7,26,1,1,1
43,0,0,42.05082417913472,6,10,28,1,0,1
43,1,0,42.88020636655164,6,10,28,1,0,1
43,2,0,43.86861611496612,6,10,28,1,0,1
43,3,0,42.61479262326831,6,10,28,1,0,1
43,4,0,45.174326338719226,6,10,28,1,0,1
43,5,0,41.210033654229214,6,10,28,1,0,1
43,6,0,44.43584041435679,6,10,28,1,0,1
43,7,0,42.55668248953722,6,10,28,1,0,1
43,8,0,44.59472939238787,6,10,28,1,0,1
43,9,0,44.62465012002245,6,10,28,1,0,1
44,0,0,46.6834899038676,1,7,20,0,0,0
44,1,0,47.72215256701592,1,7,20,0,0,0
44,2,0,48.68341934127887,1,7,20,0,0,0
44,3,0,45.66659075977911,1,7,20,0,0,0
44,4,0,46.16887085671552,1,7,20,0,0,0
44,5,0,44.82185164898351,1,7,20,0,0,0
44,6,0,48.90339095033683,1,7,20,0,0,0
44,7,0,45.40527338867277,1,7,20,0,0,0
44,8,0,47.733461200698905,1,7,20,0,0,0
44,9,0,49.127474016049504,1,7,20,0,0,0
45,0,0,45.61101924610298,1,6,28,0,0,1
45,1,0,43.66953994892311,1,6,28,0,0,1
45,2,1,50.87547963552071,1,6,28,0,0,1
45,3,1,50.99684987926005,1,6,28,0,0,1
45,4,1,52.86368540531714,1,6,28,0,0,1
45,5,1,48.36732177221183,1,6,28,0,0,1
45,6,1,49.705446632213885,1,6,28,0,0,1
45,7,1,49.36121923033631,1,6,28,0,0,1
45,8,1,50.180037769517575,1,6,28,0,0,1
45,9,1,50.003586307087886,1,6,28,0,0,1
46,0,0,46.04415449297868,4,9,18,0,0,0
46,1,0,45.32201528127543,4,9,18,0,0,0
46,2,0,45.36038642092139,4,9,18,0,0,0
46,3,0,46.61278309861726,4,9,18,0,0,0
46,4,0,43.350353512085576,4,9,18,0,0,0
46,5,0,43.62448723263197,4,9,18,0,0,0
46,6,0,46.48256721071569,4,9,18,0,0,0
46,7,0,43.698744547438416,4,9,18,0,0,0
46,8,0,45.067413670198064,4,9,18,0,0,0
46,9,0,45.28671759555586,4,9,18,0,0,0
47,0,0,47.70582263899757,3,7,21,1,1,0
47,1,0,46.386256139244665,3,7,21,1,1,0
47,2,0,49.394696455347855,3,7,21,1,1,0
47,3,0,45.60585257562981,3,7,21,1,1,0
47,4,0,46.84286616456413,3,7,21,1,1,0
47,5,0,45.24139999792869,3,7,21,1,1,0
47,6,0,49.276709091888726,3,7,21,1,1,0
47,7,0,44.46551730460181,3,7,21,1,1,0
47,8,0,48.65448689888791,3,7,21,1,1,0
47,9,1,52.69477471128453,3,7,21,1,1,0
48,0,0,47.46022256607636,4,11,20,1,0,0
48,1,0,46.62894441204639,4,11,20,1,0,0
48,2,0,45.6497676199198,4,11,20,1,0,0
48,3,0,46.16270686223235,4,11,20,1,0,0
48,4,0,43.90682051928717,4,11,20,1,0,0
48,5,0,45.24800674837527,4,11,20,1,0,0
48,6,1,54.49663502214545,4,11,20,1,0,0
48,7,1,50.93256763100516,4,11,20,1,0,0
48,8,1,49.44259574724396,4,11,20,1,0,0
48,9,1,51.69141732366242,4,11,20,1,0,0
49,0,0,44.00877662666218,5,5,25,1,1,1
49,1,0,43.99752888548907,5,5,25,1,1,1
49,2,0,42.892627207443205,5,5,25,1,1,1
49,3,0,41.06120161432486,5,5,25,1,1,1
49,4,0,42.14274502169009,5,5,25,1,1,1
49,5,0,40.86230714993791,5,5,25,1,1,1
49,6,0,45.33262595875738,5,5,25,1,1,1
49,7,0,41.03579235422241,5,5,25,1,1,1
49,8,0,44.24084356603684,5,5,25,1,1,1
49,9,0,42.1701102131232,5,5,25,1,1,1
50,0,0,46.88052698480701,6,6,17,0,1,0
50,1,0,47.48047592709878,6,6,17,0,1,0
50,2,0,44.99750558069338,6,6,17,0,1,0
50,3,0,44.92808555781264,6,6,17,0,1,0
50,4,0,47.19562733139118,6,6,17,0,1,0
50,5,0,46.36254518731498,6,6,17,0,1,0
50,6,0,48.79654606131773,6,6,17,0,1,0
50,7,0,44.35055678447223,6,6,17,0,1,0
50,8,0,44.37988764621432,6,6,17,0,1,0
50,9,0,47.8315708801558,6,6,17,0,1,0
51,0,0,40.912493654221294,3,9,33,1,0,0
51,1,0,43.02864527786939,3,9,33,1,0,0
51,2,0,40.38981727531855,3,9,33,1,0,0
51,3,0,40.99249999347379,3,9,33,1,0,0
51,4,0,41.438812160632615,3,9,33,1,0,0
51,5,0,39.984981054503216,3,9,33,1,0,0
51,6,0,45.38661434280409,3,9,33,1,0,0
51,7,0,40.61970085517751,3,9,33,1,0,0
51,8,0,41.14970558733857,3,9,33,1,0,0
51,9,0,42.47533927372159,3,9,33,1,0,0
52,0,0,45.46323698706108,6,8,21,0,1,1
52,1,0,46.4356298071938,6,8,21,0,1,1
52,2,0,45.94347797905844,6,8,21,0,1,1
52,3,0,44.67826460794345,6,8,21,0,1,1
52,4,0,45.61472134063757,6,8,21,0,1,1
52,5,0,44.621764024710046,6,8,21,0,1,1
52,6,0,47.41727011598949,6,8,21,0,1,1
52,7,0,42.91048050169079,6,8,21,0,1,1
52,8,0,45.932700060097794,6,8,21,0,1,1
52,9,0,46.40353197753231,6,8,21,0,1,1
53,0,0,43.60334916708386,1,4,30,0,1,1
53,1,0,43.45443986408781,1,4,30,0,1,1
53,2,0,43.09110002187675,1,4,30,0,1,1
53,3,0,42.28312202123061,1,4,30,0,1,1
53,4,0,42.80052125671667,1,4,30,0,1,1
53,5,0,40.63665365610287,1,4,30,0,1,1
53,6,0,45.27902892290203,1,4,30,0,1,1
53,7,1,49.91619775916526,1,4,30,0,1,1
53,8,1,49.91860304007152,1,4,30,0,1,1
53,9,1,48.9394796726748,1,4,30,0,1,1
54,0,0,46.41817333942176,5,7,22,0,0,1
54,1,0,43.01255014604999,5,7,22,0,0,1
54,2,0,44.41064712719236,5,7,22,0,0,1
54,3,0,41.62508720078957,5,7,22,0,0,1
