store_id,post_policy,tax_policy,sales_volume,rent_per_sqft,inventory_value,weekend,holiday
247,0,0,45.55936389204799,3,6,0,0
248,0,1,46.32052614949314,1,6,0,1
249,0,1,47.10423730588488,7,7,0,0
250,0,0,49.045331527583976,5,7,0,0
251,0,1,46.11030538298043,5,5,0,0
252,0,0,44.76687095451975,3,5,0,0
253,0,0,44.78201807064172,5,3,0,0
254,0,1,48.2229630808801,3,6,0,0
255,0,0,44.98721423596088,5,6,0,0
256,0,1,45.9761271079652,1,6,1,1
257,0,1,47.09262027459509,2,6,1,0
258,0,1,44.51274096212051,4,7,0,1
259,0,0,45.260725031210015,3,3,0,0
260,0,1,44.71742881422284,2,5,1,0
261,0,0,47.43614535275762,6,5,0,1
262,0,0,46.23082977065774,1,6,1,1
263,0,1,46.02994228066067,3,6,0,0
264,0,1,46.570914050172426,2,4,1,0
265,0,1,46.724152499158826,5,7,0,0
266,0,1,44.08615239687107,1,5,1,1
267,0,1,47.28358060457143,2,7,0,0
268,0,0,45.25528874792752,4,5,0,1
269,0,1,46.747882978890495,3,5,0,0
270,0,0,45.16669427621954,9,4,0,1
271,0,1,44.58046301927335,5,4,0,1
272,0,0,48.502611166929206,1,6,1,0
273,0,0,46.17864014670901,3,3,1,1
274,0,0,44.38245283305288,2,4,0,0
275,0,1,46.082894066831024,2,4,0,0
276,0,1,45.00352206272965,6,6,0,0
277,0,1,45.46731035506283,5,4,0,0
278,0,1,45.37959227266084,6,8,0,0
279,0,1,45.57145981119162,7,5,0,0
280,0,1,43.986568075794445,2,6,0,0
281,0,0,46.40461022243382,7,7,0,0
282,0,0,46.049805234966406,3,6,0,0
283,0,0,47.95051537717074,2,6,0,0
284,0,1,46.664707652753,2,6,0,1
285,0,0,46.22875250782649,3,4,1,1
286,0,0,46.94430542381735,3,5,0,0
287,0,1,46.93955578769482,5,5,1,0
288,0,1,47.53661773550412,0,5,1,0
289,0,0,45.29758265493521,5,6,0,1
290,0,0,45.367140523133656,2,5,0,1
291,0,0,46.57429826973631,3,5,0,1
292,0,0,47.44459741234327,2,4,0,1
293,0,1,45.744130412204,2,6,1,0
294,0,1,46.32791418405719,3,4,0,1
295,0,0,47.70212755085174,2,5,1,1
296,0,1,46.54369373734113,4,6,0,0
297,0,0,45.04094971055034,3,5,0,1
298,0,1,46.76410264346519,3,6,1,0
299,0,0,46.94325933426733,2,5,0,1
300,0,0,45.286942627002105,6,7,1,0
301,0,1,46.69351032960954,1,7,0,0
302,0,1,45.688811071222176,6,4,0,0
303,0,1,46.21461743713508,0,5,0,0
304,0,1,47.02232212330315,4,6,0,1
305,0,1,44.822715824567226,5,6,0,1
306,0,0,46.384157683399074,4,6,1,0
307,0,1,46.37899968564741,3,6,0,1
308,0,0,45.75507023992021,4,5,0,0
309,0,0,45.67964408913115,5,6,1,1
310,0,1,45.64419939843844,4,6,1,1
311,0,1,46.058010008884416,5,4,0,0
312,0,1,45.58194910311068,5,7,1,0
313,0,1,44.70406248949848,6,4,0,0
314,0,1,46.79869301112023,6,6,1,0
315,0,0,46.75959276085809,1,6,1,0
316,0,0,46.13889231869819,7,5,0,0
317,0,0,47.05139784533282,3,7,0,0
318,0,0,46.69369946638663,2,8,0,1
319,0,1,44.53007353815587,4,7,0,1
320,0,1,47.92273246138224,2,7,1,0
321,0,0,46.24886519973776,0,4,0,0
322,0,0,47.19860813118261,1,5,1,0
323,0,0,47.2339176655736,3,3,0,0
324,0,1,45.08576265988008,3,5,0,1
325,0,0,45.52386122091659,6,6,0,0
326,0,0,45.424000976990285,0,5,0,0
327,0,1,45.64059170056744,4,5,1,0
328,0,0,45.61006410603206,4,6,1,0
329,0,0,46.73884631269591,4,4,1,0
330,0,0,47.16444218761121,4,7,0,0
331,0,1,45.42670974922464,2,5,1,0
332,0,1,46.896494121767375,6,7,0,0
333,0,1,47.02203201751239,5,5,1,1
334,0,0,46.371336558462666,4,5,0,0
335,0,1,46.10467560437857,3,6,1,0
336,0,1,47.43847490513087,5,5,0,1
337,0,1,44.744179179317776,4,5,0,0
338,0,0,45.60727914876271,3,5,0,0
339,0,1,44.99164868135266,5,5,0,1
340,0,0,46.311634833639886,0,6,0,0
341,0,0,46.98918142947431,4,5,1,0
342,0,1,45.1323165615426,2,7,0,0
343,0,0,46.95990358137039,5,7,0,0
344,0,1,44.85852587914347,5,8,0,0
345,0,0,45.81889853454703,5,5,0,1
346,0,1,46.079801376362965,4,5,0,0
347,0,0,45.75574485295537,4,5,0,0
348,0,0,46.26909940890377,4,7,0,1
349,0,0,45.28980516705224,3,6,1,0
350,0,1,47.71269139078681,4,6,1,0
351,0,0,45.99064565240274,4,5,0,0
352,0,1,45.741610417069325,7,7,1,0
353,0,1,47.91187886619296,1,6,0,0
354,0,0,46.38521440931883,5,7,1,0
355,0,0,46.269292831806936,2,6,0,1
356,0,0,45.883750379340576,1,4,0,0
357,0,0,46.7540547859767,7,6,0,1
358,0,1,45.79517312041511,4,7,0,0
359,0,1,46.39526768396097,3,5,0,0
360,0,0,45.45828802721905,2,6,0,0
361,0,1,45.24725678051986,2,5,1,0
362,0,1,47.05918341383657,3,4,0,1
363,0,0,45.85848793763632,5,5,0,0
364,0,0,46.91692728242987,2,7,0,0
365,0,0,44.25014884749367,2,5,0,0
366,0,1,47.56140977589885,1,7,0,0
367,0,1,45.65902762571686,3,5,0,0
368,0,0,45.27823748149882,3,7,0,1
369,0,0,45.87595387184765,2,5,0,1
370,0,0,45.10186803915183,4,3,0,1
371,0,1,45.77630906451262,6,7,1,1
372,0,1,46.0562521694874,0,8,0,0
373,0,1,46.27014988711534,3,6,1,0
374,0,0,47.42197706426851,2,6,1,0
375,0,0,45.14991825171616,5,4,0,1
376,0,0,46.18921573303869,2,5,0,0
377,0,0,46.42212944928978,2,5,0,0
378,0,0,47.185009101606845,4,5,1,0
379,0,0,48.39235409665317,3,6,0,0
380,0,0,46.14919933914069,5,6,0,0
381,0,0,45.1468099772432,4,5,0,1
382,0,1,46.13507757581012,3,5,0,0
383,0,1,45.677032207049294,1,4,0,0
384,0,0,46.70917512037819,5,6,0,0
385,0,0,45.738105041438,1,4,0,0
386,0,1,48.915160380431786,2,6,0,1
387,0,0,46.09852762573685,7,6,0,1
388,0,0,45.89913971613274,1,6,0,0
389,0,1,47.2796931234409,4,6,0,0
390,0,1,46.20563016668639,6,5,1,0
391,0,0,46.33833487772584,1,6,1,0
392,0,0,47.21012657820943,3,6,0,0
393,0,0,45.08402352745699,2,5,0,0
394,0,0,45.26602763857483,5,5,1,1
395,0,1,48.56460774748648,2,7,0,0
396,0,1,46.18992419801975,5,5,0,0
397,0,0,46.182153040438855,2,5,0,1
398,0,0,45.31084006281085,0,5,0,1
399,0,0,47.47121858550466,3,4,0,0
400,0,1,45.76747728091145,5,5,1,0
401,0,0,45.47595884202492,5,7,0,0
402,0,0,46.09119366517803,5,6,0,0
403,0,1,47.89836465023623,1,5,1,1
404,0,1,44.71563675677194,0,5,1,1
405,0,1,45.68716716389142,2,5,1,1
406,0,1,46.22049661297524,4,6,1,0
407,0,0,45.79197460362444,5,5,0,0
408,0,0,46.6311832374159,1,4,0,0
409,0,0,46.37425122414146,6,4,0,0
410,0,0,45.880285635233335,3,5,0,0
411,0,1,45.40599304032958,5,7,1,1
412,0,1,46.422135556101765,5,6,0,0
413,0,1,46.57653048519068,3,6,0,1
414,0,0,46.43287289388324,2,4,0,1
415,0,1,47.86956762763088,2,6,0,1
416,0,0,45.74755170747727,3,5,0,1
417,0,1,46.6246350745147,5,6,0,0
418,0,1,45.24415184311807,4,6,0,0
419,0,0,45.98482270257863,4,6,0,0
420,0,1,45.57437583950468,3,6,0,1
421,0,0,45.1172864005806,4,6,0,0
422,0,0,45.49353990411517,5,5,0,1
423,0,0,46.62259266910996,2,6,1,0
424,0,1,46.50689533814072,2,4,0,0
425,0,1,44.92030487719273,7,5,0,1
426,0,0,45.63184419275238,2,5,1,0
0,1,0,46.54943257797356,0,6,1,0
1,1,0,45.89511451737417,2,5,0,0
2,1,0,46.31299825651583,3,5,1,1
3,1,0,46.27658210375086,5,5,1,1
4,1,0,45.00883151283057,3,6,1,0
5,1,0,46.41908004457541,0,5,1,0
6,1,1,50.73155244588634,4,5,1,0
7,1,0,47.37175275836744,4,4,1,1
8,1,0,47.60694737388868,3,5,0,0
9,1,1,50.4010147466166,5,5,1,0
10,1,0,47.693330381667295,2,5,0,1
11,1,1,50.3509154633515,5,3,0,1
12,1,0,48.19572861152064,3,8,0,0
13,1,1,51.62021673781495,1,5,1,0
14,1,1,50.54547216351239,7,5,0,1
15,1,0,47.34097884201815,4,5,1,0
16,1,0,45.27999058063777,4,5,1,1
17,1,0,45.56535692639947,5,5,1,0
18,1,0,47.21273708623462,4,5,1,1
19,1,0,46.561228592571744,4,5,1,1
20,1,1,50.93818529553013,3,7,0,0
21,1,0,45.54077255132624,3,4,0,1
22,1,1,51.151239882981486,2,6,1,1
23,1,0,47.47361061206249,3,5,1,0
24,1,0,46.532282199132936,5,5,0,0
25,1,1,52.00265047976719,4,4,0,0
26,1,0,47.78633324633743,1,7,0,1
27,1,1,52.22711718643117,5,4,0,0
28,1,0,44.49590002980285,4,3,0,0
29,1,1,51.96052560362408,1,4,0,0
30,1,1,50.64959260438784,3,4,0,0
31,1,0,48.32236815745237,5,6,1,0
32,1,1,50.06790486378299,5,5,0,1
33,1,1,51.99329084406683,2,5,0,0
34,1,1,52.73333942235112,3,7,1,0
35,1,0,46.88248111102939,2,7,1,0
36,1,1,50.318484272326735,1,5,0,0
37,1,1,52.01481300904912,1,7,0,0
38,1,1,54.146234235332855,3,5,0,0
39,1,0,46.17264194542397,6,7,1,0
40,1,1,51.05830673070612,4,5,0,0
41,1,0,47.14505183238953,4,6,0,0
42,1,1,51.65935971023791,1,8,0,1
43,1,1,50.38413229340891,2,5,1,0
44,1,1,49.422525429311165,4,4,0,0
45,1,0,45.7814104194844,5,6,1,0
46,1,1,51.90748220757166,0,6,0,0
47,1,1,51.36501591215336,3,7,1,1
48,1,1,51.21411069141049,4,7,1,1
49,1,1,51.20217001582526,9,5,0,0
50,1,0,45.55302296349641,5,7,1,0
51,1,0,47.4812902761108,2,5,0,0
52,1,0,46.931720628565714,3,3,0,0
53,1,1,50.383312039730775,1,5,1,0
54,1,0,46.68915379256833,4,4,0,0
55,1,0,47.42346105363156,8,7,1,0
56,1,0,47.2379463569664,1,5,1,1
57,1,0,45.38758754574948,6,4,1,1
58,1,1,51.69859643722982,2,6,0,1
59,1,0,45.82939704381627,3,6,0,0
60,1,1,53.41735495375571,4,5,0,0
61,1,0,47.78749417142488,3,6,1,0
62,1,1,51.066675848367225,5,6,0,0
63,1,1,51.71931100095438,6,7,1,0
64,1,1,50.71191891733895,5,5,0,0
65,1,0,47.0471769556089,6,5,0,0
66,1,1,51.411091356758895,4,6,1,0
67,1,0,47.01309782136298,5,6,0,0
68,1,0,46.58454648097792,8,7,1,1
69,1,0,47.89681898249405,4,7,1,1
70,1,1,49.99878768429566,5,6,1,0
71,1,1,52.14489592576263,2,7,0,0
72,1,0,46.02435219022873,4,6,1,0
73,1,1,51.755677013972914,1,5,1,0
74,1,1,51.53331917780744,3,6,0,1
75,1,0,47.04481393349987,6,7,1,0
76,1,1,49.267833473093766,3,4,0,1
77,1,1,50.11350517066776,2,6,0,1
78,1,1,49.91868470965748,7,6,1,1
79,1,0,45.71790642636864,1,4,0,0
80,1,0,47.39721551644527,6,5,0,1
81,1,1,53.00441314020252,6,7,0,0
82,1,1,49.69278368823915,2,6,0,0
83,1,0,46.31223774783409,5,5,1,0
84,1,0,48.5116467695234,3,5,0,0
85,1,1,49.59678027969567,7,5,1,1
86,1,0,44.6961270322491,5,5,0,1
87,1,0,46.06538725068705,2,4,0,1
88,1,1,50.7175682763254,1,6,1,1
89,1,1,50.63900723173246,6,4,0,1
90,1,1,51.535117001537095,6,6,1,1
91,1,1,53.13837271309962,3,7,0,0
92,1,0,47.83923068340236,5,5,0,0
93,1,0,45.72074586126182,3,4,0,0
94,1,1,52.20853050198566,7,5,0,1
95,1,1,51.93294658607552,5,5,1,0
96,1,0,46.27564329701791,6,6,0,0
97,1,1,52.449324926979045,4,5,0,0
98,1,0,44.17490798608058,4,5,1,0
99,1,1,51.49660470912657,4,5,0,0
100,1,0,44.59746980200816,6,6,0,0
101,1,0,47.559156684123074,2,7,0,1
102,1,0,46.48637957488402,2,6,0,0
103,1,0,46.73935987528757,8,5,1,0
104,1,0,45.66443546599487,6,5,0,1
105,1,1,51.101626835488254,4,5,0,0
106,1,0,46.8752013494125,3,4,0,0
107,1,0,46.1275136115058,4,4,0,1
108,1,0,46.432828599686296,2,3,0,0
109,1,1,52.11203791265957,5,6,0,1
110,1,1,51.66577868349155,2,5,0,0
111,1,1,50.6739510217968,3,6,0,0
112,1,1,50.67338050813375,5,5,0,0
113,1,0,46.11496166823007,2,7,1,0
114,1,0,48.431873970375065,2,5,1,0
115,1,1,50.9817440827683,2,4,0,0
116,1,0,46.676296356423165,6,5,0,0
117,1,1,52.03835743677077,2,5,0,0
118,1,1,49.73082083888189,4,6,1,0
119,1,0,44.89445557872927,1,6,0,0
120,1,1,50.6237370102494,3,4,0,0
121,1,0,45.14957846065655,4,6,1,0
122,1,0,45.37057062590498,5,4,0,0
123,1,1,50.29324712556068,3,5,0,0
124,1,0,48.47352632074298,1,8,0,0
125,1,1,52.35431374907066,1,7,0,1
126,1,0,45.86294154551637,2,5,0,1
127,1,1,51.536627907219966,4,7,0,0
128,1,1,50.340401322211896,7,6,0,1
129,1,1,52.78878524646091,3,4,0,0
130,1,0,46.73241482908366,4,5,1,0
131,1,1,52.72083337947611,5,5,1,0
132,1,0,47.21393071474585,2,8,0,0
133,1,0,46.50997517172322,5,7,0,0
134,1,0,47.25712386118408,4,7,0,0
135,1,1,50.17694766086577,4,7,1,0
136,1,1,52.45360253318326,4,4,1,1
137,1,0,46.454341086798586,4,5,0,0
138,1,0,47.308942705224105,3,6,0,1
139,1,1,52.73960121688472,4,5,0,0
140,1,1,52.36474686114129,4,6,0,0
141,1,1,51.47403652717672,4,6,1,0
142,1,1,52.7179891103911,5,6,0,1
143,1,1,51.966332643095946,2,6,0,0
144,1,1,49.44939317363684,6,8,0,0
145,1,1,49.58639064422901,3,4,1,0
146,1,0,45.89722894550204,5,7,0,1
147,1,1,52.735225926774014,2,4,1,0
148,1,1,50.65681980674541,3,5,0,0
149,1,0,47.78556388146384,2,5,0,1
150,1,0,46.07691617489576,5,5,0,1
151,1,1,52.24259470122084,2,7,0,1
152,1,0,45.71840409678599,4,5,0,0
153,1,0,44.32868391009109,3,6,1,0
154,1,1,53.043768834386206,5,5,0,1
155,1,1,51.09959235567639,0,5,0,0
156,1,0,45.583337685173326,4,7,1,0
157,1,0,46.57920609625051,4,7,1,0
158,1,0,46.092875751900046,3,5,0,1
159,1,1,51.49339658538764,5,5,0,0
160,1,0,44.84368679862565,6,5,1,1
161,1,1,51.06105229625983,4,5,0,1
162,1,0,47.02015834445744,2,5,0,1
163,1,1,52.18488351150841,3,5,0,0
164,1,1,51.78674193942671,4,5,0,1
165,1,1,52.9443522541248,5,5,0,0
166,1,0,46.0245638899049,2,7,0,1
167,1,0,47.55096581476555,7,7,0,0
168,1,0,46.753705075234514,4,5,0,1
169,1,1,53.430758793762536,2,4,0,0
170,1,0,47.1126630400845,1,8,1,1
171,1,1,50.0553360098863,4,6,0,0
172,1,0,45.10917102952748,7,6,0,0
173,1,1,50.11325551426452,7,7,1,0
174,1,0,44.46955512508567,6,4,1,0
175,1,0,46.30517088810229,3,6,1,0
176,1,0,45.2549569136172,2,6,0,1
177,1,1,53.364146419888776,1,6,0,0
178,1,1,52.55213737908526,3,7,1,0
179,1,0,47.74762975831026,2,6,0,0
180,1,0,45.689600236076615,7,8,0,0
181,1,0,45.7413920442021,3,7,0,0
182,1,0,46.50941880407021,5,6,1,0
183,1,1,49.16266962131697,4,6,1,1
184,1,0,49.80801758170433,2,5,1,0
185,1,0,47.40003762627477,4,7,0,0
186,1,1,49.52182945746989,5,5,1,0
187,1,0,45.71592980982668,4,5,0,0
188,1,1,51.16016710071207,3,5,0,1
189,1,0,47.19197896520436,0,6,0,0
190,1,1,51.75208872129124,1,5,1,1
191,1,0,47.4011536101956,3,7,1,0
192,1,0,44.54877942404935,4,5,0,0
193,1,0,45.48879942090549,5,5,0,1
194,1,0,45.13958891090959,5,6,0,1
195,1,0,47.56639675213509,4,6,1,0
196,1,1,49.63394373064513,5,7,0,0
197,1,0,46.226744106675866,2,6,1,1
198,1,1,52.34180166751612,2,5,0,0
199,1,1,52.41873942731922,4,7,1,0
200,1,1,50.49939546255685,2,5,0,0
201,1,0,46.045836289637215,1,8,1,0
202,1,0,46.5860257112179,5,6,0,0
203,1,0,46.43761362421415,3,7,0,0
204,1,0,46.05398516855329,4,5,1,0
