school_id,academic_year,teaching_method,math_score,class_size,teacher_experience,urban_school,private_school,federal_funding
18,5,0,58.62290585856925,2,9,0,0,1
18,6,0,52.47764369445559,2,9,0,0,1
18,7,0,54.822333045407305,2,9,0,0,1
18,8,0,54.8513867162968,2,9,0,0,1
18,9,0,53.988753402654126,2,9,0,0,1
19,0,0,54.4746786801869,6,5,0,1,1
19,1,0,55.5048224398896,6,5,0,1,1
19,2,0,53.457687215372005,6,5,0,1,1
19,3,0,53.11185361304008,6,5,0,1,1
19,4,0,52.61203951572242,6,5,0,1,1
19,5,0,54.37088746716106,6,5,0,1,1
19,6,0,55.76767677076439,6,5,0,1,1
19,7,0,55.43389738669404,6,5,0,1,1
19,8,0,54.99623818953399,6,5,0,1,1
19,9,0,53.149563474403706,6,5,0,1,1
20,0,0,53.01646497205925,5,3,1,0,0
20,1,0,57.5084634742606,5,3,1,0,0
20,2,0,54.82180231653264,5,3,1,0,0
20,3,0,55.21825187581307,5,3,1,0,0
20,4,0,53.38478169869848,5,3,1,0,0
20,5,0,56.69149669123056,5,3,1,0,0
20,6,0,54.208343227312696,5,3,1,0,0
20,7,0,52.85412098330302,5,3,1,0,0
20,8,0,56.0457414066336,5,3,1,0,0
20,9,0,53.87372271486343,5,3,1,0,0
21,0,0,52.00744325266164,5,8,1,0,1
21,1,0,51.12620647383829,5,8,1,0,1
21,2,0,49.532321935141816,5,8,1,0,1
21,3,0,50.58515215489894,5,8,1,0,1
21,4,0,50.44586693874073,5,8,1,0,1
21,5,0,51.76285248889943,5,8,1,0,1
21,6,0,51.49662062868648,5,8,1,0,1
21,7,0,49.4834389287606,5,8,1,0,1
21,8,0,51.36673320701322,5,8,1,0,1
21,9,0,51.881272252955895,5,8,1,0,1
22,0,0,52.49314024769208,5,5,0,1,0
22,1,0,53.71110261629616,5,5,0,1,0
22,2,0,55.00395787981172,5,5,0,1,0
22,3,0,52.003670711875216,5,5,0,1,0
22,4,0,52.207052474366606,5,5,0,1,0
22,5,0,54.06363673320856,5,5,0,1,0
22,6,0,52.1855803618908,5,5,0,1,0
22,7,0,52.81595800355942,5,5,0,1,0
22,8,0,54.44405653166484,5,5,0,1,0
22,9,0,53.761311213759306,5,5,0,1,0
23,0,0,53.57915332717426,3,10,1,0,0
23,1,0,55.55925401846957,3,10,1,0,0
23,2,0,53.61725221652038,3,10,1,0,0
23,3,0,53.69806084514349,3,10,1,0,0
23,4,0,54.40548522414719,3,10,1,0,0
23,5,0,54.51899751546186,3,10,1,0,0
23,6,0,53.20427948893579,3,10,1,0,0
23,7,0,53.603522747600586,3,10,1,0,0
23,8,0,53.955352674147846,3,10,1,0,0
23,9,0,52.96560375174135,3,10,1,0,0
24,0,0,55.12660561149009,6,6,0,1,0
24,1,0,54.990693303145136,6,6,0,1,0
24,2,0,54.559956360674406,6,6,0,1,0
24,3,0,55.08145958985818,6,6,0,1,0
24,4,0,52.70704022628148,6,6,0,1,0
24,5,0,55.24950480541835,6,6,0,1,0
24,6,0,54.230988778821626,6,6,0,1,0
24,7,0,57.75883154695638,6,6,0,1,0
24,8,0,55.267041858667966,6,6,0,1,0
24,9,0,52.79917878417852,6,6,0,1,0
25,0,0,52.98190529218185,4,10,1,0,0
25,1,0,52.89546808767325,4,10,1,0,0
25,2,0,51.45903586896719,4,10,1,0,0
25,3,0,50.478284828093805,4,10,1,0,0
25,4,0,51.43646363508385,4,10,1,0,0
25,5,1,57.52975131621064,4,10,1,0,0
25,6,1,55.41314649804974,4,10,1,0,0
25,7,1,57.6040957060551,4,10,1,0,0
25,8,1,57.85260923835445,4,10,1,0,0
25,9,1,56.75390366073641,4,10,1,0,0
26,0,0,53.81709334887826,6,7,1,1,1
26,1,0,54.10040093600507,6,7,1,1,1
26,2,0,53.79570767873991,6,7,1,1,1
26,3,0,53.58087087962925,6,7,1,1,1
26,4,0,54.07971365288194,6,7,1,1,1
26,5,0,54.30983459705242,6,7,1,1,1
26,6,0,51.33207445148426,6,7,1,1,1
26,7,0,53.1967548479405,6,7,1,1,1
26,8,0,53.00834374344226,6,7,1,1,1
26,9,0,53.34485808071182,6,7,1,1,1
27,0,0,54.33969707648322,5,8,1,1,1
27,1,0,52.93879650760309,5,8,1,1,1
27,2,0,51.77210278991589,5,8,1,1,1
27,3,0,53.28679082502303,5,8,1,1,1
27,4,0,52.99053521344498,5,8,1,1,1
27,5,0,53.97086789707204,5,8,1,1,1
27,6,0,51.51448485213904,5,8,1,1,1
27,7,0,54.55732532270019,5,8,1,1,1
27,8,0,54.03690708426058,5,8,1,1,1
27,9,1,57.40862197189028,5,8,1,1,1
28,0,0,53.64992368725181,5,9,0,0,1
28,1,0,55.64140390281152,5,9,0,0,1
28,2,0,53.24942759252683,5,9,0,0,1
28,3,0,51.01928735634087,5,9,0,0,1
28,4,0,53.642662278972736,5,9,0,0,1
28,5,0,53.5440582773177,5,9,0,0,1
28,6,0,52.7366715386962,5,9,0,0,1
28,7,0,54.04371185888044,5,9,0,0,1
28,8,0,53.75891494136167,5,9,0,0,1
28,9,0,54.8535548448778,5,9,0,0,1
29,0,0,52.09890353071427,2,12,1,0,0
29,1,0,55.2514169079648,2,12,1,0,0
29,2,1,57.87653599828253,2,12,1,0,0
29,3,1,57.86572145869444,2,12,1,0,0
29,4,1,58.11484720137254,2,12,1,0,0
29,5,1,59.69225934936264,2,12,1,0,0
29,6,1,54.70436692541917,2,12,1,0,0
29,7,1,59.76978623979456,2,12,1,0,0
29,8,1,56.940223273706,2,12,1,0,0
29,9,1,58.59321843686365,2,12,1,0,0
30,0,0,52.89424642025741,2,8,0,0,1
30,1,0,51.01065995795667,2,8,0,0,1
30,2,0,52.9920730402004,2,8,0,0,1
30,3,0,54.04445032215535,2,8,0,0,1
30,4,0,51.2299496147875,2,8,0,0,1
30,5,0,52.533093518363366,2,8,0,0,1
30,6,0,53.2339135170604,2,8,0,0,1
30,7,0,52.78569992577991,2,8,0,0,1
30,8,1,56.12904541081494,2,8,0,0,1
30,9,1,55.6693052322208,2,8,0,0,1
31,0,0,52.62676057067785,3,10,0,1,1
31,1,0,52.68596537860744,3,10,0,1,1
31,2,0,52.61077915551804,3,10,0,1,1
31,3,0,53.03502497255676,3,10,0,1,1
31,4,0,51.34941183230337,3,10,0,1,1
31,5,0,53.02372127166216,3,10,0,1,1
31,6,0,51.20614878569938,3,10,0,1,1
31,7,0,51.803466508403005,3,10,0,1,1
31,8,0,53.881910729320495,3,10,0,1,1
31,9,0,51.37327885462244,3,10,0,1,1
32,0,0,53.396677599606505,5,12,0,1,1
32,1,0,54.19415910811228,5,12,0,1,1
32,2,0,51.774846170647294,5,12,0,1,1
32,3,0,52.67211070059,5,12,0,1,1
32,4,0,51.9324908990052,5,12,0,1,1
32,5,0,53.34453971777378,5,12,0,1,1
32,6,0,51.93159721055368,5,12,0,1,1
32,7,0,51.441662456331706,5,12,0,1,1
32,8,1,56.99548585045505,5,12,0,1,1
32,9,1,55.54975992054577,5,12,0,1,1
33,0,0,53.82166960012167,7,7,0,0,0
33,1,0,55.31677053297936,7,7,0,0,0
33,2,0,53.333077016973526,7,7,0,0,0
33,3,0,53.45288084673106,7,7,0,0,0
33,4,0,54.2211033199781,7,7,0,0,0
33,5,0,55.39054574104914,7,7,0,0,0
33,6,0,51.72698718008157,7,7,0,0,0
33,7,0,54.917772068692365,7,7,0,0,0
33,8,0,53.65545552017664,7,7,0,0,0
33,9,0,52.98980466313344,7,7,0,0,0
34,0,0,54.51124205574303,4,9,0,0,1
34,1,0,55.520156792869294,4,9,0,0,1
34,2,0,51.78266817463822,4,9,0,0,1
34,3,0,54.87748392359796,4,9,0,0,1
34,4,0,53.77706121675496,4,9,0,0,1
34,5,0,54.67673263282055,4,9,0,0,1
34,6,0,53.21718088271434,4,9,0,0,1
34,7,0,53.10947691998965,4,9,0,0,1
34,8,0,54.27758705978662,4,9,0,0,1
34,9,0,52.10956833921374,4,9,0,0,1
35,0,0,51.72289510838169,3,13,1,1,1
35,1,0,53.49837760487402,3,13,1,1,1
35,2,0,52.13057570221098,3,13,1,1,1
35,3,0,52.384881784220944,3,13,1,1,1
35,4,0,52.299586262402855,3,13,1,1,1
35,5,0,53.65695479513411,3,13,1,1,1
35,6,1,54.515181790131976,3,13,1,1,1
35,7,1,57.42368702186428,3,13,1,1,1
35,8,1,58.09705635858711,3,13,1,1,1
35,9,1,55.96610128564832,3,13,1,1,1
36,0,0,52.74144301936645,4,5,1,0,1
36,1,0,54.18203225409941,4,5,1,0,1
36,2,0,53.59608825079865,4,5,1,0,1
36,3,0,52.52246927759181,4,5,1,0,1
36,4,0,51.78835865004788,4,5,1,0,1
36,5,0,54.36770852948979,4,5,1,0,1
36,6,0,52.25039188894642,4,5,1,0,1
36,7,0,54.62702571640242,4,5,1,0,1
36,8,0,54.86253219395727,4,5,1,0,1
36,9,0,54.53189466279502,4,5,1,0,1
37,0,0,53.99385331339919,4,13,0,1,1
37,1,0,53.89087530224959,4,13,0,1,1
37,2,0,51.64181506148645,4,13,0,1,1
37,3,0,54.01783949291524,4,13,0,1,1
37,4,0,53.13660764806804,4,13,0,1,1
37,5,0,55.64719998846104,4,13,0,1,1
37,6,0,52.50860388775882,4,13,0,1,1
37,7,0,54.92115964953912,4,13,0,1,1
37,8,0,52.31756489320081,4,13,0,1,1
37,9,0,52.701075511550734,4,13,0,1,1
38,0,0,57.25751049246453,2,10,0,1,1
38,1,0,57.35913250469588,2,10,0,1,1
38,2,0,54.5822877248712,2,10,0,1,1
38,3,0,54.78698671456699,2,10,0,1,1
38,4,1,58.054764209862846,2,10,0,1,1
38,5,1,59.11549531287629,2,10,0,1,1
38,6,1,59.51172920881072,2,10,0,1,1
38,7,1,59.1902629288434,2,10,0,1,1
38,8,1,60.51825102035215,2,10,0,1,1
38,9,1,59.893454458945,2,10,0,1,1
39,0,0,52.19911607152903,5,6,1,0,0
39,1,0,52.62624621496808,5,6,1,0,0
39,2,0,50.53604692555281,5,6,1,0,0
39,3,0,51.41162057160562,5,6,1,0,0
39,4,0,52.87900315147156,5,6,1,0,0
39,5,0,53.942009231976215,5,6,1,0,0
39,6,0,51.414277347412586,5,6,1,0,0
39,7,0,54.43858884107589,5,6,1,0,0
39,8,0,56.086757432471806,5,6,1,0,0
39,9,0,52.32602583694185,5,6,1,0,0
40,0,0,53.454328083651305,3,9,1,0,0
40,1,0,53.813700417694974,3,9,1,0,0
40,2,0,53.71591172143404,3,9,1,0,0
40,3,0,51.819074899702215,3,9,1,0,0
40,4,0,53.56852860111164,3,9,1,0,0
40,5,0,52.808937342961016,3,9,1,0,0
40,6,0,53.02449741273447,3,9,1,0,0
40,7,0,54.3734708208974,3,9,1,0,0
40,8,0,52.259269665054205,3,9,1,0,0
40,9,0,54.041020336423465,3,9,1,0,0
41,0,0,53.37060113951637,6,9,0,1,1
41,1,0,55.44871897654502,6,9,0,1,1
41,2,0,52.00846218801432,6,9,0,1,1
41,3,0,51.180312818464586,6,9,0,1,1
41,4,0,52.93221135904636,6,9,0,1,1
41,5,0,53.634292780916354,6,9,0,1,1
41,6,0,51.661346737730575,6,9,0,1,1
41,7,0,55.0402478950362,6,9,0,1,1
41,8,0,53.167777888991,6,9,0,1,1
41,9,1,55.67402528003109,6,9,0,1,1
42,0,0,52.11317045011147,3,8,1,1,1
42,1,1,56.221650669968085,3,8,1,1,1
42,2,1,55.19941903223428,3,8,1,1,1
42,3,1,57.39838508171623,3,8,1,1,1
42,4,1,56.11710171226166,3,8,1,1,1
42,5,1,57.46987691653664,3,8,1,1,1
42,6,1,56.57521233881651,3,8,1,1,1
42,7,1,57.19605670453531,3,8,1,1,1
42,8,1,56.46834976159511,3,8,1,1,1
42,9,1,55.196292697473446,3,8,1,1,1
43,0,0,53.10212928974301,4,8,1,0,0
43,1,0,53.53006867631668,4,8,1,0,0
43,2,0,51.212482936357546,4,8,1,0,0
43,3,1,54.89989638936128,4,8,1,0,0
43,4,1,55.74874125729312,4,8,1,0,0
43,5,1,55.9300307471971,4,8,1,0,0
43,6,1,52.2983203391442,4,8,1,0,0
43,7,1,57.55714755817623,4,8,1,0,0
43,8,1,55.7623460360448,4,8,1,0,0
43,9,1,57.00817553190313,4,8,1,0,0
44,0,0,53.55689990938125,6,10,1,0,0
44,1,0,54.74154450814663,6,10,1,0,0
44,2,0,53.69261955659369,6,10,1,0,0
44,3,0,52.47806769792909,6,10,1,0,0
44,4,0,53.84122223268871,6,10,1,0,0
44,5,0,55.92948393143726,6,10,1,0,0
44,6,0,53.39028722702553,6,10,1,0,0
44,7,0,52.94659365469001,6,10,1,0,0
44,8,0,55.77917198740137,6,10,1,0,0
44,9,0,53.14721649409292,6,10,1,0,0
45,0,0,54.49484165864565,6,6,0,1,0
45,1,0,55.06682142644248,6,6,0,1,0
45,2,0,56.51220474361569,6,6,0,1,0
45,3,0,53.801400200753,6,6,0,1,0
45,4,0,53.9445698834989,6,6,0,1,0
45,5,0,55.10928719663458,6,6,0,1,0
45,6,0,54.59478755612052,6,6,0,1,0
45,7,0,55.994295147997136,6,6,0,1,0
45,8,0,55.695285258963374,6,6,0,1,0
45,9,0,53.34669634400269,6,6,0,1,0
46,0,0,51.20608118410095,4,8,1,0,1
46,1,1,58.88300637911587,4,8,1,0,1
46,2,1,54.14997613104335,4,8,1,0,1
46,3,1,56.1519621022659,4,8,1,0,1
46,4,1,55.747314983800266,4,8,1,0,1
46,5,1,58.77587122977653,4,8,1,0,1
46,6,1,55.77475303115194,4,8,1,0,1
46,7,1,57.63532702910286,4,8,1,0,1
46,8,1,57.37507629936831,4,8,1,0,1
46,9,1,54.16886033147189,4,8,1,0,1
47,0,0,52.4407612585875,1,8,0,1,1
47,1,0,52.53656706226659,1,8,0,1,1
47,2,0,52.91742596724442,1,8,0,1,1
47,3,0,52.25512886599994,1,8,0,1,1
47,4,0,52.80817955332551,1,8,0,1,1
47,5,0,55.22858588410784,1,8,0,1,1
47,6,0,52.84403370794353,1,8,0,1,1
47,7,0,54.24812747383198,1,8,0,1,1
47,8,0,53.08616301092229,1,8,0,1,1
47,9,0,52.14425045481656,1,8,0,1,1
48,0,0,54.23412898668851,3,7,0,1,1
48,1,0,53.33355851226017,3,7,0,1,1
48,2,0,54.380216519176685,3,7,0,1,1
48,3,0,55.44256568495224,3,7,0,1,1
48,4,0,55.130921192699326,3,7,0,1,1
48,5,0,53.28004112531515,3,7,0,1,1
48,6,0,53.32941094639322,3,7,0,1,1
48,7,0,54.49738151662132,3,7,0,1,1
48,8,0,54.5415252656867,3,7,0,1,1
48,9,0,52.43429766945682,3,7,0,1,1
49,0,0,55.811911975522776,4,5,0,0,0
49,1,0,56.70930130697422,4,5,0,0,0
49,2,0,53.28409032341844,4,5,0,0,0
49,3,0,52.88648067676922,4,5,0,0,0
49,4,0,54.80076203443063,4,5,0,0,0
49,5,0,56.04863367775646,4,5,0,0,0
49,6,1,56.7600119347322,4,5,0,0,0
49,7,1,59.89355271547971,4,5,0,0,0
49,8,1,58.62878287782427,4,5,0,0,0
49,9,1,59.159783909826814,4,5,0,0,0
50,0,0,52.56805130597984,4,12,0,0,1
50,1,0,52.52831904329022,4,12,0,0,1
50,2,0,52.18967380846207,4,12,0,0,1
50,3,0,52.054217445956056,4,12,0,0,1
50,4,0,50.0896795486314,4,12,0,0,1
50,5,0,53.913546581912165,4,12,0,0,1
50,6,0,50.233559182467,4,12,0,0,1
50,7,0,51.72190219978568,4,12,0,0,1
50,8,0,52.76179652816171,4,12,0,0,1
50,9,0,50.38354236796304,4,12,0,0,1
51,0,0,53.17887127913355,3,8,0,0,0
51,1,0,53.62702411487688,3,8,0,0,0
51,2,0,51.073952750387726,3,8,0,0,0
51,3,0,50.98213015859663,3,8,0,0,0
51,4,0,51.56962488003087,3,8,0,0,0
51,5,0,54.70836123729418,3,8,0,0,0
51,6,0,53.24512608658986,3,8,0,0,0
51,7,0,53.57495488013723,3,8,0,0,0
51,8,0,55.049231316707264,3,8,0,0,0
51,9,0,53.84492246948271,3,8,0,0,0
52,0,0,48.72692973529891,0,10,1,0,0
52,1,0,50.63627154060717,0,10,1,0,0
52,2,0,50.4450360107859,0,10,1,0,0
52,3,0,49.75496777638477,0,10,1,0,0
52,4,0,48.17431347307165,0,10,1,0,0
52,5,0,51.04028267016411,0,10,1,0,0
52,6,0,51.106292570004285,0,10,1,0,0
52,7,0,49.945566843900615,0,10,1,0,0
52,8,0,51.36793734034152,0,10,1,0,0
52,9,0,49.83698526098737,0,10,1,0,0
53,0,0,52.48838466143172,2,8,1,0,1
53,1,0,51.947424038974695,2,8,1,0,1
53,2,0,52.61790103843055,2,8,1,0,1
53,3,0,50.52680302182637,2,8,1,0,1
53,4,0,50.471617374049565,2,8,1,0,1
53,5,1,55.00085997977329,2,8,1,0,1
53,6,1,53.51329612988962,2,8,1,0,1
53,7,1,55.500398631896914,2,8,1,0,1
53,8,1,57.21521825267426,2,8,1,0,1
53,9,1,56.05109671377257,2,8,1,0,1
54,0,0,53.44228046067472,5,10,0,1,0
54,1,0,55.03598755789801,5,10,0,1,0
54,2,0,51.640831577641805,5,10,0,1,0
54,3,0,51.4035720527595,5,10,0,1,0
54,4,0,51.690796863397736,5,10,0,1,0
54,5,0,51.57820869674315,5,10,0,1,0
54,6,0,51.356264163434616,5,10,0,1,0
54,7,0,53.86020483587613,5,10,0,1,0
54,8,0,54.23196562219889,5,10,0,1,0
54,9,0,51.22707391638175,5,10,0,1,0
55,0,0,53.75411225166061,3,5,1,0,1
55,1,0,54.9077813330924,3,5,1,0,1
55,2,0,51.15526855876833,3,5,1,0,1
55,3,0,51.35230854373536,3,5,1,0,1
55,4,0,53.330035253479785,3,5,1,0,1
55,5,0,56.31207620516233,3,5,1,0,1
55,6,0,54.60640431355162,3,5,1,0,1
55,7,0,54.354603890610775,3,5,1,0,1
55,8,0,54.18780172367403,3,5,1,0,1
55,9,1,56.10322131618615,3,5,1,0,1
56,0,0,53.5805610909067,4,13,1,1,1
56,1,0,51.46804095960215,4,13,1,1,1
56,2,0,50.34591282080919,4,13,1,1,1
56,3,0,51.72253502285809,4,13,1,1,1
56,4,0,50.62095017614848,4,13,1,1,1
56,5,0,53.6810938091402,4,13,1,1,1
56,6,0,52.1605826450734,4,13,1,1,1
56,7,0,52.943556628177205,4,13,1,1,1
56,8,0,53.38733876909458,4,13,1,1,1
56,9,0,52.52212947766454,4,13,1,1,1
57,0,0,55.318577742069074,4,9,0,1,1
57,1,0,56.45337293567653,4,9,0,1,1
57,2,1,58.027181445911474,4,9,0,1,1
57,3,1,58.59363100559976,4,9,0,1,1
57,4,1,56.70671438903104,4,9,0,1,1
57,5,1,61.27180877209253,4,9,0,1,1
57,6,1,58.27964735492091,4,9,0,1,1
57,7,1,58.07989594230251,4,9,0,1,1
57,8,1,60.34711349304403,4,9,0,1,1
57,9,1,57.44418862325897,4,9,0,1,1
58,0,0,52.77509181605499,2,3,0,0,0
58,1,0,55.09602187133265,2,3,0,0,0
58,2,0,53.72007401613508,2,3,0,0,0
58,3,0,53.370509037671965,2,3,0,0,0
58,4,0,52.827950824036186,2,3,0,0,0
58,5,0,53.37657471255263,2,3,0,0,0
58,6,0,50.03320355650878,2,3,0,0,0
58,7,0,53.13987763985837,2,3,0,0,0
58,8,0,53.1674964336448,2,3,0,0,0
