household_id,after_program,received_solar_panel,monthly_electricity_bill,monthly_income,household_size,has_air_conditioning,has_heating_system,has_electric_vehicles
223,0,0,44.707593273754256,4,6,0,1,0
224,0,1,44.742500006136254,2,5,1,0,0
225,0,1,44.37286707859916,0,6,0,1,1
226,0,0,43.84462759857607,4,5,0,0,1
227,0,1,43.61777084704485,0,5,0,1,1
228,0,0,45.87437495357258,2,6,1,1,0
229,0,0,46.39482965397634,4,5,1,1,1
230,0,0,45.20136657402194,4,6,1,1,1
231,0,0,43.3572072627869,7,5,0,0,1
232,0,0,43.61288577175919,6,6,1,0,1
233,0,0,45.04828515765617,5,4,1,0,0
234,0,0,44.24492143518232,3,5,0,1,1
235,0,0,44.80209232158078,3,5,0,1,1
236,0,0,43.07849936875469,4,6,0,1,1
237,0,0,46.38169582575692,5,7,1,0,0
238,0,0,45.54761487412314,5,5,1,0,0
239,0,1,43.34637164430704,4,3,1,0,1
240,0,1,44.62042765401738,5,6,1,0,0
241,0,1,45.00661035862354,2,4,0,0,1
242,0,0,47.61414331964462,6,5,0,1,0
243,0,0,46.04359472378579,5,4,1,0,0
244,0,0,46.04262890145516,4,6,1,1,0
245,0,0,44.50311306384459,7,4,0,0,0
246,0,1,44.11758327121575,2,5,1,0,1
247,0,0,45.97848966300462,1,7,0,0,1
248,0,0,45.286166496815056,1,5,1,0,0
249,0,0,45.87829666305854,6,5,0,1,0
250,0,1,44.23052836438282,2,7,1,1,0
251,0,0,43.38855745184215,5,6,0,1,0
252,0,0,43.79182150225096,2,5,0,1,0
253,0,1,46.77434470987173,3,5,1,1,1
254,0,1,43.9888723149152,5,6,0,0,1
255,0,0,47.50438328956808,1,5,1,0,1
256,0,0,43.57625088503188,3,4,0,0,0
257,0,1,43.61842355869724,2,6,1,0,1
258,0,0,45.54466890795263,2,5,0,1,1
259,0,0,43.59581510891438,5,6,0,0,0
260,0,0,43.86613202365108,3,6,1,0,0
261,0,1,42.653077302746304,2,5,1,1,0
262,0,0,45.43098203974814,4,6,0,0,0
263,0,0,44.60176045762071,3,6,0,1,0
264,0,1,46.05011138499109,2,5,0,1,0
265,0,0,45.95809767380012,6,6,1,1,1
266,0,0,46.55763266239128,5,5,1,0,1
267,0,1,43.91347300979415,4,6,0,0,1
268,0,0,45.48858959269452,4,4,0,0,1
269,0,1,45.43938471335601,0,5,1,0,0
270,0,1,45.9853673495027,1,4,1,0,0
271,0,0,45.07357996215698,3,7,0,1,0
272,0,1,44.506538772486586,6,5,1,1,1
273,0,0,45.15460829935335,4,5,0,0,0
274,0,1,45.39352018480308,2,4,1,0,0
275,0,0,44.81822207752598,1,5,1,1,0
276,0,0,46.808518616928765,4,6,0,1,0
277,0,0,47.16038249312681,4,6,0,1,1
278,0,0,44.903831198768216,4,5,1,0,0
279,0,0,46.331283955792216,3,5,1,0,0
280,0,1,45.15865202657959,5,5,0,0,0
281,0,1,43.41540425259205,3,5,0,0,1
282,0,0,44.82084224307282,1,5,0,0,1
283,0,0,44.14695525659036,5,5,0,0,1
284,0,0,44.01998284398831,3,6,0,0,0
285,0,1,44.290649898134944,6,6,1,0,0
286,0,0,44.90888560708829,2,7,0,1,0
287,0,1,43.99739396885052,4,7,1,1,1
288,0,0,47.2676850571955,3,5,0,1,1
289,0,0,45.04786480149194,2,7,1,0,0
290,0,0,44.23805335742817,2,6,1,1,0
291,0,1,44.52009265498326,5,6,0,1,0
292,0,0,43.911538489001714,5,6,0,1,1
293,0,0,45.03408981236509,4,5,0,1,0
294,0,1,45.05847490997466,5,7,0,0,0
295,0,1,43.42649954614295,1,6,0,1,0
296,0,1,44.69163232794951,6,6,0,0,0
297,0,0,46.13530697051732,2,7,0,1,0
298,0,0,45.76521265570543,7,6,0,1,1
299,0,1,45.65378571664235,2,7,0,1,0
300,0,0,44.50434935556844,4,5,0,1,0
301,0,0,45.7902270194134,2,4,0,0,1
302,0,1,42.66861947118197,4,6,0,1,1
303,0,0,45.52009477505867,3,4,1,0,1
304,0,0,46.454562346042536,3,6,1,1,1
305,0,1,43.12125061182416,3,7,0,1,1
306,0,0,45.55625901864132,3,6,1,0,0
307,0,0,44.60570693096386,1,5,1,0,1
308,0,0,43.75968734033752,2,6,0,1,0
309,0,0,43.80519637354941,5,6,0,0,0
310,0,1,44.581146516811,6,6,0,0,0
311,0,0,46.04916600668359,3,5,0,0,0
312,0,0,44.2650173041769,2,4,1,0,0
313,0,0,43.42086155770542,1,7,0,0,1
314,0,0,45.15639419191781,4,5,1,1,0
315,0,1,44.83780940805558,3,6,1,1,1
316,0,0,45.86484111508258,3,6,0,1,1
317,0,0,44.72709800942272,3,4,0,0,1
318,0,1,43.40033040934197,2,7,0,0,1
319,0,1,45.55550005600134,4,8,1,0,0
320,0,0,44.75125428007407,3,7,0,1,0
321,0,0,44.04382568084329,2,6,1,1,1
322,0,1,43.58605599725418,3,5,1,1,1
323,0,0,43.833479302469485,6,7,1,1,1
324,0,0,45.84447831261529,4,5,0,1,0
325,0,0,45.173934948147775,1,8,0,0,0
326,0,1,45.0431471673178,3,5,1,0,1
327,0,1,45.42345864307768,2,6,1,0,1
328,0,0,43.85597658289981,6,5,1,1,1
329,0,1,44.72331906720829,4,5,0,1,1
330,0,0,44.66840208126101,1,5,0,0,0
331,0,1,45.96734545037181,4,4,0,1,1
332,0,0,43.71933422496289,4,6,0,0,1
333,0,1,46.026268620391896,4,5,0,1,1
334,0,1,45.01087038801926,2,6,0,0,0
335,0,1,44.50521561997104,1,5,1,0,0
336,0,1,43.18702876169496,1,5,0,1,0
337,0,1,44.9617959396653,3,6,1,0,1
338,0,1,43.38342673113925,3,6,0,0,0
339,0,0,44.56944686275559,1,6,1,1,1
340,0,0,45.86690231979976,5,5,0,0,1
341,0,1,45.86164107794663,2,5,1,1,0
342,0,1,44.188814202246114,5,5,1,1,1
343,0,1,45.487040334162565,2,4,1,0,0
344,0,1,44.72839055308233,3,5,1,0,1
345,0,0,46.1978785109793,6,4,1,1,1
346,0,0,45.038793000993856,4,7,0,0,0
347,0,0,44.997916052960285,3,5,1,0,0
348,0,0,43.64880370121011,5,6,1,0,1
349,0,0,46.02414383055299,4,4,0,1,1
350,0,0,45.676310943044925,0,6,1,1,0
351,0,1,45.62189863953172,0,4,0,1,1
352,0,0,44.3372384736683,3,4,0,1,0
353,0,0,44.99803408956246,4,6,1,0,0
354,0,0,45.63928861752271,5,5,0,0,1
355,0,0,43.281997278136586,6,6,1,1,1
356,0,0,44.7195753007765,4,7,1,1,0
357,0,1,44.2538996997425,4,5,1,0,1
358,0,1,46.13411542786574,1,7,1,0,0
359,0,1,45.25727110209614,2,6,1,0,1
360,0,1,43.78079692726984,2,7,0,0,0
361,0,1,45.43562939276191,3,5,1,0,0
362,0,1,43.85400647555763,6,4,0,1,0
363,0,0,45.16990507939381,5,5,1,0,1
364,0,0,44.788419254147286,5,6,0,0,1
365,0,1,46.14875522909128,2,5,0,1,0
366,0,1,44.78402125690606,0,5,1,0,1
367,0,0,45.01089152760258,5,7,0,1,1
368,0,1,45.20925001375917,3,5,1,1,0
369,0,0,43.77191050813255,3,3,0,1,0
370,0,1,44.99935946268929,5,5,0,0,1
371,0,1,45.06769743024292,5,4,0,1,0
372,0,0,44.64286115986404,2,4,0,0,1
373,0,0,44.80690505689051,1,7,0,0,1
374,0,0,43.91129842227805,6,6,1,0,0
375,0,1,43.49294971569852,4,5,1,1,0
376,0,0,43.37271578721257,6,8,0,1,0
377,0,1,43.87922800864855,5,7,1,0,1
378,0,0,43.454012216203374,6,5,1,1,0
379,0,0,43.865956686980105,6,7,0,1,1
380,0,1,42.459631440907614,4,6,1,1,0
381,0,1,44.04899303787749,2,6,1,0,0
382,0,0,44.307437387886,1,6,1,0,1
383,0,0,44.82508294637407,5,4,1,1,0
384,0,1,44.73434714284776,2,6,0,0,0
385,0,0,46.761647775654666,4,5,1,1,0
386,0,1,45.28615904264626,2,6,1,1,0
387,0,1,44.14480318598456,5,5,0,0,0
388,0,0,43.85990276274821,4,6,1,0,0
389,0,0,44.86044014411104,7,6,1,0,0
390,0,1,44.60735297005724,5,4,0,1,0
391,0,1,45.38357620913252,4,5,1,0,1
392,0,0,45.50090785057591,2,3,0,0,0
393,0,1,44.68491304959284,2,5,0,1,1
394,0,0,46.19955178057095,0,4,0,0,1
395,0,1,43.46321666738847,1,6,1,1,0
396,0,0,44.65130750927381,4,5,1,1,0
397,0,0,45.59169527054388,2,6,1,0,0
398,0,0,47.3357178607763,4,5,1,0,1
399,0,1,45.04347464800599,3,6,1,1,0
400,0,1,43.304851909395744,5,7,0,1,0
401,0,0,45.700456017946856,5,5,0,0,0
402,0,1,43.924817190952005,1,5,0,0,1
403,0,1,43.35788089464475,3,5,1,1,0
404,0,0,44.65898960941286,2,7,1,1,0
405,0,1,45.53447105928208,5,5,0,0,0
406,0,0,44.243148491238514,0,6,0,1,1
407,0,1,44.4476248359651,2,5,0,1,0
408,0,1,43.333005978950695,5,6,0,0,1
409,0,1,46.13856942280922,4,5,1,1,1
410,0,0,46.4733501824972,5,6,1,1,1
411,0,0,45.79161855413729,3,6,0,0,1
412,0,0,45.37153260211189,2,6,1,0,0
413,0,0,44.72652563312735,5,6,1,1,0
414,0,1,44.11260851520825,3,4,1,1,0
415,0,1,45.42961376601316,3,5,1,0,0
416,0,0,43.3169080457662,4,7,0,0,0
417,0,1,46.02682743925429,4,5,0,0,0
418,0,0,45.63079514585043,3,3,1,0,1
419,0,0,44.99749333202029,6,5,0,1,1
420,0,0,45.50730660748866,4,6,0,1,1
421,0,0,44.83990836799613,2,6,0,1,1
422,0,0,44.234989916293074,5,6,1,0,0
423,0,1,46.84681259850084,2,5,1,1,0
424,0,0,44.27020371294327,2,7,0,1,1
425,0,0,46.977317237831926,4,5,0,0,0
426,0,0,46.4199023603415,2,3,0,0,1
427,0,1,43.961841423005815,6,6,1,1,1
428,0,0,44.6283761727895,3,5,0,1,0
429,0,0,45.57098530012021,4,4,0,0,1
430,0,0,44.95840706132457,4,4,1,0,0
431,0,1,43.55016385722137,2,3,0,1,1
432,0,1,45.419623783718,5,3,1,0,0
433,0,0,45.90898027432236,0,6,0,0,0
434,0,1,44.306311845685336,2,6,0,1,1
435,0,0,45.29080726510043,6,6,1,1,0
436,0,0,44.54310767580588,0,5,1,0,1
437,0,1,45.19068534636418,3,5,1,1,0
438,0,1,43.9515737953786,5,5,0,0,1
439,0,0,45.82759746801269,4,6,0,1,0
440,0,0,47.96535571917506,0,5,0,1,1
441,0,0,42.9804732851597,5,5,0,0,0
442,0,1,44.00753315261472,2,5,0,1,1
443,0,0,43.96044311292568,3,7,1,1,0
444,0,0,45.8047798114133,2,6,0,0,1
445,0,0,46.4243116585004,1,6,0,0,0
446,0,0,45.94264879307584,5,7,1,1,0
447,0,1,45.4785018533548,4,4,1,1,0
448,0,1,44.19930261639561,2,6,0,0,1
449,0,1,44.53123903778471,1,6,0,1,0
450,0,1,44.62724562951186,0,6,1,1,0
451,0,1,44.01854947826788,2,5,0,1,0
452,0,1,45.90958164526137,4,4,1,0,0
453,0,1,46.00941066167661,2,4,1,0,1
454,0,0,45.56381933666232,0,7,0,0,1
455,0,0,44.47464964441488,4,6,0,1,0
456,0,1,43.30599801557358,4,7,0,0,0
457,0,1,45.9917435381189,4,5,1,0,1
0,1,0,44.8375806546666,2,6,0,1,0
1,1,0,45.97443283314025,6,4,1,1,1
2,1,0,44.36904564076685,1,6,0,0,0
3,1,1,48.39490850957123,4,6,0,0,1
4,1,1,51.01760599043605,5,6,0,1,0
5,1,0,45.39761652672538,5,5,1,1,0
6,1,0,46.32797699008172,3,5,0,1,1
7,1,0,45.51687520066496,4,5,0,0,1
8,1,0,45.3199371838826,9,5,0,1,1
9,1,0,46.394458724613045,1,5,1,1,0
10,1,1,49.091320651093525,9,6,1,0,1
11,1,1,48.25792269322553,1,6,0,1,1
12,1,0,45.01811266053682,7,6,0,0,1
13,1,0,42.34767425761343,7,5,0,0,0
14,1,1,49.29638005553469,3,6,1,0,0
15,1,1,50.33929138752876,4,5,1,0,0
16,1,1,49.09562972385366,2,6,0,1,1
17,1,1,50.16475350217789,3,5,1,1,1
18,1,1,50.41600559611307,1,4,1,0,1
19,1,1,50.63074189346641,5,6,1,0,1
20,1,0,47.330073526515264,3,6,0,1,1
21,1,1,50.91256631868859,4,6,1,1,0
22,1,1,49.23003927471619,5,4,0,0,0
23,1,1,50.547374238394085,3,6,0,0,1
24,1,1,49.99377577740212,2,7,1,0,0
25,1,1,50.11643511660655,4,6,1,1,1
26,1,0,45.42821461338272,5,4,1,1,1
27,1,1,47.04685345584127,5,7,0,1,1
28,1,0,46.877863703938125,2,6,0,1,0
29,1,0,46.31612895778146,2,6,1,0,1
30,1,0,44.912521417152256,4,5,0,0,0
31,1,1,50.50417109555795,3,5,0,0,0
32,1,0,44.69926434001359,7,5,0,0,0
33,1,1,50.10939155215424,4,5,1,0,1
34,1,0,45.82066520467801,2,7,0,1,1
35,1,1,49.55361918391195,5,7,1,0,0
36,1,0,47.909961284275866,3,5,0,1,1
37,1,1,49.6047366502014,5,5,0,1,1
38,1,0,44.66234181505186,6,7,1,1,1
39,1,0,44.83218418766772,4,6,1,0,0
40,1,1,46.82590591438519,4,4,1,1,1
41,1,1,48.00070434406263,2,4,1,0,1
42,1,1,48.33254690969523,2,8,0,1,0
43,1,1,50.32241091193324,4,5,1,0,0
44,1,0,47.15297115571013,5,5,0,0,1
45,1,1,51.390575445801005,1,3,1,1,1
46,1,0,45.30514376181175,0,6,1,0,0
47,1,1,49.42018502788913,2,5,0,0,0
48,1,0,46.49412802469367,0,6,1,0,0
49,1,1,48.31242258345748,5,4,1,0,0
50,1,0,47.46505907558468,0,4,1,1,1
51,1,0,45.88011969041582,4,5,0,0,1
52,1,0,45.46656579338858,2,6,1,1,0
53,1,0,45.82333214887841,3,5,1,1,0
54,1,0,46.363489065047496,1,4,0,0,1
55,1,1,49.39555600554768,5,7,0,1,1
56,1,0,44.67999684636777,1,6,1,0,1
57,1,0,47.72588501725278,2,7,0,0,1
58,1,0,45.457876388214,7,4,1,0,1
59,1,0,46.41663118453362,3,5,0,0,1
60,1,0,47.23128787200921,4,5,1,0,1
61,1,0,46.89345715459688,2,5,1,0,0
62,1,1,48.49124792187767,2,5,1,0,0
63,1,1,48.14002698583821,3,5,0,0,1
64,1,1,48.24547931855631,3,7,1,1,1
65,1,0,45.56940366145816,4,5,1,0,0
66,1,0,45.93325664849832,3,5,0,1,0
67,1,1,50.14445577199661,1,6,1,0,0
68,1,0,46.95496711260295,6,5,1,1,0
69,1,1,48.429780621395416,4,7,0,0,1
70,1,0,45.86574795919697,3,7,1,0,0
71,1,1,47.12333718124099,3,7,1,1,1
72,1,0,45.01984729863,3,5,1,1,1
73,1,1,48.27736951434037,4,7,1,1,0
74,1,0,45.994553197653104,3,5,0,0,0
75,1,1,50.227769848180536,7,5,1,0,1
76,1,1,50.00945513700075,3,5,0,1,1
77,1,0,45.370320382691744,1,6,0,1,1
78,1,1,49.491114314386,4,5,0,0,0
79,1,1,46.55774855828461,2,5,0,0,0
80,1,0,43.29693154858175,4,5,0,0,1
81,1,0,47.41446098056761,2,4,1,0,1
82,1,1,49.31251051740514,2,7,0,0,1
83,1,0,44.71388328227736,6,5,1,1,1
84,1,0,45.09401631260247,7,4,1,1,1
85,1,1,49.81112595807423,4,5,0,1,1
86,1,0,46.42363829169755,4,5,1,1,0
87,1,0,45.9010456182906,0,6,0,0,0
88,1,0,45.96669760506193,5,5,0,0,1
89,1,1,48.233838787309736,5,4,1,1,1
90,1,0,48.358386328011136,1,6,1,1,1
91,1,0,45.46095397320013,4,6,0,1,1
92,1,0,45.52366602626131,5,6,0,0,0
93,1,1,50.26830596095902,3,6,1,1,0
94,1,1,48.78994659017498,5,5,0,0,1
95,1,1,50.35675732961947,3,4,0,0,1
96,1,1,49.70714890745362,5,5,1,0,1
97,1,0,43.86621355654221,7,6,0,0,0
98,1,0,46.93091549783391,2,5,1,0,0
99,1,1,47.87661701449471,6,7,0,1,0
100,1,1,50.32356483178806,5,6,0,1,0
101,1,1,48.19416127981698,4,7,1,0,1
102,1,0,45.86252706780574,2,5,1,0,0
103,1,0,46.72084224839192,6,5,0,0,0
104,1,0,46.815132681377136,3,7,1,0,1
105,1,0,45.27753790326242,3,5,1,1,0
106,1,0,44.8300946028083,4,6,1,0,1
107,1,1,50.34656436650212,4,5,0,1,0
108,1,1,50.660841727532365,1,5,0,1,0
109,1,1,50.89377492939395,1,4,0,0,1
110,1,1,49.47473690931484,4,4,1,1,1
111,1,1,50.231759033804224,4,6,1,0,0
112,1,1,50.29755517668245,4,7,0,1,0
113,1,1,48.88622859127746,5,6,1,1,1
114,1,0,45.075574176162206,5,8,0,1,1
115,1,1,49.42830749135585,4,5,1,1,0
116,1,1,49.17110299821815,2,4,1,1,1
117,1,0,44.699471998879325,3,6,1,0,0
118,1,0,47.46344929823863,4,4,0,0,0
119,1,1,48.42152774357621,2,5,0,1,0
